Timestep,RoGonDor,DolAmroth,Harad
0,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
1,7.9999999992000017102,7.9999999992000017102,81.517915973028550525
2,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
3,3.3240997216620495891,7.9999999992000017102,90.324560634934684344
4,2.9999999987999999007,7.2199999992780021785,81.517915973028550525
5,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
6,2.9999999987999999007,7.2199999992780021785,81.517915973028550525
7,3.3240997216620495891,7.9999999992000017102,90.324560634934684344
8,3.3240997216620495891,7.9999999992000017102,81.517915973028550525
9,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
10,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
11,3.3240997216620495891,3.3240997216620495891,90.324560634934684344
12,3.3240997216620495891,3.3240997216620495891,81.517915973028550525
13,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
14,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
15,3.3240997216620495891,3.3240997216620495891,90.324560634934684344
16,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
17,2.9999999987999999007,2.9999999987999999007,73.569919165658276938
18,2.9999999987999999007,2.9999999987999999007,73.569919165658276938
19,3.3240997216620495891,3.3240997216620495891,81.517915973028550525
20,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
21,2.9999999987999999007,2.9999999987999999007,73.569919165658276938
22,2.9999999987999999007,2.9999999987999999007,73.569919165658276938
23,3.3240997216620495891,3.3240997216620495891,81.517915973028564736
24,3.3240997216620495891,3.3240997216620495891,81.517915973028550525
25,2.9999999987999999007,3.3240997216620495891,81.517915973028550525
26,2.9999999987999999007,3.3240997216620495891,81.517915973028550525
27,3.3240997216620495891,3.3240997216620495891,81.517915973028564736
28,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
29,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
30,2.9999999987999999007,7.9999999992000017102,90.324560634934684344
31,2.9999999987999999007,7.9999999992000017102,90.324560634934684344
32,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
33,2.7074999989169996617,7.9999999992000017102,81.517915973028550525
34,2.7074999989169996617,7.9999999992000017102,90.324560634934684344
35,2.9999999987999999007,7.9999999992000017102,90.324560634934684344
36,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
37,2.7074999989169996617,7.9999999992000017102,81.517915973028550525
38,2.7074999989169996617,2.8618320960000009912,90.324560634934684344
39,2.9999999987999999007,2.9999999987999999007,90.324560634934684344
40,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
41,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
42,2.7074999989169996617,2.8618320960000005471,81.517915973028550525
43,2.9999999987999999007,3.8160000000000011688,90.324560634934684344
44,2.9999999987999999007,3.8160000000000011688,81.517915973028550525
45,2.9999999987999999007,3.8160000000000011688,73.569919165658276938
46,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
47,2.9999999987999999007,3.3240997216620495891,81.517915973028550525
48,2.7074999989169996617,2.8618320960000009912,81.517915973028550525
49,2.7074999989169996617,2.8618320960000005471,61.134850191468622427
50,2.7074999989169996617,2.8618320960000009912,61.134850191468615321
51,2.9999999987999999007,3.8160000000000011688,81.517915973028564736
52,2.9999999987999999007,3.8160000000000011688,81.517915973028564736
53,2.9999999987999999007,3.8160000000000011688,81.517915973028564736
54,2.9999999987999999007,2.9999999987999999007,81.517915973028564736
55,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
56,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
57,7.9999999992000025983,7.9999999992000025983,81.517915973028550525
58,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
59,7.9999999992000025983,7.9999999992000017102,90.324560634934684344
60,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
61,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
62,7.2199999992780030666,7.9999999992000017102,81.517915973028550525
63,7.9999999992000025983,7.9999999992000017102,90.324560634934684344
64,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
65,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
66,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
67,2.9999999987999999007,7.9999999992000017102,90.324560634934684344
68,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
69,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
70,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
71,2.9999999987999999007,7.9999999992000017102,90.324560634934684344
72,2.9999999987999999007,5.9996479994000369018,81.517915973028550525
73,2.9999999987999999007,5.9996479994000369018,81.517915973028550525
74,2.9999999987999999007,5.9996479994000369018,81.517915973028550525
75,3.3240997216620495891,5.9996479994000369018,81.517915973028550525
76,3.3240997216620495891,6.647809417617768446,81.517915973028550525
77,2.9999999987999999007,5.9996479994000369018,73.569919165658276938
78,2.9999999987999999007,5.9996479994000360136,73.569919165658276938
79,4.0002346788344906869,7.9999999992000017102,81.517915973028564736
80,4.0002346788344906869,7.9999999992000017102,81.517915973028550525
81,4.0002346788344906869,7.9999999992000017102,81.517915973028564736
82,4.0002346788344906869,7.9999999992000017102,81.517915973028550525
83,4.0002346788344906869,7.9999999992000017102,81.517915973028564736
84,7.9999999992000025983,7.9999999992000025983,81.517915973028550525
85,7.2199999992780030666,7.9999999992000017102,81.517915973028550525
86,7.9999999992000017102,7.9999999992000017102,81.517915973028550525
87,7.9999999992000025983,7.9999999992000025983,90.324560634934684344
88,7.9999999992000025983,7.9999999992000025983,81.517915973028550525
89,7.9999999992000025983,7.9999999992000025983,81.517915973028550525
90,7.9999999992000025983,7.9999999992000025983,81.517915973028550525
91,7.9999999992000025983,7.9999999992000017102,90.324560634934684344
92,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
93,7.9999999992000025983,7.9999999992000025983,81.517915973028550525
94,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
95,7.9999999992000025983,7.9999999992000017102,90.324560634934684344
96,7.2199999992780030666,7.9999999992000017102,81.517915973028550525
97,7.2199999992780030666,7.9999999992000017102,81.517915973028550525
98,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
99,7.9999999992000025983,7.9999999992000017102,90.324560634934684344
100,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
101,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
102,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
103,2.9999999987999999007,2.9999999987999999007,90.324560634934684344
104,0.03599999999999999728,0.03599999999999999728,81.517915973028550525
105,0.03599999999999999728,0.03599999999999999728,73.569919165658276938
106,0.03599999999999999728,0.03599999999999999728,73.569919165658276938
107,0.03599999999999999728,0.03599999999999999728,81.517915973028550525
108,0.03599999999999999728,0.03599999999999999728,81.517915973028564736
109,0.039889196675900268074,0.048002816165215018984,81.517915973028550525
110,0.039889196675900268074,0.048002816165215025923,81.517915973028550525
111,0.039889196675900268074,0.039889196675900268074,81.517915973028564736
112,0.03599999999999999728,5.9996479994000360136,81.517915973028550525
113,0.03599999999999999728,5.9996479994000360136,81.517915973028550525
114,0.03599999999999999728,5.9996479994000360136,81.517915973028550525
115,0.03599999999999999728,6.647809417617768446,90.324560634934684344
116,0.039889196675900268074,5.9996479994000369018,81.517915973028550525
117,0.03599999999999999728,6.647809417617768446,81.517915973028550525
118,0.039889196675900268074,5.9996479994000360136,81.517915973028550525
119,0.039889196675900268074,5.9996479994000360136,90.324560634934684344
120,0.039889196675900268074,7.9999999992000017102,81.517915973028550525
121,0.03599999999999999728,7.9999999992000017102,81.517915973028550525
122,0.039889196675900268074,7.9999999992000017102,81.517915973028550525
123,0.039889196675900268074,7.9999999992000017102,90.324560634934684344
124,0.039889196675900268074,7.9999999992000017102,81.517915973028550525
125,0.03599999999999999728,7.9999999992000017102,81.517915973028550525
126,0.03599999999999999728,7.9999999992000017102,81.517915973028550525
127,0.039889196675900268074,7.9999999992000017102,90.324560634934684344
128,0.039889196675900268074,7.9999999992000017102,81.517915973028550525
129,0.03599999999999999728,7.9999999992000017102,73.569919165658276938
130,0.03599999999999999728,7.9999999992000017102,73.569919165658276938
131,0.039889196675900268074,7.9999999992000017102,81.517915973028550525
132,0.039889196675900268074,7.9999999992000017102,81.517915973028550525
133,0.03599999999999999728,7.9999999992000017102,61.134850191468615321
134,0.03599999999999999728,7.9999999992000017102,61.134850191468622427
135,0.039889196675900268074,7.9999999992000017102,81.517915973028564736
136,0.039889196675900268074,7.9999999992000017102,81.517915973028550525
137,0.03599999999999999728,7.9999999992000017102,81.517915973028550525
