Timestep,DolAmroth>Harad,RoGonDor>DolAmroth,RoGonDor>Harad
0,73.517915973828550591,-8.8817841970012523234e-16,73.517915973828550591
1,73.517915973828550591,5.0000000004000018095,78.517915974228543519
2,73.517915973828550591,5.2925000002830024926,78.810415974111549531
3,73.517915973828550591,5.0000000004000018095,78.517915974228543519
4,74.297915973750548346,4.5125000003610029609,78.810415974111549531
5,74.297915973750548346,4.5125000003610029609,78.810415974111549531
6,74.297915973750548346,4.5125000003610029609,78.810415974111549531
7,82.324560635734684411,5.0000000004000018095,87.324560636134691549
8,73.517915973828550591,5.0000000004000018095,78.517915974228543519
9,73.517915973828550591,5.0000000004000018095,78.517915974228543519
10,73.517915973828550591,5.0000000004000018095,78.517915974228543519
11,78.517915974228543519,-0,78.517915974228543519
12,78.517915974228543519,-0,78.517915974228543519
13,78.517915974228543519,-0,78.517915974228543519
14,78.517915974228543519,-0,78.517915974228543519
15,78.517915974228543519,-0,78.517915974228543519
16,78.517915974228543519,-0,78.517915974228543519
17,58.427350192551614327,-0,58.427350192551614327
18,58.427350192551614327,-0,58.427350192551614327
19,64.739446196733098304,-0,64.739446196733098304
20,64.739446196733098304,-0,64.739446196733098304
21,58.427350192551614327,-0,58.427350192551614327
22,58.427350192551621433,0,58.427350192551621433
23,78.51791597422857194,-0,78.51791597422857194
24,78.517915974228543519,-0,78.517915974228543519
25,78.810415974111549531,0,78.810415974111549531
26,78.810415974111563742,0,78.810415974111563742
27,78.51791597422857194,-0,78.51791597422857194
28,73.517915973828550591,-8.8817841970012523234e-16,73.517915973828550591
29,73.517915973828550591,5.2925000002830024926,78.810415974111549531
30,73.517915973828550591,5.2925000002830024926,78.810415974111549531
31,82.324560635734684411,5.0000000004000018095,87.324560636134691549
32,73.517915973828550591,5.0000000004000018095,78.517915974228543519
33,73.517915973828550591,5.750132000099949181,79.268047973928503325
34,73.517915973828550591,5.750132000099949181,79.268047973928503325
35,82.324560635734684411,5.507071468341218079,87.831632104075893608
36,73.517915973828550591,5.507071468341218079,79.024987442169759788
37,73.517915973828550591,5.750132000099949181,79.268047973928503325
38,79.268047973928503325,0,79.268047973928503325
39,87.831632104075893608,-0,87.831632104075893608
40,79.024987442169759788,-0,79.024987442169759788
41,79.268047973928503325,0,79.268047973928503325
42,79.268047973928503325,0,79.268047973928503325
43,87.831632104075893608,0,87.831632104075893608
44,79.024987442169759788,0,79.024987442169759788
45,71.320051166558229738,-4.4408920985006261617e-16,71.320051166558229738
46,71.320051166558229738,0,71.320051166558229738
47,79.024987442169759788,-0,79.024987442169759788
48,79.268047973928503325,-0,79.268047973928503325
49,5.7501320000999482929,-0,5.7501320000999482929
50,5.750132000099949181,-0,5.750132000099949181
51,78.51791597422857194,-0,78.51791597422857194
52,78.517915974228543519,0,78.517915974228543519
53,70.569919166858284143,0,70.569919166858284143
54,78.517915974228543519,-0,78.517915974228543519
55,78.51791597422857194,-0,78.51791597422857194
56,73.517915973828550591,-8.8817841970012523234e-16,73.517915973828550591
57,73.517915973828550591,0.77999999992199864352,74.297915973750548346
58,73.517915973828550591,0.77999999992199864352,74.297915973750548346
59,82.324560635734684411,-0,82.324560635734684411
60,73.517915973828550591,-0,73.517915973828550591
61,73.517915973828550591,5.0000000004000018095,78.517915974228543519
62,73.517915973828550591,5.0000000004000018095,78.517915974228543519
63,82.324560635734684411,4.6759002775379521211,87.000460913272632979
64,73.517915973828550591,4.6759002775379521211,78.193816251366499159
65,73.517915973828550591,5.0000000004000018095,78.517915974228543519
66,73.517915973828550591,5.2925000002830024926,78.810415974111549531
67,82.324560635734684411,5.0000000004000018095,87.324560636134691549
68,73.517915973828550591,5.2925000002830024926,78.810415974111549531
69,73.517915973828550591,5.2925000002830024926,78.810415974111549531
70,73.517915973828550591,5.2925000002830024926,78.810415974111549531
71,82.324560635734684411,5.0000000004000018095,87.324560636134691549
72,77.701915973028548024,0.81600000120000082404,78.517915974228543519
73,69.753919165658274437,1.1085000010830015071,70.862419166741275944
74,69.753919165658274437,1.1085000010830015071,70.862419166741275944
