,RoGonDor-0,RoGonDor-1,RoGonDor-2,RoGonDor-3
0,10000.0,10000.0,10000.0,10000.0
1,10000.0,10000.0,10000.0,10000.0
2,10000.0,10000.0,10000.0,10000.0
3,10000.0,10000.0,10000.0,10000.0
4,10000.0,10000.0,10000.0,10000.0
5,10000.0,10000.0,10000.0,10000.0
6,10000.0,10000.0,10000.0,10000.0
7,10000.0,10000.0,10000.0,10000.0
8,10000.0,10000.0,10000.0,10000.0
9,10000.0,10000.0,10000.0,10000.0
10,10000.0,10000.0,10000.0,10000.0
11,10000.0,10000.0,10000.0,10000.0
12,10000.0,10000.0,10000.0,10000.0
13,10000.0,10000.0,10000.0,10000.0
14,10000.0,10000.0,10000.0,10000.0
15,10000.0,10000.0,10000.0,10000.0
16,10000.0,10000.0,10000.0,10000.0
17,10000.0,10000.0,10000.0,10000.0
18,10000.0,10000.0,10000.0,10000.0
19,9025.0,9025.0,10000.0,10000.0
20,9025.0,9025.0,10000.0,10000.0
21,9025.0,9025.0,10000.0,10000.0
22,9025.0,9025.0,10000.0,10000.0
23,9025.0,9025.0,10000.0,10000.0
24,9025.0,9025.0,10000.0,10000.0
25,151.22145963480577,151.2214596348058,10000.0,10000.0
26,151.22145963480577,151.22145963480577,10000.0,10000.0
27,151.22145963480577,151.22145963480577,10000.0,10000.0
28,151.22145963480577,151.22145963480577,10000.0,10000.0
29,151.22145963480577,151.22145963480577,10000.0,10000.0
30,151.22145963480577,151.22145963480577,10000.0,10000.0
31,125.66143045083705,125.66143045083705,10000.0,10000.0
32,125.66143045083705,125.66143045083705,10000.0,10000.0
33,125.66143045083705,125.66143045083705,10000.0,10000.0
34,113.40944098188044,113.40944098188044,10000.0,10000.0
35,113.40944098188044,113.40944098188044,10000.0,10000.0
36,113.40944098188044,113.40944098188044,10000.0,10000.0
37,113.40944098188044,113.40944098188044,10000.0,10000.0
38,113.40944098188044,113.40944098188044,10000.0,10000.0
39,113.40944098188044,113.40944098188044,10000.0,10000.0
40,113.40944098188044,113.40944098188044,10000.0,10000.0
41,113.40944098188044,113.40944098188044,10000.0,10000.0
42,113.40944098188044,113.40944098188044,10000.0,10000.0
43,113.40944098188044,113.40944098188044,10000.0,10000.0
44,113.40944098188044,113.40944098188044,10000.0,10000.0
45,113.40944098188044,113.40944098188044,10000.0,10000.0
46,113.40944098188044,113.40944098188044,10000.0,10000.0
47,113.40944098188044,113.40944098188044,9025.0,9025.0
48,113.40944098188042,113.40944098188044,9025.0,9025.0
49,113.40944098188042,113.40944098188044,9025.0,9025.0
50,113.40944098188042,113.40944098188044,9025.0,9025.0
51,113.40944098188042,113.40944098188044,9025.0,9025.0
52,113.40944098188042,113.40944098188042,9025.0,9025.0
53,113.40944098188042,113.40944098188042,8309.761772853188,8309.761772853188
54,113.40944098188042,113.40944098188042,7499.560000000001,8309.761772853188
55,113.40944098188042,113.40944098188042,7499.56,7499.560000000001
56,113.40944098188042,113.40944098188042,7499.56,7499.56
57,113.40944098188042,113.40944098188042,7499.56,7499.56
58,113.40944098188042,113.40944098188042,125.66143045083705,125.66143045083705
59,108.89289173647096,108.89289173647096,125.66143045083705,125.66143045083705
60,102.35202048614708,102.35202048614708,125.66143045083705,125.66143045083705
61,90.48739890871667,90.48739890871667,125.66143045083705,125.66143045083705
62,90.48739890871667,90.48739890871667,125.66143045083705,125.66143045083705
63,90.48739890871667,90.48739890871667,113.40944098188044,125.66143045083705
64,90.48739890871667,90.48739890871667,113.40944098188044,113.40944098188044
65,90.48739890871667,90.48739890871667,113.40944098188044,113.40944098188044
66,90.48739890871667,90.48739890871667,113.40944098188044,113.40944098188044
67,90.48739890871667,90.48739890871667,113.40944098188044,113.40944098188044
68,81.66487751511683,90.48739890871667,113.40944098188044,113.40944098188044
69,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
70,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
71,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
72,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
73,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
74,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
75,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
76,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
77,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
78,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
79,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
80,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
81,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
82,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
83,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
84,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
85,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
86,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
87,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
88,81.66487751511683,81.66487751511683,113.40944098188044,113.40944098188044
89,81.66487751511683,81.66487751511683,108.89289173647096,113.40944098188044
90,81.66487751511683,81.66487751511683,102.35202048614708,108.89289173647096
91,81.66487751511683,81.66487751511683,102.35202048614708,102.35202048614708
92,81.66487751511683,81.66487751511683,102.35202048614708,102.35202048614708
93,81.66487751511683,81.66487751511683,102.35202048614708,102.35202048614708
94,81.66487751511683,81.66487751511683,102.35202048614708,102.35202048614708
95,81.66487751511683,81.66487751511683,102.35202048614708,102.35202048614708
96,81.66487751511683,81.66487751511683,90.48739890871667,102.35202048614708
97,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
98,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
99,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
100,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
101,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
102,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
103,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
104,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
105,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
106,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
107,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
108,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
109,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
110,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
111,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
112,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
113,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
114,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
115,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
116,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
117,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
118,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
119,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
120,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
121,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
122,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
123,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
124,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
125,81.66487751511683,81.66487751511683,90.48739890871667,90.48739890871667
126,81.66487751511683,81.66487751511683,81.66487751511683,90.48739890871667
127,81.66487751511683,81.66487751511683,81.66487751511683,90.48739890871667
128,81.66487751511683,81.66487751511683,81.66487751511683,90.48739890871667
129,81.66487751511683,81.66487751511683,81.66487751511683,90.48739890871667
130,81.66487751511683,81.66487751511683,81.66487751511683,90.48739890871667
131,81.66487751511683,81.66487751511683,81.66487751511683,90.48739890871667
132,81.66487751511683,81.66487751511683,81.66487751511683,90.48739890871667
133,81.66487751511683,81.66487751511683,81.66487751511683,90.48739890871667
134,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
135,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
136,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
137,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
138,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
139,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
140,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
141,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
142,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
143,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
144,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
145,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
146,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
147,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
148,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
149,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
150,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
151,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
152,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
153,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
154,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
155,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
156,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
157,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
158,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
159,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
160,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
161,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
162,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
163,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
164,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
165,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
166,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
167,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
168,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
169,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
170,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
171,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
172,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
173,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
174,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
175,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
176,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
177,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
178,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
179,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
180,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
181,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
182,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
183,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
184,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
185,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
186,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
187,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
188,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
189,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
190,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
191,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
192,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
193,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
194,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
195,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
196,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
197,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
198,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
199,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
200,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
201,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
202,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
203,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
204,81.66487751511683,81.66487751511683,81.66487751511683,81.66487751511683
