,Hydro|Reservoir,Biomass|w/o CCS,Coal|Hard coal|w/o CCS,Coal|Lignite|w/o CCS,Gas|CCGT|w/o CCS,Gas|OCGT|w/o CCS,Nuclear,Oil|w/o CCS,Solar|PV|Rooftop|Commercial,Solar|PV|Utility|Average,Solar|PV|Utility|Inf,Solar|PV|Utility|Opt,Wind|Onshore|Avg,Wind|Onshore|Opt,Wind|Offshore|Deep,Wind|Offshore|Shallow,Wind|Offshore|Transitional,Hydro|Run of River,Hydro|Pumped Storage,Hydro|Pumped Storage_PUMP,Battery|Lithium-Ion,Battery|Lithium-Ion_PUMP,SlackUnit
RoGonDor,94561733.16097733,0.0,114646655.25609948,35423185.057224065,150126530.14066622,8024686.136628065,248745794.63115454,68857459.0002529,49292282.82251953,35024824.88539551,28955922.141834192,72415972.61380278,70713408.14790587,206695096.27156168,75298498.71248108,133552285.05128327,90891892.35925978,27676097.09668912,1288051.481956038,-1722059.9905375428,20251938.588578146,-22439821.150779106,4563551.881820329
DolAmroth,20973449.31068348,2904849.469311557,96153.36172572582,0.0,8640833.384452904,0.0,26273328.221357755,0.0,0.0,4734922.955252301,2371542.1823418504,4605054.218077661,3632525.6144000003,22525471.153836958,0.0,0.0,0.0,9142576.185703702,581754.9784951911,-775718.8134973131,895680.4960832505,-992443.7629731307,5254162.446200565
Harad,30379651.098721616,4098421.1433378845,15579537.360260408,0.0,84545090.86481038,94315478.61421427,346484741.1914771,34503.7321964148,39730103.18593511,34015531.27112326,28012790.458572097,15678450.690553818,10847753.522280352,0.0,0.0,0.0,0.0,5823248.69836324,848479.6654087147,-1131372.5944038248,13607966.405781139,-15078079.119979098,11410347.907099878
