,RoGonDor,DolAmroth,Harad
Base,26.10256927649904,44.1007816744078,74.63237053990187
PVminus10,27.20107484318101,44.27738247652353,77.03055823721601
Demandplus10,48.13193058352324,75.15436075566141,79.54294582478084
PVminus10AndDemandplus10,48.450068613840045,95.11471668899087,84.59745762202675
