,Hydro,Hydro_PUMP,WindPower,PV,Biomass,Nuclear,Coal,Gaz,Oil,Non Served
2030-07-02 00:00:00,40998.371941257064,0.0,923.978054451382,3363.451075739298,2814.849686358438,240000.0,10700.231703475554,14168.16156199943,23.6976182667684,0.0
2030-07-02 06:00:00,40998.371941257064,0.0,765.2559799607318,232139.53341447044,2814.849686358438,240000.0,10700.231703475554,19739.933248132736,23.6976182667684,0.0
2030-07-02 12:00:00,40998.371941257064,0.0,1526.2916258680011,241286.27985518292,2814.849686358438,240000.0,10700.231703475554,1679.03222193464,23.6976182667684,0.0
2030-07-02 18:00:00,40998.371941257064,0.0,1214.449579571,7375.99548313127,2814.849686358438,240000.0,10700.231703475554,32434.90411541718,23.6976182667684,0.0
2030-07-03 00:00:00,40998.371941257064,0.0,937.5769086236488,3253.9708461694063,2814.849686358438,240000.0,10700.231703475554,684.2169524390674,23.6976182667684,0.0
2030-07-03 06:00:00,40998.371941257064,0.0,589.9964483272558,219933.1592006844,2814.849686358438,240000.0,10700.231703475554,488.1646875210144,23.6976182667684,0.0
2030-07-03 12:00:00,40998.371941257064,0.0,2032.6754411627408,210710.05410435202,2814.849686358438,240000.0,10700.231703475554,10208.611836534325,23.6976182667684,0.0
2030-07-03 18:00:00,40998.371941257064,0.0,1764.118391387396,5383.86708668961,2814.849686358438,240000.0,10700.231703475554,29027.472321543304,23.6976182667684,0.0
2030-07-04 00:00:00,40998.371941257064,0.0,2344.2924029768906,2585.0940879141726,2814.849686358438,240000.0,10700.231703475554,1342.3601120988988,23.6976182667684,0.0
2030-07-04 06:00:00,40998.371941257064,0.0,1685.276298921978,202257.15987900842,2814.849686358438,240000.0,10700.231703475554,5380.132237302152,23.6976182667684,0.0
2030-07-04 12:00:00,40998.371941257064,0.0,2692.6293972295334,207638.4309504425,2814.849686358438,240000.0,10700.231703475554,13535.945005587995,23.6976182667684,0.0
2030-07-04 18:00:00,40998.371941257064,0.0,4906.872987892331,7090.702358324055,2814.849686358438,240000.0,10700.231703475554,33458.99527652951,23.6976182667684,0.0
2030-07-05 00:00:00,40998.371941257064,0.0,5456.604323176186,3217.7161503592724,2814.849686358438,240000.0,10700.231703475554,262.05350122396885,23.6976182667684,0.0
2030-07-05 06:00:00,40998.371941257064,0.0,4298.888537977209,226617.18234156285,2814.849686358438,240000.0,10700.231703475554,229.9229738987187,23.6976182667684,0.0
2030-07-05 12:00:00,40998.371941257064,0.0,7442.530967720059,247257.293978462,2814.849686358438,240000.0,10700.231703475554,1856.5526150759433,23.6976182667684,0.0
2030-07-05 18:00:00,40998.371941257064,0.0,8023.005091953355,7438.926473636277,2814.849686358438,240000.0,10700.231703475554,26263.440943609152,23.6976182667684,0.0
2030-07-06 00:00:00,40998.371941257064,-1572.3151508761423,6554.222551453864,3033.846656053034,2814.849686358438,238347.84677922772,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-06 06:00:00,40998.371941257064,-12558.553796190488,7801.071791861961,216904.86264621216,2814.849686358438,221987.40052598374,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-06 12:00:00,40998.371941257064,-11326.449414158898,8796.820534609182,235484.2752768164,2814.849686358438,240000.0,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-06 18:00:00,40998.371941257064,0.0,6857.4488639350575,6654.9298664629005,2814.849686358438,240000.0,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-07 00:00:00,40998.371941257064,-24046.031831953653,5122.860306228405,2478.1203558324087,2814.849686358438,240000.0,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-07 06:00:00,40998.371941257064,-8881.08,2251.770175831509,175711.2030535211,2814.849686358438,229641.5524130514,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-07 12:00:00,40998.371941257064,-24785.172870455164,2956.1595602211987,183585.09635911163,2814.849686358438,227712.7040072322,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-07 18:00:00,49608.35901760903,0.0,3337.371393663625,5402.218229013257,2814.849686358438,240000.0,10700.231703475554,1790.7608035701815,23.6976182667684,0.0
2030-07-08 00:00:00,40998.371941257064,0.0,2839.6095645314404,2385.3799487723927,2814.849686358438,240000.0,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-08 06:00:00,66099.2584348153,0.0,1303.1266134676712,167469.21268824834,2814.849686358438,240000.0,10700.231703475554,999.2639749142681,23.6976182667684,0.0
2030-07-08 12:00:00,60779.961206537824,0.0,1672.6715678823048,160626.653581247,2814.849686358438,240000.0,10700.231703475554,0.0,23.6976182667684,0.0
2030-07-08 18:00:00,49879.451941257066,0.0,3699.857448602172,4573.641773658537,2814.849686358438,240000.0,10700.231703475554,4230.913039180043,23.6976182667684,0.0
2030-07-09 00:00:00,40998.371941257064,0.0,2067.157133466212,2709.4342668778427,2814.849686358438,240000.0,10700.231703475554,3443.9563820884396,23.6976182667684,0.0
2030-07-09 06:00:00,40998.371941257064,0.0,661.7483795828575,192636.7749308109,2814.849686358438,240000.0,10700.231703475554,14100.474695745896,23.6976182667684,0.0
2030-07-09 12:00:00,40998.371941257064,0.0,1228.242256492388,189997.97018243722,2814.849686358438,240000.0,10700.231703475554,28124.74796336577,23.6976182667684,0.0
2030-07-09 18:00:00,40998.371941257064,0.0,1481.9062163190715,5738.446963489529,2814.849686358438,240000.0,10700.231703475554,42444.02102481448,23.6976182667684,0.0
2030-07-10 00:00:00,40998.371941257064,0.0,2577.1923192605395,2583.1246970306647,2814.849686358438,240000.0,10700.231703475554,6570.820984637634,23.6976182667684,0.0
