,RoGonDor,DolAmroth,Harad
0,5056.70472049094,5045.453182421249,125.435266181718
1,4563.6760102430735,5045.453182421249,125.435266181718
2,108.07441467977685,4553.521497135177,125.435266181718
3,108.07441467977685,4553.521497135177,122.37778156853864
4,108.07441467977685,2576.868540033958,119.32029695535925
5,108.07441467977685,2572.436854747886,119.32029695535925
6,108.07441467977685,2325.623857380647,119.32029695535925
7,102.84377508566735,119.32029695535925,119.32029695535925
8,101.94841994529855,119.32029695535925,119.32029695535925
9,101.94841994529855,119.32029695535925,119.32029695535925
10,97.631688437308,119.32029695535925,119.32029695535925
11,97.53715924849864,113.2053277290005,119.32029695535925
12,97.53715924849864,113.2053277290005,119.32029695535925
13,97.53715924849864,113.2053277290005,119.32029695535925
14,97.53715924849864,113.2053277290005,119.32029695535925
15,97.53715924849863,113.2053277290005,119.32029695535925
16,97.53715924849863,113.2053277290005,119.32029695535925
17,97.53715924849863,113.2053277290005,119.32029695535925
18,97.53715924849863,113.2053277290005,119.32029695535925
19,97.53715924849863,113.2053277290005,119.32029695535925
20,97.53715924849863,113.2053277290005,119.32029695535925
21,97.53715924849863,113.2053277290005,119.32029695535925
22,97.43510262205866,113.2053277290005,119.32029695535925
23,95.08877211565526,113.2053277290005,119.32029695535925
24,95.08877211565526,113.2053277290005,119.32029695535925
25,95.08877211565526,113.2053277290005,119.32029695535925
26,92.00844900063196,113.2053277290005,119.32029695535925
27,92.00844900063196,113.2053277290005,119.32029695535925
28,90.67751141885533,113.2053277290005,119.32029695535925
29,90.67751141885533,113.2053277290005,119.32029695535925
30,90.48739890871668,113.2053277290005,119.32029695535925
31,90.48739890871668,113.2053277290005,119.32029695535925
32,88.2817685603167,113.2053277290005,119.32029695535925
33,88.2817685603167,113.2053277290005,119.32029695535925
34,86.07613821191676,113.2053277290005,119.32029695535925
35,86.07613821191674,113.2053277290005,119.31983997069744
36,85.81761683437888,113.2053277290005,119.31983997069744
37,81.66487751511687,113.2053277290005,119.31983997069744
38,81.66487751511687,113.2053277290005,119.29271885659001
39,81.66487751511687,113.2053277290005,119.26514075782077
40,81.66487751511686,113.2053277290005,119.26514075782077
41,81.66487751511686,113.2053277290005,119.26514075782077
42,81.66487751511686,113.2053277290005,119.26514075782077
43,81.66487751511686,113.2053277290005,119.26514075782077
44,81.66487751511684,113.2053277290005,119.26514075782077
45,81.66487751511684,113.2053277290005,119.26514075782077
46,81.66487751511684,113.2053277290005,119.26514075782077
47,81.66487751511684,113.2053277290005,119.26514075782077
48,81.66487751511684,113.2053277290005,119.26514075782077
49,81.66487751511684,113.2053277290005,119.26514075782077
50,81.66487751511684,113.2053277290005,116.26281234217988
51,81.66487751511684,113.2053277290005,116.26281234217988
52,81.66487751511684,113.2053277290005,116.26281234217988
53,81.66487751511684,113.2053277290005,116.26281234217988
54,81.66487751511683,113.2053277290005,116.26281234217988
55,81.66487751511683,113.2053277290005,116.23523424341064
56,81.66487751511683,113.2053277290005,116.23523424341064
57,81.66487751511683,113.2053277290005,116.23523424341064
58,81.66487751511683,113.2053277290005,116.23523424341064
59,81.66487751511683,113.2053277290005,113.2053277290005
60,81.66487751511683,113.2053277290005,113.2053277290005
61,81.66487751511683,113.2053277290005,113.2053277290005
62,81.66487751511683,113.2053277290005,113.2053277290005
63,81.66487751511683,113.2053277290005,113.2053277290005
64,81.66487751511683,113.2053277290005,113.2053277290005
65,81.66487751511683,113.2053277290005,113.2053277290005
66,81.66487751511683,113.2053277290005,113.2053277290005
67,81.66487751511683,113.2053277290005,113.2053277290005
68,81.66487751511683,113.2053277290005,113.2053277290005
69,81.66487751511683,113.2053277290005,113.2053277290005
70,81.66487751511683,113.2053277290005,113.2053277290005
71,81.66487751511683,113.2053277290005,113.2053277290005
72,81.66487751511683,113.2053277290005,113.2053277290005
73,81.66487751511683,113.2053277290005,113.2053277290005
74,81.66487751511683,113.2053277290005,113.2053277290005
75,81.66487751511683,113.2053277290005,113.2053277290005
76,81.66487751511683,113.2053277290005,113.2053277290005
77,81.66487751511683,113.2053277290005,113.2053277290005
78,81.66487751511683,113.2053277290005,113.2053277290005
79,81.66487751511683,113.2053277290005,113.2053277290005
80,81.66487751511683,113.2053277290005,113.2053277290005
81,81.66487751511683,113.20532772900049,113.2053277290005
82,81.66487751511683,113.20532772900049,113.2053277290005
83,81.66487751511683,113.20532772900049,113.2053277290005
84,81.66487751511683,113.20532772900049,113.2053277290005
85,81.66487751511683,113.20532772900049,113.2053277290005
86,81.66487751511683,113.20532772900049,113.2053277290005
87,81.66487751511683,113.20532772900049,113.2053277290005
88,81.66487751511683,113.20532772900049,113.2053277290005
89,81.66487751511683,113.20532772900049,113.2053277290005
90,81.66487751511683,113.20532772900049,113.2053277290005
91,81.66487751511683,113.20532772900049,113.2053277290005
92,81.66487751511683,113.20532772900049,113.2053277290005
