,Hydro|Reservoir,Biomass|w/o CCS,Coal|Hard coal|w/o CCS,Coal|Lignite|w/o CCS,Gas|CCGT|w/o CCS,Gas|OCGT|w/o CCS,Nuclear,Oil|w/o CCS,Solar|PV|Rooftop|Commercial,Solar|PV|Utility|Average,Solar|PV|Utility|Inf,Solar|PV|Utility|Opt,Wind|Onshore|Avg,Wind|Onshore|Opt,Wind|Offshore|Deep,Wind|Offshore|Shallow,Wind|Offshore|Transitional,Hydro|Run of River,Hydro|Pumped Storage,Hydro|Pumped Storage_PUMP,Battery|Lithium-Ion,Battery|Lithium-Ion_PUMP,SlackUnit
RoGonDor,91315097.4215632,113250208.78660226,113775740.70265594,35012483.506032884,75300628.77439064,867782.6123811406,204254900.32780164,68579360.82343839,49292726.00622271,35025606.38664991,28955922.141834192,72324871.87867096,70713408.14790587,206691326.6231987,75310156.85649401,133537854.46569091,90883773.8439093,27675807.5836604,1411566.6763242714,-1895871.0874329638,24742605.759413145,-27415629.650319275,29901.663189517567
DolAmroth,16203544.035040393,2739755.9610499744,93628.43568000075,0.0,5162723.451993064,0.0,28856940.66836863,0.0,0.0,4736044.921325,2371542.1823418504,4604473.157423273,3632525.6144000003,22525335.7910252,0.0,0.0,0.0,9142541.68129326,143127.1038797656,-192391.16097471822,1845113.4479870475,-2044447.033780662,1245.4606178230788
Harad,31058608.682566956,4098421.1433378845,15579537.360260408,0.0,67357805.35527137,14255218.521258302,342419019.45167005,34503.7321964148,39730103.18593511,34015531.27112326,28012790.458572097,15678450.690553818,10847753.522280352,0.0,0.0,0.0,0.0,5823248.69836324,431728.17202114186,-575671.3354132002,13067141.846802104,-14478827.531082664,0.0
