,Hydro|Reservoir,Biomass|w/o CCS,Coal|Hard coal|w/o CCS,Coal|Lignite|w/o CCS,Gas|CCGT|w/o CCS,Gas|OCGT|w/o CCS,Nuclear,Oil|w/o CCS,Solar|PV|Rooftop|Commercial,Solar|PV|Utility|Average,Solar|PV|Utility|Inf,Solar|PV|Utility|Opt,Wind|Onshore|Avg,Wind|Onshore|Opt,Wind|Offshore|Deep,Wind|Offshore|Shallow,Wind|Offshore|Transitional,Hydro|Run of River,Hydro|Pumped Storage,Hydro|Pumped Storage_PUMP,Battery|Lithium-Ion,Battery|Lithium-Ion_PUMP,SlackUnit
2030-10-22 18:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,4999.8192,31009.295330000004,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-19550.1042448862,0.0
2030-10-23 00:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,4762.036800000001,29534.54907,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-14443.129846053445,0.0
2030-10-23 06:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,522.3889354761432,0.0,30000.0,0.0,0.0,5530.091075,2769.155376356852,5377.138446600222,4306.368,26708.4532,0.0,0.0,0.0,5475.033351313216,0.0,-81.43031688291097,2029.4886364671825,-441.33518261861985,0.0
2030-10-23 12:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,30000.0,0.0,0.0,4496.0025375,2251.342596348139,4371.650985947534,3758.1392,23308.29249666667,0.0,0.0,0.0,5475.033351313216,0.0,-634.4706880255316,0.0,-5962.841323443984,0.0
2030-10-23 18:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,266.2508644971941,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,2231.6832,13841.08518,0.0,0.0,0.0,5475.033351313216,0.0,-983.5810171656615,850.9524075247975,-439.3000427542902,0.0
2030-10-24 00:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,1767.1140911041466,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,1420.4992,8810.054413333335,0.0,0.0,0.0,5475.033351313216,265.1625459510674,0.0,3272.3684556674366,0.0,0.0
2030-10-24 06:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,4678.8438496257295,0.0,30000.0,0.0,0.0,2401.2385249999998,1202.4038087689084,2334.8244752434034,845.8799999999997,5246.218250000001,0.0,0.0,0.0,5475.033351313216,0.0,0.0,21235.076959029455,0.0,0.0
2030-10-24 12:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,4732.455706730899,0.0,30000.0,0.0,0.0,3974.430212499999,1990.168813069589,3864.5044374722593,305.79040000000003,1896.5375433333331,0.0,0.0,0.0,5475.033351313216,0.0,0.0,3874.1295296715007,0.0,0.0
2030-10-24 18:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,3420.380314859167,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,323.52959999999996,2006.55754,0.0,0.0,0.0,5475.033351313216,0.0,0.0,2431.312580804375,0.0,0.0
2030-10-25 00:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,3901.6312367861938,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,765.5727999999998,4748.146303333334,0.0,0.0,0.0,5475.033351313216,1009.3741933955392,0.0,0.0,0.0,0.0
2030-10-25 06:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,6275.616335640336,0.0,30000.0,0.0,0.0,5486.498187499999,2747.3265353568795,5334.751261977848,963.52,5975.831333333334,0.0,0.0,0.0,5475.033351313216,0.0,0.0,6741.1391436388685,0.0,0.0
2030-10-25 12:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,902.5775935829615,0.0,30000.0,0.0,0.0,6840.4818875,3425.3246354794064,6651.286145508679,1309.5376,8121.861323333333,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-277.3101996698833,0.0
2030-10-25 18:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,2151.1998667890675,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,925.488,5739.9537,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,0.0,0.0
2030-10-26 00:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,1122.4541644065703,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,1377.9663999999996,8546.262443333335,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,0.0,0.0
2030-10-26 06:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,2855.090889303361,0.0,30000.0,0.0,0.0,6763.7532375,3386.9032874787126,6576.6796755111245,1291.2432,8008.39793,0.0,0.0,0.0,5475.033351313216,0.0,0.0,250.27245520206964,0.0,0.0
2030-10-26 12:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,26896.879963429725,0.0,0.0,7013.3111125,3511.867690758173,6819.33521700496,1169.4751999999999,7253.182646666667,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-2546.0597673868956,0.0
2030-10-26 18:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,165.58588695705572,0.0,28446.657329922804,0.0,0.0,0.0,0.0,0.0,1463.8031999999998,9078.62943,0.0,0.0,0.0,5475.033351313216,0.0,0.0,529.2216024324689,0.0,0.0
2030-10-27 00:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,26866.599847537243,0.0,0.0,0.0,0.0,0.0,2036.3392,12629.545413333335,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,0.0,0.0
2030-10-27 06:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,171.11779059588264,0.0,26762.446223720286,0.0,0.0,5670.002562499999,2839.2150991661565,5513.1802275318805,3102.5584,19242.32574333333,0.0,0.0,0.0,5475.033351313216,0.0,0.0,437.38225968710793,0.0,0.0
2030-10-27 12:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,19071.782275839523,0.0,0.0,5906.515275,2957.647226325313,5743.151412860589,3183.9872,19747.353946666663,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-6870.296822981814,0.0
2030-10-27 18:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,7244.045819914472,0.0,0.0,0.0,0.0,0.0,4923.6224,30536.71642666667,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-684.2057709160058,0.0
2030-10-28 00:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,20372.698811472892,0.0,0.0,0.0,0.0,0.0,3773.5184,23403.675576666672,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-2050.233089171911,0.0
2030-10-28 06:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,30000.0,0.0,0.0,3478.66155,1741.9160377405465,3382.447867409655,3756.6304,23298.934793333337,0.0,0.0,0.0,5475.033351313216,0.0,0.0,9999.489031917528,0.0,0.0
2030-10-28 12:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,1192.5413141196386,0.0,0.0,6817.8718875,3414.002832237779,6629.30149848772,6342.457600000001,39336.450573333335,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-2314.580069627942,0.0
2030-10-28 18:00:00,33145.436664772235,2202.72,71.5403520000006,0.0,0.0,0.0,13894.307367622456,0.0,0.0,0.0,0.0,0.0,4422.182400000001,27426.74376,0.0,0.0,0.0,5475.033351313216,0.0,0.0,2088.908512839218,0.0,0.0
2030-10-29 00:00:00,0.0,2202.72,71.5403520000006,0.0,12000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,2462.5824,15273.141260000002,0.0,0.0,0.0,5475.033351313216,0.0,0.0,0.0,-5778.6497340774185,0.0
2030-10-29 06:00:00,17468.815624790856,2202.72,71.5403520000006,0.0,12000.0,0.0,30000.0,0.0,0.0,2440.1317624999992,1221.879332095085,2372.6419939492785,1834.456,11377.448983333335,0.0,0.0,0.0,5475.033351313216,0.0,0.0,4580.086222175658,0.0,0.0
