Time,Hydro|Run of River,Nuclear,Coal|Hard coal|w/o CCS,Wind|Onshore|Avg,Solar|PV|Utility|Average,Solar|PV|Utility|Inf,Solar|PV|Utility|Opt,Solar|PV|Rooftop|Commercial,Biomass|w/o CCS,Gas|CCGT|w/o CCS,Gas|OCGT|w/o CCS,Oil|w/o CCS,Hydro|Reservoir,Hydro|Pumped Storage,Battery|Lithium-Ion,SlackUnit,Hydro|Pumped Storage_PUMP,Battery|Lithium-Ion_PUMP
2030-07-24 06:00:00,4998.4,240000.0,10700.2,535.1,64411.8,53045.0,29688.7,75232.9,2814.8,15703.3,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-07-24 12:00:00,4998.4,240000.0,10700.2,1824.7,65264.9,53747.6,30081.9,76229.4,2814.8,90000.0,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-36229.7
2030-07-24 18:00:00,4998.4,240000.0,10700.2,1898.1,1409.5,1160.8,649.7,1646.3,2814.8,90000.0,0.0,23.7,36000.0,0.0,34076.7,0.0,-0.0,-0.0
2030-07-25 00:00:00,4998.4,240000.0,10700.2,2472.4,684.9,564.0,315.7,800.0,2814.8,90000.0,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-63407.8
2030-07-25 06:00:00,4998.4,240000.0,10700.2,1534.2,70138.2,57760.8,32328.1,81921.3,2814.8,0.0,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-270.5
2030-07-25 12:00:00,4998.4,240000.0,10700.2,3337.7,74071.6,61000.2,34141.1,86515.6,2814.8,46766.1,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-20045.9
2030-07-25 18:00:00,4998.4,240000.0,10700.2,2659.0,1729.4,1424.2,797.1,2019.9,2814.8,90000.0,0.0,23.7,36000.0,0.0,42719.4,0.0,-0.0,-0.0
2030-07-26 00:00:00,4998.4,240000.0,10700.2,3067.0,661.2,544.5,304.8,772.3,2814.8,32791.2,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-07-26 06:00:00,4998.4,240000.0,10700.2,2152.1,68178.3,56146.8,31424.8,79632.2,2814.8,11029.7,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-07-26 12:00:00,4998.4,240000.0,10700.2,2499.3,72318.7,59556.6,33333.2,84468.2,2814.8,37713.9,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-07-26 18:00:00,4998.4,240000.0,10700.2,2059.8,1620.6,1334.6,747.0,1892.9,2814.8,90000.0,0.0,23.7,36000.0,0.0,43108.5,0.0,-0.0,-0.0
2030-07-27 00:00:00,4998.4,240000.0,10700.2,1838.2,590.4,486.2,272.1,689.6,2814.8,26247.7,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-07-27 06:00:00,4998.4,240000.0,10700.2,1812.1,66574.1,54825.7,30685.4,77758.5,2814.8,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-0.0,-18506.6
2030-07-27 12:00:00,4998.4,240000.0,10700.2,1864.6,72682.6,59856.2,33500.9,84893.2,2814.8,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-0.0,-11346.1
2030-07-27 18:00:00,4998.4,240000.0,10700.2,2049.5,1615.4,1330.3,744.6,1886.8,2814.8,67295.2,0.0,23.7,36000.0,0.0,26942.1,0.0,-0.0,-0.0
2030-07-28 00:00:00,4998.4,240000.0,10700.2,2424.7,628.4,517.5,289.6,733.9,2814.8,0.0,0.0,23.7,32982.0,0.0,0.0,0.0,-0.0,-0.0
2030-07-28 06:00:00,4998.4,240000.0,10700.2,1765.9,69015.4,56836.2,31810.6,80610.0,2814.8,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-16520.9,-77122.6
2030-07-28 12:00:00,4998.4,240000.0,10700.2,2247.9,76340.7,62868.8,35187.0,89165.8,2814.8,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-35524.3,-37597.9
2030-07-28 18:00:00,4998.4,240000.0,10700.2,1698.6,1699.3,1399.4,783.2,1984.7,2814.8,0.0,0.0,23.7,36000.0,35017.0,42693.6,0.0,-0.0,-0.0
2030-07-29 00:00:00,4998.4,240000.0,10700.2,1930.5,577.1,475.2,266.0,674.0,2814.8,0.0,0.0,23.7,36000.0,4014.6,0.0,0.0,-0.0,-0.0
2030-07-29 06:00:00,4998.4,240000.0,10700.2,1861.3,51022.6,42018.6,23517.4,59594.3,2814.8,42407.8,0.0,23.7,36000.0,0.0,5034.3,0.0,-0.0,-0.0
2030-07-29 12:00:00,4998.4,240000.0,10700.2,4645.6,62197.9,51221.8,28668.3,72647.1,2814.8,0.0,0.0,23.7,36000.0,0.0,43086.0,0.0,-0.0,-0.0
2030-07-29 18:00:00,4998.4,240000.0,10700.2,5917.0,1424.6,1173.2,656.6,1663.9,2814.8,90000.0,0.0,23.7,36000.0,0.0,12721.4,0.0,-0.0,-0.0
2030-07-30 00:00:00,4998.4,240000.0,10700.2,9339.3,605.7,498.8,279.2,707.5,2814.8,7818.6,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-07-30 06:00:00,4998.4,240000.0,10700.2,8288.7,72745.6,59908.2,33529.9,84966.8,2814.8,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-0.0,-429.8
2030-07-30 12:00:00,4998.4,240000.0,10700.2,11606.3,79921.8,65817.9,36837.6,93348.5,2814.8,0.0,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-24390.8
2030-07-30 18:00:00,4998.4,240000.0,10700.2,11037.0,1859.8,1531.6,857.2,2172.2,2814.8,90000.0,0.0,23.7,36000.0,0.0,9051.4,0.0,-0.0,-0.0
2030-07-31 00:00:00,4998.4,240000.0,10700.2,8976.0,657.1,541.1,302.9,767.5,2814.8,7972.3,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-07-31 06:00:00,4998.4,240000.0,10700.2,7233.5,72492.7,59699.8,33413.3,84671.3,2814.8,0.0,0.0,23.7,21509.7,0.0,0.0,0.0,-0.0,-21186.6
2030-07-31 12:00:00,4998.4,240000.0,10700.2,8163.9,79679.3,65618.2,36725.8,93065.3,2814.8,0.0,0.0,23.7,13910.9,0.0,0.0,0.0,-0.0,-0.0
2030-07-31 18:00:00,4998.4,240000.0,10700.2,10046.4,1795.0,1478.3,827.4,2096.6,2814.8,90000.0,0.0,23.7,36000.0,0.0,10019.6,0.0,-0.0,-0.0
2030-08-01 00:00:00,4008.5,240000.0,10700.2,7373.9,658.2,542.1,303.4,768.8,2814.8,11058.3,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-08-01 06:00:00,4008.5,240000.0,10700.2,6619.4,71823.9,59149.1,33105.1,83890.2,2814.8,0.0,0.0,23.7,2685.2,0.0,0.0,0.0,-0.0,-0.0
2030-08-01 12:00:00,4008.5,240000.0,10700.2,5685.3,78580.3,64713.2,36219.2,91781.7,2814.8,0.0,0.0,23.7,18437.8,0.0,0.0,0.0,-0.0,-0.0
2030-08-01 18:00:00,4008.5,240000.0,10700.2,4850.7,1717.6,1414.5,791.7,2006.2,2814.8,90000.0,0.0,23.7,36000.0,0.0,18482.7,0.0,-0.0,-0.0
2030-08-02 00:00:00,4008.5,240000.0,10700.2,3357.3,615.1,506.5,283.5,718.4,2814.8,11529.1,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-08-02 06:00:00,4008.5,240000.0,10700.2,933.8,71410.7,58808.8,32914.7,83407.7,2814.8,0.0,0.0,23.7,3392.7,0.0,0.0,0.0,-0.0,-0.0
2030-08-02 12:00:00,4008.5,240000.0,10700.2,1549.4,78123.5,64337.0,36008.7,91248.1,2814.8,0.0,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-15058.3
2030-08-02 18:00:00,4008.5,240000.0,10700.2,1860.3,1646.6,1356.0,758.9,1923.2,2814.8,90000.0,0.0,23.7,36000.0,0.0,17558.0,0.0,-0.0,-0.0
2030-08-03 00:00:00,4008.5,240000.0,10700.2,1394.9,574.0,472.7,264.6,670.5,2814.8,3320.4,0.0,23.7,36000.0,0.0,0.0,0.0,-0.0,-0.0
2030-08-03 06:00:00,4008.5,240000.0,10700.2,1024.8,69855.3,57527.9,32197.7,81591.0,2814.8,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-0.0,-61328.9
2030-08-03 12:00:00,4008.5,240000.0,10700.2,2185.5,75883.2,62492.1,34976.1,88631.5,2814.8,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-0.0,-47876.3
2030-08-03 18:00:00,4008.5,240000.0,10700.2,2209.1,1363.6,1123.0,628.5,1592.7,2814.8,0.0,0.0,23.7,11989.8,0.0,98557.7,0.0,-0.0,-0.0
2030-08-04 00:00:00,4008.5,240000.0,10700.2,3879.0,496.4,408.8,228.8,579.7,2814.8,0.0,0.0,23.7,16294.6,0.0,0.0,0.0,-0.0,-0.0
2030-08-04 06:00:00,4008.5,226441.3,10700.2,4070.5,68261.0,56214.9,31462.9,79728.7,2814.8,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-35524.3,-63527.8
