,DolAmroth>Harad,RoGonDor>DolAmroth,RoGonDor>Harad
2030-07-02 00:00:00,426.0,-12000.0,5196.0
2030-07-02 06:00:00,426.0,13200.0,5196.0
2030-07-02 12:00:00,426.0,13200.0,5196.0
2030-07-02 18:00:00,426.0,13200.0,5196.0
2030-07-03 00:00:00,426.0,13200.0,5196.0
2030-07-03 06:00:00,426.0,13200.0,5196.0
2030-07-03 12:00:00,426.0,13200.0,5196.0
2030-07-03 18:00:00,426.0,13200.0,5196.0
2030-07-04 00:00:00,426.0,13200.0,5196.0
2030-07-04 06:00:00,426.0,13200.0,5196.0
2030-07-04 12:00:00,426.0,13200.0,5196.0
2030-07-04 18:00:00,426.0,12247.04909346583,5196.0
2030-07-05 00:00:00,426.0,3820.266501092803,5196.0
2030-07-05 06:00:00,426.0,7582.03849999664,5196.0
2030-07-05 12:00:00,426.0,-78.99236436173669,5196.0
2030-07-05 18:00:00,426.0,978.4510285902505,5196.0
2030-07-06 00:00:00,426.0,-1562.3588534827504,5196.0
2030-07-06 06:00:00,426.0,-2020.2393849781877,5196.0
2030-07-06 12:00:00,426.0,12363.89581924933,5196.0
2030-07-06 18:00:00,426.0,-9746.290338095763,5196.0
2030-07-07 00:00:00,426.0,3803.580752620565,5196.0
2030-07-07 06:00:00,426.0,-107.55795582727296,5196.0
2030-07-07 12:00:00,426.0,13200.0,5196.0
2030-07-07 18:00:00,426.0,5931.17656362518,5196.0
2030-07-08 00:00:00,426.0,-6017.400177776501,5196.0
2030-07-08 06:00:00,426.0,13200.0,5196.0
2030-07-08 12:00:00,426.0,13200.0,5196.0
2030-07-08 18:00:00,426.0,9440.814384089172,5196.0
2030-07-09 00:00:00,426.0,-12000.0,5196.0
2030-07-09 06:00:00,426.0,13200.0,5196.0
2030-07-09 12:00:00,426.0,13200.0,5196.0
2030-07-09 18:00:00,426.0,13200.0,5196.0
2030-07-10 00:00:00,426.0,13200.0,5196.0
2030-07-10 06:00:00,426.0,13200.0,5196.0
2030-07-10 12:00:00,426.0,13200.0,5196.0
2030-07-10 18:00:00,426.0,13200.0,5196.0
2030-07-11 00:00:00,426.0,13200.0,5196.0
2030-07-11 06:00:00,426.0,13200.0,5196.0
2030-07-11 12:00:00,426.0,13200.0,5196.0
2030-07-11 18:00:00,426.0,11048.199261194655,5196.0
2030-07-12 00:00:00,426.0,-158.5947013481782,5196.0
2030-07-12 06:00:00,426.0,13200.0,5196.0
2030-07-12 12:00:00,426.0,13200.0,5196.0
2030-07-12 18:00:00,426.0,13200.0,5196.0
2030-07-13 00:00:00,426.0,13200.0,5196.0
2030-07-13 06:00:00,426.0,13200.0,5196.0
2030-07-13 12:00:00,426.0,13200.0,5196.0
2030-07-13 18:00:00,426.0,12195.277132474397,5196.0
2030-07-14 00:00:00,426.0,5493.917472277632,5196.0
2030-07-14 06:00:00,426.0,632.4058723087292,5196.0
2030-07-14 12:00:00,426.0,10672.275306381547,5196.0
2030-07-14 18:00:00,426.0,7177.653531025222,5196.0
2030-07-15 00:00:00,426.0,13200.0,5196.0
2030-07-15 06:00:00,426.0,13200.0,5196.0
2030-07-15 12:00:00,426.0,-2132.5008284959986,5196.0
2030-07-15 18:00:00,426.0,11336.81016200222,5196.0
2030-07-16 00:00:00,426.0,-12000.0,5196.0
2030-07-16 06:00:00,426.0,13200.0,5196.0
2030-07-16 12:00:00,426.0,13200.0,5196.0
2030-07-16 18:00:00,426.0,-4945.768736395039,5196.0
2030-07-17 00:00:00,426.0,-5720.53192506598,5196.0
2030-07-17 06:00:00,426.0,13200.0,5196.0
2030-07-17 12:00:00,426.0,13200.0,5196.0
2030-07-17 18:00:00,426.0,13200.0,5196.0
2030-07-18 00:00:00,426.0,13200.0,5196.0
2030-07-18 06:00:00,426.0,13200.0,5196.0
2030-07-18 12:00:00,426.0,13200.0,5196.0
2030-07-18 18:00:00,426.0,13200.0,5196.0
2030-07-19 00:00:00,426.0,13200.0,5196.0
2030-07-19 06:00:00,426.0,13200.0,5196.0
2030-07-19 12:00:00,426.0,13200.0,5196.0
2030-07-19 18:00:00,426.0,13200.0,5196.0
2030-07-20 00:00:00,426.0,13200.0,5196.0
2030-07-20 06:00:00,426.0,13200.0,5196.0
2030-07-20 12:00:00,426.0,13200.0,5196.0
2030-07-20 18:00:00,426.0,13200.0,5196.0
2030-07-21 00:00:00,426.0,13200.0,5196.0
2030-07-21 06:00:00,426.0,13200.0,5196.0
2030-07-21 12:00:00,426.0,13200.0,5196.0
2030-07-21 18:00:00,426.0,13200.0,5196.0
2030-07-22 00:00:00,426.0,13200.0,5196.0
2030-07-22 06:00:00,426.0,13200.0,5196.0
2030-07-22 12:00:00,426.0,13200.0,5196.0
2030-07-22 18:00:00,426.0,13200.0,5196.0
2030-07-23 00:00:00,426.0,-12000.0,5196.0
2030-07-23 06:00:00,426.0,13200.0,5196.0
2030-07-23 12:00:00,426.0,13200.0,5196.0
2030-07-23 18:00:00,426.0,-12000.0,5196.0
2030-07-24 00:00:00,426.0,-12000.0,5196.0
2030-07-24 06:00:00,426.0,13200.0,5196.0
2030-07-24 12:00:00,426.0,-12000.0,5196.0
2030-07-24 18:00:00,426.0,-12000.0,5196.0
2030-07-25 00:00:00,426.0,-12000.0,5196.0
2030-07-25 06:00:00,426.0,13200.0,5196.0
2030-07-25 12:00:00,426.0,13200.0,5196.0
2030-07-25 18:00:00,426.0,13200.0,5196.0
2030-07-26 00:00:00,426.0,13200.0,5196.0
2030-07-26 06:00:00,426.0,13200.0,5196.0
2030-07-26 12:00:00,426.0,13200.0,5196.0
2030-07-26 18:00:00,426.0,13200.0,5196.0
2030-07-27 00:00:00,426.0,13200.0,5196.0
2030-07-27 06:00:00,426.0,13200.0,5196.0
2030-07-27 12:00:00,426.0,13200.0,5196.0
2030-07-27 18:00:00,426.0,10286.307916879668,5196.0
2030-07-28 00:00:00,426.0,13200.0,5196.0
2030-07-28 06:00:00,426.0,3284.6819477162353,5196.0
2030-07-28 12:00:00,426.0,13200.0,5196.0
2030-07-28 18:00:00,426.0,181.62056030346864,5196.0
2030-07-29 00:00:00,426.0,31.260326679657737,5196.0
2030-07-29 06:00:00,426.0,13200.0,5196.0
2030-07-29 12:00:00,426.0,13200.0,5196.0
2030-07-29 18:00:00,426.0,11873.757867157765,5196.0
2030-07-30 00:00:00,426.0,13200.0,5196.0
2030-07-30 06:00:00,426.0,13200.0,5196.0
2030-07-30 12:00:00,426.0,13200.0,5196.0
2030-07-30 18:00:00,426.0,13200.0,5196.0
2030-07-31 00:00:00,426.0,13200.0,5196.0
2030-07-31 06:00:00,426.0,13200.0,5196.0
2030-07-31 12:00:00,426.0,13200.0,5196.0
2030-07-31 18:00:00,426.0,13200.0,5196.0
2030-08-01 00:00:00,426.0,13200.0,5196.0
2030-08-01 06:00:00,426.0,13200.0,5196.0
2030-08-01 12:00:00,426.0,13200.0,5196.0
2030-08-01 18:00:00,426.0,13200.0,5196.0
2030-08-02 00:00:00,426.0,13200.0,5196.0
2030-08-02 06:00:00,426.0,13200.0,5196.0
2030-08-02 12:00:00,426.0,13200.0,5196.0
2030-08-02 18:00:00,426.0,13200.0,5196.0
2030-08-03 00:00:00,426.0,13200.0,5196.0
2030-08-03 06:00:00,426.0,13200.0,5196.0
2030-08-03 12:00:00,426.0,13200.0,5196.0
2030-08-03 18:00:00,426.0,13200.0,5196.0
2030-08-04 00:00:00,426.0,13200.0,5196.0
2030-08-04 06:00:00,-600.0,13200.0,5196.0
2030-08-04 12:00:00,-600.0,13200.0,5196.0
2030-08-04 18:00:00,426.0,13200.0,5196.0
2030-08-05 00:00:00,426.0,13200.0,5196.0
2030-08-05 06:00:00,426.0,13200.0,5196.0
2030-08-05 12:00:00,426.0,13200.0,5196.0
2030-08-05 18:00:00,426.0,13200.0,5196.0
2030-08-06 00:00:00,426.0,13200.0,5196.0
2030-08-06 06:00:00,426.0,13200.0,5196.0
2030-08-06 12:00:00,426.0,13200.0,5196.0
2030-08-06 18:00:00,426.0,13200.0,5196.0
2030-08-07 00:00:00,426.0,13200.0,5196.0
2030-08-07 06:00:00,426.0,13200.0,5196.0
2030-08-07 12:00:00,426.0,13200.0,5196.0
2030-08-07 18:00:00,426.0,13200.0,5196.0
2030-08-08 00:00:00,426.0,13200.0,5196.0
2030-08-08 06:00:00,426.0,13200.0,5196.0
2030-08-08 12:00:00,426.0,13200.0,5196.0
2030-08-08 18:00:00,426.0,13200.0,5196.0
2030-08-09 00:00:00,426.0,13200.0,5196.0
2030-08-09 06:00:00,426.0,13200.0,5196.0
2030-08-09 12:00:00,426.0,13200.0,5196.0
2030-08-09 18:00:00,426.0,1353.7428951259863,5196.0
2030-08-10 00:00:00,426.0,-12000.0,5196.0
2030-08-10 06:00:00,426.0,13200.0,5196.0
2030-08-10 12:00:00,426.0,9926.342857347692,5196.0
2030-08-10 18:00:00,426.0,13200.0,5196.0
2030-08-11 00:00:00,426.0,13200.0,5196.0
2030-08-11 06:00:00,426.0,13200.0,5196.0
2030-08-11 12:00:00,426.0,10092.055800059927,5196.0
