Timestep,RoGonDor,DolAmroth,Harad
0,3.8160000000000011688,7.9999999992000017102,81.517915973028550525
1,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
2,2.7074999989169996617,7.9999999992000017102,73.569919165658276938
3,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
4,2.7074999989169996617,7.2199999992780021785,81.517915973028550525
5,2.7074999989169996617,7.2199999992780021785,73.569919165658276938
6,2.7074999989169996617,7.2199999992780021785,81.517915973028550525
7,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
8,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
9,2.9999999987999999007,7.9999999992000017102,73.569919165658276938
10,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
11,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
12,2.9999999987999999007,2.9999999987999999007,73.569919165658276938
13,2.9999999987999999007,2.9999999987999999007,73.569919165658276938
14,2.9999999987999999007,2.9999999987999999007,73.569919165658276938
15,2.9999999987999999007,2.9999999987999999007,81.517915973028550525
16,2.9999999987999999007,2.9999999987999999007,7.9999999992000017102
17,2.7074999989169996617,2.7074999989169996617,7.9999999992000017102
18,2.7074999989169996617,2.7074999989169996617,7.9999999991999990456
19,2.9999999987999999007,2.9999999987999999007,8.8642659270914112568
20,2.9999999987999999007,2.9999999987999999007,7.999999999200000822
21,2.7074999989169996617,2.7074999989169996617,7.9999999991999990456
22,2.7074999989169996617,2.7074999989169996617,7.9999999992000017102
23,2.9999999987999999007,2.9999999987999999007,10.667292480092166684
24,2.9999999987999999007,2.9999999987999999007,9.6272314632831808012
25,2.7074999989169996617,2.7074999989169996617,10.667292480092166684
26,2.7074999989169996617,2.7074999989169996617,10.667292480092168461
27,2.9999999987999999007,2.9999999987999994566,10.667292480092168461
28,3.8160000000000011688,7.2199999992780021785,81.517915973028550525
29,2.7074999989169996617,7.9999999992000017102,81.517915973028550525
30,2.7074999989169996617,7.9999999992000017102,81.517915973028550525
31,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
32,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
33,2.2498679991000525291,7.9999999992000017102,81.517915973028550525
34,2.2498679991000529732,7.9999999992000017102,81.517915973028550525
35,2.4929285308587840753,7.9999999992000017102,81.517915973028550525
36,2.4929285308587840753,7.9999999992000017102,81.517915973028550525
37,2.2498679991000525291,7.9999999992000017102,81.517915973028550525
38,2.2498679991000525291,2.2498679991000525291,81.517915973028550525
39,2.4929285308587840753,2.4929285308587840753,81.517915973028550525
40,2.4929285308587840753,2.4929285308587840753,81.517915973028550525
41,2.2498679991000525291,2.2498679991000525291,81.517915973028550525
42,2.2498679991000525291,2.2498679991000525291,81.517915973028550525
43,2.4929285308587840753,2.4929285308587840753,81.517915973028550525
44,2.4929285308587840753,2.4929285308587840753,81.517915973028550525
45,2.2498679991000525291,2.2498679991000525291,7.999999999200000822
46,2.2498679991000525291,2.2498679991000525291,7.999999999200000822
47,2.4929285308587840753,2.4929285308587840753,8.8642659270914130332
48,2.2498679991000525291,2.2498679991000525291,7.9999999992000017102
49,2.2498679991000525291,2.2498679991000525291,7.9999999992000017102
50,2.2498679991000525291,2.2498679991000525291,7.9999999992000017102
51,2.9999999987999999007,2.9999999987999999007,8.8642659270914130332
52,2.9999999987999999007,2.9999999987999999007,7.9999999992000017102
53,2.9999999987999999007,2.9999999987999999007,7.9999999992000017102
54,2.9999999987999999007,2.9999999987999999007,7.9999999992000017102
55,2.9999999987999999007,2.9999999987999999007,8.8642659270914130332
56,7.9999999992000025983,7.9999999992000017102,81.517915973028550525
57,3.4439400000000008895,7.9999999992000017102,73.569919165658276938
58,3.4439400000000008895,7.9999999992000017102,81.517915973028550525
59,3.8160000000000011688,7.9999999992000017102,81.517915973028550525
60,3.8160000000000011688,7.9999999992000017102,81.517915973028550525
61,2.9999999987999999007,7.9999999992000017102,73.569919165658276938
62,2.9999999987999999007,7.9999999992000017102,81.517915973028550525
