Timestep,Hydro|Reservoir_RoGonDor_0,Hydro|Reservoir_Harad_0,Hydro|Reservoir_DolAmroth_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_Harad_0,Hydro|Pumped Storage_DolAmroth_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_Harad_0,Battery|Lithium-Ion_DolAmroth_0
37,38348798.438647776842,6090265.3866690527648,7470126.250628051348,0,0,0,241180.57932878221618,0,0
38,38434523.993130259216,6086074.1749473372474,7488471.628026869148,0,0,0,337934.21932074206416,0,7619.564648476873117
39,38520249.54761274159,6081882.9632256217301,7506817.005425686948,0,0,0,337934.21932074206416,0,8862.4891415487054473
40,38605975.102095223963,6077691.7515039062127,7525162.382824504748,0,0,0,337934.21932074206416,0,11712.049713477201294
41,38691700.656577706337,6073500.5397821906954,7543507.760223322548,0,0,0,337934.21932074206416,0,12734.866239680586659
42,38777426.211060188711,6069309.3280604751781,7561853.137622140348,0,0,0,383442.63545301416889,0,20936.540020079035457
43,38863151.765542671084,6065118.1163387596607,7580198.5150209581479,0,0,0,383442.63545301416889,0,9487.7699858179948933
44,38948877.320025153458,6060926.9046170441434,7598543.8924197759479,0,0,0,383442.63545301416889,0,4168.9723211203036044
45,39034602.874507635832,6056735.692895328626,7616889.2698185937479,0,0,0,383442.63545301416889,43447.247040131420363,1559.5927549273455952
46,39120328.428990118206,6052544.4811736131087,7635234.6472174115479,0,0,0,383442.63545301416889,65882.674749807367334,4909.5532018391659221
47,39206053.983472600579,6048353.2694518975914,7653580.0246162293479,0,0,0,383442.63545301416889,0,2655.8471186740543999
48,39291779.537955082953,6044162.057730182074,7671925.4020150471479,0,0,0,392393.53640559193445,0,9120.631089863838497
49,39377505.092437565327,6039970.8460084665567,7690270.7794138649479,0,0,0,468367.03668168158038,57253.837346503452864,16174.969187613980466
50,39463230.6469200477,6035779.6342867510393,7708616.1568126827478,0,0,0,496779.62798897933681,148984.47706948628183,29557.639735993085196
51,39548956.201402530074,6031588.422565035522,7726961.5342115005478,0,0,0,475871.7277539591887,106596.6840444279951,20473.974979895479919
52,39634681.755885012448,6027397.2108433200046,7745306.9116103183478,0,0,0,425397.52836593671236,124717.26348334844806,11640.189849325224714
53,39720407.310367494822,6023205.9991216044873,7763652.2890091361478,0,0,0,332825.89388707315084,124717.26348334844806,0
54,39806132.864849977195,6019014.78739988897,7781997.6664079539478,0,0,0,267755.65835746511584,109438.94404662717716,0
55,39891858.419332459569,6014823.5756781734526,7800343.0438067717478,0,0,0,0,0,0
56,39983855.461473844945,6012959.4229569640011,7820030.5275197345763,0,0,0,0,0,0
57,40075852.503615230322,6011095.2702357545495,7839718.0112326974049,0,0,0,25213.85081082789111,0,0
58,40167849.545756615698,6009231.1175145450979,7859405.4949456602335,0,0,0,93211.881418487042538,0,0
59,40259846.587898001075,6007366.9647933356464,7879092.9786586230621,0,0,0,39653.796144142055709,0,0
60,40351843.630039386451,6005502.8120721261948,7898780.4623715858907,0,0,0,0,0,0
61,40443840.672180771828,6003638.6593509167433,7918467.9460845487192,0,0,0,0,0,0
62,40535837.714322157204,6001774.5066297072917,7938155.4297975115478,0,0,0,35308.643478446123481,0,0
63,40627834.756463542581,5999910.3539084978402,7957842.9135104743764,0,0,0,35308.643478446123481,0,0
64,40719831.798604927957,5998046.2011872883886,7977530.397223437205,0,0,0,0,0,0
65,40811828.840746313334,5996182.0484660789371,7997217.8809364000335,0,0,0,15194.981783085584539,0,0
66,40903825.88288769871,5994317.8957448694855,8016905.3646493628621,0,0,0,35854.172591992944945,0,0
67,40995822.925029084086,5992453.7430236600339,8036592.8483623256907,0,0,0,109334.35246930335416,0,0
68,41087819.967170469463,5990589.5903024505824,8056280.3320752885193,0,0,0,142811.37256120066741,0,0
69,41179817.009311854839,5988725.4375812411308,8075967.8157882513478,0,0,0,266803.51889575331006,0,0
70,41271814.051453240216,5986861.2848600316793,8095655.2995012141764,0,0,0,381739.54087310028262,0,0
71,41363811.093594625592,5984997.1321388222277,8115342.783214177005,0,0,0,402683.29107552976348,0,0
72,41455808.135736010969,5983132.9794176127762,8135030.2669271398336,0,0,0,427420.52853613777552,0,1475.5503988776861206
73,41547805.177877396345,5981268.8266964033246,8154717.7506401026621,0,0,0,430804.77368839900009,31372.81125404917475,4457.5850755341662079
74,41639802.220018781722,5979404.673975193873,8174405.2343530654907,0,0,0,492424.37407047330635,48873.607287508821173,15327.65202078305083
75,41731799.262160167098,5977540.5212539844215,8194092.7180660283193,0,0,0,436492.2802204436739,0,19047.745101187108958
76,41823796.304301552474,5975676.3685327749699,8213780.2017789911479,0,0,0,411991.88553167297505,18935.249035290387837,19047.745101187108958
77,41915793.346442937851,5973812.2158115655184,8233467.6854919539765,0,0,0,490835.37624680926092,107458.06625503647956,25357.044220259231224
78,42007790.388584323227,5971948.0630903560668,8253155.169204916805,0,28836.804580054522376,0,571843.31644376087934,148984.47706948628183,38096.957067846582504
79,42099787.430725708604,5970083.9103691466153,8272842.6529178796336,0,28836.804580054522376,0,433309.04306343686767,99317.510755307725049,38096.957067846582504
80,42191784.47286709398,5968219.7576479371637,8292530.1366308424622,0,28836.804580054522376,0,328861.33403577585705,113738.74632635638409,26897.653301225938776
81,42283781.515008479357,5966355.6049267277122,8312217.6203438052908,0,28836.804580054522376,0,272060.55539527663495,113738.74632635638409,10586.753549875509634
82,42375778.557149864733,5964491.4522055182606,8331905.1040567681193,0,0,0,182759.88956647700979,90700.89470749598695,0
83,42467775.59929125011,5962627.299484308809,8351592.5877697309479,0,0,0,0,0,0
84,42541429.200446166098,5989956.7442363807932,8367354.5518436403945,0,0,0,39898.635426616267068,0,0
85,42615082.801601082087,6017286.1889884527773,8383116.5159175498411,0,0,0,61475.731872054951964,0,0
86,42688736.402755998075,6024374.8175974329934,8398878.4799914583564,0,0,0,61475.731872054951964,0,0
87,42762390.003910914063,6015704.2623495049775,8414640.444065367803,0,0,0,61475.731872054951964,0,0
88,42836043.605065830052,6043033.7071015769616,8430402.4081392772496,0,0,0,106182.60196666048432,0,0
89,42909697.20622074604,6070363.1518536489457,8446164.3722131866962,0,0,0,131422.87597779807402,0,0
90,42983350.807375662029,6061692.5966057209298,8461926.3362870961428,0,0,0,51813.000657340126054,0,0
91,43057004.408530578017,6053022.0413577929139,8477688.3003610055894,0,0,0,0,0,0
92,43130658.009685494006,6080351.486109864898,8493450.264434915036,0,0,0,0,0,0
93,43204311.610840409994,6107680.9308619368821,8509212.2285088244826,0,0,0,0,0,0
94,43277965.211995325983,6099010.3756140088663,8524974.1925827339292,0,0,0,0,0,0
95,43351618.813150241971,6090339.8203660808504,8540736.1566566433758,0,0,0,0,0,0
96,43425272.414305157959,6081669.2651181528345,8556498.1207305528224,0,0,0,21041.683080017759494,0,0
97,43498926.015460073948,6072998.7098702248186,8572260.0848044622689,0,0,0,84601.888926202678704,0,0
98,43572579.616614989936,6064328.1546222968027,8588022.0488783717155,0,0,0,84601.888926202678704,0,0
99,43646233.217769905925,6055657.5993743687868,8603784.0129522811621,0,0,0,0,0,0
100,43719886.818924821913,6046987.0441264407709,8619545.9770261906087,0,0,0,0,0,0
101,43793540.420079737902,6074316.488878512755,8635307.9411001000553,0,0,0,0,0,0
102,43867194.02123465389,6101645.9336305847391,8651069.9051740095019,0,0,0,0,0,0
103,43940847.622389569879,6128975.3783826567233,8666831.8692479189485,0,0,0,0,0,0
104,44014501.223544485867,6156304.8231347287074,8682593.8333218283951,0,0,0,0,0,3519.0082710110136759
105,44088154.824699401855,6183634.2678868006915,8698355.7973957378417,0,0,0,128739.28739951815805,57968.4299464563519,8179.4283270381574766
106,44161808.425854317844,6210963.7126388726756,8714117.7614696472883,0,0,0,279280.69058780750493,92211.324565427436028,18956.984652308299701
107,44235462.027009233832,6238293.1573909446597,8729879.7255435567349,0,0,0,279280.69058780750493,92211.324565427436028,30467.190653916128213
108,44309115.628164149821,6265622.6021430166438,8745641.6896174661815,0,0,0,279280.69058780750493,92211.324565427436028,35765.408005451776262
109,44382769.229319065809,6292952.0468950886279,8761403.6536913756281,0,0,0,223902.56199786951765,92211.324565427436028,24919.919370159339451
110,44456422.830473981798,6320281.491647160612,8777165.6177652850747,0,0,0,127100.93486815971846,0,0
111,44530076.431628897786,6347610.9363992325962,8792927.5818391945213,0,0,0,0,0,0
112,44641894.007480874658,6389101.2669959645718,8816856.6849078088999,0,0,11499.849237206004545,76821.631262942100875,0,10402.462059247129218
113,44753711.583332851529,6430591.5975926965475,8840785.7879764232785,0,0,11499.849237206004545,292286.27622852975037,0,33975.285229758563219
114,44865529.159184828401,6436081.9281894285232,8864714.891045037657,0,0,11499.849237206004545,540975.03164667321835,0,55661.396083066945721
115,44977346.735036805272,6441572.2587861604989,8888643.9941136520356,0,0,11499.849237206004545,561189.85691507114097,0,53950.752318627797649
116,45089164.310888782144,6447062.5893828924745,8912573.0971822664142,0,0,13992.415875578362829,549744.57789183873683,0,53950.752318627797649
117,45200981.886740759015,6488552.9199796244502,8936502.2002508807927,0,0,13992.415875578362829,611101.86423936928622,0,51763.310567927575903
118,45312799.462592735887,6494043.2505763564259,8960431.3033194951713,0,0,17391.754748240626213,608152.41320251813158,0,55661.396083066945721
119,45424617.038444712758,6499533.5811730884016,8984360.4063881095499,0,0,17436.839185639670177,414450.43702407740057,0,55661.396083066945721
120,45536434.61429668963,6505023.9117698203772,9008289.5094567239285,0,0,17436.839185639670177,348375.97634460433619,0,54291.172194454236887
121,45648252.190148666501,6546514.2423665523529,9032218.612525338307,0,0,17436.839185639670177,387983.59113415633328,0,39406.143752853298793
122,45760069.766000643373,6552004.5729632843286,9056147.7155939526856,0,0,17436.839185639670177,382702.39375887566712,0,28449.615041483972163
123,45871887.341852620244,6557494.9035600163043,9080076.8186625670642,0,0,17436.839185639670177,213561.10066546898452,0,12428.015553246770651
124,45983704.917704597116,6562985.2341567482799,9104005.9217311814427,0,0,17436.839185639670177,145414.36618233000627,0,0
125,46095522.493556573987,6568475.5647534802556,9127935.0247997958213,0,0,0,196743.17832198884571,0,0
126,46207340.069408550858,6609965.8953502122313,9151864.1278684101999,0,0,0,320352.58442441665102,0,0
127,46319157.64526052773,6615456.225946944207,9175793.2309370245785,0,0,0,189669.55024302005768,0,0
128,46430975.221112504601,6620946.5565436761826,9199722.334005638957,0,0,0,150618.31685076301801,0,0
129,46542792.796964481473,6662436.8871404081583,9223651.4370742533356,0,0,0,287265.36250683403341,26994.06993527911618,0
130,46654610.372816458344,6703927.217737140134,9247580.5401428677142,0,0,0,334173.02751988056116,37403.370040364548913,0
131,46766427.948668435216,6733504.8720848876983,9271509.6432114820927,0,0,0,170950.12017144003767,0,0
132,46878245.524520412087,6774995.202681619674,9295438.7462800964713,0,0,0,152121.67149374564178,0,0
133,46990063.100372388959,6816485.5332783516496,9319367.8493487108499,0,0,0,175362.73954922534176,77209.515005091656349,0
134,47101880.67622436583,6857975.8638750836253,9343296.9524173252285,0,0,0,185262.5333734502783,126219.51750500469643,0
135,47213698.252076342702,6863466.194471815601,9367226.055485939607,0,0,0,57808.93339299026411,58600.655400400573853,0
136,47325515.827928319573,6904956.5250685475767,9391155.1585545539856,0,0,0,0,58600.655400400573853,0
137,47437333.403780296445,6946446.8556652795523,9415084.2616231683642,0,0,0,0,58600.655400400573853,0
138,47549150.979632273316,6987937.186262011528,9439013.3646917827427,0,0,0,20062.154401377836621,58600.655400400573853,0
139,47660968.555484250188,6993427.5168587435037,9462942.4677603971213,0,0,0,0,0,0
140,47765211.273892574012,7003481.0446816757321,9485250.5417276527733,0,0,0,171011.05833096406423,0,0
141,47869453.992300897837,7042160.696034418419,9507558.6156949084252,0,0,0,285834.33192697318736,0,0
142,47973696.710709221661,7044840.3473871611059,9529866.6896621640772,0,0,0,301948.32628860708792,0,0
143,48077939.429117545485,7047519.9987399037927,9552174.7636294197291,0,0,0,261396.48145838148776,0,0
144,48182182.14752586931,7050199.6500926464796,9574482.8375966753811,0,0,0,317744.66988109773956,0,0
145,48286424.865934193134,7052879.3014453891665,9596790.911563931033,0,0,0,322615.30644450703403,0,0
146,48390667.584342516959,7055558.9527981318533,9619098.985531186685,0,0,0,302817.25853723922046,0,0
147,48494910.302750840783,7058238.6041508745402,9641407.0594984423369,0,0,0,210974.1490965919802,0,3669.5576015462179384
148,48599153.021159164608,7060918.2555036172271,9663715.1334656979889,0,0,0,210974.1490965919802,0,13261.109019549963705
149,48703395.739567488432,7063597.9068563599139,9686023.2074329536408,0,0,0,210974.1490965919802,0,13261.109019549963705
150,48807638.457975812256,7066277.5582091026008,9708331.2814002092928,0,0,0,195045.14487530052429,0,0
151,48911881.176384136081,7068957.2095618452877,9730639.3553674649447,0,0,0,88631.070039070895291,0,0
152,49016123.894792459905,7077275.0848722318187,9752947.4293347205967,0,0,0,0,0,0
153,49120366.61320078373,7085735.8123956704512,9775255.5033019762486,0,0,0,9136.3329541772309312,0,0
154,49224609.331609107554,7088415.4637484131381,9797563.5772692319006,0,0,0,9136.3329541772309312,0,0
155,49328852.050017431378,7091095.115101155825,9819871.6512364875525,0,0,0,9136.3329541772309312,0,0
156,49433094.768425755203,7129774.7664538985118,9842179.7252037432045,0,0,0,62870.719380300259218,3095.4827643987764532,24938.013099414019962
157,49537337.486834079027,7168454.4178066411987,9864487.7991709988564,0,0,0,150008.59860818894231,3095.4827643987764532,46748.798799695374328
158,49641580.205242402852,7207134.0691593838856,9886795.8731382545084,0,0,0,217537.02397030795692,61141.426787914861052,55661.396083066945721
159,49745822.923650726676,7245813.7205121265724,9909103.9471055101603,0,0,0,204895.89456183530274,0,54662.383799378709227
160,49850065.6420590505,7284493.3718648692593,9931412.0210727658123,0,0,0,196706.14317808358464,0,50627.307284212714876
161,49954308.360467374325,7323173.0232176119462,9953720.0950400214642,0,0,0,196706.14317808358464,0,50627.307284212714876
162,50058551.078875698149,7361852.674570354633,9976028.1690072771162,0,0,0,196706.14317808358464,64322.537209763599094,55661.396083066945721
163,50162793.797284021974,7400532.3259230973199,9998336.2429745327681,0,0,0,34217.180957038755878,10728.313051599136088,51867.231521063156833
164,50267036.515692345798,7439211.9772758400068,10020644.31694178842,0,0,0,0,10728.313051599136088,45488.191672075627139
165,50371279.234100669622,7477891.6286285826936,10042952.390909044072,0,0,0,0,83341.156654037389671,23987.115926516045874
166,50475521.952508993447,7516571.2799813253805,10065260.464876299724,0,0,0,74324.837556906204554,83341.156654037389671,8510.8819335643856903
167,50579764.670917317271,7555250.9313340680674,10087568.538843555376,0,0,0,0,0,0
168,50661000.741087973118,7549393.8796324795112,10104953.160904902965,0,0,0,0,38344.491847651013813,0
169,50677227.691542506218,7579536.827930890955,10122337.782966250554,0,0,0,0,93886.258756175666349,0
170,50735386.936888717115,7609679.7762293023989,10139722.405027598143,0,0,0,0,93886.258756175666349,0
171,50781753.893356867135,7603822.7245277138427,10157107.027088945732,0,0,0,0,44462.459691563533852,1158.5202610722519694
172,50862989.963527522981,7597965.6728261252865,10174491.64915029332,0,0,0,44754.845208936247218,44462.459691563533852,1158.5202610722519694
173,50944226.033698178828,7628108.6211245367303,10191876.271211640909,0,0,0,107618.35307372669922,44462.459691563533852,1158.5202610722519694
174,51025462.103868834674,7658251.5694229481742,10209260.893272988498,0,0,0,149814.21692946206895,44462.459691563533852,1158.5202610722519694
175,50964956.469302922487,7652394.517721359618,10226645.515334336087,0,0,0,149814.21692946206895,27825.460951502755051,1158.5202610722519694
176,51005703.383691214025,7646537.4660197710618,10244030.137395683676,0,0,0,18828.062407242869085,27825.460951502755051,1158.5202610722519694
177,51057478.525919541717,7676680.4143181825057,10261414.759457031265,0,0,0,18828.062407242869085,27825.460951502755051,1158.5202610722519694
178,51042858.882490172982,7706823.3626165939495,10278799.381518378854,0,0,0,18828.062407242869085,27825.460951502755051,1368.6446019401953436
179,51031691.971096724272,7700966.3109150053933,10296184.003579726443,0,0,0,18828.062407242869085,27825.460951502755051,1368.6446019401953436
180,51015622.405840955675,7731109.2592134168372,10313568.625641074032,0,0,0,18828.062407242869085,27825.460951502755051,1368.6446019401953436
181,51096858.476011611521,7761252.207511828281,10330953.24770242162,0,0,0,8370.2140023249066871,27825.460951502755051,1368.6446019401953436
182,51178094.546182267368,7791395.1558102397248,10348337.869763769209,0,0,0,14585.30882146626027,27825.460951502755051,1368.6446019401953436
183,51131899.415728159249,7785538.1041086511686,10365722.491825116798,0,0,0,14585.30882146626027,0,1368.6446019401953436
184,51058251.185898818076,7815681.0524070626125,10383107.113886464387,0,0,0,0,0,1368.6446019401953436
185,51139487.256069473922,7845824.0007054740563,10400491.735947811976,0,0,0,11199.656363757245344,0,1368.6446019401953436
186,51220723.326240129769,7875966.9490038855001,10417876.358009159565,0,0,0,115641.76278476259904,27172.777692015213688,1368.6446019401953436
187,51301959.396410785615,7870109.897302296944,10435260.980070507154,0,0,0,97989.900523205593345,0,1368.6446019401953436
188,51383195.466581441462,7900252.8456007083878,10452645.602131854743,0,0,0,150116.31579393925495,0,1368.6446019401953436
189,51464431.536752097309,7930395.7938991198316,10470030.224193202332,0,0,0,272672.81392682832666,79160.176703425924643,0
190,51545667.606922753155,7960538.7421975312755,10487414.846254549921,0,0,0,290006.83047164115123,79160.176703425924643,0
191,51472019.377093411982,7954681.6904959427193,10504799.468315897509,0,0,0,260937.18153904253268,56099.244170268771995,0
192,51540419.350125998259,7984824.6387943541631,10522184.090377245098,0,0,0,32072.785799913843221,56099.244170268771995,0
193,51469754.188719168305,8014967.5870927656069,10539568.712438592687,0,0,0,32072.785799913843221,56099.244170268771995,0
194,51550990.258889824152,8032768.8243177058175,10556953.334499940276,0,0,0,0,56099.244170268771995,0
195,51628100,8026911.7726161172614,10574337.956561287865,0,0,0,0,0,0
196,51555649.921164818108,8056135.5146920243278,10591978.984455194324,0,0,11525.344709436520134,97002.80385729057889,0,6590.958101398031431
197,51483199.842329636216,8076275.736899793148,10609620.012349100783,0,0,11525.344709436520134,173687.32994012534618,19597.747096726758173,13919.836484952804312
198,51410749.763494454324,8098373.8455790048465,10627261.040243007243,0,0,11525.344709436520134,201155.20730878197355,19597.747096726758173,29711.724657181861403
199,51338299.684659272432,8092961.3722943048924,10644902.068136913702,0,0,11525.344709436520134,117544.85073235610616,0,43760.969156220024161
200,51265849.60582409054,8123548.8990096049383,10662543.096030820161,0,0,11525.344709436520134,91173.594060169896693,6039.4267954385468329,55661.396083066945721
201,51193399.526988908648,8154136.4257249049842,10680184.12392472662,0,0,19211.933299380874814,62589.245809017826105,26355.972125688309461,55661.396083066945721
202,51120949.448153726757,8184723.9524402050301,10697825.15181863308,0,0,22615.151947589380143,49492.760866658856685,37170.88232397158572,55661.396083066945721
203,51048499.369318544865,8179311.4791555050761,10715466.179712539539,0,0,17033.657053135608294,45460.225987888494274,37170.88232397158572,55661.396083066945721
204,50976049.290483362973,8209899.005870805122,10733107.207606445998,0,0,9848.0117980228933448,45460.225987888494274,39248.95580842920026,55661.396083066945721
205,50903599.211648181081,8240486.5325861051679,10750748.235500352457,0,0,0,45460.225987888494274,81100.531800386757823,49392.541107792305411
206,50831149.132812999189,8271074.0593014052138,10768389.263394258916,0,0,0,45460.225987888494274,96658.07924986424041,49392.541107792305411
207,50758699.053977817297,8265661.5860167052597,10786030.291288165376,0,0,0,0,37805.153332028297882,49392.541107792305411
208,50686248.975142635405,8288063.8356688367203,10803671.319182071835,0,0,0,0,37805.153332028297882,49392.541107792305411
209,50639596.807542927563,8318651.3623841367662,10821312.347075978294,0,0,0,0,51432.204063722208957,49392.541107792305411
210,50702793.984830729663,8329672.9544503064826,10838953.374969884753,0,0,0,0,51432.204063722208957,49392.541107792305411
211,50668086.306529723108,8324260.4811656065285,10852600.46961803548,0,0,0,0,0,48209.571596857218537
212,50750520.527694538236,8348399.7414384521544,10870241.49751194194,0,0,0,0,0,44933.793203003166127
213,50832954.748859353364,8378987.2681537522003,10887882.525405848399,0,0,0,136048.17172319244128,55544.265920328012726,28950.538837643845909
214,50915388.970024168491,8409574.7948690522462,10905523.553299754858,0,0,0,284074.2843357140664,79064.030476324536721,16024.385090702482557
215,50997823.191188983619,8409943.0856042057276,10923164.581193661317,0,0,0,288678.96456503757508,29183.575261947280524,4869.4454369971763299
216,51080257.412353798747,8440530.6123195048422,10940805.609087567776,0,0,0,288678.96456503757508,38512.8851349573888,0
217,51162691.633518613875,8471118.1390348039567,10942632.720893973485,0,0,0,288678.96456503757508,96237.304995474769385,0
218,51225266.905897073448,8501705.6657501030713,10960273.748787879944,0,0,0,288678.96456503757508,148984.47706948628183,0
219,51298363.115340739489,8501562.2851000018418,10977914.776681786403,0,0,0,188927.00329989276361,124836.81053674593568,0
220,51380797.336505554616,8532149.8118153009564,10995555.804575692862,0,0,0,114155.67042256092827,135001.08505635283655,0
221,51463231.557670369744,8562737.338530600071,11013196.832469599321,0,0,0,109910.50034980240162,136440.61949285495211,0
222,51545665.778835184872,8593324.8652458991855,11030837.860363505781,0,0,0,109910.50034980240162,110470.71033056592569,0
223,51628100,8623912.3919611983001,11048478.88825741224,0,0,0,0,0,0
224,51557197.756735377014,8655074.2488660290837,11033305.718262014911,0,0,0,0,0,0
225,51486295.513470754027,8650236.1057708598673,11018132.548266619444,0,0,0,4422.3669091620249674,0,567.26461826865329385
226,51415393.270206131041,8645397.9626756906509,11002959.378271223977,0,0,0,4422.3669091620249674,0,567.26461826865329385
227,51344491.026941508055,8640559.8195805214345,10987786.208275828511,0,0,0,4422.3669091620249674,0,567.26461826865329385
228,51273588.783676885068,8671721.6764853522182,10972613.038280433044,0,0,0,4422.3669091620249674,0,567.26461826865329385
229,51202686.540412262082,8702883.5333901830018,10957439.868285037577,0,0,0,4422.3669091620249674,0,0
230,51131784.297147639096,8734045.3902950137854,10942266.69828964211,0,0,0,4422.3669091620249674,0,0
231,51060882.053883016109,8729207.247199844569,10941334.722302835435,0,0,0,0,0,0
232,50989979.810618393123,8760369.1041046753526,10938433.825067594647,0,0,0,0,0,903.47557622304589131
233,50919077.567353770137,8791530.9610095061362,10923260.655072199181,0,0,0,0,0,2801.0978852927464686
234,50848175.324089147151,8798042.0838161651045,10918692.227356746793,0,0,0,0,0,2801.0978852927464686
235,50777273.080824524164,8793203.9407209958881,10903519.057361351326,0,0,0,0,0,0
236,50786305.408720679581,8824365.7976258266717,10911999.595039440319,0,0,0,0,0,0
237,50842109.226782113314,8819527.6545306574553,10915563.044741997495,0,0,0,0,0,0
238,50902206.845648363233,8814689.5114354882389,10907796.112054139376,0,0,0,0,0,0
239,50887231.918283000588,8809851.3683403190225,10892622.942058743909,0,0,0,0,0,0
240,50899084.499053843319,8824190.8188190795481,10898883.857052594423,0,0,0,0,0,0
241,50952323.260555669665,8855352.6757239103317,10904033.093402568251,0,0,0,0,28166.449244886909582,0
242,51036305.317291043699,8886514.5326287411153,10915589.329993788153,0,0,0,0,59370.586800807985128,0
243,51120287.374026417732,8917676.3895335718989,10919834.950029069558,0,0,0,0,23200.746004594533588,0
244,51204269.430761791766,8948838.2464384026825,10936029.026429198682,0,0,0,0,31327.167273432423826,0
245,51288251.487497165799,8980000.1033432334661,10951219.184333816171,0,0,0,113942.07879480175325,101875.86420949510648,0
246,51372233.544232539833,9011161.9602480642498,10969191.451003191993,0,0,0,147703.39776695708861,148984.47706948628183,5771.7787619261580403
247,51456215.600967913866,9042323.8171528950334,10987163.717672567815,0,0,0,81333.610230683028931,82487.534351920767222,0
