Timestep,Hydro|Reservoir_RoGonDor_0,Hydro|Reservoir_Harad_0,Hydro|Reservoir_DolAmroth_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_Harad_0,Hydro|Pumped Storage_DolAmroth_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_Harad_0,Battery|Lithium-Ion_DolAmroth_0
71,41433088.936279609799,6010702.9353108294308,8130168.3294250061736,0,0,0,428989.30095644964604,0,0
72,41545868.704391099513,6016550.2909516170621,8154303.3428576588631,0,0,0,454670.00023794465233,0,1540.0949571174007815
73,41658648.472502589226,6022397.6465924046934,8178438.3562903115526,0,0,0,500553.40771279891487,51814.981203601615562,7110.6948284807895106
74,41771428.240614078939,6028245.0022331923246,8202573.3697229642421,0,0,0,513315.13539913372369,89939.972614910948323,20381.258977534664155
75,41884208.008725568652,6034092.3578739799559,8226708.3831556169316,0,0,0,459384.30832096555969,20053.061548721525469,24153.107725196950923
76,41996987.776837058365,6039939.7135147675872,8250843.3965882696211,0,0,0,436243.73381317697931,20053.061548721525469,24153.107725196950923
77,42109767.544948548079,6045787.0691555552185,8274978.4100209223107,0,0,0,466173.87100004561944,78481.845329615665833,33185.407167503719393
78,42222547.313060037792,6051634.4247963428497,8299113.4234535750002,0,21691.460176540964312,0,469591.28281270572916,148984.47706948628183,48673.058375026725116
79,42335327.081171527505,6057481.780437130481,8323248.4368862276897,0,0,0,333032.99250440928154,119703.67755494255107,42264.009182631256408
80,42448106.849283017218,6063329.1360779181123,8347383.4503188803792,0,0,0,229881.36520930260303,134328.71822710466222,31051.704191950022505
81,42560886.617394506931,6069176.4917187057436,8371518.4637515330687,0,0,0,221069.47147009693435,143988.16551354812691,17842.673817037895788
82,42673666.385505996644,6075023.8473594933748,8395653.4771841857582,0,0,0,181031.2691253957164,119840.38767471422034,10400.150724875997184
83,42786446.153617486358,6080871.2030002810061,8419788.4906168393791,0,0,0,0,0,0
84,42891553.009327277541,6083871.4957374008372,8442281.4910627342761,0,0,0,11141.777757551462855,0,0
85,42996659.865037068725,6086871.7884745206684,8464774.491508629173,0,0,0,72489.711258696217556,0,0
86,43101766.720746859908,6089872.0812116404995,8487267.49195452407,0,0,0,91474.850471976125846,0,0
87,43206873.576456651092,6092872.3739487603307,8509760.492400418967,0,0,0,91474.850471976125846,0,0
88,43311980.432166442275,6095872.6666858801618,8532253.492846313864,0,0,0,91474.850471976125846,0,0
89,43417087.287876233459,6098872.959422999993,8554746.493292208761,0,0,0,91474.850471976125846,0,0
90,43522194.143586024642,6101873.2521601198241,8577239.493738103658,0,0,0,50424.441447871744458,0,0
91,43627300.999295815825,6104873.5448972396553,8599732.4941839985549,0,0,0,0,0,0
92,43732407.855005607009,6107873.8376343594864,8622225.4946298934519,0,0,0,0,0,0
93,43837514.710715398192,6110874.1303714793175,8644718.4950757883489,0,0,0,16036.976500844575639,0,0
94,43942621.566425189376,6113874.4231085991487,8667211.4955216832459,0,0,0,53118.705494866408117,0,0
95,44047728.422134980559,6116874.7158457189798,8689704.4959675781429,0,0,0,0,0,0
96,44152835.277844771743,6119875.008582838811,8712197.4964134730399,0,0,0,21916.549460385685961,0,0
97,44257942.133554562926,6122875.3013199586421,8734690.4968593679368,0,0,0,125876.23323366077966,0,0
98,44363048.98926435411,6125875.5940570784733,8757183.4973052628338,0,0,0,129492.46236801218765,0,0
99,44468155.844974145293,6128875.8867941983044,8779676.4977511577308,0,0,0,0,0,0
100,44573262.700683936477,6131876.1795313181356,8802169.4981970526278,0,0,0,0,0,0
101,44678369.55639372766,6170876.4722684379667,8824662.4986429475248,0,0,0,0,9224.2371382010533125,0
102,44783476.412103518844,6209876.7650055577978,8847155.4990888424218,0,0,0,0,9818.2124049356680189,0
103,44888583.267813310027,6212877.057742677629,8869648.4995347373188,0,0,0,0,0,0
104,44993690.123523101211,6221561.3423040062189,8892141.4999806322157,0,0,0,0,0,4293.4953412255808871
105,45098796.979232892394,6260561.6350411260501,8914634.5004265271127,0,0,0,164112.86565771503956,80604.295449378158082,11483.028424725980585
106,45203903.834942683578,6299561.9277782458812,8937127.5008724220097,0,0,0,356880.25967408920405,139885.60502783692209,20646.027429130746896
107,45309010.690652474761,6302562.2205153657123,8959620.5013183169067,0,0,0,320990.32809348613955,54327.001035060107824,20646.027429130746896
108,45414117.546362265944,6341562.5132524855435,8982113.5017642118037,0,0,0,293735.9306222362211,54327.001035060107824,20646.027429130746896
109,45519224.402072057128,6344562.8059896053746,9004606.5022101067007,0,0,0,217839.61722726677544,54327.001035060107824,12544.194378864507598
110,45624331.257781848311,6347563.0987267252058,9027099.5026560015976,0,0,0,125959.13243006596167,0,0
111,45729438.113491639495,6350563.3914638450369,9049592.5031018964946,0,0,0,0,0,0
112,45840525.873902477324,6355782.921305895783,9073365.4247403647751,0,0,0,28063.017217379900103,0,23049.413832227266539
113,45951613.634313315153,6397002.4511479465291,9097138.3463788330555,0,0,0,239436.32770390849328,0,49092.299263210545178
114,46062701.394724152982,6438221.9809899972752,9120911.2680173013359,0,0,16293.548065788936583,478639.54151774413185,0,55661.396083066945721
115,46173789.155134990811,6443441.5108320480213,9144684.1896557696164,0,0,16293.548065788936583,478639.54151774413185,0,54016.907210337354627
116,46284876.91554582864,6448661.0406740987673,9168457.1112942378968,0,0,18831.031276634588721,468010.02295484772185,0,54016.907210337354627
117,46395964.67595666647,6480760.6340437680483,9192230.0329327061772,0,0,19398.224216020556923,522136.94304346642457,0,54016.907210337354627
118,46507052.436367504299,6497348.4935754565522,9216002.9545711744577,0,0,27211.392014929697325,522136.94304346642457,0,55661.396083066945721
119,46618140.196778342128,6502568.0234175072983,9239775.8762096427381,0,0,27326.791773222303163,330154.33596918656258,0,55661.396083066945721
120,46729227.957189179957,6507787.5532595580444,9263548.7978481110185,0,0,27326.791773222303163,264985.88286233495455,0,55661.396083066945721
121,46840315.717600017786,6537524.9185327980667,9287321.719486579299,0,0,14342.047680817333458,297558.20174816739745,0,55661.396083066945721
122,46951403.478010855615,6549585.8382764970884,9311094.6411250475794,0,0,14342.047680817333458,297558.20174816739745,0,55661.396083066945721
123,47062491.238421693444,6554805.3681185478345,9334867.5627635158598,0,0,14342.047680817333458,130128.86759396229172,0,55661.396083066945721
124,47173578.998832531273,6560024.8979605985805,9358640.4844019841403,0,0,14342.047680817333458,62762.531358930442366,0,47057.518846736886189
125,47284666.759243369102,6592506.6629386004061,9382413.4060404524207,0,0,0,106842.71917049927288,0,46842.49449760671996
126,47395754.519654206932,6633726.1927806511521,9406186.3276789207011,0,0,0,235296.6862759605574,0,39007.98188194258546
127,47506842.280065044761,6638945.7226227018982,9429959.2493173889816,0,0,0,106252.67310029061628,0,29706.856861883828969
128,47617930.04047588259,6644165.2524647526443,9453732.170955857262,0,0,0,68104.929406953800935,0,22460.656075192942808
129,47729017.800886720419,6685384.7823068033904,9477505.0925943255424,0,0,0,243909.92480719430023,49905.408463920786744,13368.109840362716568
130,47840105.561297558248,6726604.3121488541365,9501278.0142327938229,0,0,0,334214.59883756784257,85203.082798500428908,13368.109840362716568
131,47951193.321708396077,6767823.8419909048826,9525050.9358712621033,0,0,0,172376.59433318444644,0,0
132,48062281.082119233906,6809043.3718329556286,9548823.8575097303838,0,0,0,99643.579277867771452,0,0
133,48173368.842530071735,6850262.9016750063747,9572596.7791481986642,0,21681.47695791645674,0,160160.35585833049845,75813.396393360686488,0
134,48284456.602940909564,6891482.4315170571208,9596369.7007866669446,0,21681.47695791645674,0,208269.18301735835848,148984.47706948628183,0
135,48395544.363351747394,6896701.9613591078669,9620142.6224251352251,0,0,0,57167.152238973831118,101615.26351741884719,0
136,48506632.123762585223,6937921.491201158613,9643915.5440636035055,0,0,0,0,101615.26351741884719,0
137,48617719.884173423052,6979141.021043209359,9667688.4657020717859,0,0,0,20713.994809284169605,111534.36205666093156,0
138,48728807.644584260881,6991110.137886014767,9691461.3873405400664,0,0,0,59077.203745521270321,111534.36205666093156,0
139,48839895.40499509871,6996329.6677280655131,9715234.3089790083468,0,0,0,0,0,0
140,48958755.475984282792,7004433.1425397591665,9740670.5149401184171,0,0,0,47476.612515271823213,0,0
141,49077615.546973466873,7012536.61735145282,9766106.7209012284875,0,0,0,73365.859065697994083,23814.69393492443487,0
142,49196475.617962650955,7020640.0921631464735,9791542.9268623385578,0,0,0,73365.859065697994083,23814.69393492443487,0
143,49277577.269768550992,7028743.5669748401269,9816979.1328234486282,0,0,0,73365.859065697994083,23814.69393492443487,0
144,49396437.340757735074,7036847.0417865337804,9842415.3387845586985,0,0,0,73365.859065697994083,23814.69393492443487,0
145,49515297.411746919155,7044950.5165982274339,9867851.5447456687689,0,0,0,73365.859065697994083,33191.310025398590369,0
146,49634157.482736103237,7053053.9914099210873,9893287.7507067788392,0,0,0,73365.859065697994083,33191.310025398590369,0
147,49666574.068547777832,7061157.4662216147408,9918723.9566678889096,0,0,0,73365.859065697994083,33191.310025398590369,3694.5282906206239204
148,49697089.469195246696,7069260.9410333083943,9944160.1626289989799,0,0,0,73365.859065697994083,33191.310025398590369,13310.109803124716564
149,49798367.190571516752,7077364.4158450020477,9969596.3685901090503,0,0,0,31644.037059958405735,33191.310025398590369,0
150,49917227.261560700834,7085467.8906566957012,9995032.5745512191206,0,0,0,17374.392969756216189,0,0
151,49935932.796821430326,7093571.3654683893546,10020468.780512329191,0,0,0,17374.392969756216189,0,0
152,49970968.667559720576,7101674.8402800830081,10045904.986473439261,0,0,0,17374.392969756216189,5421.5264533358049448,0
153,50089828.738548904657,7109778.3150917766616,10071341.192434549332,0,0,0,17374.392969756216189,27928.799592200855841,0
154,50208688.809538088739,7117881.789903470315,10096777.398395659402,0,0,0,17374.392969756216189,33526.312078120456135,0
155,50327548.88052727282,7125985.2647151639685,10122213.604356769472,0,0,0,17374.392969756216189,0,135.08678590952729337
156,50446408.951516456902,7170088.739526857622,10147649.810317879543,0,0,0,0,3161.4484072197342357,1150.3910490394446242
157,50565269.022505640984,7214192.2143385512754,10173086.016278989613,0,0,0,29412.538593900837441,34833.231736699701287,25062.52393974507504
158,50684129.093494825065,7258295.6891502449289,10198522.222240099683,0,0,0,92601.802964755377616,34833.231736699701287,53568.188608872980694
159,50792129.656894087791,7277853.8732712175697,10223958.428201209754,0,0,0,92601.802964755377616,0,52090.435164205184265
160,50903803.260825119913,7321957.3480829112232,10249394.634162319824,0,0,0,92601.802964755377616,0,48090.645535954005027
161,51022663.331814303994,7366060.8228946048766,10274830.840123429894,0,0,0,81568.387360417735181,60278.095605505797721,48090.645535954005027
162,51141523.402803488076,7410164.2977062985301,10300267.046084539965,0,0,0,81568.387360417735181,60278.095605505797721,55661.396083066945721
163,51184643.28492230922,7418267.7725179921836,10325703.252045650035,0,0,0,0,45022.08079713684856,50458.67702144368377
164,51271519.787032447755,7462371.247329685837,10351139.458006760105,0,0,0,0,45022.08079713684856,41786.112645712266385
165,51390379.858021631837,7506474.7221413794905,10376575.663967870176,0,0,0,26883.802019935144926,45022.08079713684856,21553.47800297835056
166,51509239.929010815918,7550578.196953073144,10402011.869928980246,0,0,0,138544.30587111445493,45022.08079713684856,8478.8101872206643748
167,51628100,7558681.6717647667974,10427448.075890090317,0,0,0,0,0,0
168,51587050.342454634607,7564920.4424841003492,10451808.833770243451,0,0,0,9006.7988451093715412,38438.127432385357679,0
169,51081347.784909263253,7571159.2132034339011,10460491.26416005753,0,0,0,80213.490097905698349,53524.878108551805781,0
170,50995941.089758634567,7577397.9839227674529,10484852.022040210664,0,0,0,192949.81654644434457,53524.878108551805781,0
171,50954891.432213261724,7583636.7546421010047,10509212.779920363799,0,0,0,258530.11964036081918,4434.9976744784944458,1175.6696366661760749
172,50913841.77466788888,7589875.5253614345565,10533573.537800516933,0,0,0,401585.16177169699222,41631.026051578490296,0
173,50872792.117122516036,7596114.2960807681084,10557934.295680670068,0,0,0,604440.08570717135444,41631.026051578490296,0
174,50986626.759577147663,7602353.0668001016602,10582295.053560823202,0,0,0,611101.86423936928622,41631.026051578490296,0
175,50945577.102031774819,7608591.837519435212,10606655.811440976337,0,0,0,571504.63670222996734,25296.572568273939396,0
176,50904527.444486401975,7650830.6082387687638,10631016.569321129471,0,0,0,506938.82976514496841,54336.362621024891268,0
177,50954972.575867235661,7657069.3789581023157,10655377.327201282606,0,0,0,533000.48980001325253,54336.362621024891268,0
178,50965973.433981306851,7663308.1496774358675,10679738.08508143574,0,0,0,533000.48980001325253,54336.362621024891268,3034.6719333035784985
179,50924923.776435934007,7669546.9203967694193,10704098.842961588874,0,0,0,471917.98471574304858,54336.362621024891268,3034.6719333035784985
180,50889985.248606704175,7711785.6911161029711,10720317.374439788982,0,0,0,471917.98471574304858,54336.362621024891268,3034.6719333035784985
181,50983849.790166825056,7718024.461835436523,10736173.932992365211,0,0,0,471917.98471574304858,54336.362621024891268,3034.6719333035784985
182,51097684.432621456683,7724263.2325547700748,10755767.940719693899,0,0,0,471917.98471574304858,54336.362621024891268,3034.6719333035784985
183,51056634.775076083839,7730502.0032741036266,10780128.698599847034,0,0,0,447140.69243047467899,26852.428070434474648,0
184,51015585.117530710995,7772740.7739934371784,10802491.098907593638,0,0,0,378450.21891541208606,26852.428070434474648,0
185,51129419.759985342622,7783976.2175682513043,10822928.545290451497,0,0,0,378450.21891541208606,26852.428070434474648,0
186,51243254.402439974248,7826214.9882875848562,10841881.75486177206,0,0,0,378450.21891541208606,26852.428070434474648,0
187,51289244.100646398962,7832453.759006918408,10866242.512741925195,0,0,0,378450.21891541208606,0,0
188,51403078.743101030588,7874692.5297262519598,10885873.037361573428,0,0,0,378450.21891541208606,0,0
189,51516913.385555662215,7916931.3004455855116,10908343.425075849518,0,0,0,378450.21891541208606,0,0
190,51628100,7959170.0711649190634,10932704.182956002653,0,0,0,378450.21891541208606,78705.733929721245659,2141.6677958521399887
191,51587050.342454634607,7965408.8418842526153,10957064.940836155787,0,0,0,295440.73211581510259,55929.978718608435884,2141.6677958521399887
192,51606420.105007924139,7971647.6126035861671,10975396.614616952837,0,0,0,98072.270787858011317,55929.978718608435884,2141.6677958521399887
193,51565370.447462551296,7977886.3833229197189,10999757.372497105971,0,0,0,75972.40314061177196,55929.978718608435884,0
194,51628100,8020125.1540422532707,11024118.130377259105,0,0,0,75972.40314061177196,55929.978718608435884,0
195,51628100,8026363.9247615868226,11048478.88825741224,0,0,0,0,0,0
196,51591638.777203574777,8034305.2513913363218,11001404.628892837092,0,0,12859.714478241337929,121171.47944912893581,32933.927552276210918,10517.972266563745507
197,51173444.411896914244,8042246.5780210858211,10993601.880964742973,0,0,25572.094558075583336,256476.1495958371961,94080.531359450309537,10517.972266563745507
198,51136983.18910048157,8086187.9046508353204,10985799.133036648855,0,0,42729.286558075582434,345571.43982270167908,104549.41440859352588,10517.972266563745507
199,51100521.966304048896,8094129.2312805848196,10997793.510784054175,0,0,43327.58649427810451,345571.43982270167908,63590.112518925045151,10517.972266563745507
200,51064060.743507616222,8102070.5579103343189,11023136.199520733207,0,0,26084.671840305571095,345895.38422464596806,101644.12931076437235,10517.972266563745507
201,51027599.520711183548,8146011.8845400838181,11048478.88825741224,0,0,7678.9689926867722534,341156.29295655793976,101644.12931076437235,10517.972266563745507
202,50991138.297914750874,8189953.2111698333174,11040676.140329318121,0,0,18475.568715060901013,294319.80153658537893,101644.12931076437235,10517.972266563745507
203,50954677.0751183182,8197894.5377995828167,11048478.88825741224,0,0,0,180025.88666075724177,58612.86592443419795,10517.972266563745507
204,50918215.852321892977,8241835.8644293323159,11040676.140329318121,0,0,0,180025.88666075724177,58612.86592443419795,9952.4938425168729736
205,50881754.629525460303,8249777.1910590818152,11032873.392401224002,0,0,0,155110.18548910989193,58612.86592443419795,3457.3348492615486975
206,50845293.406729027629,8293718.5176888313144,11025070.644473129883,0,0,0,125640.67784282138746,58612.86592443419795,2295.2286357500997838
207,50808832.183932594955,8301659.8443185808137,11017267.896545035765,0,0,0,0,3.6862245355696359184,823.91942058484630707
208,50772370.961136162281,8309601.170948330313,11009465.148616941646,0,0,0,0,26456.846854931893176,0
209,50735909.738339729607,8317542.4975780798122,11001662.400688847527,0,0,0,12770.588148467879364,93628.767694768073852,12677.408047740253096
210,50822283.422144114971,8325483.8242078293115,10993859.652760753408,0,0,0,12770.588148467879364,128885.95602134944056,24074.981175927343429
211,50824254.175767354667,8333425.1508375788108,11019202.341497432441,0,0,0,12770.588148467879364,68164.568871385068633,15984.886204697126232
212,50942677.252970926464,8370945.1982760233805,11011399.593569338322,0,0,2219.4606829955059766,12770.588148467879364,68164.568871385068633,15984.886204697126232
213,51061100.33017449826,8414886.5249057728797,11023158.120081504807,0,0,0,12770.588148467879364,68164.568871385068633,15984.886204697126232
214,51179523.407378070056,8422827.8515355214477,11035797.648322757334,0,0,0,12770.588148467879364,68164.568871385068633,15984.886204697126232
215,51297946.484581641853,8430769.1781652700156,11027994.900394663215,0,0,8327.5246435848330293,12770.588148467879364,24480.279229358340672,15984.886204697126232
216,51395873.548003852367,8474710.5047950185835,11020192.152466569096,0,0,9236.0920822866992239,12770.588148467879364,24480.279229358340672,15984.886204697126232
217,51514296.625207424164,8482651.8314247671515,11036238.569680929184,0,0,0,12770.588148467879364,24480.279229358340672,15984.886204697126232
218,51596678.265442274511,8526593.1580545157194,11048478.88825741224,0,0,0,12770.588148467879364,24480.279229358340672,14977.757050242982586
219,51580937.677515380085,8534534.4846842642874,11040676.140329318121,0,0,0,12770.588148467879364,6037.3112629759052652,14977.757050242982586
220,51628100,8578475.8113140128553,11048230.124971689656,0,0,0,12770.588148467879364,6037.3112629759052652,14977.757050242982586
221,51628100,8608029.7387017011642,11040427.377043595538,0,0,4306.1441289930617131,12770.588148467879364,40483.505699187517166,14977.757050242982586
222,51628100,8615971.0653314497322,11048478.88825741224,0,0,0,12770.588148467879364,72425.682827836106298,14977.757050242982586
223,51628100,8623912.3919611983001,11048478.88825741224,0,0,0,0,0,0
224,51557022.690577410161,8634242.7429361343384,11033268.253882145509,0,0,0,0,0,0
225,51485945.381154820323,8641331.8986964374781,11018057.619506880641,0,0,0,44122.687219437400927,0,0
226,51414868.071732230484,8636428.7966472301632,11002846.985131615773,0,0,0,44122.687219437400927,0,0
227,51343790.762309640646,8631525.6945980228484,10987636.350756350905,0,0,0,44122.687219437400927,0,0
228,51272713.452887050807,8640275.8947484008968,10972425.716381086037,0,0,0,0,0,0
229,51201636.143464460969,8662579.9952836018056,10957215.082005821168,0,0,0,0,0,0
230,51130558.83404187113,8690031.2814627792686,10942004.4476305563,0,0,0,0,0,0
231,51059481.524619281292,8704802.7689699772745,10938114.157714636996,0,0,0,0,0,2780.5634706335886221
232,50988404.215196691453,8708849.998750384897,10936131.752498403192,0,0,0,0,0,2780.5634706335886221
233,50917326.905774101615,8726307.6870928108692,10925262.792646873742,0,0,0,23759.638613319919386,0,2780.5634706335886221
234,50846249.596351511776,8730424.633040048182,10923227.36505526863,0,0,0,22749.142591814252228,0,2780.5634706335886221
235,50775172.286928921938,8761521.5309908408672,10908016.730680003762,0,0,0,0,0,0
236,50784194.654409781098,8792618.4289416335523,10916469.533650781959,0,0,0,0,0,0
237,50868001.64498718828,8823715.3268924262375,10922688.493056314066,0,0,0,0,0,0
238,50902244.758703827858,8854812.2248432189226,10930864.971856689081,0,0,0,0,0,0
