Timestep,Hydro|Reservoir_RoGonDor_0_0,Hydro|Reservoir_RoGonDor_0_1,Hydro|Reservoir_Harad_0_0,Hydro|Reservoir_Harad_0_1,Hydro|Reservoir_DolAmroth_0_0,Hydro|Reservoir_DolAmroth_0_1,Biomass|w/o CCS_RoGonDor_0,Biomass|w/o CCS_Harad_0,Biomass|w/o CCS_DolAmroth_0,Coal|Hard coal|w/o CCS_RoGonDor_0,Coal|Hard coal|w/o CCS_Harad_0,Coal|Hard coal|w/o CCS_DolAmroth_0,Coal|Lignite|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_Harad_0,Gas|CCGT|w/o CCS_DolAmroth_0,Gas|OCGT|w/o CCS_RoGonDor_0,Gas|OCGT|w/o CCS_Harad_0,Nuclear_RoGonDor_0,Nuclear_Harad_0,Nuclear_DolAmroth_0,Oil|w/o CCS_RoGonDor_0,Oil|w/o CCS_Harad_0,Solar|PV|Rooftop|Commercial_RoGonDor_0,Solar|PV|Rooftop|Commercial_Harad_0,Solar|PV|Utility|Average_RoGonDor_0,Solar|PV|Utility|Average_Harad_0,Solar|PV|Utility|Average_DolAmroth_0,Solar|PV|Utility|Inf_RoGonDor_0,Solar|PV|Utility|Inf_Harad_0,Solar|PV|Utility|Inf_DolAmroth_0,Solar|PV|Utility|Opt_RoGonDor_0,Solar|PV|Utility|Opt_Harad_0,Solar|PV|Utility|Opt_DolAmroth_0,Wind|Onshore|Avg_RoGonDor_0,Wind|Onshore|Avg_Harad_0,Wind|Onshore|Avg_DolAmroth_0,Wind|Onshore|Opt_RoGonDor_0,Wind|Onshore|Opt_DolAmroth_0,Wind|Offshore|Deep_RoGonDor_0,Wind|Offshore|Shallow_RoGonDor_0,Wind|Offshore|Transitional_RoGonDor_0,Hydro|Run of River_RoGonDor_0,Hydro|Run of River_Harad_0,Hydro|Run of River_DolAmroth_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_Harad_0,Hydro|Pumped Storage_DolAmroth_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_Harad_0,Battery|Lithium-Ion_DolAmroth_0,SlackUnit_RoGonDor,SlackUnit_DolAmroth,SlackUnit_Harad
10,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,114616.64364994240168,73943.386668881430523,85867.431690315963351,63307.753563008904166,9078.9307499999995343,73248.552581643583835,52135.79705188969092,4546.2126313957760431,182726.48102683908655,29179.83213773839816,8827.8234350500242726,15253.727227418783514,2692.6293972295334243,640.73920000000009622,74093.967222413324635,3973.9179133333332175,52197.278257216101338,29456.006362728545355,51071.715583764591429,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
11,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,2723.6838148929905401,2525.1132164480827669,4061.7508714919517843,2161.9140321695281273,279.05924999999950842,4247.2109564401662283,1780.3997911984313305,139.73701553542875331,10003.91416778891471,996.47017947243375602,271.340960158494795,35188.33688531426742,4906.8729878923313663,2995.1904000000004089,60728.741717086581048,18576.420460000001185,52396.801893300922529,66058.989114027310279,43628.035312415100634,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
12,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,6418.3045438195476891,1145.880502022802375,1857.5487783457181195,981.06299566132497603,235.08025000000000659,864.21181477083621303,807.93423172109373809,117.71483133536149523,3014.1965959131625823,452.19190255190801508,228.5783422312609332,17583.273591036198923,5456.604323176186881,3688.7680000000000291,53578.709428478381597,22878.04653333333772,45840.649130141420756,50432.696332431827614,25694.898677259756369,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
13,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,119572.79666423740855,80702.025453534573899,79584.576465112579172,69094.26481000163767,9909.6740000000008877,62617.449929148155206,56901.159255295460753,4962.2016460269087474,159145.79272912093438,31846.952945971326699,9635.5897825199208455,4747.6694505163241047,4298.8885379772091255,3578.7471999999997934,38713.581759292275819,22195.688363333334564,61869.799257105689321,61261.826736346432881,20101.254666620654461,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
14,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,92053.089389748536632,88052.30135703709675,82434.665766295715002,75387.315162196158781,9353.8164999999989959,73815.330150412235525,62083.67131004390103,4683.8597952802119835,180219.60683876389521,34747.547937524905137,9095.1063269050264353,6662.5533523358690218,7442.5309677200593796,4016.0368000000003121,42363.195482200215338,24907.794903333335242,68698.24195512701408,85300.804909415179281,15761.035533083537302,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
15,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,2449.2385306533728908,2649.1214276838277328,4234.4843633885784584,2268.0855456796875842,289.51849999999996044,4350.027526447778655,1867.8351552656185959,144.97441361393305215,10151.910104770968246,1045.4067909879970557,281.51092563191213003,37161.181987866802956,8023.0050919533550768,4369.6783999999997832,78048.744968806422548,27101.109576666669454,60384.303946073901898,90871.969853147136746,6570.8734448666373282,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
16,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,6472.2819850747882811,1080.4016161929314421,2133.6452108448702347,925.00225305210938131,252.26724999999999,1026.3025103512004534,761.76656133703124851,126.32110432580078907,3351.4931194617806796,426.35236526322756845,245.28997992914784732,58396.278598434146261,6554.2225514538640709,3956.9039999999999964,76389.769121144941892,24541.048350000000937,53574.805489640428277,80580.273875920029241,3471.9342570927324232,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
17,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,134199.79876250834786,77243.312115171327605,91098.19465620284609,66133.034853755380027,9686.3704999999990832,69785.609701315814164,54462.499291327963874,4850.3839419063106106,176897.70798291830579,30482.061788389688445,9418.4624660208155547,59021.088139718987804,7801.0717918619620832,3922.4655999999999949,49420.648553345323307,24327.458523333330959,64024.24403881301987,79320.894641751292511,2831.7719988231069692,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
18,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,114172.27090820328158,83859.739940872634179,98143.896501354523934,71797.790028313975199,8809.1917499999981374,83145.393043054849841,59127.591788023273693,4411.1426674597614692,203789.07217150967335,33093.062744702066993,8565.5449431090019061,51357.395674570623669,8796.8205346091835963,3815.8240000000000691,63638.436531916777312,23666.058433333335415,57105.714621131250169,76553.422901682657539,3212.3229099938830586,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
19,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,2805.6415964794755382,2369.9276194569251857,4695.4777092834965515,2029.0495263167122175,299.15749999999951569,4719.4964800666057272,1670.9819628490593004,149.80107710115305508,11017.97454370486048,935.23022449614518337,290.88332778295256276,18512.26765849315052,6857.4488639350574886,3235.1040000000002692,89430.951379325182643,20064.384600000001228,53339.070185232871154,85499.876869222149253,4327.2831407622816187,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
20,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,7188.9527834454247568,882.49853769640674273,2256.4538840776785946,755.56452660710942837,242.69624999999999204,1054.8459220234308304,622.22961014703128058,121.5284913746458102,3542.8654808758183208,348.25506853093531845,235.98369701726815606,15927.718581854604054,5122.8603062284046246,2816.4704000000001543,95681.676413234687061,17467.98412666666627,48450.108004391593568,72004.316251643744181,4204.4486855698769432,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
21,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,148110.5588567717059,62573.58702802874177,92641.077727356139803,53573.326913778750168,10866.727249999998094,69122.037917590569123,44119.21039958250185,5441.4395313988588896,177822.78437377887894,24693.036767579586012,10566.172616730962545,20646.071711886856065,2251.7701758315092775,2607.7439999999996871,87757.923530185187701,16173.445600000000923,41893.904246862679429,71232.488671102444641,6513.1468304845357125,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
22,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,130288.88058370769431,65377.607144245848758,100277.53372169919021,55974.031324277420936,9597.957749999999578,82099.464518834196497,46096.261090581392637,4806.1118605462415871,204076.30521582189249,25799.570292591779435,9332.4950577544605039,25246.95955953005614,2956.159560221198717,2920.1440000000002328,122915.76200341321237,18110.976433333333262,32403.336489775378141,64820.617230023439333,14606.835965048341677,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
23,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,3127.3320765624885098,1923.816846183673988,4601.4388499063643394,1647.1050121621842663,233.33349999999998658,4509.2966541336572845,1356.4394217806250253,116.84015819019069227,10591.610910319795948,759.18422409799813977,226.87990427531840965,35829.312539354294131,3337.3713936636254402,3150.9567999999999302,140053.86830449881381,19542.496653333335416,7499.6579185220534782,27049.773466105456464,28080.231211915503081,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
24,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,7240.5123860821167909,849.4721863235974979,2208.2740686905867733,727.28851426867186092,282.60374999999999091,1002.2647807804410149,598.9434823389030953,141.51189972781889992,3436.8353995798343021,335.22207893450246274,274.78742549975044085,52618.139369110678672,2839.6095645314403555,2618.6320000000000618,128696.75235796514608,16240.973883333335834,2504.1205052809700646,10053.539819020261348,31933.491200705197116,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
25,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,147640.54517915373435,59638.481625281718152,91366.324074320858927,51060.391844268830027,10936.482500000000073,67787.738547772052698,42049.734459986088041,5476.3689969260813086,174762.84544053627178,23534.773847566881159,10633.998558752578901,69691.812034581627813,1303.1266134676711772,2398.4448000000002139,108318.61590618235641,14875.354520000000775,1382.4476891276815422,11535.904851183524443,38465.692975923688209,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
26,154884.29999999998836,154884.29999999998836,36000,36000,33145.436664772234508,33145.436664772234508,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,129832.76130565657513,57201.736213858173869,99180.896466391568538,48974.135250518360408,9569.3339999999989232,80279.097378601931268,40331.640794544531673,4791.7787130213619093,199762.76247859437717,22573.175721338957374,9304.6629905202207738,89627.592302573728375,1672.671567882304771,2788.1663999999996122,133449.73053711745888,17292.44036000000051,2886.4692878960677263,33143.047408828635525,58595.324269678189012,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
27,0,0,0,0,0,0,117441,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,502164.01366123405751,90000,12000,132000,150000,304699.09831679996569,240000,30000,51914.257641406147741,23.69761826676840144,3039.7353963009104518,1628.7474366212047698,4625.9506088408516007,1394.4768555940624992,223.27799999999950842,4444.5264171182334394,1148.3927046068718028,111.80493516957197642,10405.041628832419519,642.74276492369119751,217.10252178441820092,67362.286344265783555,3699.8574486021716439,2779.867200000000139,144005.22259393634158,17240.968029999999999,9081.3332764140795916,24000.571710448883096,51725.398161084034655,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,72903.240000000005239,35524.319999999999709,19812,856652.79662836692296,163476.71564937126823,23492.094562788221083,9000000,9000000,9000000
