Timestep,Hydro|Reservoir_RoGonDor_0,Hydro|Reservoir_DolAmroth_0,Hydro|Reservoir_Harad_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_DolAmroth_0,Hydro|Pumped Storage_Harad_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_DolAmroth_0,Battery|Lithium-Ion_Harad_0
16,36089488.629240341485,6880998.3786699408665,6023732.8157862890512,0,0,0,0,0,0
17,36187768.352528989315,6902030.3641177574173,6060199.8754513934255,0,0,0,85381.982383499780553,12183.481809476203125,26531.792162132856902
18,36286048.075817637146,6923062.349565573968,6096666.9351164977998,0,0,0,152225.46695160726085,12183.481809476203125,59225.840011412139575
19,36384327.799106284976,6944094.3350133905187,6097133.994781602174,0,0,0,135036.07788163877558,12183.481809476203125,6347.8246593289077282
20,36482607.522394932806,6965126.3204612070695,6132310.8238610588014,0,0,0,135036.07788163877558,0,0
21,36580887.245683580637,6986158.3059090236202,6168777.8835261631757,0,0,0,256237.50704941534786,0,45457.739218318056373
22,36679166.968972228467,7007190.2913568401709,6205244.94319126755,0,0,0,360539.99014138057828,13258.136834439928862,73339.058354892884381
23,36777446.692260876298,7028222.2768046567217,6205712.0028563719243,0,0,0,226283.84140129899606,13258.136834439928862,73339.058354892884381
24,36875726.415549524128,7049254.2622524732724,6242179.0625214762986,0,0,0,1264.0428011799667729,7038.9213944745388289,62312.106559722589736
25,36974006.138838171959,7070286.2477002898231,6242646.1221865806729,0,0,0,1264.0428011799667729,0,22958.195837925202795
26,37072285.862126819789,7091318.2331481063738,6243113.1818516850471,0,0,0,69146.486545188396121,1678.9922215096703439,3993.8760603852879285
27,37170565.58541546762,7112350.2185959229246,6243580.2415167894214,0,0,0,0,0,0
28,37308761.735938973725,7117216.1538964686915,6258858.4411086542532,0,0,0,0,0,77801.941458905828767
29,37446957.88646247983,7134158.3375443937257,6274136.6407005190849,0,0,0,0,0,77801.941458905828767
30,37585154.036985985935,7152659.3243554849178,6289414.8402923839167,0,0,0,0,0,87645.069109107600525
31,37723350.18750949204,7169008.9526461176574,6304693.0398842487484,0,0,0,0,0,64801.867595526884543
32,37861546.338032998145,7188174.1520734876394,6319971.2394761135802,0,0,0,0,0,64801.867595526884543
33,37999742.48855650425,7199015.2255547530949,6335249.4390679784119,0,0,0,100390.18587181271869,0,64801.867595526884543
34,38137938.639080010355,7220630.4253267617896,6350527.6386598432437,0,0,0,214139.97854289313545,0,64508.49677135496313
35,38276134.789603516459,7242439.2857901807874,6365805.8382517080754,0,0,0,214139.97854289313545,0,39928.208042373655189
36,38414330.940127022564,7270735.8187104100361,6381084.0378435729071,0,0,0,214139.97854289313545,0,41857.22795175248757
37,38552527.090650528669,7295583.4172192681581,6396362.2374354377389,0,0,0,370827.10584878083318,0,41857.22795175248757
38,38690723.241174034774,7325157.568727795966,6411640.4370273025706,0,0,0,505645.38712290721014,9453.8820175860055315,41857.22795175248757
39,38828919.391697540879,7354731.7202363237739,6426918.6366191674024,0,0,0,505645.38712290721014,9453.8820175860055315,16316.988365269015048
40,38967115.542221046984,7384305.8717448515818,6442196.8362110322341,0,0,0,483337.17863053723704,9453.8820175860055315,16316.988365269015048
41,39105311.692744553089,7413880.0232533793896,6457475.0358028970659,0,0,0,480740.9200926279882,5625.4052256845679949,16316.988365269015048
42,39243507.843268059194,7443454.1747619071975,6472753.2353947618976,0,0,0,564313.97750706668012,15661.396375192149208,16316.988365269015048
43,39381703.993791565299,7473028.3262704350054,6488031.4349866267294,0,0,0,564313.97750706668012,5079.2708742327540676,0
44,39519900.144315071404,7502602.4777789628133,6503309.6345784915611,0,0,0,473275.24904485448496,713.0557792443123617,0
45,39658096.294838577509,7532176.6292874906212,6554587.8341703563929,0,0,0,432358.23146352544427,574.6114664244045116,17604.321559493728273
46,39796292.445362083614,7561750.7807960184291,6605866.0337622212246,0,0,0,407133.64772304648068,1387.0615498634585947,15853.854016615161527
47,39934488.595885589719,7591324.932304546237,6621144.2333540860564,0,0,0,369849.74910107208416,0,0
48,40072684.746409095824,7620899.0838130740449,6663534.5026135761291,0,2541.4914853301479525,0,394599.84465863386868,0,0
49,40210880.896932601929,7650473.2353216018528,6714812.7022054409608,0,2541.4914853301479525,5931.7555066179611458,503298.4507368291379,9216.3938295193256636,75017.166043721925234
50,40349077.047456108034,7680047.3868301296607,6766090.9017973057926,0,10537.848676900832288,36695.816626617961447,571101.86441891116556,15661.396375192149208,108984.47709958089399
51,40487273.197979614139,7709621.5383386574686,6781369.1013891706243,0,1523.7964694456873076,0,571101.86441891116556,15661.396375192149208,103805.79302579897922
52,40625469.348503120244,7739195.6898471852764,6818413.1390934614465,0,1523.7964694456873076,0,540621.53790659049992,7780.1938143311472231,103805.79302579897922
53,40763665.499026626348,7768769.8413557130843,6851349.4468652447686,0,0,0,386606.44277717149816,0,103805.79302579897922
54,40901861.649550132453,7798343.9928642408922,6866627.6464571096003,0,0,0,236738.55325402770541,0,99812.543209993105847
55,41040057.800073638558,7827918.1443727687001,6881905.8460489744321,0,0,0,0,0,0
56,41169877.639386847615,7831978.1510552670807,6894075.9839729964733,0,0,0,0,0,15234.611470611600453
57,41299697.478700056672,7841325.0153731629252,6906246.1218970185146,0,0,0,0,0,15234.611470611600453
58,41429517.318013265729,7860026.8810221003368,6918416.2598210405558,0,0,0,0,0,15234.611470611600453
59,41559337.157326474786,7854663.0546418232843,6930586.3977450625971,0,0,0,0,0,0
60,41689156.996639683843,7849299.2282615462318,6942756.5356690846384,0,0,0,0,0,0
61,41818976.8359528929,7862881.2045867741108,6954926.6735931066796,0,0,0,1087.8145202247317229,0,0
62,41948796.675266101956,7881696.5900976732373,6967096.8115171287209,0,0,0,51772.550284384815313,0,21211.36724198831871
63,42078616.514579311013,7898020.6396658839658,6979266.9494411507621,0,0,0,27561.796361821270693,0,0
64,42208436.35389252007,7915770.4592586755753,6991437.0873651728034,0,0,0,0,0,0
65,42338256.193205729127,7928182.4057621378452,7003607.2252891948447,0,0,0,0,0,39439.678104406630155
66,42468076.032518938184,7942567.7114284131676,7015777.3632132168859,0,0,0,58723.832091073891206,0,39439.678104406630155
67,42597895.871832147241,7960473.996950738132,7027947.5011372389272,0,0,0,58723.832091073891206,0,16740.770864278132649
68,42727715.711145356297,7978382.4243657961488,7040117.6390612609684,0,0,0,103531.53067191466107,0,16740.770864278132649
69,42857535.550458565354,7991472.7146523147821,7052287.7769852830097,0,0,0,259710.02173969690921,0,16740.770864278132649
70,42987355.389771774411,8009888.4644322590902,7064457.914909305051,0,0,0,412710.68499921041075,0,16740.770864278132649
71,43117175.229084983468,8030075.4700173325837,7076628.0528333270922,0,0,0,436179.98934170475695,0,0
72,43246995.068398192525,8057857.0803018277511,7088798.1907573491335,0,0,0,436179.98934170475695,2335.256168040285047,0
73,43376814.907711401582,8085638.6905863229185,7136968.3286813711748,0,0,0,472247.89713692723308,7547.3099108659471312,5529.8857734114799314
74,43506634.747024610639,8113420.300870818086,7183534.5647915406153,0,11643.003225078362448,0,477588.15808770176955,7547.3099108659471312,0
75,43636454.586337819695,8141201.9111553132534,7195704.7027155626565,0,11643.003225078362448,0,438994.7337814795319,12049.549682574746839,0
76,43766274.425651028752,8168983.5214398084208,7230253.2136736689135,0,11643.003225078362448,0,429482.88859253330156,12812.195559663236054,0
77,43896094.264964237809,8196765.1317243035883,7278423.3515976909548,0,16829.994427363548311,0,446770.78122945409268,15661.396375192149208,62679.891739108403272
78,44025914.104277446866,8224546.7420087987557,7326593.4895217129961,0,30177.509811836760491,2589.3480341756744565,446770.78122945409268,15661.396375192149208,108984.47709958089399
79,44155733.943590655923,8252328.3522932939231,7338763.6274457350373,0,24008.720380690829188,0,325575.17739293741761,15661.396375192149208,65435.880998726097459
80,44285553.78290386498,8277926.6032801708207,7368560.5452835867181,0,15182.409091314675607,0,233682.23677407793002,15661.396375192149208,65435.880998726097459
81,44415373.622217074037,8305708.2135646659881,7380730.6832076087594,0,0,0,212544.99800419330131,15661.396375192149208,61685.028551112365676
82,44545193.461530283093,8325497.2065803362057,7392900.8211316308007,0,0,0,165421.22002266961499,15595.714414117253909,23645.222588612399704
83,44675013.30084349215,8353278.8168648313731,7405070.9590556528419,0,0,0,0,0,0
84,44798380.765725880861,8346534.1741717709228,7414846.9192645121366,0,0,0,0,0,10690.291300034852611
85,44921748.230608269572,8362166.1469996878877,7424622.8794733714312,0,0,0,53763.441178668384964,0,10690.291300034852611
86,45045115.695490658283,8382486.4728552028537,7434398.8396822307259,0,0,0,72355.779539126771851,0,38636.484646908669674
87,45168483.160373046994,8375741.8301621424034,7444174.7998910900205,0,0,0,72355.779539126771851,0,0
88,45291850.625255435705,8368997.1874690819532,7453950.7600999493152,0,0,0,72355.779539126771851,0,59528.533206819935003
89,45415218.090137824416,8362252.5447760215029,7463726.7203088086098,0,0,0,28110.697618330254045,0,108984.47709958089399
90,45538585.555020213127,8355507.9020829610527,7473502.6805176679045,0,0,0,28110.697618330254045,0,108984.47709958089399
91,45661953.019902601838,8348763.2593899006024,7483278.6407265271991,0,0,0,28110.697618330254045,0,72602.056234496369143
92,45785320.484784990549,8342018.6166968401521,7493054.6009353864938,0,0,0,18339.476012176768563,0,96609.902647321345285
93,45908687.94966737926,8353579.2366482857615,7502830.5611442457885,0,0,0,28432.956903740421694,0,96609.902647321345285
94,46032055.414549767971,8370074.1620944524184,7512606.5213531050831,0,0,0,61992.312120663787937,0,96609.902647321345285
95,46155422.879432156682,8363329.5194013919681,7522382.4815619643778,0,0,0,0,0,51013.659292836680834
96,46278790.344314545393,8376776.5355721293017,7532158.4417708236724,0,0,0,32372.361568961205194,0,51013.659292836680834
97,46402157.809196934104,8387331.9478124501184,7541934.4019796829671,0,0,0,107903.34880997086293,0,51013.659292836680834
98,46525525.274079322815,8401935.8095628973097,7551710.3621885422617,0,0,0,113455.45694942866976,0,51013.659292836680834
99,46648892.738961711526,8415987.6650014538318,7561486.3223974015564,0,0,0,0,0,5047.3650840418040389
100,46772260.203844100237,8436582.7045247405767,7571262.282606260851,0,0,0,0,0,5047.3650840418040389
101,46895627.668726488948,8454176.6636679489166,7612560.5120035354048,0,0,0,0,0,5047.3650840418040389
102,47018995.133608877659,8479440.8163399528712,7644589.2347107799724,0,0,0,0,0,5047.3650840418040389
103,47142362.59849126637,8505841.6103116646409,7654365.194919639267,0,0,0,0,0,0
104,47265730.063373655081,8532242.4042833764106,7666942.2215347643942,0,0,0,6744.7529819049523212,8964.6395472121203056,0
105,47389097.528256043792,8558643.1982550881803,7712718.1817436236888,0,348.84515274947261787,1612.3072394332039039,174178.14190992992371,8964.6395472121203056,64556.807147733728925
106,47512464.993138432503,8585043.99222679995,7758494.1419524829835,0,5802.8951042148937631,1612.3072394332039039,362784.18638038577046,15661.396375192149208,108984.47709958089399
107,47635832.458020821214,8611444.7861985117197,7768270.1021613422781,0,5802.8951042148937631,0,343834.9791725507821,15661.396375192149208,28036.054810330198961
108,47759199.922903209925,8637845.5801702234894,7778046.0623702015728,0,5802.8951042148937631,0,329380.95355945313349,15661.396375192149208,23600.397682283277391
109,47882567.387785598636,8664246.3741419352591,7787822.0225790608674,0,0,0,255065.69824711963884,12576.640004062339358,13908.669598000191399
110,48005934.852667987347,8690647.1681136470288,7797597.9827879201621,0,0,0,135558.88286083060666,0,13908.669598000191399
111,48129302.317550376058,8717047.9620853587985,7807373.9429967794567,0,0,0,0,0,0
112,48256439.301573216915,8744255.4379346165806,7818548.5974103407934,0,17157.191999999999098,0,38875.20815169398702,5056.0758830814365865,537.07504911542855552
113,48383576.285596057773,8771462.9137838743627,7829723.2518239021301,0,34314.383999999998196,0,246314.27094077022048,10894.404818374632669,11286.087970903350651
114,48510713.26961889863,8798670.3896331321448,7840897.9062374634668,0,51471.576000000000931,0,483749.12288174434798,15661.396375192149208,11286.087970903350651
115,48637850.253641739488,8825877.8654823899269,7852072.5606510248035,0,51471.576000000000931,0,468839.9037929335027,14817.397144054650198,1082.4478095116519398
116,48764987.237664580345,8853085.341331647709,7863247.2150645861402,0,54747.832318472159386,0,416496.73653408838436,14817.397144054650198,1082.4478095116519398
117,48892124.221687421203,8880292.8171809054911,7874421.8694781474769,0,54981.062423121096799,0,460721.82285551278619,14817.397144054650198,11199.251868323994131
118,49019261.20571026206,8907500.2930301632732,7885596.5238917088136,0,63656.593991976536927,0,445302.67267498373985,14829.792160181765212,11199.251868323994131
119,49099669.491143852472,8934707.7688794210553,7896771.1783052701503,0,63656.593991976536927,0,318127.46981850877637,15661.396375192149208,0
120,49226806.47516669333,8960021.4919273238629,7907945.832718831487,0,63656.593991976536927,0,209961.1905568834627,15661.396375192149208,0
121,49353943.459189534187,8975435.5792477652431,7919120.4871323928237,0,63656.593991976536927,0,232436.60532032922492,15661.396375192149208,39160.161269497461035
122,49481080.443212375045,8994236.7535617575049,7930295.1415459541604,0,63656.593991976536927,0,214685.70880137063796,15661.396375192149208,39160.161269497461035
123,49608217.427235215902,9007047.0222038272768,7941469.7959595154971,0,63656.593991976536927,0,62929.005649715196341,15661.396375192149208,19080.474424942916812
124,49735354.41125805676,9034254.4980530850589,7952644.4503730768338,0,51068.07051119056996,0,7842.1639527599108987,15661.396375192149208,19080.474424942916812
125,49862491.395280897617,9061461.973902342841,7971772.209313201718,0,35892.153557284240378,0,42618.980294332795893,15661.396375192149208,19080.474424942916812
126,49989628.379303738475,9088669.4497516006231,7982946.8637267630547,0,35892.153557284240378,0,162714.13214555755258,6818.3497802767105895,19080.474424942916812
127,50116765.363326579332,9115876.9256008584052,7994121.5181403243914,0,34028.621842729822674,0,56487.429189262038562,0,0
128,50229593.175748750567,9143084.4014501161873,8005296.1725538857281,0,27060.480724239085248,0,56487.429189262038562,0,0
129,50356730.159771591425,9161248.7114032004029,8052470.8269674470648,0,27060.480724239085248,0,227144.31858091225149,0,35351.144454641420452
130,50483867.143794432282,9188253.0599732082337,8099645.4813810084015,0,26170.700334150911658,0,312655.38594500115141,0,55945.219892602937762
131,50611004.12781727314,9203538.0095561090857,8110820.1357945697382,0,26170.700334150911658,0,167827.31729307613568,0,0
132,50738141.111840113997,9223631.1120024435222,8141528.7923527741805,0,26170.700334150911658,0,160494.25198140266002,0,0
133,50865278.095862954855,9250838.5878517013043,8188703.4467663355172,0,18997.34984401312613,1849.3988411952295792,215963.10792925624992,0,83537.80326679177233
134,50992415.079885795712,9271683.4902581889182,8235878.1011798968539,0,18997.34984401312613,32613.459961195228971,263927.54303564771544,0,108984.47709958089399
135,51119552.06390863657,9298890.9661074467003,8247052.7555934581906,0,7000.8940969849081739,0,99166.025608041265514,0,74853.333554404656752
136,51246689.047931477427,9326098.4419567044824,8294227.4100070195273,0,0,0,0,0,54801.769661907965201
137,51373826.031954318285,9339581.6474167592824,8337509.5700141219422,0,0,0,13093.436404264444718,0,54801.769661907965201
138,51500963.015977159142,9354608.8827617857605,8348684.2244276832789,0,0,0,46079.197149213308876,0,46860.152798826442449
139,51628100,9368844.5238693170249,8359858.8788412446156,0,0,0,0,0,0
140,51589562.608982376754,9386163.4147939607501,8367029.8354713264853,0,0,0,155984.56492014482501,0,0
141,51551025.217964746058,9396279.8763166740537,8374200.7921014074236,0,0,0,279869.57776287663728,0,10483.027786130427558
142,51512487.826947115362,9410074.2702005896717,8381371.748731488362,0,0,0,309970.41525985108456,0,21576.070849009993253
143,51473950.435929484665,9432508.0228705052286,8388542.7053615693003,0,0,0,309970.41525985108456,0,0
144,51483969.993830420077,9456106.853327345103,8395713.6619916502386,0,0,0,309970.41525985108456,0,0
145,51460578.12971881032,9464860.7179090715945,8402884.618621731177,0,0,0,309970.41525985108456,0,0
146,51422040.738701179624,9482166.8459091130644,8410055.5752518121153,0,0,0,309970.41525985108456,0,17166.558596812759788
147,51383503.347683548927,9507065.2320129163563,8417226.5318818930537,0,0,0,262698.83527015929576,4451.7042928509590638,0
148,51344965.956665918231,9531963.6181167196482,8424397.488511973992,0,0,0,216637.61109162162757,14902.961480017303984,0
149,51306428.565648287535,9543898.8734441660345,8431568.4451420549303,0,0,0,186498.94614583952352,14902.961480017303984,0
150,51267891.174630656838,9566209.8412846270949,8438739.4017721358687,0,0,0,186498.94614583952352,5077.1438168306249281,0
151,51229353.783613026142,9591108.2273884303868,8445910.358402216807,0,0,0,126814.6594639254763,2502.9817113175367922,0
152,51190816.392595395446,9616006.6134922336787,8461166.0709342453629,0,0,0,86374.650564524898073,0,0
153,51194384.911353752017,9624803.3304947745055,8482915.0242817196995,0,0,0,92522.288258562854026,0,0
154,51229283.634854502976,9635584.4841067604721,8490085.9809118006378,0,0,0,92522.288258562854026,0,0
155,51242347.250293724239,9660482.870210563764,8497256.9375418815762,0,0,0,92522.288258562854026,0,0
156,51290321.820720262825,9685381.2563143670559,8540427.8941719625145,0,10151.256529257814691,0,92522.288258562854026,1593.5926970640130094,5419.688111488132563
157,51383646.286072984338,9710279.6424181703478,8583598.8508020434529,0,27308.448529257813789,0,92522.288258562854026,6745.0341291145450668,73443.628727428469574
158,51499993.195055358112,9735178.0285219736397,8626769.8074321243912,0,44465.640529257812886,0,104967.88054994840058,15661.396375192149208,108984.47709958089399
159,51461455.804037727416,9760076.4146257769316,8669940.7640622053295,0,44465.640529257812886,0,104967.88054994840058,14918.98682689209636,51601.02536962540762
160,51422918.413020096719,9784974.8007295802236,8713111.7206922862679,0,44465.640529257812886,0,104967.88054994840058,11761.187247751138784,51601.02536962540762
161,51453876.097331345081,9809873.1868333835155,8756282.6773223672062,0,44465.640529257812886,0,104967.88054994840058,12755.186924275081765,108984.47709958089399
162,51469736.099985994399,9834771.5729371868074,8799453.6339524481446,0,48077.495641849491221,0,104967.88054994840058,15661.396375192149208,108984.47709958089399
163,51431198.708968363702,9859669.9590409900993,8842624.5905825290829,0,43203.845054823068494,0,0,15661.396375192149208,59148.227999375805666
164,51392661.317950733006,9884568.3451447933912,8885795.5472126100212,0,34624.867263466985605,0,0,15661.396375192149208,75306.331632602334139
165,51489474.315225586295,9909466.7312485966831,8928966.5038426909596,0,11747.269111042045552,0,0,15092.034459847725884,75306.331632602334139
166,51605821.224207960069,9934365.1173523999751,8972137.4604727718979,0,11011.877462181982992,0,63526.80883032422571,0,79583.181596078022267
167,51628100,9959263.503456203267,9015308.4171028528363,0,0,0,0,0,0
168,51565797.489973366261,9978758.5476642344147,9049661.2372562531382,0,0,0,30729.330773489589774,0,6468.6971947402889782
169,51503494.979946732521,9983250.7575910724699,9084014.0574096534401,0,0,0,110126.76182688714471,0,77393.429489955320605
170,51441192.469920098782,10000657.187082817778,9118366.8775630537421,0,0,0,229809.11572840745794,0,108984.47709958089399
171,51378889.959893465042,10020469.807573555037,9152719.697716454044,0,0,0,312556.8504453470814,1940.6669523769933221,25423.916250822876464
172,51316587.449866831303,10038488.924649186432,9187072.5178698543459,0,0,0,319323.82938389090123,0,30683.555398237102054
173,51399382.464500904083,10039715.284853113815,9221425.3380232546479,0,0,0,365469.56881401821738,0,71489.462667770552798
174,51475326.726156190038,10051313.691074507311,9255778.1581766549498,0,0,0,412217.1810947607737,0,78959.891806203813758
175,51413024.216129556298,10065966.953342556953,9290130.9783300552517,0,0,0,389570.14161421556491,0,28186.131281997146289
176,51350721.706102922559,10081585.235541889444,9324483.7984834555537,0,0,0,342005.27396333473735,0,28186.131281997146289
177,51288419.196076288819,10099783.00943691656,9358836.6186368558556,0,0,0,444605.48162003711332,0,28186.131281997146289
178,51226116.68604965508,10119595.629927653819,9393189.4387902561575,0,0,0,489428.73522284341743,2112.4050443770765924,28186.131281997146289
179,51163814.17602302134,10135097.821602324024,9427542.2589436564595,0,0,0,444642.3370354824001,0,0
180,51101511.665996387601,10147634.209450718015,9461895.0790970567614,0,0,0,461851.52001971635036,0,28758.645754909011885
181,51166560.849001221359,10158415.785331632942,9496247.8992504570633,0,0,0,461851.52001971635036,0,28758.645754909011885
182,51253838.62986087054,10173602.359595563263,9530600.7194038573653,0,0,0,461851.52001971635036,0,104260.42429415613879
183,51191536.119834236801,10185029.203633943573,9564953.5395572576672,0,0,0,453763.04470052709803,0,42298.201558507513255
184,51129233.609807603061,10201852.16379131563,9599306.3597106579691,0,0,0,404249.49937614588998,0,61309.539476161102357
185,51217097.470210127532,10217460.830155564472,9633659.1798640582711,0,0,0,404249.49937614588998,0,61309.539476161102357
186,51309679.260183490813,10232589.387057859451,9668012.000017458573,0,0,0,404249.49937614588998,0,61309.539476161102357
187,51350354.630079910159,10243267.392930805683,9702364.8201708588749,0,0,0,404249.49937614588998,0,0
188,51442936.420053273439,10260253.411269092932,9736717.6403242591769,0,0,0,404249.49937614588998,0,0
189,51535518.21002663672,10277941.839532304555,9771070.4604776594788,0,0,0,404249.49937614588998,0,108984.47709958089399
190,51628100,10297754.460023041815,9805423.2806310597807,0,0,0,404249.49937614588998,1657.0010496645618332,108984.47709958089399
191,51628100,10313590.30899272114,9839776.1007844600827,0,0,0,279545.76636980316835,0,51786.782782277856313
192,51628100,10329290.687279062346,9874128.9209378603846,0,0,0,107594.27713755144214,0,51786.782782277856313
193,51577833.570723049343,10325457.465249950066,9908481.7410912606865,0,0,0,81791.046835720888339,0,91942.211147679307032
194,51628100,10322775.718247925863,9942834.5612446609885,0,0,0,81791.046835720888339,0,90236.005954414693406
195,51628100,10341711.078151572496,9977187.3813980612904,0,0,0,0,0,0
196,51552153.075400844216,10358603.776616374031,10006477.390386942774,0,17157.191999999999098,0,108333.48234623397002,1272.5403993882141549,1028.6099396662987147
197,51476206.150801688433,10375496.475081175566,10035767.399375824258,0,25870.881675222044578,0,217453.01211716420949,1272.5403993882141549,19058.492273600702902
198,51400259.226202532649,10392389.173545977101,10065057.408364705741,0,42000.513513526544557,0,282985.53076798736583,1272.5403993882141549,21178.320472192495799
199,51324312.301603376865,10409281.872010778636,10058347.417353587225,0,54035.787629879152519,0,282985.53076798736583,2901.2636791826298577,10158.744096659718707
200,51248365.377004221082,10426174.570475580171,10087637.426342468709,0,54035.787629879152519,0,282985.53076798736583,15661.396375192149208,18522.37623918756799
201,51172418.452405065298,10443067.268940381706,10116927.435331350192,0,63755.214652773516718,0,282985.53076798736583,15661.396375192149208,47195.996088799642166
202,51096471.527805909514,10459959.967405183241,10146217.444320231676,0,68892.512342286136118,0,282985.53076798736583,15661.396375192149208,68195.681619958995725
203,51020524.603206753731,10476852.665869984776,10139507.45330911316,0,64261.724499375741289,0,262566.71326794772176,15661.396375192149208,28631.224974360531633
204,50944577.678607597947,10493745.364334786311,10168797.462297994643,0,58121.060123274328362,0,262566.71326794772176,15661.396375192149208,33033.503805907479546
205,50868630.754008442163,10510638.062799587846,10198087.471286876127,0,44106.73916150257719,0,220101.7155869283597,15661.396375192149208,83242.15431722732319
206,50792683.82940928638,10527530.761264389381,10227377.480275757611,0,35333.07644590572454,0,220101.7155869283597,15661.396375192149208,108984.47709958089399
207,50716736.904810130596,10544423.459729190916,10220667.489264639094,0,28092.966029473333037,0,62881.291886636441632,15661.396375192149208,53889.526239704282489
208,50640789.980210974813,10561316.158193992451,10244218.753134656698,0,21667.632183258683654,0,0,15661.396375192149208,53889.526239704282489
209,50629887.128224112093,10564425.567640630528,10273508.762123538181,0,21346.075238904391881,0,0,15661.396375192149208,75873.651490760501474
210,50697480.230956807733,10581318.266105432063,10302798.771112419665,0,0,0,0,15661.396375192149208,66563.000428381114034
211,50680851.495189905167,10593617.764223942533,10305029.918861366808,0,0,0,0,15661.396375192149208,0
212,50759788.870590746403,10608303.426655806601,10330318.193352097645,0,0,0,7247.569259528279872,15661.396375192149208,0
213,50838726.245991587639,10612359.421964220703,10359608.202340979129,0,0,0,178258.77737861883361,15661.396375192149208,63901.340439690320636
214,50917663.621392428875,10620358.10157809034,10388898.211329860613,0,0,17934.110762124688335,364349.53127330692951,14205.157987691591188,77932.202240781800356
215,50996600.996793270111,10637250.800042891875,10418188.220318742096,0,0,17934.110762124688335,385306.89447136980016,3916.8628672879294754,0
216,51075538.372194111347,10654143.49850769341,10447478.22930762358,0,0,28557.209899604757084,354646.49900962825632,0,0
217,51154475.747594952583,10657569.669375699013,10476768.238296505064,0,0,28557.209899604757084,366714.62119943572907,0,66081.494379879688495
218,51233413.122995793819,10663456.066272979602,10506058.247285386547,0,0,46815.192446029454004,333340.76543853728799,0,108984.47709958089399
219,51312350.498396635056,10671651.078251127154,10535167.490218838677,0,0,13617.139525034022881,186451.40070398381795,0,86699.388277020305395
220,51391287.873797476292,10679972.935181068256,10564457.49920772016,0,0,13617.139525034022881,118771.4982584961399,0,99187.868143716477789
221,51470225.249198317528,10671961.854172933847,10593747.508196601644,0,0,13617.139525034022881,147126.57700106120319,0,108984.47709958089399
222,51549162.624599158764,10670750.756147552282,10623037.517185483128,0,0,13617.139525034022881,147126.57700106120319,0,94299.637558207134134
223,51628100,10676361.571663532406,10652327.526174364612,0,0,0,0,0,0
224,51551663.696089699864,10693149.542334990576,10663107.971734326333,0,0,0,0,0,0
225,51475227.392179399729,10709937.513006448746,10658688.532286169007,0,0,0,31317.703652807118488,0,0
226,51398791.088269099593,10726725.483677906916,10651796.955247523263,0,0,0,31317.703652807118488,0,0
227,51322354.784358799458,10736532.614082245156,10644905.378208877519,0,0,0,31317.703652807118488,0,0
228,51245918.480448499322,10743362.163326311857,10654104.919110450894,0,0,0,31317.703652807118488,0,0
229,51169482.176538199186,10731015.904436346143,10662984.94209551625,0,0,0,31317.703652807118488,0,0
230,51093045.872627899051,10734675.135389106348,10675608.303408272564,0,0,0,31317.703652807118488,0,0
231,51016609.568717598915,10751463.106060564518,10668716.72636962682,0,0,0,27987.357934135958203,8923.6635023508370068,0
