Timestep,Hydro|Reservoir_RoGonDor_0,Hydro|Reservoir_DolAmroth_0,Hydro|Reservoir_Harad_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_DolAmroth_0,Hydro|Pumped Storage_Harad_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_DolAmroth_0,Battery|Lithium-Ion_Harad_0
50,39463230.6469200477,7452332.9468172416091,6389214.8082574382424,0,10082.447501335042034,19793.456655993442837,523988.82376051577739,15661.396375192149208,108984.47709958089399
51,39548956.201402530074,7470678.3242160594091,6385023.5965357227251,0,192.27445085963515226,0,475871.72775384387933,15661.396375192149208,84639.982457740406971
52,39634681.755885012448,7489023.7016148772091,6416832.3848140072078,0,192.27445085963515226,0,425397.52836584392935,9146.2638762133246928,67081.357371517049614
53,39720407.310367494822,7507369.0790136950091,6448641.1730922916904,0,0,0,332825.89388700306881,0,38514.186459083022783
54,39806132.864849977195,7525714.456412512809,6444449.9613705761731,0,0,0,267755.65835743007483,0,23235.867022326710867
55,39891858.419332459569,7544059.833811330609,6440258.7496488606557,0,0,0,0,0,0
56,39983855.461473844945,7539120.7604810846969,6438394.5969276512042,0,0,0,0,0,72464.713930143348989
57,40075852.503615230322,7525662.8075292753056,6436530.4442064417526,0,0,0,0,0,72464.713930143348989
58,40167849.545756615698,7514384.3599288798869,6434666.2914852323011,0,0,0,0,0,72464.713930143348989
59,40259846.587898001075,7500926.4069770704955,6432802.1387640228495,0,0,0,0,0,53472.127401537291007
60,40351843.630039386451,7487468.4540252611041,6430937.9860428133979,0,0,0,0,0,53472.127401537291007
61,40443840.672180771828,7474010.5010734517127,6429073.8333216039464,0,0,0,0,0,53472.127401537291007
62,40535837.714322157204,7482729.3592722956091,6427209.6806003944948,0,0,0,35308.643478466605302,0,71924.970520378265064
63,40627834.756463542581,7469271.4063204862177,6425345.5278791850433,0,0,0,15050.610435995451553,0,46955.628220395527023
64,40719831.798604927957,7455813.4533686768264,6423481.3751579755917,0,0,0,0,0,46955.628220395527023
65,40811828.840746313334,7457783.8848099149764,6421617.2224367661402,0,0,0,45631.751112087709771,0,46955.628220395527023
66,40903825.88288769871,7462072.6631641350687,6419753.0697155566886,0,0,0,66290.941921015531989,0,46955.628220395527023
67,40995822.925029084086,7471061.5098083047196,6417888.9169943472371,0,0,0,66290.941921015531989,0,20498.745922272551979
68,41087819.967170469463,7479970.8572106193751,6416024.7642731377855,0,0,0,99767.962012933188817,0,20498.745922272551979
69,41179817.009311854839,7482619.6324349138886,6414160.6115519283339,0,0,0,223760.10834750626236,0,20498.745922272551979
70,41271814.051453240216,7490938.8549028029665,6412296.4588307188824,0,0,0,338696.13032487372402,0,20498.745922272551979
71,41363811.093594625592,7502208.4216097202152,6410432.3061095094308,0,0,0,359639.88052732357755,0,0
72,41455808.135736010969,7521895.9053226830438,6408568.1533882999793,0,1345.0806794082425313,0,384377.11798795190407,0,0
73,41547805.177877396345,7541583.3890356458724,6439728.0125134242699,0,4063.4407109811545524,0,479647.53260985587258,0,0
74,41639802.220018781722,7561270.8727486087009,6456285.7503537181765,0,13874.328601980805615,0,571101.86441891116556,107.54558677323696259,0
75,41731799.262160167098,7580958.3564615715295,6454421.5976325087249,0,17265.487136338353594,0,515169.77056890411768,107.54558677323696259,0
76,41823796.304301552474,7600645.8401745343581,6472489.2860010452569,0,17265.487136338353594,0,490669.3758801560034,0,0
77,41915793.346442937851,7620333.3238874971867,6506625.1332798358053,0,20353.748507106989564,0,521422.95983364264248,2921.4835275935365644,54322.817219714459497
78,42007790.388584323227,7640020.8076004600152,6540760.9805586263537,813.37115877594214908,20353.748507106989564,0,571101.86441891116556,15661.396375192149208,93283.136060751305195
79,42099787.430725708604,7659708.2913134228438,6538896.8278374169022,0,20353.748507106989564,0,433309.04306334647117,9171.4132657215359359,43616.169746537707397
80,42191784.47286709398,7679395.7750263856724,6552212.9230856988579,0,11613.644194422487999,0,328861.33403570798691,5841.9732860957537923,43616.169746537707397
81,42283781.515008479357,7689137.7785973688588,6550348.7703644894063,0,11613.644194422487999,0,272060.55539523146581,0,30605.400933944496501
82,42375778.557149864733,7708825.2623103316873,6548484.6176432799548,0,0,0,182759.88956645445433,0,25684.682021131531656
83,42467775.59929125011,7712873.5050232587382,6546620.4649220705032,0,0,0,0,0,0
84,42541429.200446166098,7695490.0324323959649,6537949.9096741424873,0,0,0,0,0,66651.795389466089546
85,42615082.801601082087,7698135.7868718178943,6529279.3544262144715,0,0,0,21577.09644545921401,0,66651.795389466089546
86,42688736.402755998075,7685317.721118808724,6520608.7991782864556,0,0,0,21577.09644545921401,0,66651.795389466089546
87,42762390.003910914063,7667934.2485279459506,6511938.2439303584397,0,0,0,21577.09644545921401,0,24257.335684563004179
88,42836043.605065830052,7650550.7759370831773,6503267.6886824304238,0,0,0,21577.09644545921401,0,52290.436711656962871
89,42909697.20622074604,7633167.3033462204039,6494597.1334345024079,0,0,0,21577.09644545921401,0,93389.306085024043568
90,42983350.807375662029,7615783.8307553576306,6485926.578186574392,0,0,0,21577.09644545921401,0,96216.967964101757389
91,43057004.408530578017,7598400.3581644948572,6477256.0229386463761,0,0,0,21577.09644545921401,0,56076.572041022802296
92,43130658.009685494006,7581016.8855736320838,6468585.4676907183602,0,0,0,21577.09644545921401,0,56076.572041022802296
93,43204311.610840409994,7563633.4129827693105,6459914.9124427903444,0,0,0,13895.231187262408639,0,56076.572041022802296
94,43277965.211995325983,7567487.1077906098217,6451244.3571948623285,0,0,0,8903.224466794035834,0,56076.572041022802296
95,43351618.813150241971,7550103.6351997470483,6442573.8019469343126,0,0,0,8903.224466794035834,0,6722.3536285437148763
96,43425272.414305157959,7552006.8680314701051,6433903.2466990062967,0,0,0,29944.907546832142543,0,58529.609408825519495
97,43498926.015460073948,7549576.0618832958862,6425232.6914510782808,0,0,0,93505.113393037521746,0,58529.609408825519495
98,43572579.616614989936,7532192.5892924331129,6416562.1362031502649,0,0,0,84006.461711388474214,0,58529.609408825519495
99,43646233.217769905925,7514809.1167015703395,6407891.580955222249,0,0,0,0,0,8805.3401420362315548
100,43719886.818924821913,7523860.3728858437389,6399221.0257072942331,0,0,0,0,0,8805.3401420362315548
101,43793540.420079737902,7528468.1136405570433,6413275.8191010514274,0,0,0,0,0,8805.3401420362315548
102,43867194.02123465389,7541091.0356742339209,6416137.2102116066962,0,0,0,0,0,8805.3401420362315548
103,43940847.622389569879,7556852.9997481433675,6407466.6549636786804,0,0,0,0,0,0
104,44014501.223544485867,7572614.9638220528141,6399150.634177679196,0,0,0,0,8104.933778060788427,0
105,44088154.824699401855,7588376.9278959622607,6426480.0789297511801,0,0,0,128739.28739953861805,12765.353834099198139,57968.429946424716036
106,44161808.425854317844,7604138.8919698717073,6453809.5236818231642,0,7184.622039060217503,0,279280.69058784842491,15661.396375192149208,92211.3245653641643
107,44235462.027009233832,7619900.8560437811539,6445138.9684338951483,0,10825.74641046963734,0,289516.17970062850509,15661.396375192149208,24677.598567555098271
108,44309115.628164149821,7635662.8201176906005,6436468.4131859671324,0,10825.74641046963734,0,289516.17970062850509,15661.396375192149208,17666.644655994612549
109,44382769.229319065809,7651424.7841916000471,6427797.8579380391166,0,0,0,234138.0511107131606,14684.430257245570829,17666.644655994612549
110,44456422.830473981798,7667186.7482655094936,6419127.3026901111007,0,0,0,127100.93486812467745,0,17666.644655994612549
111,44530076.431628897786,7682948.7123394189402,6410456.7474421830848,0,0,0,0,0,0
112,44641894.007480874658,7706877.8154080323875,6415947.0780389150605,0,17157.191999999999098,0,76821.631262962459004,4196.3701139301083458,929.52039279197515498
113,44753711.583332851529,7730806.9184766458347,6421437.4086356470361,0,34314.383999999998196,0,301310.00775987672387,8947.7932844528113492,3321.4587951859575696
114,44865529.159184828401,7754736.021545259282,6426927.7392323790118,0,51471.576000000000931,0,549998.76317804062273,11812.504137772461036,75594.953531190738431
115,44977346.735036805272,7778665.1246138727292,6432418.0698291109875,0,51471.576000000000931,0,570213.58844645880163,10101.860373345789412,61633.338311804676778
116,45089164.310888782144,7802594.2276824861765,6437908.4004258429632,0,53899.99681416569365,0,558768.30942324886564,10172.228194368986806,61633.338311804676778
117,45200981.886740759015,7826523.3307510996237,6445251.0779061736539,0,53899.99681416569365,0,570807.05101146409288,7984.7864436812460553,61633.338311804676778
118,45312799.462592735887,7850452.433819713071,6450741.4085029056296,0,53899.99681416569365,0,567857.59997463563923,15611.938851475239062,61633.338311804676778
119,45424617.038444712758,7874381.5368883265182,6456231.7390996376052,0,53899.99681416569365,0,374155.62379621749278,15661.396375192149208,46676.111385486263316
120,45536434.61429668963,7898310.6399569399655,6461722.0696963695809,0,53899.99681416569365,0,308081.16311676695477,12715.389804069143793,46676.111385486263316
121,45648252.190148666501,7908098.9660060442984,6467212.4002931015566,0,53899.99681416569365,0,347688.77790633938275,12715.389804069143793,46676.111385486263316
122,45760069.766000643373,7921619.3667988684028,6472702.7308898335323,0,53899.99681416569365,0,342407.58053108135937,12715.389804069143793,46676.111385486263316
123,45871887.341852620244,7930327.9503536680713,6478193.0614865655079,0,53899.99681416569365,0,173266.28743769723224,12715.389804069143793,22838.449482937336143
124,45983704.917704597116,7942450.4386467086151,6483683.3920832974836,0,53899.99681416569365,0,105119.55295458080946,12715.389804069143793,22838.449482937336143
125,46095522.493556573987,7966379.5417153220624,6489173.7226800294593,0,37949.180111390320235,0,156448.36509426010889,10950.836848098670089,22838.449482937336143
126,46207340.069408550858,7990308.6447839355096,6494664.053276761435,0,37949.180111390320235,0,287797.42042267462239,0,22838.449482937336143
127,46319157.64526052773,8014237.7478525489569,6500154.3838734934106,0,27655.227383108896902,0,157114.38624130073003,0,0
128,46430975.221112504601,8038166.8509211624041,6505644.7144702253863,0,19642.105385620547167,0,118063.15284906624584,0,0
129,46542792.796964481473,8059696.1360227195546,6547135.045066957362,0,9260.1926606657125376,0,287265.36250668246066,0,26994.06993524749123
130,46654610.372816458344,8080649.1612537428737,6588625.3756636893377,0,9260.1926606657125376,0,334173.0275197494193,0,37403.370040301291738
131,46766427.948668435216,8091832.4257493736222,6594115.7062604213133,0,9260.1926606657125376,0,170950.12017133148038,0,0
132,46878245.524520412087,8115761.5288179870695,6616693.5070574590936,0,0,0,152121.67149365963996,0,0
133,46990063.100372388959,8131131.1218714490533,6658183.8376541910693,0,0,0,175362.73954915979994,0,77209.515005060020485
134,47101880.67622436583,8146695.2507567675784,6699674.168250923045,0,0,15711.099990570781301,185262.53337340519647,0,108984.47709958089399
135,47213698.252076342702,8159412.1108418302611,6705164.4988476550207,0,0,0,57808.933392967715918,0,55687.522986346208199
136,47325515.827928319573,8176373.4861812433228,6725159.31180217769,0,0,0,0,0,55687.522986346208199
137,47437333.403780296445,8184230.9303699610755,6753960.227445720695,0,0,0,0,0,55687.522986346208199
138,47549150.979632273316,8193977.3921938184649,6759450.5580424526706,0,0,0,20062.154401355288428,0,36460.836502314239624
139,47660968.555484250188,8204111.3482140814885,6764940.8886391846463,0,0,0,0,0,0
140,47765211.273892574012,8217934.97356096562,6767620.5399919273332,0,0,0,171011.0583309844078,0,4867.5432249600253272
141,47869453.992300897837,8223113.7344564404339,6770300.19134467002,0,0,0,285834.33192701393273,0,6993.4964916964891017
142,47973696.710709221661,8232315.4154632845894,6772979.8426974127069,0,0,0,301948.32628866826417,0,46258.579561811529857
143,48077939.429117545485,8226135.5436900286004,6775659.4940501553938,0,0,0,287922.7972479389864,0,20924.533654807179119
144,48182182.14752586931,8246239.1085691107437,6778339.1454028980806,0,0,0,344270.98567067558179,0,20924.533654807179119
145,48286424.865934193134,8250055.2725235978141,6781018.7967556407675,0,0,0,349141.62223410536535,0,20924.533654807179119
146,48390667.584342516959,8243960.5421346845105,6783698.4481083834544,0,0,0,349141.62223410536535,0,20924.533654807179119
147,48494910.302750840783,8244931.3083141064271,6786378.0994611261413,0,0,0,283824.82858295441838,0,0
148,48599153.021159164608,8252135.7521950621158,6789057.7508138688281,0,0,0,216787.66502340009902,0,0
149,48703395.739567488432,8241298.3894975455478,6791737.402166611515,0,0,0,147202.24942711519543,0,2116.307035791357066
150,48807638.457975812256,8230461.0268000289798,6794417.0535193542019,0,0,0,121448.85980588913662,0,2116.307035791357066
151,48911881.176384136081,8224300.334460423328,6797096.7048720968887,0,0,0,41561.100759155888227,0,0
152,49016123.894792459905,8218125.6223607156426,6805414.5801824498922,0,0,0,0,0,0
153,49120366.61320078373,8221984.6387360179797,6813875.307705854997,0,0,0,9136.332954197690924,0,0
154,49224609.331609107554,8228173.079470933415,6816554.9590585976839,0,0,0,36756.403035290073603,0,0
155,49328852.050017431378,8250481.1534381890669,6819234.6104113403708,0,8601.5244890526737436,0,55899.576620379142696,0,0
156,49433094.768425755203,8272789.2274054447189,6857914.2617640830576,0,8601.5244890526737436,0,84073.492946548940381,5589.9657979197891109,0
157,49537337.486834079027,8295097.3013727003708,6896593.9131168257445,0,25758.716489052672841,0,171211.37217445808346,8579.3514982124106609,424.69986686146148713
158,49641580.205242402852,8317405.3753399560228,6935273.5644695684314,0,42915.908489052671939,0,194910.86794303340139,15661.396375192149208,61141.426787949865684
159,49745822.923650726676,8339713.4493072116747,6973953.2158223111182,0,42915.908489052671939,0,182269.73853458330268,14662.384091480169445,0
160,49850065.6420590505,8362021.5232744673267,7012632.8671750538051,0,42915.908489052671939,0,174079.98715085414005,10627.307576326651542,19933.170944671710458
161,49954308.360467374325,8384329.5972417229787,7051312.518527796492,0,42915.908489052671939,0,196706.1431780383864,10627.307576326651542,19933.170944671710458
162,50058551.078875698149,8406637.6712089795619,7089992.1698805391788,0,42915.908489052671939,0,196706.1431780383864,15661.396375192149208,108984.47709958089399
163,50162793.797284021974,8428945.7451762352139,7128671.8212332818657,0,39717.717538718272408,0,34217.180957016214961,15661.396375192149208,55390.252941381382698
164,50267036.515692345798,8451253.8191434908658,7167351.4725860245526,0,32719.92555658629135,0,0,15661.396375192149208,55390.252941381382698
165,50371279.234100669622,8473561.8931107465178,7206031.1239387672395,0,9842.3274041613531153,0,0,15015.057471750318655,55390.252941381382698
166,50475521.952508993447,8495869.9670780021697,7244710.7752915099263,0,0,0,74324.837556926664547,8510.881933551905604,83341.156654072445235
167,50579764.670917317271,8518178.0410452578217,7283390.4266442526132,0,0,0,0,0,0
168,50661000.741087973118,8534340.1333826873451,7313533.374942664057,0,0,0,0,0,4144.4918476193561219
169,50677227.69154252857,8534056.9563894439489,7343676.3232410755008,0,0,0,0,0,66712.149623440462165
170,50735386.936888761818,8546006.9867112766951,7373819.2715394869447,0,0,0,0,0,94828.459539647970814
171,50781753.89335693419,8563391.608772624284,7403962.2198378983885,0,0,0,0,1158.5202610835153791,7509.9236328955448698
172,50862989.963527590036,8576234.1403728984296,7434105.1681363098323,0,0,0,44754.845208956590795,1158.5202610835153791,10445.357433188837604
173,50944226.033698245883,8573785.7079047746956,7464248.1164347212762,0,0,0,107618.35307376750279,0,34220.769730321087991
174,51025462.10386890173,8580953.7149562556297,7494391.06473313272,0,0,0,149814.21692952333251,0,54531.735582201043144
175,50964956.469303011894,8592355.6664882916957,7524534.0130315441638,0,0,0,149814.21692952333251,0,0
176,50891308.239473670721,8604640.9968170244247,7554676.9613299556077,0,0,0,139244.00368905224605,0,0
177,50943083.381702020764,8618063.3837919700891,7584819.9096283670515,0,0,0,139244.00368905224605,0,0
178,51024319.451872676611,8635448.005853317678,7614962.8579267784953,0,0,3805.9771589601982669,111591.54215065049357,210.12434087921025139,31944.106339991565619
179,50950671.222043335438,8645891.7201236505061,7645105.8062251899391,0,0,3805.9771589601982669,104113.06141045849654,0,0
180,50934601.656787589192,8655095.1561014447361,7675248.754523601383,0,0,3805.9771589601982669,104113.06141045849654,0,28968.712176379824086
181,51015837.726958245039,8661101.3450622782111,7705391.7028220128268,0,0,3805.9771589601982669,93655.213005563200568,0,65720.197793643092155
182,51097073.797128900886,8671857.5201562959701,7735534.6511204242706,0,0,3805.9771589601982669,99870.307824725008686,0,65720.197793643092155
183,51131899.415727928281,8680033.0534586627036,7765677.5994188357145,0,0,3805.9771589601982669,14585.308821443712077,0,0
184,51058251.185898587108,8692497.0617454349995,7795820.5477172471583,0,0,3805.9771589601982669,0,0,17661.832570532656973
185,51139487.256069242954,8703330.3411896023899,7825963.4960156586021,0,0,3805.9771589601982669,11199.656363777705337,0,108984.47709958089399
186,51220723.326239898801,8713002.4989219848067,7856106.4443140700459,0,0,3805.9771589601982669,115641.76278480351903,0,108984.47709958089399
187,51301959.396410554647,8720429.1940589193255,7886249.3926124814898,0,0,3805.9771589601982669,97989.900523269054247,0,43916.962565425368666
188,51383195.466581210494,8734082.2605266068131,7916392.3409108929336,0,0,3805.9771589601982669,150116.31579402304487,0,43916.962565425368666
189,51464431.536751866341,8746995.3018697369844,7946535.2892093043774,0,0,3805.9771589601982669,272672.81392693257658,0,43916.962565425368666
190,51545667.606922522187,8764121.734821787104,7976678.2375077158213,0,0,3805.9771589601982669,290006.83047176589025,0,108984.47709958089399
191,51614067.579955294728,8775132.1220582704991,8006821.1858061272651,0,0,0,111412.75747380458051,0,51498.256376556644682
192,51540419.350125953555,8786473.5484740119427,8036964.1341045387089,0,0,0,32072.785799891171337,0,64650.181405332608847
193,51469754.188719145954,8777864.9395248182118,8067107.0824029501528,0,0,0,32072.785799891171337,0,106985.25582662409579
194,51550990.2588898018,8770752.7933528814465,8097250.0307013615966,0,0,0,0,0,93993.981012409101822
195,51628100,8786436.8425205163658,8127392.9789997730404,0,0,0,0,0,0
196,51555649.921164818108,8804077.870414422825,8156616.7210756475106,0,17157.191999999999098,0,97002.803857310937019,412.83463023688597104,0
197,51483199.842329636216,8821718.8983083292842,8187204.2477909475565,0,23838.043242282303254,0,173687.32994016614975,412.83463023688597104,9672.8078145404651877
198,51410749.763494454324,8839359.9262022357434,8212647.5519832083955,0,38233.596039292955538,0,201155.20730884320801,412.83463023688597104,6151.5493797161261682
199,51338299.684659272432,8857000.9540961422026,8207235.0786985084414,0,40543.542334928089986,0,201155.20730884320801,11928.073377723520025,6151.5493797161261682
200,51265849.60582409054,8874641.9819900486618,8237822.6054138084874,0,51391.720986148284283,0,174783.95063667953946,11928.073377723520025,12190.976175123043504
201,51193399.526988908648,8892283.009883955121,8268410.1321291085333,0,59078.309576102910796,0,104277.04168837142061,11928.073377723520025,32507.521505341177544
202,51120949.448153726757,8909924.0377778615803,8298997.6588444085792,0,59078.309576102910796,0,104277.04168837142061,15661.396375192149208,43322.431703592817939
203,51048499.369318544865,8922731.4910931829363,8293585.1855597086251,0,59078.309576102910796,0,79185.178152942477027,15661.396375192149208,0
204,50976049.290483362973,8934149.7501961737871,8324172.712275008671,0,59078.309576102910796,0,79185.178152942477027,15661.396375192149208,2078.0734844259577585
205,50903599.211648181081,8951790.7780900802463,8354760.2389903087169,0,42353.378347942554683,0,79185.178152942477027,15661.396375192149208,43929.649476351863996
206,50831149.132812999189,8959831.4133317563683,8385347.7657056087628,0,42353.378347942554683,0,79185.178152942477027,15661.396375192149208,59487.196925797717995
207,50758699.053977817297,8970379.1932984087616,8379935.2924209088087,0,42353.378347942554683,0,0,15661.396375192149208,634.27100792669807561
208,50686248.975142635405,8981550.9286402817816,8402337.542073007673,0,42353.378347942554683,0,0,15661.396375192149208,634.27100792669807561
209,50639596.807542949915,8999191.9565341882408,8432925.0687883067876,0,40585.688664068256912,0,0,0,14261.321739588982382
210,50702793.984830766916,8996344.8825306799263,8443946.6608544439077,0,40585.688664068256912,0,0,0,14261.321739588982382
211,50668086.306529782712,9008569.3977716695517,8438534.1875697430223,0,40585.688664068256912,0,0,0,0
212,50750520.52769459784,9026210.4256655760109,8462673.4478425551206,0,36992.167331332115282,0,0,0,0
213,50832954.748859412968,9028667.3619124032557,8493260.9745578542352,0,36992.167331332115282,0,136048.17172321290127,0,55544.265920296384138
214,50915388.970024228096,9034028.5437467284501,8523848.5012731533498,0,36992.167331332115282,0,284074.28433575492818,0,79064.030476261279546
215,50997823.191189043224,9041072.3789696265012,8551941.1885070633143,0,36992.167331332115282,0,288678.96456509880954,0,0
216,51080257.412353858352,9054087.4336983989924,8582528.7152223624289,0,36992.167331332115282,8504.4024736835126532,280103.29927952500293,0,0
217,51162691.63351867348,9065465.2651296332479,8613116.2419376615435,0,25963.622729928672925,8504.4024736835126532,266764.58250479411799,0,57724.419860485759273
218,51225266.905897155404,9083106.2930235397071,8643703.7686529606581,0,10942.026531262368735,9860.0250494837091537,266764.58250479411799,0,108984.47709958089399
219,51298363.115340739489,9091226.3221241682768,8674291.2953682597727,0,10942.026531262368735,9860.0250494837091537,167012.62123975809664,0,52488.487024278467288
220,51380797.336505554616,9108867.350018074736,8704878.8220835588872,0,0,9860.0250494837091537,139955.08464224266936,0,62652.761543853710464
221,51463231.557670369744,9099257.2099483534694,8735466.3487988580018,0,0,9860.0250494837091537,135709.91456950682914,0,64092.29598032416834
222,51545665.778835184872,9096792.0406115539372,8741382.4618099499494,0,0,9860.0250494837091537,109910.50034977984615,0,64092.29598032416834
223,51628100,9102327.87325001508,8736449.2765853404999,0,0,0,0,0,0
