Timestep,Hydro|Reservoir_RoGonDor_0_0,Hydro|Reservoir_RoGonDor_0_1,Hydro|Reservoir_Harad_0_0,Hydro|Reservoir_Harad_0_1,Hydro|Reservoir_DolAmroth_0_0,Hydro|Reservoir_DolAmroth_0_1,Biomass|w/o CCS_RoGonDor_0,Biomass|w/o CCS_Harad_0,Biomass|w/o CCS_DolAmroth_0,Coal|Hard coal|w/o CCS_RoGonDor_0,Coal|Hard coal|w/o CCS_Harad_0,Coal|Hard coal|w/o CCS_DolAmroth_0,Coal|Lignite|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_Harad_0,Gas|CCGT|w/o CCS_DolAmroth_0,Gas|OCGT|w/o CCS_RoGonDor_0,Gas|OCGT|w/o CCS_Harad_0,Nuclear_RoGonDor_0,Nuclear_Harad_0,Nuclear_DolAmroth_0,Oil|w/o CCS_RoGonDor_0,Oil|w/o CCS_Harad_0,Solar|PV|Rooftop|Commercial_RoGonDor_0,Solar|PV|Rooftop|Commercial_Harad_0,Solar|PV|Utility|Average_RoGonDor_0,Solar|PV|Utility|Average_Harad_0,Solar|PV|Utility|Average_DolAmroth_0,Solar|PV|Utility|Inf_RoGonDor_0,Solar|PV|Utility|Inf_Harad_0,Solar|PV|Utility|Inf_DolAmroth_0,Solar|PV|Utility|Opt_RoGonDor_0,Solar|PV|Utility|Opt_Harad_0,Solar|PV|Utility|Opt_DolAmroth_0,Wind|Onshore|Avg_RoGonDor_0,Wind|Onshore|Avg_Harad_0,Wind|Onshore|Avg_DolAmroth_0,Wind|Onshore|Opt_RoGonDor_0,Wind|Onshore|Opt_DolAmroth_0,Wind|Offshore|Deep_RoGonDor_0,Wind|Offshore|Shallow_RoGonDor_0,Wind|Offshore|Transitional_RoGonDor_0,Hydro|Run of River_RoGonDor_0,Hydro|Run of River_Harad_0,Hydro|Run of River_DolAmroth_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_Harad_0,Hydro|Pumped Storage_DolAmroth_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_Harad_0,Battery|Lithium-Ion_DolAmroth_0,SlackUnit_RoGonDor,SlackUnit_DolAmroth,SlackUnit_Harad
20,0,0,36000,0,0,0,0,2814.8496863584377934,0,55146.916714989056345,10700.231703475554241,71.540352000000595467,0,0,0,0,0,0,0,240000,0,51914.257641406147741,23.69761826676840144,6470.0575051008827359,794.24868392676614803,2030.808495669915601,680.00807394639855374,218.42662499999997294,949.36132982108699707,560.00664913232822073,109.37564223718119649,3188.5789327882393991,313.42956167784177524,212.38532731554093402,15927.718581854604054,5122.8603062284046246,2816.4704000000001543,95681.676413234687061,17467.98412666666627,48450.108004391593568,72004.316251643744181,4204.4486855698769432,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,-26232.804043684467615,0,0,0,0,0,0,0
21,0,0,36000,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,71.540352000000595467,0,0,0,0,0,0,0,240000,0,51914.257641406147741,23.69761826676840144,133299.50297109453822,56316.228325225863955,83376.969954620537465,48215.994222400877334,9780.0545249999995576,62209.834125831519486,39707.289359624257486,4897.2955782589724549,160040.50593640099396,22223.733090821628139,9509.5553550578661088,20646.071711886856065,2251.7701758315092775,2607.7439999999996871,87757.923530185187701,16173.445600000000923,41893.904246862679429,71232.488671102444641,6513.1468304845357125,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,0,0,-82923.874444283894263,-75053.331262058694847,-8500.3662954821520543,0,0,0
22,0,0,36000,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,71.540352000000595467,0,0,0,0,0,0,0,240000,0,51914.257641406147741,23.69761826676840144,117259.99252533692925,58839.846429821263882,90249.780349529290106,50376.628191849675204,8638.1619749999990745,73889.518066950782668,41486.634981523253373,4325.5006744916172465,183668.67469423968578,23219.613263332601491,8399.2455519790128164,25246.95955953005614,2956.159560221198717,2920.1440000000002328,122915.76200341321237,18110.976433333333262,32403.336489775378141,64820.617230023439333,14606.835965048341677,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,-31906.656219481665175,0,-69724.044010314391926,-22721.284626517008292,-12025.073121400837408,0,0,0
23,0,0,36000,0,0,0,0,2814.8496863584377934,0,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,0,6252.0066504109818197,0,0,0,0,240000,0,51914.257641406147741,23.69761826676840144,2814.5988689062496633,1731.4351615653063163,4141.2949649157280874,1482.3945109459655214,210.00014999999999077,4058.3669887202909194,1220.7954796025626365,105.15614237117162588,9532.4498192878199916,683.26580168819828032,204.19191384778656584,35829.312539354294131,3337.3713936636254402,3150.9567999999999302,140053.86830449881381,19542.496653333335416,7499.6579185220534782,27049.773466105456464,28080.231211915503081,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,0,0,81254.083122643525712,20827.772124881026684,12630.815948372375715,0,0,0
24,0,0,36000,0,0,0,0,2814.8496863584377934,0,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,0,0,0,0,0,0,240000,0,51914.257641406147741,23.69761826676840144,6516.4611474739076584,764.52496769123774811,1987.446661821522639,654.55966284180465209,254.34337499999998045,902.03830270239859601,539.04913410501558246,127.36070975503696445,3093.151859621852509,301.69987104105223352,247.30868294977537403,52618.139369110678672,2839.6095645314403555,2618.6320000000000618,128696.75235796514608,16240.973883333335834,2504.1205052809700646,10053.539819020261348,31933.491200705197116,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,0,0,116817.10738775825303,-23077.863850283687498,0,0,0,0
25,0,0,36000,0,0,0,0,2814.8496863584377934,0,40998.995988534763455,10700.231703475554241,71.540352000000595467,0,0,3997.0558996570725867,0,0,0,0,240000,0,51914.257641406147741,23.69761826676840144,132876.49066123834928,53674.633462753547064,82229.691666888757027,45954.35265984194848,9842.8342499999980646,61008.964692994835787,37844.761013987481419,4928.7320972334737235,157286.56089648260968,21181.29646281019086,9570.598702877321557,69691.812034581627813,1303.1266134676711772,2398.4448000000002139,108318.61590618235641,14875.354520000000775,1382.4476891276815422,11535.904851183524443,38465.692975923688209,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,35524.319999999999709,0,0,0,4679.7749250359074722,0,0,0
26,0,0,36000,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,71.540352000000595467,0,0,0,0,0,0,0,240000,0,51914.257641406147741,23.69761826676840144,116849.48517509091471,51481.56259247235721,89262.806819752411684,44076.721725466522912,8612.4005999999990308,72251.18764074172941,36298.476715090073412,4312.6008417192260822,179786.48623073493945,20315.858149205061636,8374.1966914681997878,89627.592302573728375,1672.671567882304771,2788.1663999999996122,133449.73053711745888,17292.44036000000051,2886.4692878960677263,33143.047408828635525,58595.324269678189012,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,8077.7170611230239956,0,-31387.160486149368808,86673.664294948335737,163.50015536784786718,0,0,0
27,0,0,36000,0,0,0,0,2814.8496863584377934,0,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,0,15938.501115532588301,0,0,0,0,240000,0,51914.257641406147741,23.69761826676840144,2735.7618566708133585,1465.8726929590841337,4163.355547956763985,1255.0291700346560901,200.95019999999948368,4000.0737754064070941,1033.5534341461811891,100.62444165261474893,9364.5374659491717466,578.46848843132215734,195.39226960597636662,67362.286344265783555,3699.8574486021716439,2779.867200000000139,144005.22259393634158,17240.968029999999999,9081.3332764140795916,24000.571710448883096,51725.398161084034655,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,0,0,56261.19621101001394,54861.588921063637827,1050.1180449607666105,0,0,0
28,0,0,36000,0,0,0,107450.40499758032092,2814.8496863584377934,2202.7200000000002547,98675.729275205449085,10700.231703475554241,71.540352000000595467,32038.70455682280226,0,3956.1567979724313773,0,0,0,0,240000,413.16964920596774391,51914.257641406147741,23.69761826676840144,6126.6658276489861237,868.38582944085999316,1785.0839501225955246,743.48171708758275145,298.32322499999946785,786.5908423001662868,612.27906113095309593,149.38331958680507228,2778.6741401220915577,342.68585569855997619,290.07212736749875148,61596.365289749643125,2067.1571334662121444,2009.0560000000002674,116279.26942338614026,12460.332733333334545,7758.7959722273262742,8071.9209192305834222,35510.334499665776093,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,0,0,0,0,0,0,0,0
29,0,0,36000,0,0,0,0,2814.8496863584377934,2202.7200000000002547,69815.239291174802929,10700.231703475554241,71.540352000000595467,0,0,19551.938908741609339,0,0,0,0,240000,14979.35635130695664,51914.257641406147741,23.69761826676840144,129133.14357406130875,61740.949992438720074,77731.94177376414882,52860.45206950615102,9654.5562749999971857,57135.364972322160611,43532.136998416826827,4834.453185792430304,148111.7088176899415,24364.458242511762364,9387.5281667342005676,87962.886449751531472,661.74837958285752393,714.33440000000007331,84402.233871343763894,4430.3614766666669311,1292.4349612973614967,6509.082920204176844,28538.974075293492206,18546.99269503015239,4998.3719412570608256,7056.8701644381717415,0,0,0,0,0,0,0,0,0
