time,Hydro|Reservoir,Biomass|w/o CCS,Coal|Hard coal|w/o CCS,Coal|Lignite|w/o CCS,Gas|CCGT|w/o CCS,Gas|OCGT|w/o CCS,Nuclear,Oil|w/o CCS,Solar|PV|Rooftop|Commercial,Solar|PV|Utility|Average,Solar|PV|Utility|Inf,Solar|PV|Utility|Opt,Wind|Onshore|Avg,Wind|Onshore|Opt,Wind|Offshore|Deep,Wind|Offshore|Shallow,Wind|Offshore|Transitional,Hydro|Run of River,Hydro|Pumped Storage,Hydro|Pumped Storage_PUMP,Battery|Lithium-Ion,Battery|Lithium-Ion_PUMP,SlackUnit
2031-04-12 18:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,46.19721206817519,611.8963320837895,930.68571135922,2150.731784378528,89546.74309316094,236358.3582477256,40660.20680000979,99880.51032201068,31178.187220126096,21275.060010835685,0.0,0.0,26239.634833137156,0.0,0.0
2031-04-13 00:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,427.7617459457322,41.43981480325403,1.7208139095718749,85.06179365356672,109646.71126828832,160462.7322567579,67520.39234178534,131888.93174507955,31188.44734214684,21275.060010835685,0.0,0.0,79064.02412466909,0.0,0.0
2031-04-13 06:00:00,0.0,103153.77750336989,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,81039.70302886669,50281.49600144232,38614.1412259682,99381.00622057475,103397.73127586584,151831.38525519523,88891.71094174363,157202.9575854228,44242.183593574446,21275.060010835685,0.0,0.0,0.0,-24459.98272660453,0.0
2031-04-13 12:00:00,0.0,0.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,59880.40404568228,64134.45465171499,54364.22030251453,130068.692479018,104882.69150530522,214021.35879735625,61346.04942074852,139293.39633083332,48599.40804540398,21275.060010835685,0.0,0.0,0.0,-165146.75286424026,0.0
2031-04-13 18:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,42.67799258314958,747.328045263363,925.3730471646682,2099.077170351386,70848.49800152215,193301.2859963236,30957.8044328316,59334.51732958961,39547.211253629685,21275.060010835685,0.0,0.0,102884.94258627988,0.0,0.0
2031-04-14 00:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,397.5462294925055,58.544906350749535,13.130144126098884,102.11042868278523,44901.643676560765,181913.89489239527,24999.153695948167,56725.56827965637,81290.51505215144,21275.060010835685,0.0,0.0,136722.09412480207,0.0,0.0
2031-04-14 06:00:00,0.0,40743.96144286047,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,95816.65424293965,60667.60108109963,49598.76941150556,126956.3336888164,48618.308537382494,181133.0590804857,16648.392086139418,52035.090902085765,95224.6069522016,21275.060010835685,0.0,0.0,0.0,0.0,0.0
2031-04-14 12:00:00,0.0,0.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,99363.8060193185,74778.5311990959,66416.0387455206,165554.73947382384,71287.13579109278,183214.00066864057,13552.153960058384,50160.382835117176,89439.07140453072,21275.060010835685,0.0,0.0,0.0,-184186.54213247256,0.0
2031-04-14 18:00:00,0.0,17217.214545944575,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,180.80742434933947,1077.045400029854,1483.032848864186,3421.897487004007,69027.4395101619,164229.42360367617,18732.202333689067,55957.582903791226,85745.97568026233,21275.060010835685,0.0,0.0,166228.35427455648,0.0,0.0
2031-04-15 00:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,79773.6405586875,51914.257641406155,996.3228650752867,128.47380901307517,22.401336921521228,234.9011267680193,53483.508808874474,150482.3008800484,13315.50475655981,70493.67109802297,79386.30235100957,21275.060010835685,0.0,0.0,0.0,0.0,0.0
2031-04-15 06:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,107461.90618478385,51914.257641406155,126881.81469241931,69539.31793212598,49239.77306987895,130299.96436799163,59861.558457211766,106846.89654273744,8115.371267311905,82853.83643792538,59554.105048302175,21275.060010835685,0.0,0.0,0.0,0.0,0.0
2031-04-15 12:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,112305.90075856796,74396.67264837676,57595.61067500263,146551.23300549175,98881.2216103764,107202.14825875466,11284.952628466972,81209.11798574886,40600.765420805896,21275.060010835685,0.0,0.0,0.0,-69177.3272273873,0.0
2031-04-15 18:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,273551.600721543,51914.257641406155,176.04663928073515,840.741329975115,1098.4092362330002,2531.5457680292325,78989.29945995651,109899.56615398487,11993.577385026794,55864.91440196854,21470.648487086684,21275.060010835685,0.0,0.0,0.0,0.0,0.0
2031-04-16 00:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,232416.4829870252,51914.257641406155,977.7870506444525,119.81681275398348,18.377283693862015,223.31784915160685,54179.45017560321,133492.21638396036,25197.876420466375,56675.25127646104,43278.49754114532,21275.060010835685,0.0,0.0,33883.47917397933,0.0,0.0
2031-04-16 06:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,94935.24369489952,51914.257641406155,112476.406733388,63007.90700545159,44681.12864411228,117688.91488121513,53041.731368156565,151183.3738079673,36916.318184840326,70804.72410867132,80435.99910829081,21275.060010835685,0.0,0.0,0.0,0.0,0.0
2031-04-16 12:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,95915.1544280944,60137.54497744287,47699.11165025282,122407.87011242042,61901.413324641886,154939.7094269506,41136.869835498444,75620.4309828085,105543.4932291638,21275.060010835685,0.0,0.0,0.0,-31127.790733205577,0.0
2031-04-16 18:00:00,0.0,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,185440.76944933285,51914.257641406155,118.47349155794564,455.1078492572411,672.5291330656128,1568.917566341119,50830.76787176957,96494.38044133729,49123.661966658074,47935.75602967796,80327.74778684737,21275.060010835685,0.0,0.0,0.0,0.0,0.0
2031-04-17 00:00:00,154884.3,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,61015.81124494853,51914.257641406155,997.3603994885901,136.6365668011505,27.046268326154916,244.38707661029196,34023.19830380832,95610.89424735037,38653.60636060304,49808.979185280805,55382.51371906371,21275.060010835685,0.0,0.0,0.0,0.0,0.0
2031-04-17 06:00:00,42082.37778252346,117441.0,98675.72927520545,32038.7045568228,0.0,0.0,0.0,51914.257641406155,85902.22679143457,62041.29570437422,49748.38303225944,124805.58209037747,35901.559535012006,96964.04049612753,40012.037368220896,74916.80388853156,35369.06225729869,21275.060010835685,0.0,0.0,56641.88978545574,0.0,0.0
