Type,Sector,Region,Fuel,Year,Value
Final Energy Demand [% of Total],Total,EU27,Air,2025,0.031124103612521093
Final Energy Demand [% of Total],Total,EU27,Air,2030,0.0322041740033399
Final Energy Demand [% of Total],Total,EU27,Air,2035,0.032987195335216775
Final Energy Demand [% of Total],Total,EU27,Air,2040,0.03376272499023115
Final Energy Demand [% of Total],Total,EU27,Air,2045,0.03541624975419074
Final Energy Demand [% of Total],Total,EU27,Air,2050,0.035790686501505097
Final Energy Demand [% of Total],Total,EU27,DAC_Dummy,2018,0.029586632012961897
Final Energy Demand [% of Total],Total,EU27,DAC_Dummy,2025,0.030184633938318835
Final Energy Demand [% of Total],Total,EU27,DAC_Dummy,2030,0.03119942237632891
Final Energy Demand [% of Total],Total,EU27,DAC_Dummy,2035,0.031933789193303634
Final Energy Demand [% of Total],Total,EU27,DAC_Dummy,2040,0.0326600332688047
Final Energy Demand [% of Total],Total,EU27,DAC_Dummy,2045,0.03420484250908619
Final Energy Demand [% of Total],Total,EU27,DAC_Dummy,2050,0.03455397597983045
Final Energy Demand [% of Total],Total,EU27,ETS,2018,0.02873641818281632
Final Energy Demand [% of Total],Total,EU27,ETS,2025,0.02930021759587428
Final Energy Demand [% of Total],Total,EU27,ETS,2030,0.030255469213153714
Final Energy Demand [% of Total],Total,EU27,ETS,2035,0.03094557957857676
Final Energy Demand [% of Total],Total,EU27,ETS,2040,0.03162709141112193
Final Energy Demand [% of Total],Total,EU27,ETS,2045,0.03307356637984963
Final Energy Demand [% of Total],Total,EU27,ETS,2050,0.033399877417806284
Final Energy Demand [% of Total],Total,EU27,ETS_Source,2018,0.027933703594917918
Final Energy Demand [% of Total],Total,EU27,ETS_Source,2025,0.028466153115473434
Final Energy Demand [% of Total],Total,EU27,ETS_Source,2030,0.029366958115991364
Final Energy Demand [% of Total],Total,EU27,ETS_Source,2035,0.03001669553811608
Final Energy Demand [% of Total],Total,EU27,ETS_Source,2040,0.030657484351114206
Final Energy Demand [% of Total],Total,EU27,ETS_Source,2045,0.032014725239508116
Final Energy Demand [% of Total],Total,EU27,ETS_Source,2050,0.03232038066548234
Final Energy Demand [% of Total],Total,EU27,Heat_District,2018,0.027174615928271837
Final Energy Demand [% of Total],Total,EU27,Heat_District,2025,0.02767825954139818
Final Energy Demand [% of Total],Total,EU27,Heat_District,2030,0.028529143940796895
Final Energy Demand [% of Total],Total,EU27,Heat_District,2035,0.02914195048307865
Final Energy Demand [% of Total],Total,EU27,Heat_District,2040,0.02974556030165121
Final Energy Demand [% of Total],Total,EU27,Heat_District,2045,0.03102157794509976
Final Energy Demand [% of Total],Total,EU27,Heat_District,2050,0.03130847871534523
Primary Energy [TWh],Total,DolAmroth,Biomass,2018,16.45002322201701
Primary Energy [TWh],Total,DolAmroth,Biomass,2025,26.533619865198705
Primary Energy [TWh],Total,DolAmroth,Biomass,2030,28.4645413
Primary Energy [TWh],Total,DolAmroth,Biomass,2035,27.392737945000004
Primary Energy [TWh],Total,DolAmroth,Biomass,2040,24.545683101504064
Primary Energy [TWh],Total,DolAmroth,Biomass,2045,27.097279539500008
Primary Energy [TWh],Total,DolAmroth,Biomass,2050,24.820409893
Primary Energy [TWh],Total,DolAmroth,Hardcoal,2018,90.8249406023346
Primary Energy [TWh],Total,DolAmroth,Hardcoal,2025,64.87289064064007
Primary Energy [TWh],Total,DolAmroth,Hardcoal,2030,41.78252230206629
Primary Energy [TWh],Total,DolAmroth,Hardcoal,2035,31.380745119245983
Primary Energy [TWh],Total,DolAmroth,Hardcoal,2040,23.066432333002194
Primary Energy [TWh],Total,DolAmroth,Hardcoal,2045,0.23937614322890302
Primary Energy [TWh],Total,DolAmroth,H2,2050,12.020601099412524
Primary Energy [TWh],Total,DolAmroth,Gas_Natural,2018,168.74752639856942
Primary Energy [TWh],Total,DolAmroth,Gas_Natural,2025,113.17792214556125
Primary Energy [TWh],Total,DolAmroth,Gas_Natural,2030,106.44165531770419
Primary Energy [TWh],Total,DolAmroth,Gas_Natural,2035,113.19369191114123
Primary Energy [TWh],Total,DolAmroth,Gas_Natural,2040,84.54916111554692
Primary Energy [TWh],Total,DolAmroth,Gas_Natural,2045,37.34586411640707
Primary Energy [TWh],Total,DolAmroth,Gas_Natural,2050,12.265018446733485
Primary Energy [TWh],Total,DolAmroth,Oil,2018,73.79880349715167
Primary Energy [TWh],Total,DolAmroth,Oil,2025,65.58700497529104
Primary Energy [TWh],Total,DolAmroth,Oil,2030,36.29811093882511
Primary Energy [TWh],Total,DolAmroth,Oil,2035,17.66032657822817
Primary Energy [TWh],Total,DolAmroth,Oil,2040,7.964104799171912
Primary Energy [TWh],Total,DolAmroth,Oil,2045,3.1672860868104893
Primary Energy [TWh],Total,DolAmroth,Oil,2050,1.0805191451112273
Primary Energy [TWh],Total,DolAmroth,Power,2018,48.63001244146376
Primary Energy [TWh],Total,DolAmroth,Power,2025,82.59241888680825
Primary Energy [TWh],Total,DolAmroth,Power,2030,91.37960751713463
Primary Energy [TWh],Total,DolAmroth,Power,2035,89.54269091704538
Primary Energy [TWh],Total,DolAmroth,Power,2040,114.41851260265179
Primary Energy [TWh],Total,DolAmroth,Power,2045,130.57380430025685
Primary Energy [TWh],Total,DolAmroth,Power,2050,136.41181742691336
Primary Energy [TWh],Total,DolAmroth,Heat_Low_Industrial,2045,9.825435320734476
Primary Energy [TWh],Total,DolAmroth,Heat_Low_Industrial,2050,10.591279474878393
Primary Energy [TWh],Total,Gondor,Biomass,2018,47.885929431018056
Primary Energy [TWh],Total,Gondor,Biomass,2025,143.23048615000002
Primary Energy [TWh],Total,Gondor,Biomass,2030,135.52799530000001
Primary Energy [TWh],Total,Gondor,Biomass,2035,130.136251705
Primary Energy [TWh],Total,Gondor,Biomass,2040,85.81923773039604
Primary Energy [TWh],Total,Gondor,Biomass,2045,128.19239431550002
Primary Energy [TWh],Total,Gondor,Biomass,2050,117.80302297446413
Primary Energy [TWh],Total,Gondor,Hardcoal,2018,676.3447803983959
Primary Energy [TWh],Total,Gondor,Hardcoal,2025,705.0747844552641
Primary Energy [TWh],Total,Gondor,Hardcoal,2030,778.7770858556484
Primary Energy [TWh],Total,Gondor,Hardcoal,2035,641.9914286520816
Primary Energy [TWh],Total,Gondor,Hardcoal,2040,421.6951454232834
Primary Energy [TWh],Total,Gondor,Hardcoal,2045,12.599256779117965
Primary Energy [TWh],Total,Gondor,Hardcoal,2050,11.047444040140023
Primary Energy [TWh],Total,Gondor,H2,2045,18.072568282079597
Primary Energy [TWh],Total,Gondor,H2,2050,779.8819255975972
Primary Energy [TWh],Total,Gondor,Gas_Natural,2018,1678.9649045039973
Primary Energy [TWh],Total,Gondor,Gas_Natural,2025,1347.1869927053895
Primary Energy [TWh],Total,Gondor,Gas_Natural,2030,1195.734898742365
Primary Energy [TWh],Total,Gondor,Gas_Natural,2035,1163.9608452831476
Primary Energy [TWh],Total,Gondor,Gas_Natural,2040,1095.2964268286664
Primary Energy [TWh],Total,Gondor,Gas_Natural,2045,879.1316047796458
Primary Energy [TWh],Total,Gondor,Gas_Natural,2050,73.52263007325438
Primary Energy [TWh],Total,Gondor,Nuclear,2018,179.69837839814522
Primary Energy [TWh],Total,Gondor,Oil,2018,887.1485894070245
Primary Energy [TWh],Total,Gondor,Oil,2025,795.8290279826206
Primary Energy [TWh],Total,Gondor,Oil,2030,437.6351101156967
Primary Energy [TWh],Total,Gondor,Oil,2035,187.77880992546733
Primary Energy [TWh],Total,Gondor,Oil,2040,85.162350299409
Primary Energy [TWh],Total,Gondor,Oil,2045,24.45587991234882
Primary Energy [TWh],Total,Gondor,Oil,2050,17.81580074149583
Primary Energy [TWh],Total,Gondor,Power,2018,231.04089880360033
Primary Energy [TWh],Total,Gondor,Power,2025,336.92961164686864
Primary Energy [TWh],Total,Gondor,Power,2030,376.793315282465
Primary Energy [TWh],Total,Gondor,Power,2035,447.05856161989533
Primary Energy [TWh],Total,Gondor,Power,2040,609.464277982961
Primary Energy [TWh],Total,Gondor,Power,2045,781.2434918976459
Primary Energy [TWh],Total,Gondor,Power,2050,848.5458094362673
Primary Energy [TWh],Total,Gondor,Lignite,2018,178.97815120049526
Primary Energy [TWh],Total,Gondor,Lignite,2025,96.96734965919406
Primary Energy [TWh],Total,Gondor,Lignite,2030,39.68506346676634
Primary Energy [TWh],Total,Gondor,Lignite,2035,0.06133934987747398
Primary Energy [TWh],Total,Gondor,Lignite,2040,0.0035705203807627193
Primary Energy [TWh],Total,Gondor,Heat_Low_Industrial,2045,49.70073248512362
Primary Energy [TWh],Total,Gondor,Heat_Low_Industrial,2050,49.700732485123645
Primary Energy [TWh],Total,Rohan,Biomass,2018,57.78277810513228
Primary Energy [TWh],Total,Rohan,Biomass,2025,137.67886207343747
Primary Energy [TWh],Total,Rohan,Biomass,2030,144.2473552
Primary Energy [TWh],Total,Rohan,Biomass,2035,140.76740334000002
Primary Energy [TWh],Total,Rohan,Biomass,2040,95.01480021793667
Primary Energy [TWh],Total,Rohan,Biomass,2045,142.90232011400002
Primary Energy [TWh],Total,Rohan,Biomass,2050,132.415518876
Primary Energy [TWh],Total,Rohan,Hardcoal,2018,230.5371005715877
Primary Energy [TWh],Total,Rohan,Hardcoal,2025,213.41968359308015
Primary Energy [TWh],Total,Rohan,Hardcoal,2030,189.15780055564508
Primary Energy [TWh],Total,Rohan,Hardcoal,2035,153.29150700240444
Primary Energy [TWh],Total,Rohan,Hardcoal,2040,125.11653065295204
Primary Energy [TWh],Total,Rohan,Hardcoal,2045,0.48387650809065963
Primary Energy [TWh],Total,Rohan,H2,2045,15.159135874991978
Primary Energy [TWh],Total,Rohan,H2,2050,40.72696593612379
Primary Energy [TWh],Total,Rohan,Gas_Natural,2018,966.42652139994
Primary Energy [TWh],Total,Rohan,Gas_Natural,2025,605.692289492751
Primary Energy [TWh],Total,Rohan,Gas_Natural,2030,598.7658269674016
Primary Energy [TWh],Total,Rohan,Gas_Natural,2035,761.9762659674975
Primary Energy [TWh],Total,Rohan,Gas_Natural,2040,659.2772033515051
Primary Energy [TWh],Total,Rohan,Gas_Natural,2045,139.44606572154066
Primary Energy [TWh],Total,Rohan,Gas_Natural,2050,27.551527032401076
Primary Energy [TWh],Total,Rohan,Nuclear,2018,1026.806270987161
Primary Energy [TWh],Total,Rohan,Nuclear,2025,1108.2881493208656
Primary Energy [TWh],Total,Rohan,Nuclear,2030,767.9059429927555
Primary Energy [TWh],Total,Rohan,Nuclear,2035,378.56470006575904
Primary Energy [TWh],Total,Rohan,Nuclear,2040,146.68146482294023
Primary Energy [TWh],Total,Rohan,Nuclear,2045,90.8379661299742
Primary Energy [TWh],Total,Rohan,Oil,2018,632.742486137863
Primary Energy [TWh],Total,Rohan,Oil,2025,573.5505255393053
Primary Energy [TWh],Total,Rohan,Oil,2030,313.4074614443884
Primary Energy [TWh],Total,Rohan,Oil,2035,142.11263825822365
Primary Energy [TWh],Total,Rohan,Oil,2040,59.598960228332515
Primary Energy [TWh],Total,Rohan,Oil,2045,20.355205026125592
Primary Energy [TWh],Total,Rohan,Oil,2050,15.91295494890592
Primary Energy [TWh],Total,Rohan,Power,2018,106.469722050398
Primary Energy [TWh],Total,Rohan,Power,2025,200.9014703283215
Primary Energy [TWh],Total,Rohan,Power,2030,319.7949460683221
Primary Energy [TWh],Total,Rohan,Power,2035,359.89854759444984
Primary Energy [TWh],Total,Rohan,Power,2040,555.7047623329557
Primary Energy [TWh],Total,Rohan,Power,2045,820.6204897873918
Primary Energy [TWh],Total,Rohan,Power,2050,905.8749815705634
Primary Energy [TWh],Total,Rohan,Heat_Low_Industrial,2045,36.1041962834239
Primary Energy [TWh],Total,Rohan,Heat_Low_Industrial,2050,36.10419628342392
Primary Energy [TWh],Total,Harad,Biomass,2018,28.05115822502014
Primary Energy [TWh],Total,Harad,Biomass,2025,68.75359435
Primary Energy [TWh],Total,Harad,Biomass,2030,65.18091650000001
Primary Energy [TWh],Total,Harad,Biomass,2035,62.680042005000004
Primary Energy [TWh],Total,Harad,Biomass,2040,55.15133699261006
Primary Energy [TWh],Total,Harad,Biomass,2045,61.91682732550001
Primary Energy [TWh],Total,Harad,Biomass,2050,56.677943217000006
Primary Energy [TWh],Total,Harad,Hardcoal,2018,251.66562655648536
Primary Energy [TWh],Total,Harad,Hardcoal,2025,159.95544192010226
Primary Energy [TWh],Total,Harad,Hardcoal,2030,110.28888129778332
Primary Energy [TWh],Total,Harad,Hardcoal,2035,91.42674592169354
Primary Energy [TWh],Total,Harad,Hardcoal,2040,67.38135734378965
Primary Energy [TWh],Total,Harad,Hardcoal,2045,4.790278441570013
Primary Energy [TWh],Total,Harad,Hardcoal,2050,4.164920494811217
Primary Energy [TWh],Total,Harad,H2,2050,335.0228630155266
Primary Energy [TWh],Total,Harad,Gas_Natural,2018,920.6899689089698
Primary Energy [TWh],Total,Harad,Gas_Natural,2025,738.6120442367279
Primary Energy [TWh],Total,Harad,Gas_Natural,2030,730.4199978423236
Primary Energy [TWh],Total,Harad,Gas_Natural,2035,693.3398617624265
Primary Energy [TWh],Total,Harad,Gas_Natural,2040,580.9492051536207
Primary Energy [TWh],Total,Harad,Gas_Natural,2045,422.4837793889095
Primary Energy [TWh],Total,Harad,Gas_Natural,2050,16.67327586929145
Primary Energy [TWh],Total,Harad,Oil,2018,585.4323730012269
Primary Energy [TWh],Total,Harad,Oil,2025,520.5587326228987
Primary Energy [TWh],Total,Harad,Oil,2030,285.8985281571866
Primary Energy [TWh],Total,Harad,Oil,2035,131.42442904376588
Primary Energy [TWh],Total,Harad,Oil,2040,47.03936527124167
Primary Energy [TWh],Total,Harad,Oil,2045,15.090622541163235
Primary Energy [TWh],Total,Harad,Oil,2050,8.721254016407974
Primary Energy [TWh],Total,Harad,Power,2018,91.68241749025866
Primary Energy [TWh],Total,Harad,Power,2025,148.2215695601245
Primary Energy [TWh],Total,Harad,Power,2030,178.45687523868605
Primary Energy [TWh],Total,Harad,Power,2035,229.40218620593137
Primary Energy [TWh],Total,Harad,Power,2040,317.61369324550543
Primary Energy [TWh],Total,Harad,Power,2045,382.6619504537915
Primary Energy [TWh],Total,Harad,Power,2050,386.34321824179654
Primary Energy [TWh],Total,Harad,Heat_Low_Industrial,2045,20.363332273580586
Primary Energy [TWh],Total,Harad,Heat_Low_Industrial,2050,20.449691227446834
Primary Energy [TWh],Total,Mordor,Biomass,2018,33.03946029283278
Primary Energy [TWh],Total,Mordor,Biomass,2025,42.06286197360556
Primary Energy [TWh],Total,Mordor,Biomass,2030,73.66651340000001
Primary Energy [TWh],Total,Mordor,Biomass,2035,66.10897014874612
Primary Energy [TWh],Total,Mordor,Biomass,2040,52.78900241841131
Primary Energy [TWh],Total,Mordor,Biomass,2045,65.77455531250001
Primary Energy [TWh],Total,Mordor,Biomass,2050,62.58826967500001
Primary Energy [TWh],Total,Mordor,Hardcoal,2018,627.0247166683043
Primary Energy [TWh],Total,Mordor,Hardcoal,2025,446.58817977849276
Primary Energy [TWh],Total,Mordor,Hardcoal,2030,233.37747904337257
Primary Energy [TWh],Total,Mordor,Hardcoal,2035,175.27151837136168
Primary Energy [TWh],Total,Mordor,Hardcoal,2040,132.32964424905035
Primary Energy [TWh],Total,Mordor,Hardcoal,2045,1.3593711205423917
Primary Energy [TWh],Total,Mordor,Hardcoal,2050,1.0845743825487775
Primary Energy [TWh],Total,Mordor,Gas_Natural,2018,309.5855345428044
Primary Energy [TWh],Total,Mordor,Gas_Natural,2025,251.94247211483267
Primary Energy [TWh],Total,Mordor,Gas_Natural,2030,329.76888879121833
Primary Energy [TWh],Total,Mordor,Gas_Natural,2035,351.3587201624707
Primary Energy [TWh],Total,Mordor,Gas_Natural,2040,297.3340874250303
Primary Energy [TWh],Total,Mordor,Gas_Natural,2045,141.44507412038402
Primary Energy [TWh],Total,Mordor,Gas_Natural,2050,29.79736529979353
Primary Energy [TWh],Total,Mordor,Nuclear,2018,40.23955719361554
Primary Energy [TWh],Total,Mordor,Nuclear,2025,24.356593360785823
Primary Energy [TWh],Total,Mordor,Nuclear,2030,15.956852970129
Primary Energy [TWh],Total,Mordor,Nuclear,2035,12.081203670356377
Primary Energy [TWh],Total,Mordor,Nuclear,2040,7.337772346035548
Primary Energy [TWh],Total,Mordor,Nuclear,2045,12.789540912283437
Primary Energy [TWh],Total,Mordor,Nuclear,2050,8.734615007317494
Primary Energy [TWh],Total,Mordor,Oil,2018,284.43880196228423
Primary Energy [TWh],Total,Mordor,Oil,2025,267.5242376628827
Primary Energy [TWh],Total,Mordor,Oil,2030,145.2323871532843
Primary Energy [TWh],Total,Mordor,Oil,2035,59.28204408280028
Primary Energy [TWh],Total,Mordor,Oil,2040,21.609614736095885
Primary Energy [TWh],Total,Mordor,Oil,2045,4.579969073301582
Primary Energy [TWh],Total,Mordor,Oil,2050,2.9724245464222068
Primary Energy [TWh],Total,Mordor,Power,2018,18.25141983512218
Primary Energy [TWh],Total,Mordor,Power,2025,92.23068580065305
Primary Energy [TWh],Total,Mordor,Power,2030,147.33200470658267
Primary Energy [TWh],Total,Mordor,Power,2035,174.05685136108357
Primary Energy [TWh],Total,Mordor,Power,2040,236.36064174557887
Primary Energy [TWh],Total,Mordor,Power,2045,356.12810774226284
Primary Energy [TWh],Total,Mordor,Power,2050,444.36334265813
Primary Energy [TWh],Total,Mordor,Lignite,2018,34.96481911205217
Primary Energy [TWh],Total,Mordor,Lignite,2025,46.71981256685917
Primary Energy [TWh],Total,Mordor,Lignite,2030,18.150044848135046
Primary Energy [TWh],Total,Mordor,Lignite,2035,0.009569133670257402
Primary Energy [TWh],Total,Mordor,Heat_Low_Industrial,2045,12.345620073786709
Primary Energy [TWh],Total,Mordor,Heat_Low_Industrial,2050,12.360958536795016
Primary Energy [TWh],Total,Total,Biomass,2018,183.20934927602028
Primary Energy [TWh],Total,Total,Biomass,2025,418.2594244122418
Primary Energy [TWh],Total,Total,Biomass,2030,447.0873217000001
Primary Energy [TWh],Total,Total,Biomass,2035,427.08540514374613
Primary Energy [TWh],Total,Total,Biomass,2040,313.32006046085814
Primary Energy [TWh],Total,Total,Biomass,2045,425.8833766070001
Primary Energy [TWh],Total,Total,Biomass,2050,394.3051646354641
Primary Energy [TWh],Total,Total,Hardcoal,2018,1876.397164797108
Primary Energy [TWh],Total,Total,Hardcoal,2025,1589.9109803875792
Primary Energy [TWh],Total,Total,Hardcoal,2030,1353.3837690545156
Primary Energy [TWh],Total,Total,Hardcoal,2035,1093.3619450667873
Primary Energy [TWh],Total,Total,Hardcoal,2040,769.5891100020776
Primary Energy [TWh],Total,Total,Hardcoal,2045,19.472158992549932
Primary Energy [TWh],Total,Total,Hardcoal,2050,16.296938917500018
Primary Energy [TWh],Total,Total,H2,2045,33.231704157071576
Primary Energy [TWh],Total,Total,H2,2050,1167.65235564866
Primary Energy [TWh],Total,Total,Gas_Natural,2018,4044.4144557542813
Primary Energy [TWh],Total,Total,Gas_Natural,2025,3056.611720695262
Primary Energy [TWh],Total,Total,Gas_Natural,2030,2961.1312676610123
Primary Energy [TWh],Total,Total,Gas_Natural,2035,3083.829385086684
Primary Energy [TWh],Total,Total,Gas_Natural,2040,2717.4060838743694
Primary Energy [TWh],Total,Total,Gas_Natural,2045,1619.852388126887
Primary Energy [TWh],Total,Total,Gas_Natural,2050,159.80981672147394
Primary Energy [TWh],Total,Total,Nuclear,2018,1246.7442065789219
Primary Energy [TWh],Total,Total,Nuclear,2025,1132.6447426816515
Primary Energy [TWh],Total,Total,Nuclear,2030,783.8627959628845
Primary Energy [TWh],Total,Total,Nuclear,2035,390.64590373611543
Primary Energy [TWh],Total,Total,Nuclear,2040,154.01923716897576
Primary Energy [TWh],Total,Total,Nuclear,2045,103.62750704225765
Primary Energy [TWh],Total,Total,Nuclear,2050,8.734615007317494
Primary Energy [TWh],Total,Total,Oil,2018,2463.5610540055504
Primary Energy [TWh],Total,Total,Oil,2025,2223.049528782998
Primary Energy [TWh],Total,Total,Oil,2030,1218.471597809381
Primary Energy [TWh],Total,Total,Oil,2035,538.2582478884854
Primary Energy [TWh],Total,Total,Oil,2040,221.374395334251
Primary Energy [TWh],Total,Total,Oil,2045,67.64896263974971
Primary Energy [TWh],Total,Total,Oil,2050,46.50295339834316
Primary Energy [TWh],Total,Total,Power,2018,496.07447062084293
Primary Energy [TWh],Total,Total,Power,2025,860.875756222776
Primary Energy [TWh],Total,Total,Power,2030,1113.7567488131904
Primary Energy [TWh],Total,Total,Power,2035,1299.9588376984054
Primary Energy [TWh],Total,Total,Power,2040,1833.561887909653
Primary Energy [TWh],Total,Total,Power,2045,2471.2278441813487
Primary Energy [TWh],Total,Total,Power,2050,2721.5391693336705
Primary Energy [TWh],Total,Total,Lignite,2018,213.94297031254743
Primary Energy [TWh],Total,Total,Lignite,2025,143.68716222605323
Primary Energy [TWh],Total,Total,Lignite,2030,57.83510831490138
Primary Energy [TWh],Total,Total,Lignite,2035,0.07090848354773138
Primary Energy [TWh],Total,Total,Lignite,2040,0.0035705203807627193
Primary Energy [TWh],Total,Total,Heat_Low_Industrial,2045,128.3393164366493
Primary Energy [TWh],Total,Total,Heat_Low_Industrial,2050,129.2068580076678
Primary Energy [TWh],Total,EU27,Biomass,2018,183.20934927602028
Primary Energy [TWh],Total,EU27,Biomass,2025,418.2594244122418
Primary Energy [TWh],Total,EU27,Biomass,2030,447.0873217000001
Primary Energy [TWh],Total,EU27,Biomass,2035,427.08540514374613
Primary Energy [TWh],Total,EU27,Biomass,2040,313.32006046085814
Primary Energy [TWh],Total,EU27,Biomass,2045,425.8833766070001
Primary Energy [TWh],Total,EU27,Biomass,2050,394.3051646354641
Primary Energy [TWh],Total,EU27,Hardcoal,2018,1876.397164797108
Primary Energy [TWh],Total,EU27,Hardcoal,2025,1589.9109803875792
Primary Energy [TWh],Total,EU27,Hardcoal,2030,1353.3837690545156
Primary Energy [TWh],Total,EU27,Hardcoal,2035,1093.3619450667873
Primary Energy [TWh],Total,EU27,Hardcoal,2040,769.5891100020776
Primary Energy [TWh],Total,EU27,Hardcoal,2045,19.472158992549932
Primary Energy [TWh],Total,EU27,Hardcoal,2050,16.296938917500018
Primary Energy [TWh],Total,EU27,H2,2045,33.231704157071576
Primary Energy [TWh],Total,EU27,H2,2050,1167.65235564866
Primary Energy [TWh],Total,EU27,Gas_Natural,2018,4044.4144557542813
Primary Energy [TWh],Total,EU27,Gas_Natural,2025,3056.611720695262
Primary Energy [TWh],Total,EU27,Gas_Natural,2030,2961.1312676610123
Primary Energy [TWh],Total,EU27,Gas_Natural,2035,3083.829385086684
Primary Energy [TWh],Total,EU27,Gas_Natural,2040,2717.4060838743694
Primary Energy [TWh],Total,EU27,Gas_Natural,2045,1619.852388126887
Primary Energy [TWh],Total,EU27,Gas_Natural,2050,159.80981672147394
Primary Energy [TWh],Total,EU27,Nuclear,2018,1246.7442065789219
Primary Energy [TWh],Total,EU27,Nuclear,2025,1132.6447426816515
Primary Energy [TWh],Total,EU27,Nuclear,2030,783.8627959628845
Primary Energy [TWh],Total,EU27,Nuclear,2035,390.64590373611543
Primary Energy [TWh],Total,EU27,Nuclear,2040,154.01923716897576
Primary Energy [TWh],Total,EU27,Nuclear,2045,103.62750704225765
Primary Energy [TWh],Total,EU27,Nuclear,2050,8.734615007317494
Primary Energy [TWh],Total,EU27,Oil,2018,2463.5610540055504
Primary Energy [TWh],Total,EU27,Oil,2025,2223.049528782998
Primary Energy [TWh],Total,EU27,Oil,2030,1218.471597809381
Primary Energy [TWh],Total,EU27,Oil,2035,538.2582478884854
Primary Energy [TWh],Total,EU27,Oil,2040,221.374395334251
Primary Energy [TWh],Total,EU27,Oil,2045,67.64896263974971
Primary Energy [TWh],Total,EU27,Oil,2050,46.50295339834316
Primary Energy [TWh],Total,EU27,Power,2018,496.07447062084293
Primary Energy [TWh],Total,EU27,Power,2025,860.875756222776
Primary Energy [TWh],Total,EU27,Power,2030,1113.7567488131904
Primary Energy [TWh],Total,EU27,Power,2035,1299.9588376984054
Primary Energy [TWh],Total,EU27,Power,2040,1833.561887909653
Primary Energy [TWh],Total,EU27,Power,2045,2471.2278441813487
Primary Energy [TWh],Total,EU27,Power,2050,2721.5391693336705
Primary Energy [TWh],Total,EU27,Lignite,2018,213.94297031254743
Primary Energy [TWh],Total,EU27,Lignite,2025,143.68716222605323
Primary Energy [TWh],Total,EU27,Lignite,2030,57.83510831490138
Primary Energy [TWh],Total,EU27,Lignite,2035,0.07090848354773138
Primary Energy [TWh],Total,EU27,Lignite,2040,0.0035705203807627193
Primary Energy [TWh],Total,EU27,Heat_Low_Industrial,2045,128.3393164366493
Primary Energy [TWh],Total,EU27,Heat_Low_Industrial,2050,129.2068580076678
Primary Energy [% of Total],Total,DolAmroth,Biomass,2018,1.0
Primary Energy [% of Total],Total,DolAmroth,Biomass,2025,1.0
Primary Energy [% of Total],Total,DolAmroth,Biomass,2030,1.0
Primary Energy [% of Total],Total,DolAmroth,Biomass,2035,1.0
Primary Energy [% of Total],Total,DolAmroth,Biomass,2040,1.0
Primary Energy [% of Total],Total,DolAmroth,Biomass,2045,1.0
Primary Energy [% of Total],Total,DolAmroth,Biomass,2050,1.0
Primary Energy [% of Total],Total,DolAmroth,Hardcoal,2018,0.8466555230076636
Primary Energy [% of Total],Total,DolAmroth,Hardcoal,2025,0.7097184903092454
Primary Energy [% of Total],Total,DolAmroth,Hardcoal,2030,0.5947938626837816
Primary Energy [% of Total],Total,DolAmroth,Hardcoal,2035,0.53392692559914
Primary Energy [% of Total],Total,DolAmroth,Hardcoal,2040,0.4844656054976524
Primary Energy [% of Total],Total,DolAmroth,Hardcoal,2045,0.008756599417541007
Primary Energy [% of Total],Total,DolAmroth,H2,2050,0.3262831495554829
Primary Energy [% of Total],Total,DolAmroth,Gas_Natural,2018,0.6113542641481341
Primary Energy [% of Total],Total,DolAmroth,Gas_Natural,2025,0.5532088667685183
Primary Energy [% of Total],Total,DolAmroth,Gas_Natural,2030,0.6024247386503291
Primary Energy [% of Total],Total,DolAmroth,Gas_Natural,2035,0.6582284783554888
Primary Energy [% of Total],Total,DolAmroth,Gas_Natural,2040,0.6397423157722435
Primary Energy [% of Total],Total,DolAmroth,Gas_Natural,2045,0.5773718190382857
Primary Energy [% of Total],Total,DolAmroth,Gas_Natural,2050,0.24976603864771324
Primary Energy [% of Total],Total,DolAmroth,Oil,2018,0.21096143894603953
Primary Energy [% of Total],Total,DolAmroth,Oil,2025,0.24276069132783673
Primary Energy [% of Total],Total,DolAmroth,Oil,2030,0.17042420398915673
Primary Energy [% of Total],Total,DolAmroth,Oil,2035,0.09313167358920708
Primary Energy [% of Total],Total,DolAmroth,Oil,2040,0.056835561998033086
Primary Energy [% of Total],Total,DolAmroth,Oil,2045,0.04668084227292565
Primary Energy [% of Total],Total,DolAmroth,Oil,2050,0.02153005487709848
Primary Energy [% of Total],Total,DolAmroth,Power,2018,0.12204756689076741
Primary Energy [% of Total],Total,DolAmroth,Power,2025,0.2341294816966252
Primary Energy [% of Total],Total,DolAmroth,Power,2030,0.3002289224298721
Primary Energy [% of Total],Total,DolAmroth,Power,2035,0.32074588667432974
Primary Energy [% of Total],Total,DolAmroth,Power,2040,0.4495040553763326
Primary Energy [% of Total],Total,DolAmroth,Power,2045,0.6580557836727428
Primary Energy [% of Total],Total,DolAmroth,Power,2050,0.7310450800986498
Primary Energy [% of Total],Total,DolAmroth,Heat_Low_Industrial,2045,0.047181178174510015
Primary Energy [% of Total],Total,DolAmroth,Heat_Low_Industrial,2050,0.05371113401402062
Primary Energy [% of Total],Total,Gondor,Biomass,2018,1.0
Primary Energy [% of Total],Total,Gondor,Biomass,2025,1.0
Primary Energy [% of Total],Total,Gondor,Biomass,2030,1.0
Primary Energy [% of Total],Total,Gondor,Biomass,2035,1.0
