Type,Region,Dim1,Dim2,Year,Value
FinalEnergyConsumption,Mordor,HMI_Steam_Electric,Power,2040,31.44369558785762
FinalEnergyConsumption,Mordor,HMI_Steam_Electric,Power,2045,60.2052099910023
FinalEnergyConsumption,Mordor,HMI_Steam_Electric,Power,2050,59.5632882466391
FinalEnergyConsumption,Mordor,PSNG_Rail_Electric,Power,2018,1.9196836651692366
FinalEnergyConsumption,Mordor,PSNG_Rail_Electric,Power,2025,3.3692556431669898
FinalEnergyConsumption,Mordor,PSNG_Rail_Electric,Power,2030,3.40987039738448
FinalEnergyConsumption,Mordor,PSNG_Rail_Electric,Power,2035,3.847447119158302
FinalEnergyConsumption,Mordor,PSNG_Rail_Electric,Power,2040,3.3540785799674673
FinalEnergyConsumption,Mordor,PSNG_Rail_Electric,Power,2045,3.5622817809355722
FinalEnergyConsumption,Mordor,PSNG_Rail_Electric,Power,2050,4.419573972738798
FinalEnergyConsumption,Mordor,PSNG_Road_BEV,Power,2025,0.7342657089907971
FinalEnergyConsumption,Mordor,PSNG_Road_BEV,Power,2030,7.848253348655885
FinalEnergyConsumption,Mordor,PSNG_Road_BEV,Power,2035,12.00823405552418
FinalEnergyConsumption,Mordor,PSNG_Road_BEV,Power,2040,15.838267508030073
FinalEnergyConsumption,Mordor,PSNG_Road_BEV,Power,2045,12.782061384985838
FinalEnergyConsumption,Mordor,PSNG_Road_BEV,Power,2050,6.8736340497527255
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Power,2030,1.0866514010091108
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Power,2035,1.2719383873011239
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Power,2040,0.9413774419338052
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Power,2045,0.5479444239419793
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Power,2050,0.44890362393353106
FinalEnergyConsumption,Mordor,X_Electrolysis,Power,2030,2.5914339641699566
FinalEnergyConsumption,Mordor,X_Electrolysis,Power,2035,22.696765071751923
FinalEnergyConsumption,Mordor,X_Electrolysis,Power,2040,69.3486036523057
FinalEnergyConsumption,Mordor,X_Electrolysis,Power,2045,71.17101779866003
FinalEnergyConsumption,Mordor,X_Electrolysis,Power,2050,229.4668325007674
FinalEnergyConsumption,Mordor,HLI_Lignite,Lignite,2018,0.04616333118845916
FinalEnergyConsumption,Mordor,HLI_Lignite,Lignite,2025,0.03360654863598966
FinalEnergyConsumption,Mordor,HLI_Lignite,Lignite,2030,0.021123607032641364
FinalEnergyConsumption,Mordor,HLI_Lignite,Lignite,2035,0.009569133670257404
FinalEnergyConsumption,Mordor,P_Coal_Lignite,Lignite,2018,34.91865578086371
FinalEnergyConsumption,Mordor,P_Coal_Lignite,Lignite,2025,46.68620601822318
FinalEnergyConsumption,Mordor,P_Coal_Lignite,Lignite,2030,18.128921241102397
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Gas_Synth,2045,0.3312885666953958
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Gas_Synth,2050,0.26292440626159164
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Gas_Synth,2045,0.008358022837355315
FinalEnergyConsumption,Mordor,HLI_Gas_Boiler,Gas_Synth,2045,2.690291611737979
FinalEnergyConsumption,Mordor,HLI_Gas_Boiler,Gas_Synth,2050,5.220762414467077
FinalEnergyConsumption,Mordor,HLR_Gas_Boiler,Gas_Synth,2045,2.4688331841400943
FinalEnergyConsumption,Mordor,HLR_Gas_Boiler,Gas_Synth,2050,26.450651995885597
FinalEnergyConsumption,Mordor,HMI_Gas,Gas_Synth,2045,2.468833184140095
FinalEnergyConsumption,Mordor,HMI_Gas,Gas_Synth,2050,46.3701868639671
FinalEnergyConsumption,Mordor,P_Gas_CCGT,Gas_Synth,2045,7.066852962887533
FinalEnergyConsumption,Mordor,P_Gas_CCGT,Gas_Synth,2050,33.03136323928621
FinalEnergyConsumption,Mordor,D_Heat_HLR,Heat_Low_Residential,2045,9.174349970742652
FinalEnergyConsumption,Mordor,D_Heat_HLR,Heat_Low_Residential,2050,11.928566015674457
FinalEnergyConsumption,Gondor,InputDemand,Power,2018,45.99680281793134
FinalEnergyConsumption,Rohan,InputDemand,Power,2018,384.8503139343531
FinalEnergyConsumption,Harad,InputDemand,Power,2018,543.0469324250166
FinalEnergyConsumption,Mordor,InputDemand,Power,2018,149.99427163489284
FinalEnergyConsumption,Gondor,InputDemand,Power,2025,44.630651777436114
FinalEnergyConsumption,Rohan,InputDemand,Power,2025,373.4198747601911
FinalEnergyConsumption,Harad,InputDemand,Power,2025,526.9178954850628
FinalEnergyConsumption,Mordor,InputDemand,Power,2025,145.5392917730648
FinalEnergyConsumption,Gondor,InputDemand,Power,2030,43.738038741887244
FinalEnergyConsumption,Rohan,InputDemand,Power,2030,365.9514772649847
FinalEnergyConsumption,Harad,InputDemand,Power,2030,516.3795375753616
FinalEnergyConsumption,Mordor,InputDemand,Power,2030,142.62850593760368
FinalEnergyConsumption,Gondor,InputDemand,Power,2035,42.8588149018718
FinalEnergyConsumption,Rohan,InputDemand,Power,2035,358.5951057322089
FinalEnergyConsumption,Harad,InputDemand,Power,2035,505.9992550343054
FinalEnergyConsumption,Mordor,InputDemand,Power,2035,139.76138188967414
FinalEnergyConsumption,Gondor,InputDemand,Power,2040,41.99280173478231
FinalEnergyConsumption,Rohan,InputDemand,Power,2040,351.34926648236257
FinalEnergyConsumption,Harad,InputDemand,Power,2040,495.7749401903114
FinalEnergyConsumption,Mordor,InputDemand,Power,2040,136.93733747210948
FinalEnergyConsumption,Gondor,InputDemand,Power,2045,41.1398229495448
FinalEnergyConsumption,Rohan,InputDemand,Power,2045,344.21248450694117
FinalEnergyConsumption,Harad,InputDemand,Power,2045,485.704511717698
FinalEnergyConsumption,Mordor,InputDemand,Power,2045,134.15579780470748
FinalEnergyConsumption,Gondor,InputDemand,Power,2050,40.2997044598382
FinalEnergyConsumption,Rohan,InputDemand,Power,2050,337.18330324437613
FinalEnergyConsumption,Harad,InputDemand,Power,2050,475.78591432051337
FinalEnergyConsumption,Mordor,InputDemand,Power,2050,131.41619519690596
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Freight,2018,68.02406176790714
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Freight,2018,681.2338442082965
FinalEnergyConsumption,Harad,InputDemand,Mobility_Freight,2018,383.92922439469464
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Freight,2018,281.89366791896333
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Freight,2025,77.04181946060756
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Freight,2025,771.5430903703007
FinalEnergyConsumption,Harad,InputDemand,Mobility_Freight,2025,434.8256370280722
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Freight,2025,319.2635150926458
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Freight,2030,77.50294294326304
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Freight,2030,776.161058109656
FinalEnergyConsumption,Harad,InputDemand,Mobility_Freight,2030,437.42822758860297
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Freight,2030,321.1744240638388
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Freight,2035,78.00351167638172
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Freight,2035,781.1740542979219
FinalEnergyConsumption,Harad,InputDemand,Mobility_Freight,2035,440.25344796603616
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Freight,2035,323.2487952871539
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Freight,2040,79.23610980533081
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Freight,2040,793.5180328832186
FinalEnergyConsumption,Harad,InputDemand,Mobility_Freight,2040,447.21025753222176
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Freight,2040,328.35671737544413
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Freight,2045,80.97757526706816
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Freight,2045,810.9581148222104
FinalEnergyConsumption,Harad,InputDemand,Mobility_Freight,2045,457.0391249455822
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Freight,2045,335.5734003226977
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Freight,2050,83.42798100013468
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Freight,2050,835.4979507864672
FinalEnergyConsumption,Harad,InputDemand,Mobility_Freight,2050,470.8692660471004
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Freight,2050,345.7279521390916
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Passenger,2018,116.92140876229944
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Passenger,2018,1306.1536940733051
FinalEnergyConsumption,Harad,InputDemand,Mobility_Passenger,2018,1014.9535112288612
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Passenger,2018,1006.0719845938196
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Passenger,2025,107.61509765300424
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Passenger,2025,1202.1909317162913
FinalEnergyConsumption,Harad,InputDemand,Mobility_Passenger,2025,934.1687068294367
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Passenger,2025,925.9941016287697
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Passenger,2030,105.30796292389361
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Passenger,2030,1176.417443515523
FinalEnergyConsumption,Harad,InputDemand,Mobility_Passenger,2030,914.1412839735535
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Passenger,2030,906.1419322081912
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Passenger,2035,102.84333456449042
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Passenger,2035,1148.884560784884
FinalEnergyConsumption,Harad,InputDemand,Mobility_Passenger,2035,892.746714461169
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Passenger,2035,884.9345795849229
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Passenger,2040,102.9167864815088
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Passenger,2040,1149.7051076271312
FinalEnergyConsumption,Harad,InputDemand,Mobility_Passenger,2040,893.3843246462783
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Passenger,2040,885.5666102515825
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Passenger,2045,102.2138750656243
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Passenger,2045,1141.852736088141
FinalEnergyConsumption,Harad,InputDemand,Mobility_Passenger,2045,887.2825985621771
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Passenger,2045,879.5182783792716
FinalEnergyConsumption,Gondor,InputDemand,Mobility_Passenger,2050,100.9703478019442
FinalEnergyConsumption,Rohan,InputDemand,Mobility_Passenger,2050,1127.961030998967
FinalEnergyConsumption,Harad,InputDemand,Mobility_Passenger,2050,876.4879769788297
FinalEnergyConsumption,Mordor,InputDemand,Mobility_Passenger,2050,868.8181170032605
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Residential,2018,79.72257747413123
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Residential,2018,820.2078119771128
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Residential,2018,484.85254798584174
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Residential,2018,460.53656088546023
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Residential,2025,71.90658530189246
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Residential,2025,675.6738452239846
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Residential,2025,442.7666943180963
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Residential,2025,408.8160847393047
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Residential,2030,66.00097048213212
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Residential,2030,618.4413868957928
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Residential,2030,414.0715476585814
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Residential,2030,381.52864103318177
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Residential,2035,60.66664573156489
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Residential,2035,554.3150657226325
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Residential,2035,394.2776433123005
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Residential,2035,369.6716394269773
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Residential,2040,55.60090802122163
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Residential,2040,525.9132722724772
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Residential,2040,375.19137406506087
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Residential,2040,353.5352314775204
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Residential,2045,51.4486062874212
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Residential,2045,495.96931164283865
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Residential,2045,349.12602841886047
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Residential,2045,340.4994531797849
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Residential,2050,48.05738855151694
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Residential,2050,463.3656460634911
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Residential,2050,325.9589588158855
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Residential,2050,324.020764606708
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Industrial,2018,27.81775048
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Industrial,2018,135.0761698
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Industrial,2018,78.26709717
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Industrial,2018,61.448454079999706
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Industrial,2025,27.103868640159998
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Industrial,2025,117.53272869140002
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Industrial,2025,72.66813696054
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Industrial,2025,53.5741219728
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Industrial,2030,26.89380295056
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Industrial,2030,113.53371808570002
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Industrial,2030,70.63418333144999
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Industrial,2030,53.20700235968
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Industrial,2035,25.99981005023997
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Industrial,2035,109.70155194349971
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Industrial,2035,70.22922333722974
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Industrial,2035,54.22100578752
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Industrial,2040,24.9855885292
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Industrial,2040,104.8466605373
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Industrial,2040,71.60578101221999
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Industrial,2040,55.142194597359996
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Industrial,2045,24.14872484544
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Industrial,2045,101.15351145459971
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Industrial,2045,73.88954500658973
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Industrial,2045,56.145300243759706
FinalEnergyConsumption,Gondor,InputDemand,Heat_Low_Industrial,2050,23.90663853032
FinalEnergyConsumption,Rohan,InputDemand,Heat_Low_Industrial,2050,99.70733713929968
FinalEnergyConsumption,Harad,InputDemand,Heat_Low_Industrial,2050,77.96982898655999
FinalEnergyConsumption,Mordor,InputDemand,Heat_Low_Industrial,2050,58.386967597920005
FinalEnergyConsumption,Gondor,InputDemand,Heat_Medium_Industrial,2018,69.60860203544
FinalEnergyConsumption,Rohan,InputDemand,Heat_Medium_Industrial,2018,677.0153808836
FinalEnergyConsumption,Harad,InputDemand,Heat_Medium_Industrial,2018,266.7326168871
FinalEnergyConsumption,Mordor,InputDemand,Heat_Medium_Industrial,2018,301.6252063656
FinalEnergyConsumption,Gondor,InputDemand,Heat_Medium_Industrial,2025,66.76735897208
FinalEnergyConsumption,Rohan,InputDemand,Heat_Medium_Industrial,2025,635.6099607703969
FinalEnergyConsumption,Harad,InputDemand,Heat_Medium_Industrial,2025,267.80754248943
FinalEnergyConsumption,Mordor,InputDemand,Heat_Medium_Industrial,2025,271.90292533871997
FinalEnergyConsumption,Gondor,InputDemand,Heat_Medium_Industrial,2030,65.06858638591972
FinalEnergyConsumption,Rohan,InputDemand,Heat_Medium_Industrial,2030,609.9374821859
FinalEnergyConsumption,Harad,InputDemand,Heat_Medium_Industrial,2030,255.5682310973097
FinalEnergyConsumption,Mordor,InputDemand,Heat_Medium_Industrial,2030,255.97200179824
FinalEnergyConsumption,Gondor,InputDemand,Heat_Medium_Industrial,2035,63.442016297919714
FinalEnergyConsumption,Rohan,InputDemand,Heat_Medium_Industrial,2035,582.0664661965969
FinalEnergyConsumption,Harad,InputDemand,Heat_Medium_Industrial,2035,244.89945989753974
FinalEnergyConsumption,Mordor,InputDemand,Heat_Medium_Industrial,2035,240.70087769311968
FinalEnergyConsumption,Gondor,InputDemand,Heat_Medium_Industrial,2040,62.07432469783971
FinalEnergyConsumption,Rohan,InputDemand,Heat_Medium_Industrial,2040,551.5625673503
FinalEnergyConsumption,Harad,InputDemand,Heat_Medium_Industrial,2040,236.97293179719
FinalEnergyConsumption,Mordor,InputDemand,Heat_Medium_Industrial,2040,229.03303515768002
FinalEnergyConsumption,Gondor,InputDemand,Heat_Medium_Industrial,2045,61.18646145144
FinalEnergyConsumption,Rohan,InputDemand,Heat_Medium_Industrial,2045,523.7159179119969
FinalEnergyConsumption,Harad,InputDemand,Heat_Medium_Industrial,2045,229.73502966287975
FinalEnergyConsumption,Mordor,InputDemand,Heat_Medium_Industrial,2045,220.3304417152797
FinalEnergyConsumption,Gondor,InputDemand,Heat_Medium_Industrial,2050,60.12878918488
FinalEnergyConsumption,Rohan,InputDemand,Heat_Medium_Industrial,2050,495.1183794843001
FinalEnergyConsumption,Harad,InputDemand,Heat_Medium_Industrial,2050,224.1121106771697
FinalEnergyConsumption,Mordor,InputDemand,Heat_Medium_Industrial,2050,213.95598431584
FinalEnergyConsumption,Gondor,InputDemand,Heat_High_Industrial,2018,33.064648240000004
FinalEnergyConsumption,Rohan,InputDemand,Heat_High_Industrial,2018,203.2308773
FinalEnergyConsumption,Harad,InputDemand,Heat_High_Industrial,2018,71.10480819
FinalEnergyConsumption,Mordor,InputDemand,Heat_High_Industrial,2018,62.02176656
FinalEnergyConsumption,Gondor,InputDemand,Heat_High_Industrial,2025,29.00332025136
FinalEnergyConsumption,Rohan,InputDemand,Heat_High_Industrial,2025,181.92586032830002
FinalEnergyConsumption,Harad,InputDemand,Heat_High_Industrial,2025,58.93157667377999
FinalEnergyConsumption,Mordor,InputDemand,Heat_High_Industrial,2025,54.26052195615971
FinalEnergyConsumption,Gondor,InputDemand,Heat_High_Industrial,2030,26.66126327696
FinalEnergyConsumption,Rohan,InputDemand,Heat_High_Industrial,2030,168.17181935180002
FinalEnergyConsumption,Harad,InputDemand,Heat_High_Industrial,2030,51.9914519751
FinalEnergyConsumption,Mordor,InputDemand,Heat_High_Industrial,2030,49.785810237279996
FinalEnergyConsumption,Gondor,InputDemand,Heat_High_Industrial,2035,24.14471621639997
FinalEnergyConsumption,Rohan,InputDemand,Heat_High_Industrial,2035,153.2015411058
FinalEnergyConsumption,Harad,InputDemand,Heat_High_Industrial,2035,46.089246068579996
FinalEnergyConsumption,Mordor,InputDemand,Heat_High_Industrial,2035,46.22029694671972
FinalEnergyConsumption,Gondor,InputDemand,Heat_High_Industrial,2040,21.624742751040003
FinalEnergyConsumption,Rohan,InputDemand,Heat_High_Industrial,2040,137.52713579000002
FinalEnergyConsumption,Harad,InputDemand,Heat_High_Industrial,2040,41.04455531942999
FinalEnergyConsumption,Mordor,InputDemand,Heat_High_Industrial,2040,43.10945045992
FinalEnergyConsumption,Gondor,InputDemand,Heat_High_Industrial,2045,19.35971075064
FinalEnergyConsumption,Rohan,InputDemand,Heat_High_Industrial,2045,124.48808902750001
FinalEnergyConsumption,Harad,InputDemand,Heat_High_Industrial,2045,36.887881424039996
FinalEnergyConsumption,Mordor,InputDemand,Heat_High_Industrial,2045,40.38919193504
FinalEnergyConsumption,Gondor,InputDemand,Heat_High_Industrial,2050,17.17369964232
FinalEnergyConsumption,Rohan,InputDemand,Heat_High_Industrial,2050,113.9899846216997
FinalEnergyConsumption,Harad,InputDemand,Heat_High_Industrial,2050,33.513014082089995
FinalEnergyConsumption,Mordor,InputDemand,Heat_High_Industrial,2050,38.610006875439716
ElectricityShareOfFinalEnergy,DolAmroth,X,X,2018,0.13419474186770733
ElectricityShareOfFinalEnergy,DolAmroth,X,X,2025,0.23412948169662517
ElectricityShareOfFinalEnergy,DolAmroth,X,X,2030,0.300228922429872
ElectricityShareOfFinalEnergy,DolAmroth,X,X,2035,0.3480368037362312
ElectricityShareOfFinalEnergy,DolAmroth,X,X,2040,0.4359950205674477
ElectricityShareOfFinalEnergy,DolAmroth,X,X,2045,0.6365836254017578
ElectricityShareOfFinalEnergy,DolAmroth,X,X,2050,0.649358828091221
ElectricityShareOfFinalEnergy,Gondor,X,X,2018,0.10563097282387775
ElectricityShareOfFinalEnergy,Gondor,X,X,2025,0.1427257868222776
ElectricityShareOfFinalEnergy,Gondor,X,X,2030,0.18131074620329268
ElectricityShareOfFinalEnergy,Gondor,X,X,2035,0.23984268931205158
ElectricityShareOfFinalEnergy,Gondor,X,X,2040,0.3221644295674017
ElectricityShareOfFinalEnergy,Gondor,X,X,2045,0.46770566065714725
ElectricityShareOfFinalEnergy,Gondor,X,X,2050,0.45883279784776115
ElectricityShareOfFinalEnergy,Rohan,X,X,2018,0.16787501264761528
ElectricityShareOfFinalEnergy,Rohan,X,X,2025,0.20246610237119828
ElectricityShareOfFinalEnergy,Rohan,X,X,2030,0.25679026612335437
ElectricityShareOfFinalEnergy,Rohan,X,X,2035,0.31014924837835933
ElectricityShareOfFinalEnergy,Rohan,X,X,2040,0.40971432838410593
ElectricityShareOfFinalEnergy,Rohan,X,X,2045,0.689629357346138
ElectricityShareOfFinalEnergy,Rohan,X,X,2050,0.7372164194584838
ElectricityShareOfFinalEnergy,Harad,X,X,2018,0.08369695472899347
ElectricityShareOfFinalEnergy,Harad,X,X,2025,0.13400270321770594
ElectricityShareOfFinalEnergy,Harad,X,X,2030,0.19014647174703878
ElectricityShareOfFinalEnergy,Harad,X,X,2035,0.253241653915512
ElectricityShareOfFinalEnergy,Harad,X,X,2040,0.3345966433999947
ElectricityShareOfFinalEnergy,Harad,X,X,2045,0.4401609702687344
ElectricityShareOfFinalEnergy,Harad,X,X,2050,0.4475290495964109
ElectricityShareOfFinalEnergy,Mordor,X,X,2018,0.12080339767158489
ElectricityShareOfFinalEnergy,Mordor,X,X,2025,0.15695053674228554
ElectricityShareOfFinalEnergy,Mordor,X,X,2030,0.24259887224060128
ElectricityShareOfFinalEnergy,Mordor,X,X,2035,0.3029186883198885
ElectricityShareOfFinalEnergy,Mordor,X,X,2040,0.37414533699056024
ElectricityShareOfFinalEnergy,Mordor,X,X,2045,0.5828017236549341
ElectricityShareOfFinalEnergy,Mordor,X,X,2050,0.5776784616444126
ElectricityShareOfFinalEnergy,Total,X,X,2018,0.1239521207043899
ElectricityShareOfFinalEnergy,Total,X,X,2025,0.16544238204580802
ElectricityShareOfFinalEnergy,Total,X,X,2030,0.21797679772527326
ElectricityShareOfFinalEnergy,Total,X,X,2035,0.27519148270179544
ElectricityShareOfFinalEnergy,Total,X,X,2040,0.36009074732526025
ElectricityShareOfFinalEnergy,Total,X,X,2045,0.5404875622486461
ElectricityShareOfFinalEnergy,Total,X,X,2050,0.5453393131280954
