Type,Region,Dim1,Dim2,Year,Value
FinalEnergyConsumption,Harad,HLI_Oil_Boiler,Oil,2018,0.03685429848691792
FinalEnergyConsumption,Harad,HLI_Oil_Boiler,Oil,2025,0.09625707050719613
FinalEnergyConsumption,Harad,HLI_Oil_Boiler,Oil,2030,0.286499327022491
FinalEnergyConsumption,Harad,HLI_Oil_Boiler,Oil,2035,0.14310313155485868
FinalEnergyConsumption,Harad,HLR_Oil_Boiler,Oil,2018,0.3459990318803072
FinalEnergyConsumption,Harad,HLR_Oil_Boiler,Oil,2025,0.9201086961210778
FinalEnergyConsumption,Harad,HLR_Oil_Boiler,Oil,2030,2.573448861653628
FinalEnergyConsumption,Harad,HLR_Oil_Boiler,Oil,2035,6.227303984955162
FinalEnergyConsumption,Harad,HLR_Oil_Boiler,Oil,2040,0.4977339492741907
FinalEnergyConsumption,Harad,PSNG_Air_Conv,Oil,2018,13.863934241847797
FinalEnergyConsumption,Harad,PSNG_Air_Conv,Oil,2025,12.284510200249603
FinalEnergyConsumption,Harad,PSNG_Air_Conv,Oil,2030,10.314493809777098
FinalEnergyConsumption,Harad,PSNG_Air_Conv,Oil,2035,9.87605667115261
FinalEnergyConsumption,Harad,PSNG_Air_Conv,Oil,2040,0.6992156955795963
FinalEnergyConsumption,Harad,PSNG_Rail_Conv,Oil,2018,3.95502935691891
FinalEnergyConsumption,Harad,PSNG_Road_ICE,Oil,2018,354.84531524168347
FinalEnergyConsumption,Harad,PSNG_Road_ICE,Oil,2025,283.0634662002291
FinalEnergyConsumption,Harad,PSNG_Road_ICE,Oil,2030,138.46013010922613
FinalEnergyConsumption,Harad,PSNG_Road_ICE,Oil,2035,58.18677621330963
FinalEnergyConsumption,Harad,PSNG_Road_ICE,Oil,2040,19.34702765386874
FinalEnergyConsumption,Harad,PSNG_Road_ICE,Oil,2045,6.75053576432345
FinalEnergyConsumption,Harad,PSNG_Road_ICE,Oil,2050,2.6319737482693117
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Oil,2030,14.080883458535656
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Oil,2035,16.467316033024666
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Oil,2040,12.352417598836588
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Oil,2045,7.465595590628831
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Oil,2050,6.056027746038081
FinalEnergyConsumption,Harad,D_Battery_Li-Ion,Power,2045,49.586869183065
FinalEnergyConsumption,Harad,D_Battery_Li-Ion,Power,2050,52.428309018837005
FinalEnergyConsumption,Harad,FRT_Rail_Electric,Power,2018,3.8636741762736038
FinalEnergyConsumption,Harad,FRT_Rail_Electric,Power,2025,6.184614886020042
FinalEnergyConsumption,Harad,FRT_Rail_Electric,Power,2030,7.297611989263954
FinalEnergyConsumption,Harad,FRT_Rail_Electric,Power,2035,7.902631623116713
FinalEnergyConsumption,Harad,FRT_Rail_Electric,Power,2040,8.179380956322698
FinalEnergyConsumption,Harad,FRT_Rail_Electric,Power,2045,9.102494241020622
FinalEnergyConsumption,Harad,FRT_Rail_Electric,Power,2050,5.613422243801514
FinalEnergyConsumption,Harad,FRT_Road_OH,Power,2030,14.376739716282447
FinalEnergyConsumption,Harad,FRT_Road_OH,Power,2035,23.866999134244097
FinalEnergyConsumption,Harad,FRT_Road_OH,Power,2040,25.741229092211803
FinalEnergyConsumption,Harad,FRT_Road_OH,Power,2045,24.979187772484188
FinalEnergyConsumption,Harad,FRT_Road_OH,Power,2050,27.143062938361005
FinalEnergyConsumption,Harad,HHI_DRI_EAF,Power,2025,0.6862303906540468
FinalEnergyConsumption,Harad,HHI_DRI_EAF,Power,2030,0.3915779842519395
FinalEnergyConsumption,Harad,HHI_DRI_EAF,Power,2035,0.185951368464616
FinalEnergyConsumption,Harad,HHI_DRI_EAF,Power,2040,0.07058476376260807
FinalEnergyConsumption,Harad,HHI_DRI_EAF,Power,2045,0.01339699355805982
FinalEnergyConsumption,Harad,HHI_Scrap_EAF,Power,2018,4.129016446337918
FinalEnergyConsumption,Harad,HHI_Scrap_EAF,Power,2025,8.274199202705876
FinalEnergyConsumption,Harad,HHI_Scrap_EAF,Power,2030,14.81363443033186
FinalEnergyConsumption,Harad,HHI_Scrap_EAF,Power,2035,27.549099255666615
FinalEnergyConsumption,Harad,HHI_Scrap_EAF,Power,2040,32.8901293038081
FinalEnergyConsumption,Harad,HHI_Scrap_EAF,Power,2045,48.71525365455568
FinalEnergyConsumption,Harad,HHI_Scrap_EAF,Power,2050,45.479406189223674
FinalEnergyConsumption,Harad,HLI_Direct_Electric,Power,2025,0.2565516615968517
FinalEnergyConsumption,Harad,HLI_Direct_Electric,Power,2030,0.2309960141889604
FinalEnergyConsumption,Harad,HLI_Direct_Electric,Power,2035,0.1647395322797509
FinalEnergyConsumption,Harad,HLI_Direct_Electric,Power,2040,0.11724891873156812
FinalEnergyConsumption,Harad,HLI_Direct_Electric,Power,2045,0.0716120217139088
FinalEnergyConsumption,Harad,HLI_Direct_Electric,Power,2050,0.041555360388402796
FinalEnergyConsumption,Harad,HLR_Direct_Electric,Power,2025,3.761747077051018
FinalEnergyConsumption,Harad,HLR_Direct_Electric,Power,2030,3.3097698642691777
FinalEnergyConsumption,Harad,HLR_Direct_Electric,Power,2035,2.2332822417989617
FinalEnergyConsumption,Harad,HLR_Direct_Electric,Power,2040,1.4877560299486698
FinalEnergyConsumption,Harad,HLR_Direct_Electric,Power,2045,0.8557654269659992
FinalEnergyConsumption,Harad,HLR_Direct_Electric,Power,2050,0.4053997950927027
FinalEnergyConsumption,Harad,HLR_Heatpump_Aerial,Power,2025,20.248572570392067
FinalEnergyConsumption,Harad,HLR_Heatpump_Aerial,Power,2030,19.687771454277748
FinalEnergyConsumption,Harad,HLR_Heatpump_Aerial,Power,2035,19.588279912653196
FinalEnergyConsumption,Harad,HLR_Heatpump_Aerial,Power,2040,40.14766052348419
FinalEnergyConsumption,Harad,HLR_Heatpump_Aerial,Power,2045,61.58482897680531
FinalEnergyConsumption,Harad,HLR_Heatpump_Aerial,Power,2050,61.10464127324976
FinalEnergyConsumption,Harad,HMI_Steam_Electric,Power,2025,34.0562900064261
FinalEnergyConsumption,Harad,HMI_Steam_Electric,Power,2030,40.51891269804688
FinalEnergyConsumption,Harad,HMI_Steam_Electric,Power,2035,39.658718130323095
FinalEnergyConsumption,Harad,HMI_Steam_Electric,Power,2040,39.008170562643386
FinalEnergyConsumption,Harad,HMI_Steam_Electric,Power,2045,37.4990840398931
FinalEnergyConsumption,Harad,HMI_Steam_Electric,Power,2050,44.84668421755316
FinalEnergyConsumption,Harad,PSNG_Rail_Electric,Power,2018,5.135159088030954
FinalEnergyConsumption,Harad,PSNG_Rail_Electric,Power,2025,8.956788192746481
FinalEnergyConsumption,Harad,PSNG_Rail_Electric,Power,2030,9.233291002911374
FinalEnergyConsumption,Harad,PSNG_Rail_Electric,Power,2035,10.68104594192504
FinalEnergyConsumption,Harad,PSNG_Rail_Electric,Power,2040,9.274665870156634
FinalEnergyConsumption,Harad,PSNG_Rail_Electric,Power,2045,10.180855162546619
FinalEnergyConsumption,Harad,PSNG_Rail_Electric,Power,2050,12.96158146401368
FinalEnergyConsumption,Harad,PSNG_Road_BEV,Power,2025,2.267283972015482
FinalEnergyConsumption,Harad,PSNG_Road_BEV,Power,2030,23.916379849395046
FinalEnergyConsumption,Harad,PSNG_Road_BEV,Power,2035,36.26051159460733
FinalEnergyConsumption,Harad,PSNG_Road_BEV,Power,2040,47.85861493236673
FinalEnergyConsumption,Harad,PSNG_Road_BEV,Power,2045,36.46038327064352
FinalEnergyConsumption,Harad,PSNG_Road_BEV,Power,2050,20.609450364304394
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Power,2030,3.416205069183385
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Power,2035,3.943495140811431
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Power,2040,2.9188559970252883
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Power,2045,1.7401198362038133
FinalEnergyConsumption,Harad,PSNG_Road_PHEV,Power,2050,1.391880638347511
FinalEnergyConsumption,Harad,X_Electrolysis,Power,2035,38.35754846944075
FinalEnergyConsumption,Harad,X_Electrolysis,Power,2040,109.65525888102954
FinalEnergyConsumption,Harad,X_Electrolysis,Power,2045,108.52193346648815
FinalEnergyConsumption,Harad,X_Electrolysis,Power,2050,252.66545532972043
FinalEnergyConsumption,Harad,HHI_BF_BOF,Gas_Synth,2040,0.6032286192011903
FinalEnergyConsumption,Harad,HHI_BF_BOF,Gas_Synth,2045,1.1674254771179646
FinalEnergyConsumption,Harad,HHI_BF_BOF,Gas_Synth,2050,1.0096672628866232
FinalEnergyConsumption,Harad,HHI_DRI_EAF,Gas_Synth,2040,0.4072407025110837
FinalEnergyConsumption,Harad,HHI_DRI_EAF,Gas_Synth,2045,0.07914740635454365
FinalEnergyConsumption,Harad,HLI_Gas_Boiler,Gas_Synth,2045,3.6668100720288694
FinalEnergyConsumption,Harad,HLI_Gas_Boiler,Gas_Synth,2050,5.785774893933568
FinalEnergyConsumption,Harad,HLR_Gas_Boiler,Gas_Synth,2045,2.45669147775069
FinalEnergyConsumption,Harad,HLR_Gas_Boiler,Gas_Synth,2050,92.38383355869479
FinalEnergyConsumption,Harad,HMI_Gas,Gas_Synth,2045,2.456691477750689
FinalEnergyConsumption,Harad,HMI_Gas,Gas_Synth,2050,140.09004999385255
FinalEnergyConsumption,Harad,P_Gas_CCGT,Gas_Synth,2040,6.513765558162884
FinalEnergyConsumption,Harad,P_Gas_CCGT,Gas_Synth,2045,7.37007443325206
FinalEnergyConsumption,Harad,P_Gas_CCGT,Gas_Synth,2050,143.87042402190355
FinalEnergyConsumption,Harad,D_Heat_HLR,Heat_Low_Residential,2050,1.7129155237073843e-14
FinalEnergyConsumption,Harad,D_Heat_HLI,Heat_Low_Industrial,2045,0.8050490125149391
FinalEnergyConsumption,Harad,D_Heat_HLI,Heat_Low_Industrial,2050,0.7646820439945736
FinalEnergyConsumption,Mordor,RES_PV_Rooftop_Commercial,Area_Rooftop_Commercial,2050,9.587158097589633
FinalEnergyConsumption,Mordor,HLI_Biomass,Biomass,2018,7.52040645283278
FinalEnergyConsumption,Mordor,HLI_Biomass,Biomass,2025,7.735188084713643
FinalEnergyConsumption,Mordor,HLI_Biomass,Biomass,2030,5.438131762977372
FinalEnergyConsumption,Mordor,HLI_Biomass,Biomass,2035,3.8120638850048034
FinalEnergyConsumption,Mordor,HLI_Biomass,Biomass,2040,2.6428034155460858
FinalEnergyConsumption,Mordor,HLI_Biomass,Biomass,2045,1.5707002642909285
FinalEnergyConsumption,Mordor,HLI_Biomass,Biomass,2050,0.7883594813255722
FinalEnergyConsumption,Mordor,HLR_Biomass,Biomass,2018,25.519053839999998
FinalEnergyConsumption,Mordor,HLR_Biomass,Biomass,2025,20.307065992413854
FinalEnergyConsumption,Mordor,HLR_Biomass,Biomass,2030,13.19764093445148
FinalEnergyConsumption,Mordor,HLR_Biomass,Biomass,2035,8.707762278050005
FinalEnergyConsumption,Mordor,HLR_Biomass,Biomass,2040,5.625030287481002
FinalEnergyConsumption,Mordor,HLR_Biomass,Biomass,2045,3.108218022155099
FinalEnergyConsumption,Mordor,HLR_Biomass,Biomass,2050,1.4245641117906842
FinalEnergyConsumption,Mordor,HMI_Biomass,Biomass,2025,14.020607896478053
FinalEnergyConsumption,Mordor,HMI_Biomass,Biomass,2030,55.0307407025712
FinalEnergyConsumption,Mordor,HMI_Biomass,Biomass,2035,53.58914398569134
FinalEnergyConsumption,Mordor,HMI_Biomass,Biomass,2040,44.52116871538422
FinalEnergyConsumption,Mordor,HMI_Biomass,Biomass,2045,61.09563702605398
FinalEnergyConsumption,Mordor,HMI_Biomass,Biomass,2050,60.375346081883755
FinalEnergyConsumption,Mordor,X_Methanation,Biomass,2030,-3.581450797023463e-14
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Hardcoal,2018,88.11662821872694
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Hardcoal,2025,73.78055224101277
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Hardcoal,2030,34.01697258334754
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Hardcoal,2035,19.72129723890764
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Hardcoal,2040,9.707997572814344
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Hardcoal,2045,1.359371120542392
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Hardcoal,2050,1.0845743825487775
FinalEnergyConsumption,Mordor,HLI_Hardcoal,Hardcoal,2018,9.165292727308676
FinalEnergyConsumption,Mordor,HLI_Hardcoal,Hardcoal,2025,6.379020805905443
FinalEnergyConsumption,Mordor,HLI_Hardcoal,Hardcoal,2030,3.820887742668952
FinalEnergyConsumption,Mordor,HLI_Hardcoal,Hardcoal,2035,1.6352586205395432
FinalEnergyConsumption,Mordor,HLI_Hardcoal,Hardcoal,2040,0.32691684606263466
FinalEnergyConsumption,Mordor,HLR_Hardcoal,Hardcoal,2018,165.7761563175569
FinalEnergyConsumption,Mordor,HLR_Hardcoal,Hardcoal,2025,64.07456694443067
FinalEnergyConsumption,Mordor,HLR_Hardcoal,Hardcoal,2030,32.80057104279019
FinalEnergyConsumption,Mordor,HLR_Hardcoal,Hardcoal,2035,13.780970134603292
FinalEnergyConsumption,Mordor,HLR_Hardcoal,Hardcoal,2040,4.127325181540763
FinalEnergyConsumption,Mordor,HMI_HardCoal,Hardcoal,2018,88.16470688518753
FinalEnergyConsumption,Mordor,HMI_HardCoal,Hardcoal,2025,198.33156168338803
FinalEnergyConsumption,Mordor,HMI_HardCoal,Hardcoal,2030,113.05357048987011
FinalEnergyConsumption,Mordor,HMI_HardCoal,Hardcoal,2035,108.73153196886663
FinalEnergyConsumption,Mordor,HMI_HardCoal,Hardcoal,2040,89.63980439128947
FinalEnergyConsumption,Mordor,P_Coal_Hardcoal,Hardcoal,2018,275.8019325195243
FinalEnergyConsumption,Mordor,P_Coal_Hardcoal,Hardcoal,2025,104.02247810375592
FinalEnergyConsumption,Mordor,P_Coal_Hardcoal,Hardcoal,2030,49.685477184695856
FinalEnergyConsumption,Mordor,P_Coal_Hardcoal,Hardcoal,2035,31.402460408444604
FinalEnergyConsumption,Mordor,P_Coal_Hardcoal,Hardcoal,2040,28.527600257343124
FinalEnergyConsumption,Mordor,D_Gas_H2,H2,2030,1.4837668638068584
FinalEnergyConsumption,Mordor,D_Gas_H2,H2,2035,13.45993047929151
FinalEnergyConsumption,Mordor,D_Gas_H2,H2,2040,41.307549826594396
FinalEnergyConsumption,Mordor,D_Gas_H2,H2,2045,43.826300779741906
FinalEnergyConsumption,Mordor,D_Gas_H2,H2,2050,145.54993285947864
FinalEnergyConsumption,Mordor,HLI_H2_Boiler,H2,2030,2.0359358645039425
FinalEnergyConsumption,Mordor,HLI_H2_Boiler,H2,2035,18.09477321341164
FinalEnergyConsumption,Mordor,HLI_H2_Boiler,H2,2040,36.156833795123
FinalEnergyConsumption,Mordor,HLI_H2_Boiler,H2,2045,23.47558319897973
FinalEnergyConsumption,Mordor,HLI_H2_Boiler,H2,2050,30.15163712242021
FinalEnergyConsumption,Mordor,HLR_H2_Boiler,H2,2030,9.446698935777236e-14
FinalEnergyConsumption,Mordor,HLR_H2_Boiler,H2,2040,19.106832974350244
FinalEnergyConsumption,Mordor,HLR_H2_Boiler,H2,2045,10.565317958466608
FinalEnergyConsumption,Mordor,HLR_H2_Boiler,H2,2050,13.921805297059528
FinalEnergyConsumption,Mordor,PSNG_Air_H2,H2,2040,0.6893152535603838
FinalEnergyConsumption,Mordor,PSNG_Air_H2,H2,2045,0.45786432090543505
FinalEnergyConsumption,Mordor,PSNG_Air_H2,H2,2050,0.22147651837037774
FinalEnergyConsumption,Mordor,PSNG_Road_H2,H2,2045,4.3530082894246975
FinalEnergyConsumption,Mordor,PSNG_Road_H2,H2,2050,8.704321983049152
FinalEnergyConsumption,Mordor,X_Methanation,H2,2045,19.15157598243111
FinalEnergyConsumption,Mordor,X_Methanation,H2,2050,135.90473624800282
FinalEnergyConsumption,Mordor,CHP_Gas_CCGT_Natural,Gas_Natural,2018,19.835083286793125
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Gas_Natural,2030,8.413525731331566
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Gas_Natural,2035,4.854630697092446
FinalEnergyConsumption,Mordor,HHI_BF_BOF,Gas_Natural,2040,2.378008486290687
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Gas_Natural,2025,2.7452033439855628
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Gas_Natural,2030,1.6000393092490666
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Gas_Natural,2035,0.7768448750474332
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Gas_Natural,2040,0.30151999992710066
FinalEnergyConsumption,Mordor,HLI_Gas_Boiler,Gas_Natural,2018,33.877159063099135
FinalEnergyConsumption,Mordor,HLI_Gas_Boiler,Gas_Natural,2025,37.833560985671376
FinalEnergyConsumption,Mordor,HLI_Gas_Boiler,Gas_Natural,2030,40.32773471923766
FinalEnergyConsumption,Mordor,HLI_Gas_Boiler,Gas_Natural,2035,27.4870501887769
FinalEnergyConsumption,Mordor,HLI_Gas_Boiler,Gas_Natural,2040,10.857046324880457
FinalEnergyConsumption,Mordor,HLI_Gas_Boiler,Gas_Natural,2045,8.381581658552056
FinalEnergyConsumption,Mordor,HLR_Gas_Boiler,Gas_Natural,2018,150.1004844279782
FinalEnergyConsumption,Mordor,HLR_Gas_Boiler,Gas_Natural,2025,157.93783209188854
FinalEnergyConsumption,Mordor,HLR_Gas_Boiler,Gas_Natural,2030,147.40671196730543
FinalEnergyConsumption,Mordor,HLR_Gas_Boiler,Gas_Natural,2035,133.53583113509836
FinalEnergyConsumption,Mordor,HLR_Gas_Boiler,Gas_Natural,2040,82.39975861145537
FinalEnergyConsumption,Mordor,HLR_Gas_Boiler,Gas_Natural,2045,26.265732279203093
FinalEnergyConsumption,Mordor,HMI_Gas,Gas_Natural,2018,105.77280776493397
FinalEnergyConsumption,Mordor,HMI_Gas,Gas_Natural,2025,6.263205687139879
FinalEnergyConsumption,Mordor,HMI_Gas,Gas_Natural,2030,8.732741007924911
FinalEnergyConsumption,Mordor,HMI_Gas,Gas_Natural,2035,10.365715506370998
FinalEnergyConsumption,Mordor,HMI_Gas,Gas_Natural,2040,23.6972276236068
FinalEnergyConsumption,Mordor,HMI_Gas,Gas_Natural,2045,44.299687050801516
FinalEnergyConsumption,Mordor,P_Gas_CCGT,Gas_Natural,2025,47.16267000614733
FinalEnergyConsumption,Mordor,P_Gas_CCGT,Gas_Natural,2030,123.28813605616975
FinalEnergyConsumption,Mordor,P_Gas_CCGT,Gas_Natural,2035,174.3386477600847
FinalEnergyConsumption,Mordor,P_Gas_CCGT,Gas_Natural,2040,177.70052637886997
FinalEnergyConsumption,Mordor,P_Gas_CCGT,Gas_Natural,2045,62.498073131827326
FinalEnergyConsumption,Mordor,P_Gas_CCGT,Gas_Natural,2050,29.797365299793533
FinalEnergyConsumption,Mordor,P_Nuclear,Nuclear,2018,40.23955719361554
FinalEnergyConsumption,Mordor,P_Nuclear,Nuclear,2025,24.356593360785816
FinalEnergyConsumption,Mordor,P_Nuclear,Nuclear,2030,15.956852970129
FinalEnergyConsumption,Mordor,P_Nuclear,Nuclear,2035,12.081203670356377
FinalEnergyConsumption,Mordor,P_Nuclear,Nuclear,2040,7.337772346035547
FinalEnergyConsumption,Mordor,P_Nuclear,Nuclear,2045,12.789540912283444
FinalEnergyConsumption,Mordor,P_Nuclear,Nuclear,2050,8.734615007317494
FinalEnergyConsumption,Mordor,FRT_Rail_Conv,Oil,2018,2.3324058440640862
FinalEnergyConsumption,Mordor,FRT_Rail_Conv,Oil,2025,0.795558677517036
FinalEnergyConsumption,Mordor,FRT_Rail_Conv,Oil,2030,0.4684474513490152
FinalEnergyConsumption,Mordor,FRT_Rail_Conv,Oil,2035,0.22981603818633714
FinalEnergyConsumption,Mordor,FRT_Rail_Conv,Oil,2040,0.09017816218341725
FinalEnergyConsumption,Mordor,FRT_Road_ICE,Oil,2018,160.54278714584092
FinalEnergyConsumption,Mordor,FRT_Road_ICE,Oil,2025,170.72204328591206
FinalEnergyConsumption,Mordor,FRT_Road_ICE,Oil,2030,91.57914969004298
FinalEnergyConsumption,Mordor,FRT_Road_ICE,Oil,2035,30.68835723186519
FinalEnergyConsumption,Mordor,FRT_Road_ICE,Oil,2040,10.70768357823987
FinalEnergyConsumption,Mordor,FRT_Ship_Conv,Oil,2018,0.3147365249311511
FinalEnergyConsumption,Mordor,FRT_Ship_Conv,Oil,2025,0.4754708820725948
FinalEnergyConsumption,Mordor,FRT_Ship_Conv,Oil,2030,0.18575473089331146
FinalEnergyConsumption,Mordor,FRT_Ship_Conv,Oil,2035,0.1667239665462801
FinalEnergyConsumption,Mordor,FRT_Ship_Conv,Oil,2040,0.03902719265897242
FinalEnergyConsumption,Mordor,FRT_Ship_Conv,Oil,2045,0.02640159294082348
FinalEnergyConsumption,Mordor,FRT_Ship_Conv,Oil,2050,0.025830785526718098
FinalEnergyConsumption,Mordor,HLI_Oil_Boiler,Oil,2018,0.0024346615237645663
FinalEnergyConsumption,Mordor,HLI_Oil_Boiler,Oil,2025,0.0075880154452059295
FinalEnergyConsumption,Mordor,HLI_Oil_Boiler,Oil,2030,0.02294949879719521
FinalEnergyConsumption,Mordor,HLI_Oil_Boiler,Oil,2035,0.05767374822088752
FinalEnergyConsumption,Mordor,HLR_Oil_Boiler,Oil,2018,0.12551598579992437
FinalEnergyConsumption,Mordor,HLR_Oil_Boiler,Oil,2025,0.33686598425806297
FinalEnergyConsumption,Mordor,HLR_Oil_Boiler,Oil,2030,0.9418298243373322
FinalEnergyConsumption,Mordor,HLR_Oil_Boiler,Oil,2035,2.2278052471736847
FinalEnergyConsumption,Mordor,HLR_Oil_Boiler,Oil,2040,0.1781671741846811
FinalEnergyConsumption,Mordor,PSNG_Air_Conv,Oil,2018,2.267463547619436
FinalEnergyConsumption,Mordor,PSNG_Air_Conv,Oil,2025,2.0091467972595205
FinalEnergyConsumption,Mordor,PSNG_Air_Conv,Oil,2030,1.4459555883528656
FinalEnergyConsumption,Mordor,PSNG_Air_Conv,Oil,2035,1.3844925013194913
FinalEnergyConsumption,Mordor,PSNG_Air_Conv,Oil,2040,0.24269430763502378
FinalEnergyConsumption,Mordor,PSNG_Rail_Conv,Oil,2018,1.4785141261618213
FinalEnergyConsumption,Mordor,PSNG_Road_ICE,Oil,2018,117.37494412634311
FinalEnergyConsumption,Mordor,PSNG_Road_ICE,Oil,2025,93.17756402041822
FinalEnergyConsumption,Mordor,PSNG_Road_ICE,Oil,2030,46.10935035691142
FinalEnergyConsumption,Mordor,PSNG_Road_ICE,Oil,2035,19.215792768726946
FinalEnergyConsumption,Mordor,PSNG_Road_ICE,Oil,2040,6.368013356041233
FinalEnergyConsumption,Mordor,PSNG_Road_ICE,Oil,2045,2.2027342847487272
FinalEnergyConsumption,Mordor,PSNG_Road_ICE,Oil,2050,0.9934285778047226
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Oil,2030,4.478950012600198
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Oil,2035,5.311382580761469
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Oil,2040,3.983850965152687
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Oil,2045,2.3508331956120316
FinalEnergyConsumption,Mordor,PSNG_Road_PHEV,Oil,2050,1.9531651830907661
FinalEnergyConsumption,Mordor,D_Battery_Li-Ion,Power,2045,58.495613065444665
FinalEnergyConsumption,Mordor,D_Battery_Li-Ion,Power,2050,61.86394730177056
FinalEnergyConsumption,Mordor,FRT_Rail_Electric,Power,2018,3.2013413562006954
FinalEnergyConsumption,Mordor,FRT_Rail_Electric,Power,2025,5.141306506844814
FinalEnergyConsumption,Mordor,FRT_Rail_Electric,Power,2030,5.941592613542284
FinalEnergyConsumption,Mordor,FRT_Rail_Electric,Power,2035,6.408937628268896
FinalEnergyConsumption,Mordor,FRT_Rail_Electric,Power,2040,6.623077476956526
FinalEnergyConsumption,Mordor,FRT_Rail_Electric,Power,2045,7.333364669745402
FinalEnergyConsumption,Mordor,FRT_Rail_Electric,Power,2050,4.360441161583664
FinalEnergyConsumption,Mordor,FRT_Road_OH,Power,2030,11.023161367231166
FinalEnergyConsumption,Mordor,FRT_Road_OH,Power,2035,18.29941709821146
FinalEnergyConsumption,Mordor,FRT_Road_OH,Power,2040,19.731567503246133
FinalEnergyConsumption,Mordor,FRT_Road_OH,Power,2045,19.218961176927074
FinalEnergyConsumption,Mordor,FRT_Road_OH,Power,2050,21.084418116538497
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Power,2025,0.5082480651428125
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Power,2030,0.29002385726203744
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Power,2035,0.13775179074561703
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Power,2040,0.052260782955448226
FinalEnergyConsumption,Mordor,HHI_DRI_EAF,Power,2045,0.0014147321215881884
FinalEnergyConsumption,Mordor,HHI_Scrap_EAF,Power,2018,0.4593209027741494
FinalEnergyConsumption,Mordor,HHI_Scrap_EAF,Power,2025,5.538650525981049
FinalEnergyConsumption,Mordor,HHI_Scrap_EAF,Power,2030,18.741668224358293
FinalEnergyConsumption,Mordor,HHI_Scrap_EAF,Power,2035,26.79441846521308
FinalEnergyConsumption,Mordor,HHI_Scrap_EAF,Power,2040,30.33051552051759
FinalEnergyConsumption,Mordor,HHI_Scrap_EAF,Power,2045,32.596344293002595
FinalEnergyConsumption,Mordor,HHI_Scrap_EAF,Power,2050,28.763556999354602
FinalEnergyConsumption,Mordor,HLI_Direct_Electric,Power,2025,0.029831214165346776
FinalEnergyConsumption,Mordor,HLI_Direct_Electric,Power,2030,0.05384533730539874
FinalEnergyConsumption,Mordor,HLI_Direct_Electric,Power,2035,0.037918583278493664
FinalEnergyConsumption,Mordor,HLI_Direct_Electric,Power,2040,0.026409519485665753
FinalEnergyConsumption,Mordor,HLI_Direct_Electric,Power,2045,0.015768954993297838
FinalEnergyConsumption,Mordor,HLI_Direct_Electric,Power,2050,0.007951667264885453
FinalEnergyConsumption,Mordor,HLR_Direct_Electric,Power,2025,3.923860784617879
FinalEnergyConsumption,Mordor,HLR_Direct_Electric,Power,2030,2.548552922505464
FinalEnergyConsumption,Mordor,HLR_Direct_Electric,Power,2035,1.6809691056547744
FinalEnergyConsumption,Mordor,HLR_Direct_Electric,Power,2040,1.0858222575322902
FinalEnergyConsumption,Mordor,HLR_Direct_Electric,Power,2045,0.6001376566281607
FinalEnergyConsumption,Mordor,HLR_Direct_Electric,Power,2050,0.39403193049356566
FinalEnergyConsumption,Mordor,HLR_Heatpump_Ground,Power,2025,9.79080856456473
FinalEnergyConsumption,Mordor,HLR_Heatpump_Ground,Power,2030,14.82689139280261
FinalEnergyConsumption,Mordor,HLR_Heatpump_Ground,Power,2035,18.478831100039148
FinalEnergyConsumption,Mordor,HLR_Heatpump_Ground,Power,2040,23.43724803940746
FinalEnergyConsumption,Mordor,HLR_Heatpump_Ground,Power,2045,32.98691732206469
FinalEnergyConsumption,Mordor,HLR_Heatpump_Ground,Power,2050,28.973185184212344
FinalEnergyConsumption,Mordor,HMI_Steam_Electric,Power,2025,0.06925009582791715
FinalEnergyConsumption,Mordor,HMI_Steam_Electric,Power,2030,25.810556396056363
FinalEnergyConsumption,Mordor,HMI_Steam_Electric,Power,2035,25.65400907750104
