Region,Sector,Technology,Mode_of_operation,Fuel,Timeslice,Type,Unit,PathwayScenario,Year,Value
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2030,1.73655885312
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2035,0.86827942656
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2040,0.5840862185890607
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2045,0.39516604356009755
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2018,4.1485481856
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2025,1.4940142690266802
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2030,1.73655885312
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2035,0.86827942656
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2040,0.5840862185890607
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2045,0.39516604356009755
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2050,0.3253730912400976
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2018,4.1485481856
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2025,2.89411170048
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2030,1.73655885312
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2035,0.86827942656
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2040,0.5840862185890607
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2045,0.39516604356009755
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2050,0.3253730912400976
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2030,0.26156970604069874
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2035,0.8682794265599917
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2040,0.5840862185890607
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2045,0.39516604356009755
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2050,0.3253730912400976
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2030,0.03698464544827137
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2035,0.8682794265600065
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2040,0.5840862185890607
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2045,0.39516604356009755
DolAmroth,Industry,HLI_Biomass,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2050,0.197494466547053
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2025,0.14096339711999997
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2030,0.6897493618639506
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2035,0.8168557165023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2040,0.7916016877023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2045,0.6586215269556942
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2050,0.23083588628015556
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2025,0.14096339711999997
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2030,0.6897493618639506
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2035,0.8168557165023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2045,0.5400413707334906
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2025,0.14096339711999997
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2030,0.6897493618639506
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2035,0.8168557165023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2040,0.7916016877023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2045,0.7778267629023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2050,0.7741534496223521
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2018,0.20157306624000002
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2025,0.14096339711999997
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2030,0.6897493618639506
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2040,0.7916016877023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2018,0.20157306624000002
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2025,0.14096339711999997
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2030,0.6897493618639506
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2035,0.8168557165023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2040,0.7916016877023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2018,0.20157306624000002
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2025,0.14096339711999992
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2030,0.6897493618639506
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2040,0.7916016877023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2050,0.7741534496223521
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2018,0.20157306624000002
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2025,0.14096339711999997
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2030,0.6897493618639506
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2040,0.7916016877023522
DolAmroth,Industry,HLI_Direct_Electric,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2045,0.7778267629023522
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2025,0.5856829535234037
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2030,1.2357251518647208
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2035,1.0252411045084486
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2018,4.633090317574726
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2025,1.6890261279233652
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2030,2.1918551711517704
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2035,1.9495878371180118
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2018,10.319055290363544
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2025,8.586424376052436
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2030,9.174457667600848
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2035,8.70007749072898
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2040,5.517067924283028
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2018,14.861474784875025
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2025,17.15375886644261
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2030,16.286145807846395
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2035,16.392217491973156
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2040,12.12415558484264
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2045,7.5745027871841915
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2018,22.75427348075232
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2025,23.406190104620073
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2030,23.80451186940267
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2035,22.68098574771295
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2040,19.213378011392944
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2045,14.339357524393225
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2018,17.6236880200393
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2025,17.297015445163318
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2030,16.420846170349147
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2035,15.096482044088818
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2040,10.878965228413936
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2045,6.284096356169613
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2018,13.877962989390783
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2025,13.659989129737577
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2030,13.036593306301905
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2035,11.607607647439751
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2040,7.526187652874317
DolAmroth,Industry,HLI_Gas_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2045,2.615336157922991
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2045,5.053081022092016
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2050,5.446943729937453
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2045,5.053081022092016
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2050,5.446943729937461
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2045,5.053081022092016
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2050,5.446943729937461
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2045,5.053081022092016
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2050,5.446943729937461
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2045,5.053081022092016
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2050,5.446943729937461
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2045,5.053081022092016
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2050,5.446943729937461
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2045,5.053081022092016
DolAmroth,Industry,HLI_Geothermal,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2050,5.446943729937461
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2035,0.8796472355549122
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2040,2.125478365649166
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2035,0.8796472355549122
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2040,3.8053691244895527
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2035,0.8796472355549122
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2040,3.9622799158473794
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2045,1.7260347189343235
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2050,1.8580316830723282
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2035,0.8796472355549122
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2040,3.9622799158473794
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2045,1.315149517954125
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2050,8.62858654176465
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2035,0.8796472355549122
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2040,3.9622799158473794
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2045,3.9622799158473834
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2050,8.62858654176465
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2035,0.8796472355549122
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2040,3.9622799158473794
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2045,3.9622799158473834
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2050,8.62858654176465
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2035,0.8796472355549122
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2040,3.9622799158473794
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2045,3.9622799158473834
DolAmroth,Industry,HLI_H2_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2050,7.765620690824208
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2018,0.25391778047999997
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2025,0.17723736576000002
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2030,0.10652608512
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8,Production,PJ,Gondor_globalLimit_364,2035,0.05326304256
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2018,0.25391778047999997
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2025,0.17723736576000002
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2030,0.10652608512
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2035,0.05326304256
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2018,0.25391778047999997
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2025,0.17723736576000002
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2030,0.10652608512
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2035,0.05326304256
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2040,0.021580715519999998
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2018,0.25391778047999997
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2025,0.17723736576000002
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2030,0.10652608512
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2035,0.05326304256
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2040,0.021580715519999998
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2018,0.25391778047999997
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2025,0.17723736576000002
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2030,0.10652608512
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2035,0.05326304256
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2040,0.021580715519999998
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2018,0.25391778047999997
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2025,0.17723736576000002
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2030,0.10652608511999961
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2035,0.05326304256
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2040,0.021580715519999998
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2018,0.25391778047999997
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2025,0.17723736576000002
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2030,0.10652608512
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2035,0.05326304256
DolAmroth,Industry,HLI_Hardcoal,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2040,0.021580715519999998
DolAmroth,Industry,HLI_Oil_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2025,0.03771857771904799
DolAmroth,Industry,HLI_Oil_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2030,0.11227873152193725
DolAmroth,Industry,HLI_Oil_Boiler,1,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2035,0.27136601856000003
DolAmroth,Industry,HLI_Oil_Boiler,1,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2018,0.012904012552342059
DolAmroth,Industry,HLI_Gas_Boiler,3,Heat_Low_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2045,0.23240426466160174
DolAmroth,Industry,HLI_Gas_Boiler,3,Heat_Low_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2045,0.23240426466160174
DolAmroth,Industry,HLI_Gas_Boiler,3,Heat_Low_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2050,9.110893125411025
DolAmroth,Industry,HLI_Gas_Boiler,3,Heat_Low_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2050,0.3622309491960683
DolAmroth,Industry,HLI_Gas_Boiler,3,Heat_Low_Industrial,8672,Production,PJ,Gondor_globalLimit_364,2045,0.23240426466160174
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,1452,Production,PJ,Gondor_globalLimit_364,2025,3.1527236153943563
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2025,6.666733495564317
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,2896,Production,PJ,Gondor_globalLimit_364,2030,10.763150232293588
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2025,6.666733495564317
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2030,10.763150232293588
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2035,14.810406903757974
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2040,14.284204776397972
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2045,16.103431971314055
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,4340,Production,PJ,Gondor_globalLimit_364,2050,0.49757617456022274
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2025,6.666733495564317
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2030,10.763150232293588
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2035,14.810406903757974
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2040,14.284204776397972
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2045,23.943526106930186
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,5784,Production,PJ,Gondor_globalLimit_364,2050,40.47291644521616
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2025,6.666733495564317
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2030,10.763150232293588
DolAmroth,Industry,HMI_Biomass,1,Heat_Medium_Industrial,7228,Production,PJ,Gondor_globalLimit_364,2035,14.810406903757974
