Region,Sector,Emission,Technology,Type,PathwayScenario,Year,Value
DolAmroth,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2025,0.06956359687107251
DolAmroth,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2030,0.19135548790051102
DolAmroth,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2035,0.4392746279803542
DolAmroth,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2040,0.04994249301582795
Gondor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2018,170.50533747035206
Gondor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2025,141.88433932907367
Gondor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2030,130.25326432784308
Gondor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2035,116.83837111315393
Gondor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2040,97.70945145597523
Gondor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2045,71.13483506918232
Gondor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2050,14.769225929115342
Gondor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2018,7.179483757824402
Gondor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2025,2.698726010993796
Gondor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2030,1.3470626932117422
Gondor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2035,0.5380258574634799
Gondor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2040,0.21484221029331932
Gondor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2018,0.024829834533827227
Gondor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2025,0.06127557886471784
Gondor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2030,0.1680838922556039
Gondor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2035,0.3762528247432194
Gondor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2040,0.8915224785665622
Rohan,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2018,90.75347228335802
Rohan,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2025,76.99653826294902
Rohan,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2030,71.96675242087758
Rohan,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2035,68.4405734509382
Rohan,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2040,61.31861219030698
Rohan,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2045,18.42309931481457
Rohan,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2050,5.534550750268728
Rohan,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2018,3.5637160890502817
Rohan,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2025,0.16985447005502058
Rohan,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2030,0.08498724476512749
Rohan,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2035,0.04242105815894383
Rohan,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2040,0.013673971525410342
Rohan,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2018,0.007476476017469988
Rohan,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2025,0.0204532627692918
Rohan,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2030,0.05732450043980557
Rohan,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2035,0.13632094151217367
Rohan,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2040,0.3239726512924998
Harad,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2018,97.7811051578608
Harad,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2025,72.95128448223485
Harad,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2030,67.70985544015697
Harad,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2035,64.85120263031983
Harad,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2040,42.36055058667606
Harad,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2045,24.027581608305518
Harad,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2050,3.349327656623268
Harad,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2018,0.09217414209291382
Harad,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2025,0.2451169566466551
Harad,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2030,0.6855667767445266
Harad,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2035,1.658953781592055
Harad,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2040,0.13259632408664437
Mordor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2018,30.152185311892254
Mordor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2025,31.726551710618565
Mordor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2030,29.611060299992314
Mordor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2035,26.824677758418563
Mordor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2040,16.552463509869156
Mordor,Buildings,CO2,HLR_Gas_Boiler,Emissions,Gondor_globalLimit_364,2045,5.276260300246318
Mordor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2018,56.038971881586946
Mordor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2025,21.65976660989535
Mordor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2030,11.087905035304793
Mordor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2035,4.658519144301297
Mordor,Buildings,CO2,HLR_Hardcoal,Emissions,Gondor_globalLimit_364,2040,1.3952010043680394
Mordor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2018,0.033437458617099854
Mordor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2025,0.08974109820634797
Mordor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2030,0.2509034652034653
Mordor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2035,0.5934873178470697
Mordor,Buildings,CO2,HLR_Oil_Boiler,Emissions,Gondor_globalLimit_364,2040,0.04746373520279904
DolAmroth,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,0.5247858172025013
DolAmroth,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2025,0.17899877339177114
DolAmroth,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2030,0.10539982104097893
DolAmroth,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2035,0.05170818888528816
DolAmroth,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2040,0.020289786872576508
DolAmroth,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2018,8.403896662992551
DolAmroth,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2025,8.742054426950675
DolAmroth,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2030,4.654457838957243
DolAmroth,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2035,1.4807225555197105
DolAmroth,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2040,0.4952964207633517
DolAmroth,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2018,0.10418755125598465
DolAmroth,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2025,0.11790783564881666
DolAmroth,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2030,0.11200371307998044
DolAmroth,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2035,0.0965839067276907
DolAmroth,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2040,0.09604289419110947
DolAmroth,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2045,0.08251101510414671
DolAmroth,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2050,0.07822065511296508
DolAmroth,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2018,0.32191925759188444
DolAmroth,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2025,0.28524517893394247
DolAmroth,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2030,0.22809674517496842
DolAmroth,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2035,0.21840106004214424
DolAmroth,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2040,0.05247068656814082
DolAmroth,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,0.2798793511412524
DolAmroth,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2025,0.07941945118757913
DolAmroth,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2030,0.054712108848451346
DolAmroth,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2035,0.026582926342672085
DolAmroth,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2040,0.010326907455157063
DolAmroth,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2018,9.99846411979887
DolAmroth,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2025,7.995909818482159
DolAmroth,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2030,3.929112954097864
DolAmroth,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2035,2.1008276597717677
DolAmroth,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2040,0.9885055113754045
DolAmroth,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2045,0.3994316355481284
DolAmroth,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2050,0.009225234501093393
DolAmroth,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2030,0.38492716914609326
DolAmroth,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2035,0.2670672324540431
DolAmroth,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2040,0.40876281825782984
DolAmroth,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2045,0.36182236287403924
DolAmroth,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2050,0.2004044106435725
Gondor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,2.8995975863799988
Gondor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2025,0.9890179526291675
Gondor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2030,0.5823631260462617
Gondor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2035,0.285702437916838
Gondor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2040,0.11210699960312236
Gondor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2018,104.20016634241263
Gondor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2025,107.88766593631456
Gondor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2030,57.55654424806401
Gondor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2035,18.07261697424977
Gondor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2040,5.971911248512276
Gondor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2018,2.8693411065786227
Gondor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2025,3.3038038102548617
Gondor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2030,2.6639722085781896
Gondor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2035,2.4872124834686864
Gondor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2040,2.3358759520646517
Gondor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2045,1.8407809730379303
Gondor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2050,1.75630847828751
Gondor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2018,5.993713098225966
Gondor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2025,4.779800997847304
Gondor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2030,4.586610245688418
Gondor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2035,3.903686818464689
Gondor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2040,2.814433411598414
Gondor,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,1.7587075531760665
Gondor,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2025,0.49596092417515136
Gondor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2018,118.5896994506184
Gondor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2025,94.4904696295676
Gondor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2030,46.40151935632094
Gondor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2035,19.41370237891859
Gondor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2040,6.440423684876323
Gondor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2045,2.2317558270371247
Gondor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2050,0.9775949067363382
Gondor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2030,4.624415726998506
Gondor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2035,5.479105512746703
Gondor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2040,4.106665516784607
Gondor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2045,2.4425096085746714
Gondor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2050,2.0122259325106415
Rohan,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,1.1575249607521108
Rohan,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2025,1.3630941139994306
Rohan,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2030,0.7730372285137406
Rohan,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2035,1.7806616832170985
Rohan,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2040,1.5384115275921753
Rohan,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2045,1.509339664341379
Rohan,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2050,1.6434164335227879
Rohan,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2018,70.47005556595643
Rohan,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2025,74.75808734408325
Rohan,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2030,39.385438997429
Rohan,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2035,13.298805824101185
Rohan,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2040,4.639782892526878
Rohan,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2018,0.5880367138582786
Rohan,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2025,0.7284528246759377
Rohan,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2030,0.5997067546457182
Rohan,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2035,0.5065898051766285
Rohan,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2040,0.5037521540110205
Rohan,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2045,0.388825581655993
Rohan,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2050,0.3371163549938605
Rohan,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2018,4.657445890132318
Rohan,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2025,3.714169188322251
Rohan,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2030,3.5640493110594904
Rohan,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2035,3.0333801153084283
Rohan,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2040,0.7970891664082218
Rohan,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,1.6703045794026066
Rohan,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2025,0.540350137566221
Rohan,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2030,0.3265167801913514
Rohan,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2035,0.15864443356616897
Rohan,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2040,0.06162918174724985
Rohan,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2018,90.0077013224232
Rohan,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2025,71.65798063311922
Rohan,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2030,35.28663504790669
Rohan,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2035,14.71733327846918
Rohan,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2040,4.874575978628102
Rohan,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2045,1.6808513048376506
Rohan,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2050,0.7362150364156521
Rohan,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2030,3.466201739910896
Rohan,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2035,4.145531480027505
Rohan,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2040,3.1053529073026627
Rohan,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2045,1.8436100681248366
Rohan,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2050,1.5224633734562374
Harad,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,0.749906040031999
Harad,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2025,0.25578388165129196
Harad,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2030,0.15061302652095715
Harad,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2035,0.073889374260917
Harad,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2040,0.028993466764576495
Harad,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2018,55.721583065139974
Harad,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2025,59.28107713018059
Harad,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2030,31.80245267707366
Harad,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2035,10.664492326021902
Harad,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2040,3.7253098400214353
Harad,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2045,0.22391022604772895
Harad,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2018,0.10793905204915592
Harad,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2025,0.18852460559102102
Harad,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2030,0.06370483464023796
Harad,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2035,0.05717806951963162
Harad,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2040,0.013384000763022747
Harad,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2045,0.009054225958869974
Harad,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2050,0.008858471887595093
Harad,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2018,3.6933520820282526
Harad,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2025,3.2725935173464946
Harad,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2030,2.7477811509246184
Harad,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2035,2.630981497195055
Harad,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2040,0.18627106130240448
Harad,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,1.0536198206831973
Harad,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2018,94.53079198038448
Harad,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2025,75.40810739574103
Harad,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2030,36.88577866109784
Harad,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2035,15.500957183225683
Harad,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2040,5.1540481669906315
Harad,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2045,1.7983427276157669
Harad,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2050,0.7011578065389447
Harad,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2030,3.751147353353898
Harad,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2035,4.386892991197771
Harad,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2040,3.2906840483300672
Harad,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2045,1.9888346653435205
Harad,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2050,1.613325791544545
Mordor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,0.6213529168586727
Mordor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2025,0.21193683169053842
Mordor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2030,0.12479440103937765
Mordor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2035,0.06122299257284022
Mordor,Transportation,CO2,FRT_Rail_Conv,Emissions,Gondor_globalLimit_364,2040,0.024023462405662357
Mordor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2018,42.76859849565202
Mordor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2025,45.48035233136698
Mordor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2030,24.39668547742745
Mordor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2035,8.17537836656889
Mordor,Transportation,CO2,FRT_Road_ICE,Emissions,Gondor_globalLimit_364,2040,2.852526905243101
Mordor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2018,0.08384581024165867
Mordor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2025,0.12666544298413926
Mordor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2030,0.04948506030997818
Mordor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2035,0.04441526468792903
Mordor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2040,0.010396844124350251
Mordor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2045,0.007033384359435373
Mordor,Transportation,CO2,FRT_Ship_Conv,Emissions,Gondor_globalLimit_364,2050,0.0068813212643177
Mordor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2018,0.6040522890858175
Mordor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2025,0.5352367067899364
Mordor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2030,0.3852025687372034
Mordor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2035,0.36882880235151255
Mordor,Transportation,CO2,PSNG_Air_Conv,Emissions,Gondor_globalLimit_364,2040,0.06465376355397034
Mordor,Transportation,CO2,PSNG_Rail_Conv,Emissions,Gondor_globalLimit_364,2018,0.39387616320950924
Mordor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2018,31.268685115257806
Mordor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2025,24.822503055039412
Mordor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2030,12.283530935081203
Mordor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2035,5.119087193588857
Mordor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2040,1.6964387580493845
Mordor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2045,0.5868084134570608
Mordor,Transportation,CO2,PSNG_Road_ICE,Emissions,Gondor_globalLimit_364,2050,0.26464937312717807
Mordor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2030,1.1931922833566928
