Region,Sector,Technology,Fuel,Type,Unit,PathwayScenario,Year,Value
Rohan,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,7.275981089568656
Rohan,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,5.19301792977057
Rohan,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,3.215185086603502
Rohan,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,4.255707946084661
Rohan,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,261.21713370355405
Rohan,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,243.81938158127227
Rohan,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,238.29048294637465
Rohan,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,237.59633631677838
Rohan,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,161.17854499342312
Rohan,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,76.6713313989256
Rohan,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,38.93751665955508
Rohan,Industry,HLI_Geothermal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,129.97510662032605
Rohan,Industry,HLI_Geothermal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,129.9751066203261
Rohan,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,86.56292358291478
Rohan,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,53.594234551175965
Rohan,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,106.1794901766105
Rohan,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,5.966820599039998
Rohan,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,4.164702816959998
Rohan,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,2.5005462048
Rohan,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,1.2502731024
Rohan,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.35722088639999994
Rohan,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,0.04655241618009699
Rohan,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.1296666470511192
Rohan,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,0.37811198014158276
Rohan,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,0.9398604700799998
Rohan,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.37610842751999995
Rohan,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,253.53480259792283
Rohan,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,312.8156202112319
Rohan,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,330.7703551198912
Rohan,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,225.06414540931806
Rohan,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,372.9767127471294
Rohan,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,356.68700602591696
Rohan,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2018,883.6287328133999
Rohan,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,206.54012882334268
Rohan,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,91.0492438366175
Rohan,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,80.84067449038017
Rohan,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,82.27007179952858
Rohan,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,8.943109399977498
Rohan,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,7.18805685964079
Rohan,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2018,73.12516843967998
Rohan,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,220.25958297682158
Rohan,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,316.2449136157054
Rohan,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,309.45086820734355
Rohan,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,295.3891160460585
Rohan,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2018,3.4835195404799997
Rohan,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,283.77263856386077
Rohan,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,199.93585428676008
Rohan,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,160.576157813528
Rohan,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,250.37922121497877
Rohan,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,445.12628463926006
Rohan,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,442.92853555225315
Rohan,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2018,255.977309484
Rohan,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,199.59941100004357
Rohan,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,127.8510984870971
Rohan,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2035,73.97776233075552
Rohan,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2040,23.574574163330155
Rohan,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2045,1.1936104790400002
Rohan,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,5.3802841897244065
Rohan,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,4.31867733696
Rohan,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2035,2.15933866848
Rohan,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.8638997068799998
Rohan,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2045,0.17286206112000002
Rohan,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,7.173980835839999
Rohan,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,54.99945128630287
Rohan,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2035,89.78418484765245
Rohan,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2040,123.32192527973781
Rohan,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2045,131.42990058638395
Rohan,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2050,120.646850695524
Harad,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,1.0290730162130997
Harad,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.7177616962371992
Harad,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,0.7974899748075364
Harad,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,0.5688818132067393
Harad,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.4049827891200001
Harad,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,0.24740996024615497
Harad,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,0.12864404740537896
Harad,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.91465500672
Harad,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,0.8237405030400001
Harad,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,0.5876073753708566
Harad,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.41831337944121366
Harad,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,0.25555381452846343
Harad,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,0.14832933000564377
Harad,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,220.06615922015334
Harad,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,190.93945438049545
Harad,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,189.04513781476044
Harad,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,93.69029077125283
Harad,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,43.721735637073834
Harad,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,34.25148945705101
Harad,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,18.827882381695915
Harad,Industry,HLI_Geothermal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,73.30799618489011
Harad,Industry,HLI_Geothermal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,73.61888841880861
Harad,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,99.90942077412154
Harad,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,153.96686874486093
Harad,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,94.06063146081922
Harad,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,117.46933917459648
Harad,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,0.006428298240000001
Harad,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,0.11277415339252367
Harad,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.2949680186273459
Harad,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,0.8788402022399999
Harad,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,0.43942010111999996
Harad,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,131.01901176851374
Harad,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,140.56561275175096
Harad,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,146.0908237872416
Harad,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,134.4590677834748
Harad,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,160.7124743390732
Harad,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,152.17737402996013
Harad,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2018,1085.56468364448
Harad,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,728.0142985209113
Harad,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,637.0137174608225
Harad,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,576.4706660069323
Harad,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,549.1588900380657
Harad,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,501.02327812261154
Harad,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,460.74035361851475
Harad,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2018,0.28605927167999995
Harad,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.7736125941919261
Harad,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,2.184858777502505
Harad,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,5.136278789143583
Harad,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,4.2549782954863185
Harad,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,119.0436083357749
Harad,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,141.7350174835881
Harad,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,138.8253911119133
Harad,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,136.64599045062124
Harad,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,131.45383771332212
Harad,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,157.3238158885491
Harad,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2018,213.91375031392633
Harad,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,169.70326115947512
Harad,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,138.94642368689924
Harad,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2035,93.88244665157941
Harad,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2040,67.2290629025008
Harad,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2045,11.816499560888147
Harad,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2050,10.439415727235437
Harad,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,5.70557385216
Harad,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,3.4235279769600004
Harad,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2035,1.7117639884800002
Harad,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.6850729267200001
Harad,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2045,0.13729008384
Harad,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2018,9.364609302073674
Harad,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,19.9290440305398
Harad,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,36.85896519034875
Harad,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2035,70.79885836813156
Harad,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2040,87.27988582649118
Harad,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2045,133.44730132141586
Harad,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2050,128.55660902434755
Mordor,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,21.658770584158404
Mordor,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,22.426854038249797
Mordor,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,15.842880970560001
Mordor,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,11.159420315607594
Mordor,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,7.774161018839977
Mordor,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,4.643008405335882
Mordor,Industry,HLI_Biomass,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,2.3418458461111813
Mordor,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.10635389856000001
Mordor,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,0.19201450464
Mordor,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,0.1352513200063008
Mordor,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.09422223646053128
Mordor,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,0.05627290646484059
Mordor,Industry,HLI_Direct_Electric,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,0.028382992393862924
Mordor,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,109.7619953754174
Mordor,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,122.69759244936975
Mordor,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,130.87553485110635
Mordor,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,89.26450475199647
Mordor,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,35.282437399559186
Mordor,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,36.00513316506656
Mordor,Industry,HLI_Gas_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,16.989236962092832
Mordor,Industry,HLI_Geothermal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,44.44423226563215
Mordor,Industry,HLI_Geothermal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,44.49945073246206
Mordor,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,6.7051216373775455
Mordor,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,59.92574219404566
Mordor,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,120.29742892812828
Mordor,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2045,78.43186975594752
Mordor,Industry,HLI_H2_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2050,101.15493639314295
Mordor,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,24.74629036992
Mordor,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,17.264462039999994
Mordor,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,10.358677223999997
Mordor,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,4.44087681408
Mordor,Industry,HLI_Hardcoal,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.8893303372800001
Mordor,Industry,HLI_Lignite,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,0.12464099424000002
Mordor,Industry,HLI_Lignite,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.09095423903999997
Mordor,Industry,HLI_Lignite,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,0.05726748384000001
Mordor,Industry,HLI_Lignite,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,0.02598692544
Mordor,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2018,0.007450064264209587
Mordor,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.023252545183356295
Mordor,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2030,0.07039786925101699
Mordor,Industry,HLI_Oil_Boiler,Heat_Low_Industrial,Production,PJ,Gondor_globalLimit_364,2035,0.17709608448000005
Mordor,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,37.51192346700264
Mordor,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,148.17114733937592
Mordor,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,145.21400365442923
Mordor,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,121.41978359178307
Mordor,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,167.70359391995734
Mordor,Industry,HMI_Biomass,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,166.80895825017546
Mordor,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2018,346.51171820673767
Mordor,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,20.535863994105966
Mordor,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,28.650558323685537
Mordor,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,34.02891972452721
Mordor,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,77.8418140031244
Mordor,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,153.72189574328428
Mordor,Industry,HMI_Gas,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,152.50630786410838
Mordor,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2018,224.09036366087733
Mordor,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,505.5194057996755
Mordor,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,288.73676289124387
Mordor,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,278.25748842512405
Mordor,Industry,HMI_HardCoal,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,229.86220465616614
Mordor,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2025,0.24206339808000005
Mordor,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2030,90.28523764490163
Mordor,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2035,89.80189001745833
Mordor,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2040,110.14756306324638
Mordor,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2045,211.05064580335434
Mordor,Industry,HMI_Steam_Electric,Heat_Medium_Industrial,Production,PJ,Gondor_globalLimit_364,2050,208.95020350608428
Mordor,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2018,140.21117881631028
Mordor,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,121.16055214873015
Mordor,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,80.01276749495011
Mordor,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2035,47.125956178270975
Mordor,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2040,23.569081352703382
Mordor,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2045,3.353251474815846
Mordor,Industry,HHI_BF_BOF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2050,2.718496758975846
Mordor,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,4.22576282016
Mordor,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,2.53565018784
Mordor,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2035,1.2680657136000002
Mordor,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2040,0.5072262854399999
Mordor,Industry,HHI_DRI_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2045,0.014497931251682417
Mordor,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2018,1.0417398076897015
Mordor,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2025,13.340265021169861
Mordor,Industry,HHI_Scrap_EAF,Heat_High_Industrial,Production,PJ,Gondor_globalLimit_364,2030,46.63261402456603
