Region,Technology,Fuel,Mode_of_operation,Year,Value,Variable
DolAmroth,X_Powerfuel,Powerfuel,1,2035,246.66538835279005,Capex
Gondor,X_Powerfuel,Powerfuel,1,2035,246.66538835279005,Capex
Rohan,X_Powerfuel,Powerfuel,1,2035,246.66538835279005,Capex
Harad,X_Powerfuel,Powerfuel,1,2035,246.66538835279005,Capex
Mordor,X_Powerfuel,Powerfuel,1,2035,246.66538835279005,Capex
DolAmroth,X_Liquifier,LNG,1,2035,6.367257421706051e-5,Capex
Gondor,X_Liquifier,LNG,1,2035,6.367257421706051e-5,Capex
Rohan,X_Liquifier,LNG,1,2035,6.367257421706051e-5,Capex
Harad,X_Liquifier,LNG,1,2035,6.367257421706051e-5,Capex
Mordor,X_Liquifier,LNG,1,2035,6.367257421706051e-5,Capex
DolAmroth,Z_Import_LNG,LNG,1,2035,0.0005846976277981959,Capex
Gondor,Z_Import_LNG,LNG,1,2035,0.0005846976277981959,Capex
Rohan,Z_Import_LNG,LNG,1,2035,0.0005846976277981959,Capex
Harad,Z_Import_LNG,LNG,1,2035,0.0005846976277981959,Capex
Mordor,Z_Import_LNG,LNG,1,2035,0.0005846976277981959,Capex
DolAmroth,A_Air,Air,1,2035,0.08633958908727121,Capex
Gondor,A_Air,Air,1,2035,0.08633958908727121,Capex
Rohan,A_Air,Air,1,2035,0.08633958908727121,Capex
Harad,A_Air,Air,1,2035,0.08633958908727121,Capex
Mordor,A_Air,Air,1,2035,0.08633958908727121,Capex
DolAmroth,Z_ETS_Sell,ETS,1,2035,0.0017261921185486749,Capex
Gondor,Z_ETS_Sell,ETS,1,2035,0.0017261921185486749,Capex
Rohan,Z_ETS_Sell,ETS,1,2035,0.0017261921185486749,Capex
Harad,Z_ETS_Sell,ETS,1,2035,0.0017261921185486749,Capex
Mordor,Z_ETS_Sell,ETS,1,2035,0.0017261921185486749,Capex
DolAmroth,D_Gas_H2,H2,2,2035,5.475620819842162e-5,Capex
Gondor,D_Gas_H2,H2,2,2035,5.475620819842162e-5,Capex
Rohan,D_Gas_H2,H2,2,2035,5.475620819842162e-5,Capex
Harad,D_Gas_H2,H2,2,2035,5.475620819842162e-5,Capex
Mordor,D_Gas_H2,H2,2,2035,5.475620819842162e-5,Capex
DolAmroth,D_Gas_Methane,Gas_Natural,2,2035,5.928318084498749e-5,Capex
Gondor,D_Gas_Methane,Gas_Natural,2,2035,5.928318084498749e-5,Capex
Rohan,D_Gas_Methane,Gas_Natural,2,2035,5.928318084498749e-5,Capex
Harad,D_Gas_Methane,Gas_Natural,2,2035,5.928318084498749e-5,Capex
Mordor,D_Gas_Methane,Gas_Natural,2,2035,5.928318084498749e-5,Capex
DolAmroth,CHP_Biomass_Solid,Power,2,2035,7.02020613878842e-5,Capex
Gondor,CHP_Biomass_Solid,Power,2,2035,7.02020613878842e-5,Capex
Rohan,CHP_Biomass_Solid,Power,2,2035,7.02020613878842e-5,Capex
Harad,CHP_Biomass_Solid,Power,2,2035,7.02020613878842e-5,Capex
Mordor,CHP_Biomass_Solid,Power,2,2035,7.02020613878842e-5,Capex
DolAmroth,CHP_Coal_Hardcoal,Power,2,2035,15.666179755632932,Capex
Gondor,CHP_Coal_Hardcoal,Power,2,2035,15.666179755632932,Capex
Rohan,CHP_Coal_Hardcoal,Power,2,2035,15.666179755632932,Capex
Harad,CHP_Coal_Hardcoal,Power,2,2035,15.666179755632932,Capex
Mordor,CHP_Coal_Hardcoal,Power,2,2035,15.666179755632932,Capex
DolAmroth,CHP_Coal_Lignite,Power,2,2035,15.666179755632932,Capex
Gondor,CHP_Coal_Lignite,Power,2,2035,15.666179755632932,Capex
Rohan,CHP_Coal_Lignite,Power,2,2035,15.666179755632932,Capex
Harad,CHP_Coal_Lignite,Power,2,2035,15.666179755632932,Capex
Mordor,CHP_Coal_Lignite,Power,2,2035,15.666179755632932,Capex
DolAmroth,CHP_Gas_CCGT_Natural,Power,2,2035,7.576165611279045e-5,Capex
Gondor,CHP_Gas_CCGT_Natural,Power,2,2035,7.576165611279045e-5,Capex
Rohan,CHP_Gas_CCGT_Natural,Power,2,2035,7.576165611279045e-5,Capex
Harad,CHP_Gas_CCGT_Natural,Power,2,2035,7.576165611279045e-5,Capex
Mordor,CHP_Gas_CCGT_Natural,Power,2,2035,7.576165611279045e-5,Capex
DolAmroth,D_Battery_Li-Ion,Power,2,2035,8.479681139792257e-5,Capex
Gondor,D_Battery_Li-Ion,Power,2,2035,8.479681139792257e-5,Capex
Rohan,D_Battery_Li-Ion,Power,2,2035,8.479681139792257e-5,Capex
Harad,D_Battery_Li-Ion,Power,2,2035,8.479681139792257e-5,Capex
Mordor,D_Battery_Li-Ion,Power,2,2035,8.479681139792257e-5,Capex
DolAmroth,D_Battery_Redox,Power,2,2035,8.479681139792257e-5,Capex
Gondor,D_Battery_Redox,Power,2,2035,8.479681139792257e-5,Capex
Rohan,D_Battery_Redox,Power,2,2035,8.479681139792257e-5,Capex
Harad,D_Battery_Redox,Power,2,2035,8.479681139792257e-5,Capex
Mordor,D_Battery_Redox,Power,2,2035,8.479681139792257e-5,Capex
DolAmroth,D_CAES,Power,2,2035,6.28639838570083e-5,Capex
Gondor,D_CAES,Power,2,2035,6.28639838570083e-5,Capex
Rohan,D_CAES,Power,2,2035,6.28639838570083e-5,Capex
Harad,D_CAES,Power,2,2035,6.28639838570083e-5,Capex
Mordor,D_CAES,Power,2,2035,6.28639838570083e-5,Capex
DolAmroth,D_PHS,Power,2,2035,5.928318084498749e-5,Capex
Gondor,D_PHS,Power,2,2035,5.928318084498749e-5,Capex
Rohan,D_PHS,Power,2,2035,5.928318084498749e-5,Capex
Harad,D_PHS,Power,2,2035,5.928318084498749e-5,Capex
Mordor,D_PHS,Power,2,2035,5.928318084498749e-5,Capex
DolAmroth,D_PHS_Residual,Power,2,2035,5.928318084498749e-5,Capex
Gondor,D_PHS_Residual,Power,2,2035,5.928318084498749e-5,Capex
Rohan,D_PHS_Residual,Power,2,2035,5.928318084498749e-5,Capex
Harad,D_PHS_Residual,Power,2,2035,5.928318084498749e-5,Capex
Mordor,D_PHS_Residual,Power,2,2035,5.928318084498749e-5,Capex
DolAmroth,P_Gas_CCGT,Power,2,2035,7.907818409209942e-5,Capex
Gondor,P_Gas_CCGT,Power,2,2035,7.907818409209942e-5,Capex
Rohan,P_Gas_CCGT,Power,2,2035,7.907818409209942e-5,Capex
Harad,P_Gas_CCGT,Power,2,2035,7.907818409209942e-5,Capex
Mordor,P_Gas_CCGT,Power,2,2035,7.907818409209942e-5,Capex
DolAmroth,P_Gas_Engines,Power,2,2035,7.907818409209942e-5,Capex
Gondor,P_Gas_Engines,Power,2,2035,7.907818409209942e-5,Capex
Rohan,P_Gas_Engines,Power,2,2035,7.907818409209942e-5,Capex
Harad,P_Gas_Engines,Power,2,2035,7.907818409209942e-5,Capex
Mordor,P_Gas_Engines,Power,2,2035,7.907818409209942e-5,Capex
DolAmroth,P_Gas_OCGT,Power,2,2035,7.02020613878842e-5,Capex
Gondor,P_Gas_OCGT,Power,2,2035,7.02020613878842e-5,Capex
Rohan,P_Gas_OCGT,Power,2,2035,7.02020613878842e-5,Capex
Harad,P_Gas_OCGT,Power,2,2035,7.02020613878842e-5,Capex
Mordor,P_Gas_OCGT,Power,2,2035,7.02020613878842e-5,Capex
DolAmroth,X_Fuel_Cell,Power,2,2035,23.061115040096716,Capex
Gondor,X_Fuel_Cell,Power,2,2035,23.061115040096716,Capex
Rohan,X_Fuel_Cell,Power,2,2035,23.061115040096716,Capex
Harad,X_Fuel_Cell,Power,2,2035,23.061115040096716,Capex
Mordor,X_Fuel_Cell,Power,2,2035,23.061115040096716,Capex
DolAmroth,FRT_Rail_Conv,Mobility_Freight,2,2035,0.8408596911917463,Capex
Gondor,FRT_Rail_Conv,Mobility_Freight,2,2035,0.8408596911917463,Capex
Rohan,FRT_Rail_Conv,Mobility_Freight,2,2035,0.8408596911917463,Capex
Harad,FRT_Rail_Conv,Mobility_Freight,2,2035,0.8408596911917463,Capex
Mordor,FRT_Rail_Conv,Mobility_Freight,2,2035,0.8408596911917463,Capex
DolAmroth,FRT_Road_ICE,Mobility_Freight,2,2035,1.6147001270614716,Capex
Gondor,FRT_Road_ICE,Mobility_Freight,2,2035,1.6147001270614716,Capex
Rohan,FRT_Road_ICE,Mobility_Freight,2,2035,1.6147001270614716,Capex
Harad,FRT_Road_ICE,Mobility_Freight,2,2035,1.6147001270614716,Capex
Mordor,FRT_Road_ICE,Mobility_Freight,2,2035,1.6147001270614716,Capex
DolAmroth,FRT_Road_PHEV,Mobility_Freight,2,2035,1.9584215361378656,Capex
Gondor,FRT_Road_PHEV,Mobility_Freight,2,2035,1.9584215361378656,Capex
Rohan,FRT_Road_PHEV,Mobility_Freight,2,2035,1.9584215361378656,Capex
Harad,FRT_Road_PHEV,Mobility_Freight,2,2035,1.9584215361378656,Capex
Mordor,FRT_Road_PHEV,Mobility_Freight,2,2035,1.9584215361378656,Capex
DolAmroth,FRT_Ship_Conv,Mobility_Freight,2,2035,2.0169813547267843,Capex
Gondor,FRT_Ship_Conv,Mobility_Freight,2,2035,2.0169813547267843,Capex
Rohan,FRT_Ship_Conv,Mobility_Freight,2,2035,2.0169813547267843,Capex
Harad,FRT_Ship_Conv,Mobility_Freight,2,2035,2.0169813547267843,Capex
Mordor,FRT_Ship_Conv,Mobility_Freight,2,2035,2.0169813547267843,Capex
DolAmroth,PSNG_Air_Conv,Mobility_Passenger,2,2035,2.1355368637936905,Capex
Gondor,PSNG_Air_Conv,Mobility_Passenger,2,2035,2.1355368637936905,Capex
Rohan,PSNG_Air_Conv,Mobility_Passenger,2,2035,2.1355368637936905,Capex
Harad,PSNG_Air_Conv,Mobility_Passenger,2,2035,2.1355368637936905,Capex
Mordor,PSNG_Air_Conv,Mobility_Passenger,2,2035,2.1355368637936905,Capex
DolAmroth,PSNG_Rail_Conv,Mobility_Passenger,2,2035,0.9724725125396341,Capex
Gondor,PSNG_Rail_Conv,Mobility_Passenger,2,2035,0.9724725125396341,Capex
Rohan,PSNG_Rail_Conv,Mobility_Passenger,2,2035,0.9724725125396341,Capex
Harad,PSNG_Rail_Conv,Mobility_Passenger,2,2035,0.9724725125396341,Capex
Mordor,PSNG_Rail_Conv,Mobility_Passenger,2,2035,0.9724725125396341,Capex
DolAmroth,PSNG_Road_ICE,Mobility_Passenger,2,2035,8.7764227662984,Capex
Gondor,PSNG_Road_ICE,Mobility_Passenger,2,2035,8.7764227662984,Capex
Rohan,PSNG_Road_ICE,Mobility_Passenger,2,2035,8.7764227662984,Capex
Harad,PSNG_Road_ICE,Mobility_Passenger,2,2035,8.7764227662984,Capex
Mordor,PSNG_Road_ICE,Mobility_Passenger,2,2035,8.7764227662984,Capex
DolAmroth,PSNG_Road_PHEV,Mobility_Passenger,2,2035,12.635255512203997,Capex
Gondor,PSNG_Road_PHEV,Mobility_Passenger,2,2035,12.635255512203997,Capex
Rohan,PSNG_Road_PHEV,Mobility_Passenger,2,2035,12.635255512203997,Capex
Harad,PSNG_Road_PHEV,Mobility_Passenger,2,2035,12.635255512203997,Capex
Mordor,PSNG_Road_PHEV,Mobility_Passenger,2,2035,12.635255512203997,Capex
DolAmroth,X_Gasifier,Gas_Bio,2,2035,6.367257421706051e-5,Capex
Gondor,X_Gasifier,Gas_Bio,2,2035,6.367257421706051e-5,Capex
Rohan,X_Gasifier,Gas_Bio,2,2035,6.367257421706051e-5,Capex
Harad,X_Gasifier,Gas_Bio,2,2035,6.367257421706051e-5,Capex
Mordor,X_Gasifier,Gas_Bio,2,2035,6.367257421706051e-5,Capex
DolAmroth,X_Methanation,Gas_Bio,2,2035,1.945455354596087,Capex
Gondor,X_Methanation,Gas_Bio,2,2035,1.945455354596087,Capex
Rohan,X_Methanation,Gas_Bio,2,2035,1.945455354596087,Capex
Harad,X_Methanation,Gas_Bio,2,2035,1.945455354596087,Capex
Mordor,X_Methanation,Gas_Bio,2,2035,1.945455354596087,Capex
DolAmroth,D_Heat_HLR,Heat_Low_Residential,2,2035,8.366878065167988,Capex
Gondor,D_Heat_HLR,Heat_Low_Residential,2,2035,8.366878065167988,Capex
Rohan,D_Heat_HLR,Heat_Low_Residential,2,2035,8.366878065167988,Capex
Harad,D_Heat_HLR,Heat_Low_Residential,2,2035,8.366878065167988,Capex
Mordor,D_Heat_HLR,Heat_Low_Residential,2,2035,8.366878065167988,Capex
DolAmroth,HLR_Gas_Boiler,Heat_Low_Residential,2,2035,1.4773522941994137,Capex
Gondor,HLR_Gas_Boiler,Heat_Low_Residential,2,2035,1.4773522941994137,Capex
Rohan,HLR_Gas_Boiler,Heat_Low_Residential,2,2035,1.4773522941994137,Capex
Harad,HLR_Gas_Boiler,Heat_Low_Residential,2,2035,1.4773522941994137,Capex
Mordor,HLR_Gas_Boiler,Heat_Low_Residential,2,2035,1.4773522941994137,Capex
DolAmroth,D_Heat_HLI,Heat_Low_Industrial,2,2035,7.5436780628409945,Capex
Gondor,D_Heat_HLI,Heat_Low_Industrial,2,2035,7.5436780628409945,Capex
Rohan,D_Heat_HLI,Heat_Low_Industrial,2,2035,7.5436780628409945,Capex
Harad,D_Heat_HLI,Heat_Low_Industrial,2,2035,7.5436780628409945,Capex
Mordor,D_Heat_HLI,Heat_Low_Industrial,2,2035,7.5436780628409945,Capex
DolAmroth,HLI_Fuelcell,Heat_Low_Industrial,2,2035,34.66226781026784,Capex
Gondor,HLI_Fuelcell,Heat_Low_Industrial,2,2035,34.66226781026784,Capex
Rohan,HLI_Fuelcell,Heat_Low_Industrial,2,2035,34.66226781026784,Capex
Harad,HLI_Fuelcell,Heat_Low_Industrial,2,2035,34.66226781026784,Capex
Mordor,HLI_Fuelcell,Heat_Low_Industrial,2,2035,34.66226781026784,Capex
DolAmroth,HLI_Gas_Boiler,Heat_Low_Industrial,2,2035,1.4773522941994137,Capex
Gondor,HLI_Gas_Boiler,Heat_Low_Industrial,2,2035,1.4773522941994137,Capex
Rohan,HLI_Gas_Boiler,Heat_Low_Industrial,2,2035,1.4773522941994137,Capex
Harad,HLI_Gas_Boiler,Heat_Low_Industrial,2,2035,1.4773522941994137,Capex
Mordor,HLI_Gas_Boiler,Heat_Low_Industrial,2,2035,1.4773522941994137,Capex
DolAmroth,HMI_Gas,Heat_Medium_Industrial,2,2035,0.49843463585397774,Capex
Gondor,HMI_Gas,Heat_Medium_Industrial,2,2035,0.49843463585397774,Capex
Rohan,HMI_Gas,Heat_Medium_Industrial,2,2035,0.49843463585397774,Capex
Harad,HMI_Gas,Heat_Medium_Industrial,2,2035,0.49843463585397774,Capex
Mordor,HMI_Gas,Heat_Medium_Industrial,2,2035,0.49843463585397774,Capex
DolAmroth,HHI_BF_BOF,Heat_High_Industrial,2,2035,3.3486652001853376,Capex
Gondor,HHI_BF_BOF,Heat_High_Industrial,2,2035,3.3486652001853376,Capex
Rohan,HHI_BF_BOF,Heat_High_Industrial,2,2035,3.3486652001853376,Capex
Harad,HHI_BF_BOF,Heat_High_Industrial,2,2035,3.3486652001853376,Capex
Mordor,HHI_BF_BOF,Heat_High_Industrial,2,2035,3.3486652001853376,Capex
DolAmroth,HHI_Bio_BF_BOF,Heat_High_Industrial,2,2035,3.683531720203871,Capex
Gondor,HHI_Bio_BF_BOF,Heat_High_Industrial,2,2035,3.683531720203871,Capex
Rohan,HHI_Bio_BF_BOF,Heat_High_Industrial,2,2035,3.683531720203871,Capex
Harad,HHI_Bio_BF_BOF,Heat_High_Industrial,2,2035,3.683531720203871,Capex
Mordor,HHI_Bio_BF_BOF,Heat_High_Industrial,2,2035,3.683531720203871,Capex
DolAmroth,HHI_DRI_EAF,Heat_High_Industrial,2,2035,3.489200241217435,Capex
Gondor,HHI_DRI_EAF,Heat_High_Industrial,2,2035,3.489200241217435,Capex
Rohan,HHI_DRI_EAF,Heat_High_Industrial,2,2035,3.489200241217435,Capex
Harad,HHI_DRI_EAF,Heat_High_Industrial,2,2035,3.489200241217435,Capex
Mordor,HHI_DRI_EAF,Heat_High_Industrial,2,2035,3.489200241217435,Capex
DolAmroth,X_Powerfuel,Powerfuel,2,2035,246.66538835279005,Capex
Gondor,X_Powerfuel,Powerfuel,2,2035,246.66538835279005,Capex
Rohan,X_Powerfuel,Powerfuel,2,2035,246.66538835279005,Capex
Harad,X_Powerfuel,Powerfuel,2,2035,246.66538835279005,Capex
Mordor,X_Powerfuel,Powerfuel,2,2035,246.66538835279005,Capex
DolAmroth,X_Liquifier,LBG,2,2035,6.367257421706051e-5,Capex
Gondor,X_Liquifier,LBG,2,2035,6.367257421706051e-5,Capex
Rohan,X_Liquifier,LBG,2,2035,6.367257421706051e-5,Capex
Harad,X_Liquifier,LBG,2,2035,6.367257421706051e-5,Capex
Mordor,X_Liquifier,LBG,2,2035,6.367257421706051e-5,Capex
DolAmroth,Z_ETS_Sell,ETS_Source,2,2035,0.0017261921185486749,Capex
Gondor,Z_ETS_Sell,ETS_Source,2,2035,0.0017261921185486749,Capex
Rohan,Z_ETS_Sell,ETS_Source,2,2035,0.0017261921185486749,Capex
Harad,Z_ETS_Sell,ETS_Source,2,2035,0.0017261921185486749,Capex
Mordor,Z_ETS_Sell,ETS_Source,2,2035,0.0017261921185486749,Capex
DolAmroth,CHP_Biomass_Solid,Heat_District,2,2035,2.733725131926955e-5,Capex
Gondor,CHP_Biomass_Solid,Heat_District,2,2035,2.733725131926955e-5,Capex
Rohan,CHP_Biomass_Solid,Heat_District,2,2035,2.733725131926955e-5,Capex
Harad,CHP_Biomass_Solid,Heat_District,2,2035,2.733725131926955e-5,Capex
Mordor,CHP_Biomass_Solid,Heat_District,2,2035,2.733725131926955e-5,Capex
DolAmroth,CHP_Coal_Hardcoal,Heat_District,2,2035,10.232645170237058,Capex
Gondor,CHP_Coal_Hardcoal,Heat_District,2,2035,10.232645170237058,Capex
Rohan,CHP_Coal_Hardcoal,Heat_District,2,2035,10.232645170237058,Capex
Harad,CHP_Coal_Hardcoal,Heat_District,2,2035,10.232645170237058,Capex
Mordor,CHP_Coal_Hardcoal,Heat_District,2,2035,10.232645170237058,Capex
DolAmroth,CHP_Coal_Lignite,Heat_District,2,2035,9.488903546718916,Capex
Gondor,CHP_Coal_Lignite,Heat_District,2,2035,9.488903546718916,Capex
Rohan,CHP_Coal_Lignite,Heat_District,2,2035,9.488903546718916,Capex
Harad,CHP_Coal_Lignite,Heat_District,2,2035,9.488903546718916,Capex
Mordor,CHP_Coal_Lignite,Heat_District,2,2035,9.488903546718916,Capex
DolAmroth,CHP_Gas_CCGT_Natural,Heat_District,2,2035,7.530979732881755e-5,Capex
Gondor,CHP_Gas_CCGT_Natural,Heat_District,2,2035,7.530979732881755e-5,Capex
Rohan,CHP_Gas_CCGT_Natural,Heat_District,2,2035,7.530979732881755e-5,Capex
Harad,CHP_Gas_CCGT_Natural,Heat_District,2,2035,7.530979732881755e-5,Capex
Mordor,CHP_Gas_CCGT_Natural,Heat_District,2,2035,7.530979732881755e-5,Capex
DolAmroth,P_Gas_CCGT,Power,3,2035,7.907818409209942e-5,Capex
Gondor,P_Gas_CCGT,Power,3,2035,7.907818409209942e-5,Capex
Rohan,P_Gas_CCGT,Power,3,2035,7.907818409209942e-5,Capex
Harad,P_Gas_CCGT,Power,3,2035,7.907818409209942e-5,Capex
Mordor,P_Gas_CCGT,Power,3,2035,7.907818409209942e-5,Capex
DolAmroth,P_Gas_Engines,Power,3,2035,7.907818409209942e-5,Capex
Gondor,P_Gas_Engines,Power,3,2035,7.907818409209942e-5,Capex
Rohan,P_Gas_Engines,Power,3,2035,7.907818409209942e-5,Capex
Harad,P_Gas_Engines,Power,3,2035,7.907818409209942e-5,Capex
Mordor,P_Gas_Engines,Power,3,2035,7.907818409209942e-5,Capex
DolAmroth,P_Gas_OCGT,Power,3,2035,7.02020613878842e-5,Capex
Gondor,P_Gas_OCGT,Power,3,2035,7.02020613878842e-5,Capex
Rohan,P_Gas_OCGT,Power,3,2035,7.02020613878842e-5,Capex
Harad,P_Gas_OCGT,Power,3,2035,7.02020613878842e-5,Capex
Mordor,P_Gas_OCGT,Power,3,2035,7.02020613878842e-5,Capex
DolAmroth,FRT_Rail_Conv,Mobility_Freight,3,2035,0.8408596911917463,Capex
Gondor,FRT_Rail_Conv,Mobility_Freight,3,2035,0.8408596911917463,Capex
Rohan,FRT_Rail_Conv,Mobility_Freight,3,2035,0.8408596911917463,Capex
Harad,FRT_Rail_Conv,Mobility_Freight,3,2035,0.8408596911917463,Capex
Mordor,FRT_Rail_Conv,Mobility_Freight,3,2035,0.8408596911917463,Capex
DolAmroth,FRT_Road_ICE,Mobility_Freight,3,2035,1.6147001270614716,Capex
Gondor,FRT_Road_ICE,Mobility_Freight,3,2035,1.6147001270614716,Capex
Rohan,FRT_Road_ICE,Mobility_Freight,3,2035,1.6147001270614716,Capex
Harad,FRT_Road_ICE,Mobility_Freight,3,2035,1.6147001270614716,Capex
Mordor,FRT_Road_ICE,Mobility_Freight,3,2035,1.6147001270614716,Capex
DolAmroth,FRT_Road_PHEV,Mobility_Freight,3,2035,1.9584215361378656,Capex
Gondor,FRT_Road_PHEV,Mobility_Freight,3,2035,1.9584215361378656,Capex
Rohan,FRT_Road_PHEV,Mobility_Freight,3,2035,1.9584215361378656,Capex
Harad,FRT_Road_PHEV,Mobility_Freight,3,2035,1.9584215361378656,Capex
Mordor,FRT_Road_PHEV,Mobility_Freight,3,2035,1.9584215361378656,Capex
DolAmroth,PSNG_Rail_Conv,Mobility_Passenger,3,2035,0.9724725125396341,Capex
Gondor,PSNG_Rail_Conv,Mobility_Passenger,3,2035,0.9724725125396341,Capex
Rohan,PSNG_Rail_Conv,Mobility_Passenger,3,2035,0.9724725125396341,Capex
Harad,PSNG_Rail_Conv,Mobility_Passenger,3,2035,0.9724725125396341,Capex
Mordor,PSNG_Rail_Conv,Mobility_Passenger,3,2035,0.9724725125396341,Capex
DolAmroth,PSNG_Road_ICE,Mobility_Passenger,3,2035,8.7764227662984,Capex
Gondor,PSNG_Road_ICE,Mobility_Passenger,3,2035,8.7764227662984,Capex
Rohan,PSNG_Road_ICE,Mobility_Passenger,3,2035,8.7764227662984,Capex
Harad,PSNG_Road_ICE,Mobility_Passenger,3,2035,8.7764227662984,Capex
Mordor,PSNG_Road_ICE,Mobility_Passenger,3,2035,8.7764227662984,Capex
DolAmroth,PSNG_Road_PHEV,Mobility_Passenger,3,2035,12.635255512203997,Capex
Gondor,PSNG_Road_PHEV,Mobility_Passenger,3,2035,12.635255512203997,Capex
Rohan,PSNG_Road_PHEV,Mobility_Passenger,3,2035,12.635255512203997,Capex
Harad,PSNG_Road_PHEV,Mobility_Passenger,3,2035,12.635255512203997,Capex
Mordor,PSNG_Road_PHEV,Mobility_Passenger,3,2035,12.635255512203997,Capex
DolAmroth,X_Gasifier,Gas_Synth,3,2035,6.367257421706051e-5,Capex
Gondor,X_Gasifier,Gas_Synth,3,2035,6.367257421706051e-5,Capex
Rohan,X_Gasifier,Gas_Synth,3,2035,6.367257421706051e-5,Capex
Harad,X_Gasifier,Gas_Synth,3,2035,6.367257421706051e-5,Capex
Mordor,X_Gasifier,Gas_Synth,3,2035,6.367257421706051e-5,Capex
DolAmroth,HLR_Gas_Boiler,Heat_Low_Residential,3,2035,1.4773522941994137,Capex
Gondor,HLR_Gas_Boiler,Heat_Low_Residential,3,2035,1.4773522941994137,Capex
Rohan,HLR_Gas_Boiler,Heat_Low_Residential,3,2035,1.4773522941994137,Capex
Harad,HLR_Gas_Boiler,Heat_Low_Residential,3,2035,1.4773522941994137,Capex
Mordor,HLR_Gas_Boiler,Heat_Low_Residential,3,2035,1.4773522941994137,Capex
DolAmroth,HLI_Gas_Boiler,Heat_Low_Industrial,3,2035,1.4773522941994137,Capex
Gondor,HLI_Gas_Boiler,Heat_Low_Industrial,3,2035,1.4773522941994137,Capex
Rohan,HLI_Gas_Boiler,Heat_Low_Industrial,3,2035,1.4773522941994137,Capex
Harad,HLI_Gas_Boiler,Heat_Low_Industrial,3,2035,1.4773522941994137,Capex
Mordor,HLI_Gas_Boiler,Heat_Low_Industrial,3,2035,1.4773522941994137,Capex
DolAmroth,HMI_Gas,Heat_Medium_Industrial,3,2035,0.49843463585397774,Capex
Gondor,HMI_Gas,Heat_Medium_Industrial,3,2035,0.49843463585397774,Capex
Rohan,HMI_Gas,Heat_Medium_Industrial,3,2035,0.49843463585397774,Capex
Harad,HMI_Gas,Heat_Medium_Industrial,3,2035,0.49843463585397774,Capex
Mordor,HMI_Gas,Heat_Medium_Industrial,3,2035,0.49843463585397774,Capex
DolAmroth,HHI_BF_BOF,Heat_High_Industrial,3,2035,3.3486652001853376,Capex
Gondor,HHI_BF_BOF,Heat_High_Industrial,3,2035,3.3486652001853376,Capex
Rohan,HHI_BF_BOF,Heat_High_Industrial,3,2035,3.3486652001853376,Capex
Harad,HHI_BF_BOF,Heat_High_Industrial,3,2035,3.3486652001853376,Capex
Mordor,HHI_BF_BOF,Heat_High_Industrial,3,2035,3.3486652001853376,Capex
DolAmroth,HHI_Bio_BF_BOF,Heat_High_Industrial,3,2035,3.683531720203871,Capex
Gondor,HHI_Bio_BF_BOF,Heat_High_Industrial,3,2035,3.683531720203871,Capex
Rohan,HHI_Bio_BF_BOF,Heat_High_Industrial,3,2035,3.683531720203871,Capex
Harad,HHI_Bio_BF_BOF,Heat_High_Industrial,3,2035,3.683531720203871,Capex
Mordor,HHI_Bio_BF_BOF,Heat_High_Industrial,3,2035,3.683531720203871,Capex
DolAmroth,HHI_DRI_EAF,Heat_High_Industrial,3,2035,3.489200241217435,Capex
Gondor,HHI_DRI_EAF,Heat_High_Industrial,3,2035,3.489200241217435,Capex
Rohan,HHI_DRI_EAF,Heat_High_Industrial,3,2035,3.489200241217435,Capex
Harad,HHI_DRI_EAF,Heat_High_Industrial,3,2035,3.489200241217435,Capex
Mordor,HHI_DRI_EAF,Heat_High_Industrial,3,2035,3.489200241217435,Capex
DolAmroth,X_Liquifier,LSG,3,2035,6.367257421706051e-5,Capex
Gondor,X_Liquifier,LSG,3,2035,6.367257421706051e-5,Capex
Rohan,X_Liquifier,LSG,3,2035,6.367257421706051e-5,Capex
Harad,X_Liquifier,LSG,3,2035,6.367257421706051e-5,Capex
Mordor,X_Liquifier,LSG,3,2035,6.367257421706051e-5,Capex
DolAmroth,X_Gasifier,H2,4,2035,6.367257421706051e-5,Capex
Gondor,X_Gasifier,H2,4,2035,6.367257421706051e-5,Capex
Rohan,X_Gasifier,H2,4,2035,6.367257421706051e-5,Capex
Harad,X_Gasifier,H2,4,2035,6.367257421706051e-5,Capex
Mordor,X_Gasifier,H2,4,2035,6.367257421706051e-5,Capex
DolAmroth,HHI_BF_BOF,Heat_High_Industrial,4,2035,3.3486652001853376,Capex
Gondor,HHI_BF_BOF,Heat_High_Industrial,4,2035,3.3486652001853376,Capex
Rohan,HHI_BF_BOF,Heat_High_Industrial,4,2035,3.3486652001853376,Capex
Harad,HHI_BF_BOF,Heat_High_Industrial,4,2035,3.3486652001853376,Capex
Mordor,HHI_BF_BOF,Heat_High_Industrial,4,2035,3.3486652001853376,Capex
DolAmroth,X_Liquifier,LH2,4,2035,6.367257421706051e-5,Capex
Gondor,X_Liquifier,LH2,4,2035,6.367257421706051e-5,Capex
Rohan,X_Liquifier,LH2,4,2035,6.367257421706051e-5,Capex
Harad,X_Liquifier,LH2,4,2035,6.367257421706051e-5,Capex
Mordor,X_Liquifier,LH2,4,2035,6.367257421706051e-5,Capex
DolAmroth,A_Rooftop_Commercial,Area_Rooftop_Commercial,1,2040,0.0020720385298448685,Capex
Gondor,A_Rooftop_Commercial,Area_Rooftop_Commercial,1,2040,0.0020720385298448685,Capex
