Region,Technology,Fuel,Mode_of_operation,Year,Value,Variable
DolAmroth,A_Rooftop_Commercial,Area_Rooftop_Commercial,1,2018,0.0020720385298448685,Capex
Gondor,A_Rooftop_Commercial,Area_Rooftop_Commercial,1,2018,0.0020720385298448685,Capex
Rohan,A_Rooftop_Commercial,Area_Rooftop_Commercial,1,2018,0.0020720385298448685,Capex
Harad,A_Rooftop_Commercial,Area_Rooftop_Commercial,1,2018,0.0020720385298448685,Capex
Mordor,A_Rooftop_Commercial,Area_Rooftop_Commercial,1,2018,0.0020720385298448685,Capex
DolAmroth,A_Rooftop_Residential,Area_Rooftop_Residential,1,2018,0.0020720385298448685,Capex
Gondor,A_Rooftop_Residential,Area_Rooftop_Residential,1,2018,0.0020720385298448685,Capex
Rohan,A_Rooftop_Residential,Area_Rooftop_Residential,1,2018,0.0020720385298448685,Capex
Harad,A_Rooftop_Residential,Area_Rooftop_Residential,1,2018,0.0020720385298448685,Capex
Mordor,A_Rooftop_Residential,Area_Rooftop_Residential,1,2018,0.0020720385298448685,Capex
DolAmroth,RES_Grass,Biomass,1,2018,0.0017261921185486749,Capex
Gondor,RES_Grass,Biomass,1,2018,0.0017261921185486749,Capex
Rohan,RES_Grass,Biomass,1,2018,0.0017261921185486749,Capex
Harad,RES_Grass,Biomass,1,2018,0.0017261921185486749,Capex
Mordor,RES_Grass,Biomass,1,2018,0.0017261921185486749,Capex
DolAmroth,RES_Paper_Cardboard,Biomass,1,2018,0.0017261921185486749,Capex
Gondor,RES_Paper_Cardboard,Biomass,1,2018,0.0017261921185486749,Capex
Rohan,RES_Paper_Cardboard,Biomass,1,2018,0.0017261921185486749,Capex
Harad,RES_Paper_Cardboard,Biomass,1,2018,0.0017261921185486749,Capex
Mordor,RES_Paper_Cardboard,Biomass,1,2018,0.0017261921185486749,Capex
DolAmroth,RES_Residues,Biomass,1,2018,0.0017261921185486749,Capex
Gondor,RES_Residues,Biomass,1,2018,0.0017261921185486749,Capex
Rohan,RES_Residues,Biomass,1,2018,0.0017261921185486749,Capex
Harad,RES_Residues,Biomass,1,2018,0.0017261921185486749,Capex
Mordor,RES_Residues,Biomass,1,2018,0.0017261921185486749,Capex
DolAmroth,RES_Roundwood,Biomass,1,2018,0.0017261921185486749,Capex
Gondor,RES_Roundwood,Biomass,1,2018,0.0017261921185486749,Capex
Rohan,RES_Roundwood,Biomass,1,2018,0.0017261921185486749,Capex
Harad,RES_Roundwood,Biomass,1,2018,0.0017261921185486749,Capex
Mordor,RES_Roundwood,Biomass,1,2018,0.0017261921185486749,Capex
DolAmroth,RES_Wood,Biomass,1,2018,0.0017261921185486749,Capex
Gondor,RES_Wood,Biomass,1,2018,0.0017261921185486749,Capex
Rohan,RES_Wood,Biomass,1,2018,0.0017261921185486749,Capex
Harad,RES_Wood,Biomass,1,2018,0.0017261921185486749,Capex
Mordor,RES_Wood,Biomass,1,2018,0.0017261921185486749,Capex
DolAmroth,R_Coal_Hardcoal,Hardcoal,1,2018,6.879802016012651e-5,Capex
Gondor,R_Coal_Hardcoal,Hardcoal,1,2018,6.879802016012651e-5,Capex
Rohan,R_Coal_Hardcoal,Hardcoal,1,2018,6.879802016012651e-5,Capex
Harad,R_Coal_Hardcoal,Hardcoal,1,2018,6.879802016012651e-5,Capex
Mordor,R_Coal_Hardcoal,Hardcoal,1,2018,6.879802016012651e-5,Capex
DolAmroth,Z_Import_Hardcoal,Hardcoal,1,2018,0.0005846976277981959,Capex
Gondor,Z_Import_Hardcoal,Hardcoal,1,2018,0.0005846976277981959,Capex
Rohan,Z_Import_Hardcoal,Hardcoal,1,2018,0.0005846976277981959,Capex
Harad,Z_Import_Hardcoal,Hardcoal,1,2018,0.0005846976277981959,Capex
Mordor,Z_Import_Hardcoal,Hardcoal,1,2018,0.0005846976277981959,Capex
DolAmroth,X_Electrolysis,H2,1,2018,5.60472669328933,Capex
Gondor,X_Electrolysis,H2,1,2018,5.60472669328933,Capex
Rohan,X_Electrolysis,H2,1,2018,5.60472669328933,Capex
Harad,X_Electrolysis,H2,1,2018,5.60472669328933,Capex
Mordor,X_Electrolysis,H2,1,2018,5.60472669328933,Capex
DolAmroth,X_SMR,H2,1,2018,5.761003347838276,Capex
Gondor,X_SMR,H2,1,2018,5.761003347838276,Capex
Rohan,X_SMR,H2,1,2018,5.761003347838276,Capex
Harad,X_SMR,H2,1,2018,5.761003347838276,Capex
Mordor,X_SMR,H2,1,2018,5.761003347838276,Capex
DolAmroth,Z_Import_H2,H2,1,2018,0.0005846976277981959,Capex
Gondor,Z_Import_H2,H2,1,2018,0.0005846976277981959,Capex
Rohan,Z_Import_H2,H2,1,2018,0.0005846976277981959,Capex
Harad,Z_Import_H2,H2,1,2018,0.0005846976277981959,Capex
Mordor,Z_Import_H2,H2,1,2018,0.0005846976277981959,Capex
DolAmroth,R_Gas,Gas_Natural,1,2018,6.879802016012651e-5,Capex
Gondor,R_Gas,Gas_Natural,1,2018,6.879802016012651e-5,Capex
Rohan,R_Gas,Gas_Natural,1,2018,6.879802016012651e-5,Capex
Harad,R_Gas,Gas_Natural,1,2018,6.879802016012651e-5,Capex
Mordor,R_Gas,Gas_Natural,1,2018,6.879802016012651e-5,Capex
DolAmroth,X_Gasifier,Gas_Natural,1,2018,6.367257421706051e-5,Capex
Gondor,X_Gasifier,Gas_Natural,1,2018,6.367257421706051e-5,Capex
Rohan,X_Gasifier,Gas_Natural,1,2018,6.367257421706051e-5,Capex
Harad,X_Gasifier,Gas_Natural,1,2018,6.367257421706051e-5,Capex
Mordor,X_Gasifier,Gas_Natural,1,2018,6.367257421706051e-5,Capex
DolAmroth,Z_Import_Gas,Gas_Natural,1,2018,0.0005846976277981959,Capex
Gondor,Z_Import_Gas,Gas_Natural,1,2018,0.0005846976277981959,Capex
Rohan,Z_Import_Gas,Gas_Natural,1,2018,0.0005846976277981959,Capex
Harad,Z_Import_Gas,Gas_Natural,1,2018,0.0005846976277981959,Capex
Mordor,Z_Import_Gas,Gas_Natural,1,2018,0.0005846976277981959,Capex
DolAmroth,R_Nuclear,Nuclear,1,2018,6.879802016012651e-5,Capex
Gondor,R_Nuclear,Nuclear,1,2018,6.879802016012651e-5,Capex
Rohan,R_Nuclear,Nuclear,1,2018,6.879802016012651e-5,Capex
Harad,R_Nuclear,Nuclear,1,2018,6.879802016012651e-5,Capex
Mordor,R_Nuclear,Nuclear,1,2018,6.879802016012651e-5,Capex
DolAmroth,R_Oil,Oil,1,2018,6.879802016012651e-5,Capex
Gondor,R_Oil,Oil,1,2018,6.879802016012651e-5,Capex
Rohan,R_Oil,Oil,1,2018,6.879802016012651e-5,Capex
Harad,R_Oil,Oil,1,2018,6.879802016012651e-5,Capex
Mordor,R_Oil,Oil,1,2018,6.879802016012651e-5,Capex
DolAmroth,Z_Import_Oil,Oil,1,2018,0.0005846976277981959,Capex
Gondor,Z_Import_Oil,Oil,1,2018,0.0005846976277981959,Capex
Rohan,Z_Import_Oil,Oil,1,2018,0.0005846976277981959,Capex
Harad,Z_Import_Oil,Oil,1,2018,0.0005846976277981959,Capex
Mordor,Z_Import_Oil,Oil,1,2018,0.0005846976277981959,Capex
DolAmroth,CHP_Biomass_Solid,Power,1,2018,7.02020613878842e-5,Capex
Gondor,CHP_Biomass_Solid,Power,1,2018,7.02020613878842e-5,Capex
Rohan,CHP_Biomass_Solid,Power,1,2018,7.02020613878842e-5,Capex
Harad,CHP_Biomass_Solid,Power,1,2018,7.02020613878842e-5,Capex
Mordor,CHP_Biomass_Solid,Power,1,2018,7.02020613878842e-5,Capex
DolAmroth,CHP_Coal_Hardcoal,Power,1,2018,15.666179755632932,Capex
Gondor,CHP_Coal_Hardcoal,Power,1,2018,15.666179755632932,Capex
Rohan,CHP_Coal_Hardcoal,Power,1,2018,15.666179755632932,Capex
Harad,CHP_Coal_Hardcoal,Power,1,2018,15.666179755632932,Capex
Mordor,CHP_Coal_Hardcoal,Power,1,2018,15.666179755632932,Capex
DolAmroth,CHP_Coal_Lignite,Power,1,2018,15.666179755632932,Capex
Gondor,CHP_Coal_Lignite,Power,1,2018,15.666179755632932,Capex
Rohan,CHP_Coal_Lignite,Power,1,2018,15.666179755632932,Capex
Harad,CHP_Coal_Lignite,Power,1,2018,15.666179755632932,Capex
Mordor,CHP_Coal_Lignite,Power,1,2018,15.666179755632932,Capex
DolAmroth,CHP_Gas_CCGT_Natural,Power,1,2018,7.576165611279045e-5,Capex
Gondor,CHP_Gas_CCGT_Natural,Power,1,2018,7.576165611279045e-5,Capex
Rohan,CHP_Gas_CCGT_Natural,Power,1,2018,7.576165611279045e-5,Capex
Harad,CHP_Gas_CCGT_Natural,Power,1,2018,7.576165611279045e-5,Capex
Mordor,CHP_Gas_CCGT_Natural,Power,1,2018,7.576165611279045e-5,Capex
DolAmroth,HLI_Fuelcell,Power,1,2018,25.062135915474656,Capex
Gondor,HLI_Fuelcell,Power,1,2018,25.062135915474656,Capex
Rohan,HLI_Fuelcell,Power,1,2018,25.062135915474656,Capex
Harad,HLI_Fuelcell,Power,1,2018,25.062135915474656,Capex
Mordor,HLI_Fuelcell,Power,1,2018,25.062135915474656,Capex
DolAmroth,P_Biomass,Power,1,2018,19.607575917304967,Capex
Gondor,P_Biomass,Power,1,2018,19.607575917304967,Capex
Rohan,P_Biomass,Power,1,2018,19.607575917304967,Capex
Harad,P_Biomass,Power,1,2018,19.607575917304967,Capex
Mordor,P_Biomass,Power,1,2018,19.607575917304967,Capex
DolAmroth,P_Coal_Hardcoal,Power,1,2018,12.198880629026876,Capex
Gondor,P_Coal_Hardcoal,Power,1,2018,12.198880629026876,Capex
Rohan,P_Coal_Hardcoal,Power,1,2018,12.198880629026876,Capex
Harad,P_Coal_Hardcoal,Power,1,2018,12.198880629026876,Capex
Mordor,P_Coal_Hardcoal,Power,1,2018,12.198880629026876,Capex
DolAmroth,P_Coal_Lignite,Power,1,2018,13.307869777120228,Capex
Gondor,P_Coal_Lignite,Power,1,2018,13.307869777120228,Capex
Rohan,P_Coal_Lignite,Power,1,2018,13.307869777120228,Capex
Harad,P_Coal_Lignite,Power,1,2018,13.307869777120228,Capex
Mordor,P_Coal_Lignite,Power,1,2018,13.307869777120228,Capex
DolAmroth,P_Gas_CCGT,Power,1,2018,7.907818409209942e-5,Capex
Gondor,P_Gas_CCGT,Power,1,2018,7.907818409209942e-5,Capex
Rohan,P_Gas_CCGT,Power,1,2018,7.907818409209942e-5,Capex
Harad,P_Gas_CCGT,Power,1,2018,7.907818409209942e-5,Capex
Mordor,P_Gas_CCGT,Power,1,2018,7.907818409209942e-5,Capex
DolAmroth,P_Gas_Engines,Power,1,2018,7.907818409209942e-5,Capex
Gondor,P_Gas_Engines,Power,1,2018,7.907818409209942e-5,Capex
Rohan,P_Gas_Engines,Power,1,2018,7.907818409209942e-5,Capex
Harad,P_Gas_Engines,Power,1,2018,7.907818409209942e-5,Capex
Mordor,P_Gas_Engines,Power,1,2018,7.907818409209942e-5,Capex
DolAmroth,P_Gas_OCGT,Power,1,2018,7.02020613878842e-5,Capex
Gondor,P_Gas_OCGT,Power,1,2018,7.02020613878842e-5,Capex
Rohan,P_Gas_OCGT,Power,1,2018,7.02020613878842e-5,Capex
Harad,P_Gas_OCGT,Power,1,2018,7.02020613878842e-5,Capex
Mordor,P_Gas_OCGT,Power,1,2018,7.02020613878842e-5,Capex
DolAmroth,P_Nuclear,Power,1,2018,42.850478881349176,Capex
Gondor,P_Nuclear,Power,1,2018,42.850478881349176,Capex
Rohan,P_Nuclear,Power,1,2018,42.850478881349176,Capex
Harad,P_Nuclear,Power,1,2018,42.850478881349176,Capex
Mordor,P_Nuclear,Power,1,2018,42.850478881349176,Capex
DolAmroth,P_Oil,Power,1,2018,5.3236563219145525,Capex
Gondor,P_Oil,Power,1,2018,5.3236563219145525,Capex
Rohan,P_Oil,Power,1,2018,5.3236563219145525,Capex
Harad,P_Oil,Power,1,2018,5.3236563219145525,Capex
Mordor,P_Oil,Power,1,2018,5.3236563219145525,Capex
DolAmroth,RES_CSP,Power,1,2018,110.59752818857346,Capex
Gondor,RES_CSP,Power,1,2018,122.56097109806954,Capex
Rohan,RES_CSP,Power,1,2018,134.50897245657964,Capex
Harad,RES_CSP,Power,1,2018,104.66130132886833,Capex
Mordor,RES_CSP,Power,1,2018,93.28635096474484,Capex
DolAmroth,RES_Geothermal,Power,1,2018,37.66610868105515,Capex
Gondor,RES_Geothermal,Power,1,2018,37.66610868105515,Capex
Rohan,RES_Geothermal,Power,1,2018,37.66610868105515,Capex
Harad,RES_Geothermal,Power,1,2018,37.66610868105515,Capex
Mordor,RES_Geothermal,Power,1,2018,37.66610868105515,Capex
DolAmroth,RES_Hydro_Large,Power,1,2018,28.640070434510626,Capex
Gondor,RES_Hydro_Large,Power,1,2018,28.640070434510626,Capex
Rohan,RES_Hydro_Large,Power,1,2018,28.640070434510626,Capex
Harad,RES_Hydro_Large,Power,1,2018,28.640070434510626,Capex
Mordor,RES_Hydro_Large,Power,1,2018,28.640070434510626,Capex
DolAmroth,RES_Hydro_Small,Power,1,2018,36.78961310945618,Capex
Gondor,RES_Hydro_Small,Power,1,2018,32.41124824370834,Capex
Rohan,RES_Hydro_Small,Power,1,2018,39.147700768121304,Capex
Harad,RES_Hydro_Small,Power,1,2018,44.63839279885129,Capex
Mordor,RES_Hydro_Small,Power,1,2018,66.52648171102199,Capex
DolAmroth,RES_Ocean,Power,1,2018,47.33268833075107,Capex
Gondor,RES_Ocean,Power,1,2018,47.33268833075107,Capex
Rohan,RES_Ocean,Power,1,2018,47.33268833075107,Capex
Harad,RES_Ocean,Power,1,2018,47.33268833075107,Capex
Mordor,RES_Ocean,Power,1,2018,47.33268833075107,Capex
DolAmroth,RES_PV_Rooftop_Commercial,Power,1,2018,24.3646058185853,Capex
Gondor,RES_PV_Rooftop_Commercial,Power,1,2018,27.00015009572204,Capex
Rohan,RES_PV_Rooftop_Commercial,Power,1,2018,29.632278944374022,Capex
Harad,RES_PV_Rooftop_Commercial,Power,1,2018,23.056872141515854,Capex
Mordor,RES_PV_Rooftop_Commercial,Power,1,2018,20.550954337267562,Capex
DolAmroth,RES_PV_Rooftop_Residential,Power,1,2018,36.953574862730974,Capex
Gondor,RES_PV_Rooftop_Residential,Power,1,2018,40.95088076927363,Capex
Rohan,RES_PV_Rooftop_Residential,Power,1,2018,44.94300652666306,Capex
Harad,RES_PV_Rooftop_Residential,Power,1,2018,34.97014715222651,Capex
Mordor,RES_PV_Rooftop_Residential,Power,1,2018,31.169444531849933,Capex
DolAmroth,RES_PV_Utility_Avg,Power,1,2018,15.276501761435197,Capex
Gondor,RES_PV_Utility_Avg,Power,1,2018,16.92897654768058,Capex
Rohan,RES_PV_Utility_Avg,Power,1,2018,18.579309875137266,Capex
Harad,RES_PV_Utility_Avg,Power,1,2018,14.456558439963496,Capex
Mordor,RES_PV_Utility_Avg,Power,1,2018,12.885358887807818,Capex
DolAmroth,RES_PV_Utility_Inf,Power,1,2018,18.550047021926908,Capex
Gondor,RES_PV_Utility_Inf,Power,1,2018,20.556625638953253,Capex
Rohan,RES_PV_Utility_Inf,Power,1,2018,22.560589055785638,Capex
Harad,RES_PV_Utility_Inf,Power,1,2018,17.55437140792951,Capex
Mordor,RES_PV_Utility_Inf,Power,1,2018,15.646510844866073,Capex
DolAmroth,RES_PV_Utility_Opt,Power,1,2018,12.985022004533453,Capex
Gondor,RES_PV_Utility_Opt,Power,1,2018,14.389624548316487,Capex
Rohan,RES_PV_Utility_Opt,Power,1,2018,15.792414132238473,Capex
Harad,RES_PV_Utility_Opt,Power,1,2018,12.288062156879848,Capex
Mordor,RES_PV_Utility_Opt,Power,1,2018,10.952553278898616,Capex
DolAmroth,RES_PV_Utility_Tracking,Power,1,2018,0.000300579213067904,Capex
Gondor,RES_PV_Utility_Tracking,Power,1,2018,0.0003330931608406595,Capex
Rohan,RES_PV_Utility_Tracking,Power,1,2018,0.00036556514194996474,Capex
Harad,RES_PV_Utility_Tracking,Power,1,2018,0.00028444588326110757,Capex
Mordor,RES_PV_Utility_Tracking,Power,1,2018,0.0002535313259004309,Capex
DolAmroth,RES_Wind_Offshore_Deep,Power,1,2018,37.011907082513545,Capex
Gondor,RES_Wind_Offshore_Deep,Power,1,2018,36.81863560830275,Capex
Rohan,RES_Wind_Offshore_Deep,Power,1,2018,35.28718903239902,Capex
Harad,RES_Wind_Offshore_Deep,Power,1,2018,60.17914403707182,Capex
Mordor,RES_Wind_Offshore_Deep,Power,1,2018,48.3074028913575,Capex
DolAmroth,RES_Wind_Offshore_Shallow,Power,1,2018,41.4007423897527,Capex
Gondor,RES_Wind_Offshore_Shallow,Power,1,2018,34.74582968041239,Capex
Rohan,RES_Wind_Offshore_Shallow,Power,1,2018,31.87913754778392,Capex
Harad,RES_Wind_Offshore_Shallow,Power,1,2018,55.545451839778124,Capex
Mordor,RES_Wind_Offshore_Shallow,Power,1,2018,46.56259457997481,Capex
DolAmroth,RES_Wind_Offshore_Transitional,Power,1,2018,41.567285177964685,Capex
Gondor,RES_Wind_Offshore_Transitional,Power,1,2018,32.285231778483734,Capex
Rohan,RES_Wind_Offshore_Transitional,Power,1,2018,32.509351380601196,Capex
Harad,RES_Wind_Offshore_Transitional,Power,1,2018,62.718750191658046,Capex
Mordor,RES_Wind_Offshore_Transitional,Power,1,2018,68.68921697489257,Capex
DolAmroth,RES_Wind_Onshore_Avg,Power,1,2018,41.26915615410237,Capex
Gondor,RES_Wind_Onshore_Avg,Power,1,2018,34.52790538177559,Capex
Rohan,RES_Wind_Onshore_Avg,Power,1,2018,46.14687062571805,Capex
Harad,RES_Wind_Onshore_Avg,Power,1,2018,54.00586332675517,Capex
Mordor,RES_Wind_Onshore_Avg,Power,1,2018,47.65327283548535,Capex
DolAmroth,RES_Wind_Onshore_Inf,Power,1,2018,55.02551628343314,Capex
Gondor,RES_Wind_Onshore_Inf,Power,1,2018,46.03721601490796,Capex
Rohan,RES_Wind_Onshore_Inf,Power,1,2018,61.52916083429075,Capex
Harad,RES_Wind_Onshore_Inf,Power,1,2018,72.0077528942936,Capex
Mordor,RES_Wind_Onshore_Inf,Power,1,2018,63.5376129303487,Capex
DolAmroth,RES_Wind_Onshore_Opt,Power,1,2018,33.01533401522178,Capex
Gondor,RES_Wind_Onshore_Opt,Power,1,2018,27.622321123306886,Capex
Rohan,RES_Wind_Onshore_Opt,Power,1,2018,36.917519236887074,Capex
Harad,RES_Wind_Onshore_Opt,Power,1,2018,43.204651736576174,Capex
Mordor,RES_Wind_Onshore_Opt,Power,1,2018,38.12264857455998,Capex
DolAmroth,X_Fuel_Cell,Power,1,2018,25.011092868803637,Capex
Gondor,X_Fuel_Cell,Power,1,2018,25.011092868803637,Capex
Rohan,X_Fuel_Cell,Power,1,2018,25.011092868803637,Capex
Harad,X_Fuel_Cell,Power,1,2018,25.011092868803637,Capex
Mordor,X_Fuel_Cell,Power,1,2018,25.011092868803637,Capex
DolAmroth,FRT_Rail_Conv,Mobility_Freight,1,2018,0.8918208847765553,Capex
Gondor,FRT_Rail_Conv,Mobility_Freight,1,2018,0.8918208847765553,Capex
Rohan,FRT_Rail_Conv,Mobility_Freight,1,2018,0.8918208847765553,Capex
Harad,FRT_Rail_Conv,Mobility_Freight,1,2018,0.8918208847765553,Capex
Mordor,FRT_Rail_Conv,Mobility_Freight,1,2018,0.8918208847765553,Capex
DolAmroth,FRT_Rail_Electric,Mobility_Freight,1,2018,1.1805380886396837,Capex
Gondor,FRT_Rail_Electric,Mobility_Freight,1,2018,1.1805380886396837,Capex
Rohan,FRT_Rail_Electric,Mobility_Freight,1,2018,1.1805380886396837,Capex
Harad,FRT_Rail_Electric,Mobility_Freight,1,2018,1.1805380886396837,Capex
Mordor,FRT_Rail_Electric,Mobility_Freight,1,2018,1.1805380886396837,Capex
DolAmroth,FRT_Road_BEV,Mobility_Freight,1,2018,5.365201629730818,Capex
Gondor,FRT_Road_BEV,Mobility_Freight,1,2018,5.365201629730818,Capex
Rohan,FRT_Road_BEV,Mobility_Freight,1,2018,5.365201629730818,Capex
Harad,FRT_Road_BEV,Mobility_Freight,1,2018,5.365201629730818,Capex
Mordor,FRT_Road_BEV,Mobility_Freight,1,2018,5.365201629730818,Capex
DolAmroth,FRT_Road_H2,Mobility_Freight,1,2018,4.6829638441809225,Capex
Gondor,FRT_Road_H2,Mobility_Freight,1,2018,4.6829638441809225,Capex
Rohan,FRT_Road_H2,Mobility_Freight,1,2018,4.6829638441809225,Capex
Harad,FRT_Road_H2,Mobility_Freight,1,2018,4.6829638441809225,Capex
Mordor,FRT_Road_H2,Mobility_Freight,1,2018,4.6829638441809225,Capex
DolAmroth,FRT_Road_ICE,Mobility_Freight,1,2018,1.6786486470536803,Capex
Gondor,FRT_Road_ICE,Mobility_Freight,1,2018,1.6786486470536803,Capex
Rohan,FRT_Road_ICE,Mobility_Freight,1,2018,1.6786486470536803,Capex
Harad,FRT_Road_ICE,Mobility_Freight,1,2018,1.6786486470536803,Capex
Mordor,FRT_Road_ICE,Mobility_Freight,1,2018,1.6786486470536803,Capex
DolAmroth,FRT_Road_LNG,Mobility_Freight,1,2018,1.627261443463961,Capex
Gondor,FRT_Road_LNG,Mobility_Freight,1,2018,1.627261443463961,Capex
Rohan,FRT_Road_LNG,Mobility_Freight,1,2018,1.627261443463961,Capex
Harad,FRT_Road_LNG,Mobility_Freight,1,2018,1.627261443463961,Capex
Mordor,FRT_Road_LNG,Mobility_Freight,1,2018,1.627261443463961,Capex
DolAmroth,FRT_Road_OH,Mobility_Freight,1,2018,2.217026408972903,Capex
Gondor,FRT_Road_OH,Mobility_Freight,1,2018,2.217026408972903,Capex
Rohan,FRT_Road_OH,Mobility_Freight,1,2018,2.217026408972903,Capex
Harad,FRT_Road_OH,Mobility_Freight,1,2018,2.217026408972903,Capex
Mordor,FRT_Road_OH,Mobility_Freight,1,2018,2.217026408972903,Capex
DolAmroth,FRT_Road_PHEV,Mobility_Freight,1,2018,2.1240283152943293,Capex
Gondor,FRT_Road_PHEV,Mobility_Freight,1,2018,2.1240283152943293,Capex
Rohan,FRT_Road_PHEV,Mobility_Freight,1,2018,2.1240283152943293,Capex
Harad,FRT_Road_PHEV,Mobility_Freight,1,2018,2.1240283152943293,Capex
Mordor,FRT_Road_PHEV,Mobility_Freight,1,2018,2.1240283152943293,Capex
DolAmroth,FRT_Ship_Bio,Mobility_Freight,1,2018,2.3531449135434075,Capex
Gondor,FRT_Ship_Bio,Mobility_Freight,1,2018,2.3531449135434075,Capex
Rohan,FRT_Ship_Bio,Mobility_Freight,1,2018,2.3531449135434075,Capex
Harad,FRT_Ship_Bio,Mobility_Freight,1,2018,2.3531449135434075,Capex
Mordor,FRT_Ship_Bio,Mobility_Freight,1,2018,2.3531449135434075,Capex
DolAmroth,FRT_Ship_Conv,Mobility_Freight,1,2018,2.139222648987253,Capex
Gondor,FRT_Ship_Conv,Mobility_Freight,1,2018,2.139222648987253,Capex
Rohan,FRT_Ship_Conv,Mobility_Freight,1,2018,2.139222648987253,Capex
Harad,FRT_Ship_Conv,Mobility_Freight,1,2018,2.139222648987253,Capex
Mordor,FRT_Ship_Conv,Mobility_Freight,1,2018,2.139222648987253,Capex
DolAmroth,FRT_Ship_LNG,Mobility_Freight,1,2018,2.281109865404176,Capex
Gondor,FRT_Ship_LNG,Mobility_Freight,1,2018,2.281109865404176,Capex
Rohan,FRT_Ship_LNG,Mobility_Freight,1,2018,2.281109865404176,Capex
Harad,FRT_Ship_LNG,Mobility_Freight,1,2018,2.281109865404176,Capex
Mordor,FRT_Ship_LNG,Mobility_Freight,1,2018,2.281109865404176,Capex
DolAmroth,PSNG_Air_Bio,Mobility_Passenger,1,2018,2.491459674319267,Capex
Gondor,PSNG_Air_Bio,Mobility_Passenger,1,2018,2.491459674319267,Capex
Rohan,PSNG_Air_Bio,Mobility_Passenger,1,2018,2.491459674319267,Capex
Harad,PSNG_Air_Bio,Mobility_Passenger,1,2018,2.491459674319267,Capex
Mordor,PSNG_Air_Bio,Mobility_Passenger,1,2018,2.491459674319267,Capex
DolAmroth,PSNG_Air_Conv,Mobility_Passenger,1,2018,2.264963340115633,Capex
Gondor,PSNG_Air_Conv,Mobility_Passenger,1,2018,2.264963340115633,Capex
Rohan,PSNG_Air_Conv,Mobility_Passenger,1,2018,2.264963340115633,Capex
Harad,PSNG_Air_Conv,Mobility_Passenger,1,2018,2.264963340115633,Capex
Mordor,PSNG_Air_Conv,Mobility_Passenger,1,2018,2.264963340115633,Capex
DolAmroth,PSNG_Air_H2,Mobility_Passenger,1,2018,4.076934012464233,Capex
Gondor,PSNG_Air_H2,Mobility_Passenger,1,2018,4.076934012464233,Capex
Rohan,PSNG_Air_H2,Mobility_Passenger,1,2018,4.076934012464233,Capex
Harad,PSNG_Air_H2,Mobility_Passenger,1,2018,4.076934012464233,Capex
Mordor,PSNG_Air_H2,Mobility_Passenger,1,2018,4.076934012464233,Capex
DolAmroth,PSNG_Rail_Conv,Mobility_Passenger,1,2018,1.03141024062462,Capex
Gondor,PSNG_Rail_Conv,Mobility_Passenger,1,2018,1.03141024062462,Capex
Rohan,PSNG_Rail_Conv,Mobility_Passenger,1,2018,1.03141024062462,Capex
Harad,PSNG_Rail_Conv,Mobility_Passenger,1,2018,1.03141024062462,Capex
Mordor,PSNG_Rail_Conv,Mobility_Passenger,1,2018,1.03141024062462,Capex
DolAmroth,PSNG_Rail_Electric,Mobility_Passenger,1,2018,1.3653179635699624,Capex
Gondor,PSNG_Rail_Electric,Mobility_Passenger,1,2018,1.3653179635699624,Capex
Rohan,PSNG_Rail_Electric,Mobility_Passenger,1,2018,1.3653179635699624,Capex
Harad,PSNG_Rail_Electric,Mobility_Passenger,1,2018,1.3653179635699624,Capex
Mordor,PSNG_Rail_Electric,Mobility_Passenger,1,2018,1.3653179635699624,Capex
DolAmroth,PSNG_Road_BEV,Mobility_Passenger,1,2018,25.637106133824886,Capex
Gondor,PSNG_Road_BEV,Mobility_Passenger,1,2018,25.637106133824886,Capex
Rohan,PSNG_Road_BEV,Mobility_Passenger,1,2018,25.637106133824886,Capex
Harad,PSNG_Road_BEV,Mobility_Passenger,1,2018,25.637106133824886,Capex
Mordor,PSNG_Road_BEV,Mobility_Passenger,1,2018,25.637106133824886,Capex
DolAmroth,PSNG_Road_H2,Mobility_Passenger,1,2018,40.21296092921105,Capex
Gondor,PSNG_Road_H2,Mobility_Passenger,1,2018,40.21296092921105,Capex
Rohan,PSNG_Road_H2,Mobility_Passenger,1,2018,40.21296092921105,Capex
Harad,PSNG_Road_H2,Mobility_Passenger,1,2018,40.21296092921105,Capex
Mordor,PSNG_Road_H2,Mobility_Passenger,1,2018,40.21296092921105,Capex
DolAmroth,PSNG_Road_ICE,Mobility_Passenger,1,2018,13.160605392023479,Capex
Gondor,PSNG_Road_ICE,Mobility_Passenger,1,2018,13.160605392023479,Capex
Rohan,PSNG_Road_ICE,Mobility_Passenger,1,2018,13.160605392023479,Capex
Harad,PSNG_Road_ICE,Mobility_Passenger,1,2018,13.160605392023479,Capex
Mordor,PSNG_Road_ICE,Mobility_Passenger,1,2018,13.160605392023479,Capex
DolAmroth,PSNG_Road_LNG,Mobility_Passenger,1,2018,12.757729716757455,Capex
Gondor,PSNG_Road_LNG,Mobility_Passenger,1,2018,12.757729716757455,Capex
Rohan,PSNG_Road_LNG,Mobility_Passenger,1,2018,12.757729716757455,Capex
Harad,PSNG_Road_LNG,Mobility_Passenger,1,2018,12.757729716757455,Capex
Mordor,PSNG_Road_LNG,Mobility_Passenger,1,2018,12.757729716757455,Capex
DolAmroth,PSNG_Road_PHEV,Mobility_Passenger,1,2018,19.74090808803522,Capex
