Timestep,Hydro|Reservoir_RoGonDor_0_0,Hydro|Reservoir_RoGonDor_0_1,Hydro|Reservoir_DolAmroth_0_0,Hydro|Reservoir_DolAmroth_0_1,Hydro|Reservoir_Harad_0_0,Hydro|Reservoir_Harad_0_1,Biomass|w/o CCS_RoGonDor_0,Biomass|w/o CCS_DolAmroth_0,Biomass|w/o CCS_Harad_0,Coal|Hard coal|w/o CCS_RoGonDor_0,Coal|Hard coal|w/o CCS_DolAmroth_0,Coal|Hard coal|w/o CCS_Harad_0,Coal|Lignite|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_DolAmroth_0,Gas|CCGT|w/o CCS_Harad_0,Gas|OCGT|w/o CCS_RoGonDor_0,Gas|OCGT|w/o CCS_Harad_0,Nuclear_RoGonDor_0,Nuclear_DolAmroth_0,Nuclear_Harad_0,Oil|w/o CCS_RoGonDor_0,Oil|w/o CCS_Harad_0,Solar|PV|Rooftop|Commercial_RoGonDor_0,Solar|PV|Rooftop|Commercial_Harad_0,Solar|PV|Utility|Average_RoGonDor_0,Solar|PV|Utility|Average_DolAmroth_0,Solar|PV|Utility|Average_Harad_0,Solar|PV|Utility|Inf_RoGonDor_0,Solar|PV|Utility|Inf_DolAmroth_0,Solar|PV|Utility|Inf_Harad_0,Solar|PV|Utility|Opt_RoGonDor_0,Solar|PV|Utility|Opt_DolAmroth_0,Solar|PV|Utility|Opt_Harad_0,Wind|Onshore|Avg_RoGonDor_0,Wind|Onshore|Avg_DolAmroth_0,Wind|Onshore|Avg_Harad_0,Wind|Onshore|Opt_RoGonDor_0,Wind|Onshore|Opt_DolAmroth_0,Wind|Offshore|Deep_RoGonDor_0,Wind|Offshore|Shallow_RoGonDor_0,Wind|Offshore|Transitional_RoGonDor_0,Hydro|Run of River_RoGonDor_0,Hydro|Run of River_DolAmroth_0,Hydro|Run of River_Harad_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_DolAmroth_0,Hydro|Pumped Storage_Harad_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_DolAmroth_0,Battery|Lithium-Ion_Harad_0,SlackUnit_RoGonDor,SlackUnit_DolAmroth,SlackUnit_Harad
20,0,0,0,0,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,7188.9527834454247568,882.49853769640674273,2256.4538840776785946,242.69624999999999204,755.56452660710942837,1054.8459220234308304,121.5284913746458102,622.22961014703128058,3542.8654808758183208,235.98369701726815606,348.25506853093531845,15927.718581854604054,2816.4704000000001543,5122.8603062284046246,95681.676413234687061,17467.98412666666627,48450.108004391593568,72004.316251643744181,4204.4486855698769432,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,42136.376483981497586,11617.747932092799601,9506.3411820507099037,0,0,0
21,0,0,0,0,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,148110.5588567717059,62573.58702802874177,92641.077727356139803,10866.727249999998094,53573.326913778750168,69122.037917590569123,5441.4395313988588896,44119.21039958250185,177822.78437377887894,10566.172616730962545,24693.036767579586012,20646.071711886856065,2607.7439999999996871,2251.7701758315092775,87757.923530185187701,16173.445600000000923,41893.904246862679429,71232.488671102444641,6513.1468304845357125,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-140651.28905646584462,-2158.4911586963366972,-57549.247372922334762,0,0,0
22,0,0,0,0,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,130288.88058370769431,65377.607144245848758,100277.53372169919021,9597.957749999999578,55974.031324277420936,82099.464518834196497,4806.1118605462415871,46096.261090581392637,204076.30521582189249,9332.4950577544605039,25799.570292591779435,25246.95955953005614,2920.1440000000002328,2956.159560221198717,122915.76200341321237,18110.976433333333262,32403.336489775378141,64820.617230023439333,14606.835965048341677,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-121398.26241434225813,-14327.189236242767947,-37952.687831135051965,0,0,0
23,0,0,0,0,36000,0,0,0,2814.8496863584377934,98675.729275205449085,0,10700.231703475554241,0,0,0,36931.13530889905087,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,3127.3320765624885098,1923.816846183673988,4601.4388499063643394,233.33349999999998658,1647.1050121621842663,4509.2966541336572845,116.84015819019069227,1356.4394217806250253,10591.610910319795948,226.87990427531840965,759.18422409799813977,35829.312539354294131,3150.9567999999999302,3337.3713936636254402,140053.86830449881381,19542.496653333335416,7499.6579185220534782,27049.773466105456464,28080.231211915503081,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,123654.47077446653566,0,0,0,0,0
24,0,0,0,0,12671.043523563079361,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,7240.5123860821167909,849.4721863235974979,2208.2740686905867733,282.60374999999999091,727.28851426867186092,1002.2647807804410149,141.51189972781889992,598.9434823389030953,3436.8353995798343021,274.78742549975044085,335.22207893450246274,52618.139369110678672,2618.6320000000000618,2839.6095645314403555,128696.75235796514608,16240.973883333335834,2504.1205052809700646,10053.539819020261348,31933.491200705197116,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,233312.70631574065192,12831.696284976360403,0,0,0,0
25,0,0,0,0,36000,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,9745.6794544904914801,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,147640.54517915373435,59638.481625281718152,91366.324074320858927,10936.482500000000073,51060.391844268830027,67787.738547772052698,5476.3689969260813086,42049.734459986088041,174762.84544053627178,10633.998558752578901,23534.773847566881159,69691.812034581627813,2398.4448000000002139,1303.1266134676711772,108318.61590618235641,14875.354520000000775,1382.4476891276815422,11535.904851183524443,38465.692975923688209,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-7156.7493356651393697,2046.6302714561825269,18809.118100237101316,0,0,0
26,0,0,0,0,36000,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,129832.76130565657513,57201.736213858173869,99180.896466391568538,9569.3339999999989232,48974.135250518360408,80279.097378601931268,4791.7787130213619093,40331.640794544531673,199762.76247859437717,9304.6629905202207738,22573.175721338957374,89627.592302573728375,2788.1663999999996122,1672.671567882304771,133449.73053711745888,17292.44036000000051,2886.4692878960677263,33143.047408828635525,58595.324269678189012,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-82292.712249095318839,-2131.5370629981625825,77843.312558078614529,0,0,0
27,0,0,0,0,36000,0,0,0,2814.8496863584377934,98675.729275205449085,0,10700.231703475554241,1496.4615549234003993,0,0,90000,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,3039.7353963009104518,1628.7474366212047698,4625.9506088408516007,223.27799999999950842,1394.4768555940624992,4444.5264171182334394,111.80493516957197642,1148.3927046068718028,10405.041628832419519,217.10252178441820092,642.74276492369119751,67362.286344265783555,2779.867200000000139,3699.8574486021716439,144005.22259393634158,17240.968029999999999,9081.3332764140795916,24000.571710448883096,51725.398161084034655,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,83694.641459676306113,1923.7121993558419035,6882.8225862861499991,0,0,0
28,0,0,25531.194241199187672,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,0,70359.842804697167594,0,0,80975.18113531502604,0,240000,51914.257641406147741,23.69761826676840144,6807.4064751655323562,964.87314382317811123,1983.4266112473283101,331.47024999999899819,826.09079676398118863,873.98982477796528201,165.98146620756119773,680.31006792328116717,3087.4157112467664774,322.30236374166526048,380.76206188728883717,61596.365289749643125,2009.0560000000002674,2067.1571334662121444,116279.26942338614026,12460.332733333334545,7758.7959722273262742,8071.9209192305834222,35510.334499665776093,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,-60095.294950457806408,0,0,0
29,0,0,12326.407726014364016,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,24024.999386949115433,71.540352000000595467,10700.231703475554241,0,0,0,31860.948500733480614,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,143481.27063784588245,68601.055547154130181,86368.824193071282934,10727.284749999998894,58733.835632784612244,63483.738858135737246,5371.6146508804777113,48369.041109352030617,164568.56535298880772,10430.586851926889722,27071.620269457514951,87962.886449751531472,714.33440000000007331,661.74837958285752393,84402.233871343763894,4430.3614766666669311,1292.4349612973614967,6509.082920204176844,28538.974075293492206,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,0,0,0,0
30,0,0,10785.336945559571177,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,0,71.540352000000595467,10700.231703475554241,0,0,0,70359.842804697167594,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,126205.28116944544308,67661.334711471048649,93969.388620821642689,9260.613999999999578,57929.279366652888712,75662.304129246054799,4637.1892792860617192,47706.465360772963322,188966.10026417873451,9004.4816447302819142,26700.783911037004145,105653.61161804151197,785.11199999999996635,1228.2422564923881509,102079.60096475650789,4869.3300500000004831,9062.6250087709540821,9301.5614941805833951,41804.791213631964638,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-2050.6966857087099925,0,0,0,0,0
