Timestep,Hydro|Reservoir_RoGonDor_0_0,Hydro|Reservoir_RoGonDor_0_1,Hydro|Reservoir_DolAmroth_0_0,Hydro|Reservoir_DolAmroth_0_1,Hydro|Reservoir_Harad_0_0,Hydro|Reservoir_Harad_0_1,Biomass|w/o CCS_RoGonDor_0,Biomass|w/o CCS_DolAmroth_0,Biomass|w/o CCS_Harad_0,Coal|Hard coal|w/o CCS_RoGonDor_0,Coal|Hard coal|w/o CCS_DolAmroth_0,Coal|Hard coal|w/o CCS_Harad_0,Coal|Lignite|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_DolAmroth_0,Gas|CCGT|w/o CCS_Harad_0,Gas|OCGT|w/o CCS_RoGonDor_0,Gas|OCGT|w/o CCS_Harad_0,Nuclear_RoGonDor_0,Nuclear_DolAmroth_0,Nuclear_Harad_0,Oil|w/o CCS_RoGonDor_0,Oil|w/o CCS_Harad_0,Solar|PV|Rooftop|Commercial_RoGonDor_0,Solar|PV|Rooftop|Commercial_Harad_0,Solar|PV|Utility|Average_RoGonDor_0,Solar|PV|Utility|Average_DolAmroth_0,Solar|PV|Utility|Average_Harad_0,Solar|PV|Utility|Inf_RoGonDor_0,Solar|PV|Utility|Inf_DolAmroth_0,Solar|PV|Utility|Inf_Harad_0,Solar|PV|Utility|Opt_RoGonDor_0,Solar|PV|Utility|Opt_DolAmroth_0,Solar|PV|Utility|Opt_Harad_0,Wind|Onshore|Avg_RoGonDor_0,Wind|Onshore|Avg_DolAmroth_0,Wind|Onshore|Avg_Harad_0,Wind|Onshore|Opt_RoGonDor_0,Wind|Onshore|Opt_DolAmroth_0,Wind|Offshore|Deep_RoGonDor_0,Wind|Offshore|Shallow_RoGonDor_0,Wind|Offshore|Transitional_RoGonDor_0,Hydro|Run of River_RoGonDor_0,Hydro|Run of River_DolAmroth_0,Hydro|Run of River_Harad_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_DolAmroth_0,Hydro|Pumped Storage_Harad_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_DolAmroth_0,Battery|Lithium-Ion_Harad_0,SlackUnit_RoGonDor,SlackUnit_DolAmroth,SlackUnit_Harad
395,154884.29999999998836,0,28543.920419224490615,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,82507.929637776265736,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.0023153214541065583049,0,10.715467012624596777,0,0,33.769186126509339374,0,0,80.87405009530971256,0,0,23217.491065582937154,1534.7744000000000142,2078.1362543519599058,50894.288815478903416,9518.7987266666677897,77319.562690906401258,78892.818032468625461,40927.156393381432281,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,-58333.556436761391524,0,0,0
396,154884.29999999998836,0,33145.436664772234508,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,43775.0812882634782,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,27001.364762801898905,999.66079999999999472,1975.4539637445402604,64051.047996166795201,6199.9795866666672737,59877.682551797726774,56728.533626780881605,51265.79440774336399,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,-1600.4340384054748938,0,2645.9675376425875584,0
397,154884.29999999998836,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,58259.895753505683388,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,85017.469989679622813,47493.519088694250968,30010.019928794717998,2353.0294999999991887,40662.297708531485114,23901.578017330713919,1178.2634684097442914,33486.598112908272014,69348.208363396217464,2287.9488273951246811,18742.080625065544154,31747.862553265036695,410.71359999999998536,2651.37016105353905,71706.822957399024745,2547.279973333333146,82608.339059237696347,79723.294883397597005,64420.932863061862008,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,39386.220357092490303,0,102668.46281613147585,0,63868.558598610179615,0
398,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,57107.747742077852308,52684.043757489780546,33824.909950607048813,3564.2242499999993015,45106.244238412502455,32952.108950155161438,1784.7609760077896226,37146.318784574999881,84736.8973261568608,3465.644053064684158,20790.386029583674826,38300.31928682281432,678.05599999999981264,3095.2555182765640893,122786.96279832246364,4205.3598166666670295,97968.407730099715991,121324.09571739243984,92040.950329267972847,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,-3301.8101121118252195,-63713.830462714817259,0,-67016.304790601076093,0,41949.198535297779017,0
399,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.00078962321250550379301,0,3.654430563411107169,0,0,11.516730510837426493,0,0,27.581495058200506065,0,0,49329.193210445882869,951.76319999999998345,2000.1132193102507699,164983.77422336608288,5902.914679999999862,66602.550686097689322,68249.729065663224901,94580.815320274283295,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-27692.126780467064236,0,-22432.279408972703095,0,32708.801632094633533,0
400,154884.29999999998836,0,0,0,23596.540305017850187,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,52363.428571100987028,1227.4287999999996828,1879.7993108794787531,200809.57819801830919,7612.6157033333338404,51444.030427753030381,104447.91924572522112,63284.176768736033409,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-36685.358767457029899,0,-25271.918010511377361,0,34342.513884691448766,0
401,154884.29999999998836,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,15056.644454246768873,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,64634.592844432714628,44695.332777787203668,24545.693182396724296,3734.1562499999995453,38266.587999053983367,21422.733863202567591,1869.8532656343345479,31513.660705103273358,60314.582184254126332,3630.8760317274713998,17637.849259412567335,51694.183429142867681,2875.243199999999888,2805.7531069025558281,196185.25200620930991,17832.497930000001361,91904.642599516635528,143298.11758064234164,47554.826174887093657,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,2476.2123044389363713,6677.4492971906875027,0,103535.25324460185948,0,41855.034752211082377,0
402,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,128566.14621666434687,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,51256.357659193206928,46946.639689272873511,32882.616276100226969,3139.5854999999996835,40194.07860460687516,36032.676337030658033,1572.1260190741088536,33101.005909676241572,91386.051578224636614,3052.7500667678564241,18526.268910271330242,61830.869226818249444,5345.9728000000004613,7065.1393181393586929,210084.81383126453147,33156.168803333333926,98406.781326684547821,165394.9678441323631,41595.907150899416592,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-175398.13561546412529,0,-31648.630285823659506,0,9444.231896330791642,0
403,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.0026179111889309569262,0,12.115873127344711335,0,0,38.182486516024312095,0,0,91.443492765620760565,0,0,69324.411607969959732,5000.9552000000003318,9486.5481658798071294,216148.19352727840305,31016.340896666668414,93952.828113936586305,156997.47339479241055,72878.987691573580378,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-108928.84258403007698,0,-33392.15762659318716,0,3989.8447257196094142,0
404,154884.29999999998836,0,22441.822490152011596,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,56331.604084719147068,2945.4303999999997359,9828.8516455226872495,171318.63055422966136,18267.80479333333642,29095.729702155309496,124196.33573381874885,95887.099121340317652,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-5558.4362612441618694,0,-13289.988536413809925,0,0,0
405,154884.29999999998836,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,72178.893973448168254,54482.704758606225369,24073.40664049982297,3303.3719999999989341,46646.195172929219552,19623.335932921974745,1654.1409915037766041,38414.513671824053745,57606.051189734760555,3212.0065191914882234,21500.180758357739251,52398.245120795763796,4002.1279999999997017,6828.2066382046241415,125511.73647171683842,24821.531366666666145,25127.827821612132539,152058.23222352872835,116034.05122593473061,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,82872.621031044560368,0,70693.5257450696663,0,36008.283574135319213,0
406,154884.29999999998836,0,18793.20741559884118,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,39964.887972537319001,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,66528.680663620238192,64294.750866802234668,29838.155256480487878,6338.2545000000000073,55046.92747571367363,29630.252183014566981,3173.8376976717349862,45332.763803528905555,79631.17561182109057,6162.9494874615356821,25372.249259182874084,55098.755380314978538,2772.1952000000001135,5265.1199517371796901,106772.94117536520935,17193.385646666665707,66275.67577828479989,156643.07976115267957,129596.3835267334216,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-105177.73138840573665,0,-6456.7101742326212843,0,0,0
407,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,119156.94220525416313,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.00087802021369018867173,0,4.0635379677091352235,0,0,12.806009276313226053,0,0,30.669197411323530389,0,0,53915.912432237142639,694.65760000000000218,2838.4778897704372866,113820.46724005926808,4308.3243233333341777,50626.250723634955648,160092.63312293184572,113535.16181048753788,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-52151.8896780852956,0,0,0,34233.667090181967069,0
408,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,46936.995846098616312,244.88159999999999172,5363.1442440189266563,105353.78413405753963,1518.7760900000000674,18044.45560519632636,109353.11389393746504,90258.576672455033986,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,52903.330535431508906,0,-22287.716114880837267,0,38390.172819784093008,0
409,154884.29999999998836,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,70629.590575085501769,46025.089722588352743,24616.282062027159554,4242.9662499999994907,39405.079603950936871,19549.367230370749894,2124.6364017410269298,32451.242026783122128,56936.850051088462351,4125.6132387480010948,18162.603212150021136,46239.856084141261817,1602.0591999999999189,8294.0318186933200195,129474.28325102894451,9936.1046633333335194,10003.377468074919307,85871.71469864838582,80500.527107186615467,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,155133.97874706244329,0,25941.844725924900558,0,42494.672800095999264,0
410,154884.29999999998836,0,9799.352525070309639,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,0,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,65957.776130766418646,61086.795520619045419,30798.703704384071898,6368.5867500000003929,52300.387783033205778,31093.862903468540026,3189.0263649152493599,43070.907586027344223,82875.030837304453598,6192.442800579690811,24106.313213730139978,49321.501032936255797,2331.8191999999999098,5997.3010174122600802,108350.51391703731497,14462.136996666667983,68466.56820225957199,121366.58242632480687,82963.212294224096695,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,-8963.8946626911929343,4871.3802440931758611,0,-26415.426099267333484,0,5072.4828168907115469,0
411,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,76025.564481801877264,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.0014322014134249450197,0,6.6283266946668017994,0,0,20.888795382954942426,0,0,50.026716009764612636,0,0,52334.486075592845737,1971.4927999999999884,2561.0362552692126883,98825.727985105346306,12227.36263666666855,72937.768843950470909,88473.512304841540754,70614.387259549985174,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,48524.574105867926846,0,0,0,20908.046213577974413,0
412,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,33304.497900453417969,1168.1440000000000055,1983.0193033070427191,97166.843312515309663,7244.9264333333339891,79311.604404494632035,58717.42086645418749,77361.479017884776113,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,13288.889448734276812,0,-49088.124587705759041,0,28556.011304086161545,0
413,154884.29999999998836,0,0,0,3621.8717187995853237,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,45624.482834445014305,48855.250387189342291,38756.483032444455603,7724.0477499999997235,41828.164641976167331,29847.189364312518592,3867.7642129337882579,34446.723822803905932,73175.321292076492682,7510.4141245812897978,19279.452423908423953,22163.62808027574647,916.62400000000002365,1177.9108651881372225,123189.95276854926487,5684.978433333333669,86772.275961064267904,135482.88206198159605,96893.181527818844188,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-13253.128418312247959,0,0,0,33781.492112672247458,0
414,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,0,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,42158.140554554687697,53394.0465545700863,55988.690897569635126,8810.1097499999996217,45714.123916792494128,49470.781426950939931,4411.6023496966408857,37646.925578534996021,116359.80184326868039,8566.4375528376749571,21070.57014569540479,22218.280942184392188,663.75679999999999836,1129.78655228517664,158918.23323498031823,4116.6749866666668822,58213.997582404081186,132088.07256547547877,101638.70445408883097,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-141404.4672080425662,0,-39216.951523112067662,0,16471.286624436674174,0
415,154884.29999999998836,0,6534.7076907772570848,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,70262.643641691480298,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.00047343393903720730519,0,2.191084848030125265,0,0,6.9050795420178845418,0,0,16.537021256636556643,0,0,29387.63333143419004,227.15199999999998681,1450.2193230110037803,147320.37379871669691,1408.8156333333333805,43494.334867208854121,109555.64124379666464,83998.072741277937894,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,-7265.9428002398399258,-22947.410803194157779,0,0,0,26854.148983730541659,0
416,154884.29999999998836,0,33145.436664772234508,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,112905.27771658459096,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,33845.210527754497889,476.97759999999999536,1090.8031703246795132,122930.49770267271379,2958.2548233333336611,13936.552516345875119,83000.230818181997165,63302.815773831534898,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,101325.01754210218496,0,0,0,5191.0463331954961177,0
417,154884.29999999998836,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,75457.585353681119159,34410.716560758643027,36111.412167838316236,6521.5357499999990978,29461.25762010640392,24695.493722074741527,3265.6145331595485004,24262.212157734677021,67557.796099160710583,6341.1614992620725388,13579.293270385194774,52072.952638206115807,316.14080000000001291,570.15775210261108441,116950.3337686592713,1960.7315866666665443,10532.483712999417548,60016.635887206262851,61227.492486583636492,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,12171.663984349906968,186298.77861814753851,0,103535.25324460185948,0,53090.787569491119939,0
418,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,105638.83239190484164,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,64531.322019347811874,40675.394617108999228,43114.52492787680967,4704.6522499999991851,34824.856887191715941,35645.346444937727938,2355.8225163546435397,28679.293907099050557,90440.958300459067686,4574.5298130301116544,16051.485339432090768,52950.87078585026029,291.01440000000002328,846.08006634459036377,163515.74843580424204,1804.8955600000003869,55865.716536635613011,87273.877759082373814,69212.600365235368372,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-28257.627008921539527,0,0,0,41063.759940374045982,0
419,154884.29999999998836,0,33145.436664772234508,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,85647.198175227676984,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.00035188806240826536655,0,1.6285621671175440905,0,0,5.1323212394881698728,0,0,12.291430521087209016,0,0,45328.602800009473867,574.9919999999999618,793.92924213729054372,148842.27231018678867,3566.1483000000002903,53620.719086715966114,78506.029547160957009,73373.973791816475568,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,53108.989371471499908,0,0,0,2458.8036845465976512,0
420,0,0,33145.436664772234508,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,82999.700423208574648,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,50735.5284920777558,533.16960000000005948,943.06646906652235884,146831.63318703774712,3306.7622900000001209,87905.443508016513078,140217.8313058729691,55232.149278781245812,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,-40511.787886047903157,0,6598.7033190654183272,0
421,0,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,300071.33338845678372,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,50203.410310660285177,34679.039726303948555,27421.704058644831093,7640.586250000000291,29690.986573632111686,17928.016009495408071,3825.9714362309555327,24451.400707697026519,47721.033964252492297,7429.2610234163294081,13685.180020803316438,63372.202126794793003,568.08000000000004093,1551.9137428325757355,125341.22500038858561,3523.2795000000000982,54960.864779989919043,112130.2248665112711,32265.23379716881027,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,36561.888567158232036,0,48123.547624497397919,101289.25924633501563
422,0,0,28517.058843354428973,0,11634.272465100402769,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,194333.69047087006038,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,41399.134717338201881,36213.043614392336167,33091.910033314059547,7195.6154999999989741,31004.347301166479156,28576.448580598618719,3603.155369013827567,25532.991895078270318,70684.759847829802311,6996.5973846104279801,14290.534711324886302,59006.949288812880695,1075.2847999999999047,2800.6386872644338837,109819.43762857548427,6669.0059366666673668,40452.51073295794049,99967.441764563132892,10210.569016899558846,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,-32333.87270111944963,0,0,0
423,154884.29999999998836,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,23799.666773802342504,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.00012834564595084075461,0,0.59399248124335535248,0,0,1.8719335921818205382,0,0,4.4831063011718761402,0,0,40908.736407300501014,1822.2880000000000109,4775.9676040740578173,92267.071893715474289,11301.982033333333675,27845.282771378439065,95192.826105124491733,30973.830369107632578,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,-24435.062127616074577,0,26390.406734635325847,0
424,0,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,85065.5771883615962,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,26786.573916704492149,1863.995200000000068,11033.047376430460645,67501.736049758008448,11560.653563333335114,69627.213381910944008,99746.356220247325837,36232.68012432888645,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,-9533.0006924871049705,0,31150.266703485998733,0
425,154884.29999999998836,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,40860.3668189249438,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,35788.415168108229409,56696.586055698382552,23626.465269844018621,4291.8369999999995343,48541.643270291635417,19303.291718069711351,2149.1080963792742295,39975.470928475457185,49081.478222087585891,4173.1323094423632938,22373.83136502132038,14753.871941079314638,3827.6719999999995707,18555.946009221930581,100771.71865856049408,23739.540716666666412,96466.969846048130421,138191.43237476513605,28037.871457576813555,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,59837.496807903429726,0,33800.490750853539794,0
426,0,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,100506.10860871023033,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,42914.608925125648966,66670.289140546432463,42648.872910714606405,6545.5269999999991342,57080.780648914136691,37507.128302509321657,3277.6279879149974477,47007.70171087046765,90528.227416261695907,6364.4891933284852712,26309.693582297717512,18553.222249198392092,6831.6575999999995474,23025.142220209887455,171041.51711059975787,42370.509740000001329,95615.768165581001085,159002.00729481867165,28496.700522068273131,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-79838.300968653362361,-10413.235904267028673,-114720.50221008514927,0,0,0
427,0,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,112842.11030701809796,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.00048023370835900615772,0,2.222554648360436147,0,0,7.0042548316701704891,0,0,16.774536822263005575,0,0,18899.509215207734087,6778.8272000000006301,17726.259596045008948,165124.37358010953176,42042.851196666670148,86451.605368196353083,159049.42005806785892,52629.831479814187333,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,-3118.4657618323940369,0,-70360.072274960708455,-6072.4444906720746076,0,0,0,0
428,0,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,137481.64177833730355,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,26244.959410376886808,4075.243199999999888,14491.776820431417946,175357.70243257065886,25274.997930000001361,83840.364690685571986,143373.77378677355591,104495.31856451171916,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-129768.49640925817948,0,0,0,14729.25254032893281,0
429,45342.813708219517139,0,0,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,150000,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,38240.056563506099337,63025.149062001561106,32171.08774483291927,5270.0850000000000364,53959.938607576012146,29755.493748302727909,2638.9591082109973286,44437.596500356710749,73187.111527916640625,5124.3236840093313731,24871.233966067491565,24950.582813452063419,1970.1808000000000902,9641.4813182424622937,170179.94712235001498,12219.225503333333108,67447.429064757889137,116961.63703166109917,119502.47838381989277,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,46466.084107030597806,0,44880.274202601649449,0
430,0,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,16270.662038222777483,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,37018.480861447555071,72924.128432932760916,46553.479053552262485,8244.7620000000006257,62435.10014361039066,46927.72507317916461,4128.5083210103684905,51417.141294737964927,111562.15059357993596,8016.7263309074032804,28777.608415376671473,28514.41857498754689,4433.2143999999998414,9313.7770682511891209,176520.16397908935323,27495.165143333335436,57974.722668825656001,105947.15260483196471,119212.94008142693201,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,-125937.6724056819512,0,0,0,2744.713377231528284,0
431,3349.2418155842024134,0,0,0,0,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,12000,90000,0,133378.99983606976457,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0.00017424408887355797518,0,0.80641363347561567654,0,0,2.5413667973329352456,0,0,6.0863363691406249245,0,0,30633.007854943207349,3655.6064000000001215,6245.6817442386827679,146985.0135260958341,22672.375526666666701,95828.04672665266844,123994.19704102596734,99938.605850234918762,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,0,0,0,0,-7073.6825534458475886,0,13793.771400877798442,0
432,0,0,3332.1160614713917312,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,90807.958764684823109,12000,90000,0,114582.41784605328576,304699.09831679996569,30000,240000,51914.257641406147741,23.69761826676840144,0,0,0,0,0,0,0,0,0,0,0,30894.240389884664182,5309.1743999999998778,3699.4572984104356692,136750.79168925018166,32927.94206000000122,87425.287858168012463,125557.37172927772917,75711.084570147184422,16526.669753312027751,5475.0333513132154621,3200.5632115731577869,0,2338.712108880775304,0,0,0,0,0,0,0
